Order,Event_ID,Trans,Tran,Dir,Date,J_day,ALDT,Sec,Vessel_x,Vessel_y,Vessel_heading,Vessel_Pitch,Vessel_Roll,x,y,z,Heading,CMG,Alt,Pitch,Roll
1,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:43:38 PM,56618,434675.37,6375351.43,24.1,0.44,-0.7,434688.09,6375329.48,90,97,85.93,1.38,-29,
2,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:43:39 PM,56619,434675.57,6375351.43,24.8,2.87,3.83,434688.09,6375329.48,90,97,85.93,1.38,-28,
3,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:43:40 PM,56620,434675.77,6375351.61,25.9,2.14,6.45,434689.22,6375329.82,90,97,154.43,1.41,-30,
4,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:43:41 PM,56621,434675.57,6375351.8,27,1.49,5.25,434689.22,6375329.82,90,97,154.43,1.41,-30,
5,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:43:42 PM,56622,434674.98,6375351.99,28.1,1.97,0.59,434689.22,6375329.82,90,96,154.43,1.66,-28,
6,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:43:43 PM,56623,434674.28,6375352.37,29.6,1.26,-2.78,434689.22,6375329.82,90,97,154.43,1.86,-27,
7,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:43:44 PM,56624,434673.99,6375352.56,30.8,-0.66,-2.26,434689.22,6375329.82,90,97,154.43,2.23,-27,
8,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:43:45 PM,56625,434674.19,6375352.75,31.1,-1.33,2.35,434689.22,6375329.82,90,98,154.43,2.59,-28,
9,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:43:46 PM,56626,434674.19,6375352.75,32,1.12,5.92,434689.22,6375329.82,90,99,154.43,2.62,-28,
10,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:43:47 PM,56627,434673.9,6375353.12,33.6,3.52,5.57,434690.56,6375330.24,88,101,68.04,2.51,-31,
11,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:43:48 PM,56628,434673.5,6375353.5,34.8,3.36,3.17,434690.56,6375330.24,90,107,68.04,2.37,-31,
12,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:43:49 PM,56629,434673.21,6375353.69,35.7,1.84,0.86,434690.56,6375330.24,90,110,68.04,2.34,-30,
13,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:43:50 PM,56630,434673.01,6375353.69,36.6,-0.47,-0.59,434690.56,6375330.24,90,111,68.04,2.54,-29,
14,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:43:51 PM,56631,434672.81,6375354.07,38.8,-2.09,-0.71,434690.56,6375330.24,90,108,68.04,2.45,-30,
15,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:43:52 PM,56632,434672.62,6375354.44,41,-0.18,0.06,434690.56,6375330.24,90,108,68.04,2.45,-30,
16,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:43:53 PM,56633,434672.33,6375354.82,42.4,3.09,1.8,434690.56,6375330.24,90,107,68.04,2.31,-32,
17,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:43:54 PM,56634,434672.43,6375355.19,43.9,2.01,4.18,434692.92,6375327.05,86.9,108,123.18,2.42,-33,
18,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:43:55 PM,56635,434672.54,6375355.56,45,0.26,5.61,434692.92,6375327.05,90,109,123.18,2.37,-32,
19,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:43:56 PM,56636,434672.24,6375355.93,46.9,2.34,4.07,434692.92,6375327.05,90,104,123.18,2.4,-31,
20,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:43:57 PM,56637,434671.95,6375356.31,49.4,3.5,1.2,434692.92,6375327.05,90,99,123.18,2.37,-31,
21,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:43:58 PM,56638,434671.76,6375357.05,51.6,1.42,-0.73,434692.92,6375327.05,90,100,123.18,2.34,-30,
22,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:43:59 PM,56639,434671.57,6375357.24,53.3,0.92,0.09,434692.92,6375327.05,90,101,123.18,2.45,-29,
23,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:00 PM,56640,434671.57,6375357.43,55.9,0.97,2.26,434692.92,6375327.05,90,103,123.18,2.68,-27,
24,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:01 PM,56641,434671.68,6375357.98,58.6,-0.83,3.51,434692.92,6375327.05,89,102,123.18,2.9,-26,
25,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:02 PM,56642,434671.69,6375358.73,61.1,-0.4,2.72,434692.92,6375327.05,90,101,123.18,2.85,-26,
26,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:03 PM,56643,434671.6,6375359.65,64,2.2,1.12,434699.58,6375323.76,86.7,101,116.37,2.85,-26,
27,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:04 PM,56644,434671.72,6375360.58,65.9,3.15,1.06,434699.58,6375323.76,90,99,116.37,2.54,-26,
28,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:05 PM,56645,434671.93,6375361.13,67.6,2.37,2.44,434699.58,6375323.76,90,96,116.37,2.17,-27,
29,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:06 PM,56646,434672.03,6375361.32,69.1,1.65,4.32,434701.1,6375322.27,86,91,118.34,2.09,-25,
30,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:07 PM,56647,434672.13,6375361.5,70.8,1.97,5.08,434701.1,6375322.27,89,72,118.34,2.06,-26,
31,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:08 PM,56648,434672.14,6375361.69,72.6,1.79,4,434701.1,6375322.27,89,44,118.34,1.89,-29,
32,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:09 PM,56649,434672.24,6375362.24,74.7,0.25,0.72,434704.97,6375318.97,89,8,121.16,1.72,-34,
33,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:10 PM,56650,434672.36,6375362.98,77.6,-0.53,-2.69,434704.97,6375318.97,89,330,121.16,1.63,-38,
34,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:11 PM,56651,434672.77,6375363.72,80.2,-0.1,-2.73,434704.97,6375318.97,90,328,121.16,1.41,-40,
35,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:12 PM,56652,434673.28,6375364.27,82.3,1.24,1.44,434704.97,6375318.97,89,320,121.16,1.38,-40,
36,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:13 PM,56653,434673.68,6375364.45,83.4,3.11,6.06,434704.21,6375322.94,89,328,113.86,1.38,-37,
37,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:14 PM,56654,434673.99,6375365,84.8,3.67,7.25,434704.21,6375322.94,89,328,113.86,1.38,-37,
38,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:15 PM,56655,434674.1,6375365.55,86,2.16,4.82,434704.21,6375322.94,89,315,113.86,1.72,-34,
39,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:16 PM,56656,434674.2,6375366.11,87.6,0.24,0.96,434705.8,6375320.88,83.5,330,118.46,2,-29,
40,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:17 PM,56657,434674.31,6375366.48,90.3,-1.15,-1.72,434705.8,6375320.88,90,336,118.46,2.09,-25,
41,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:18 PM,56658,434674.52,6375366.85,92.1,-0.88,-0.82,434705.8,6375320.88,90,337,118.46,2.42,-22,
42,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:19 PM,56659,434674.61,6375366.66,93,2.4,2.58,434703.74,6375324.04,90,337,109.16,2.31,-21,
43,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:20 PM,56660,434674.81,6375366.66,93.7,3.37,4.8,434703.74,6375324.04,90,337,109.16,2.2,-23,
44,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:21 PM,56661,434675.22,6375367.02,93.7,0.42,3.99,434704.51,6375323.85,85.2,337,111.29,2,-24,
45,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:22 PM,56662,434675.53,6375367.76,94.2,-0.44,0.86,434704.51,6375323.85,90,337,111.29,1.97,-26,
46,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:23 PM,56663,434675.74,6375368.31,95.1,0.9,-1.19,434704.51,6375323.85,90,337,111.29,1.77,-27,
47,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:24 PM,56664,434675.94,6375368.31,94.8,1.85,0.38,434703.51,6375326.18,90,336,107.38,1.63,-28,
48,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:25 PM,56665,434675.93,6375368.12,93.8,1.79,3.82,434703.51,6375326.18,90,336,107.38,1.63,-28,
49,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:26 PM,56666,434676.13,6375367.93,92.3,-0.69,6.45,434703.51,6375326.18,90,333,107.38,1.61,-27,
50,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:27 PM,56667,434676.43,6375367.74,91.3,-2.39,5.82,434703.51,6375326.18,90,331,107.38,1.75,-27,
51,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:28 PM,56668,434676.63,6375367.93,90.7,-0.71,2.12,434703.51,6375326.18,90,331,107.38,1.75,-26,
52,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:29 PM,56669,434676.84,6375368.29,89.5,1.18,-1.16,434703.51,6375326.18,90,333,107.38,1.55,-27,
53,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:30 PM,56670,434676.94,6375368.29,87.8,1.39,-1.49,434703.51,6375326.18,90,334,107.38,1.69,-26,
54,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:31 PM,56671,434677.03,6375368.1,86,0.15,0.86,434703.51,6375326.18,90,335,107.38,2.03,-24,
55,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:32 PM,56672,434676.93,6375368.11,84.3,-0.44,3.9,434703.51,6375326.18,90,337,107.38,2.2,-23,
56,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:33 PM,56673,434676.63,6375368.11,82.5,-0.11,5.1,434703.25,6375328.76,86.2,339,80.6,1.97,-24,
57,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:34 PM,56674,434676.54,6375368.3,80.9,-1.77,3.96,434703.25,6375328.76,90,338,80.6,1.8,-25,
58,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:35 PM,56675,434676.54,6375368.48,79.7,-2.75,1.92,434703.25,6375328.76,90,337,80.6,1.61,-26,
59,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:36 PM,56676,434676.34,6375368.67,78,-0.93,-0.12,434702.65,6375329.92,86.7,337,26.55,1.61,-26,
60,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:37 PM,56677,434676.24,6375368.67,76.4,0.62,-0.59,434702.65,6375329.92,90,335,26.55,1.52,-27,
61,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:38 PM,56678,434676.24,6375368.49,74.4,-0.2,1.7,434702.65,6375329.92,90,334,26.55,1.49,-27,
62,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:39 PM,56679,434676.23,6375368.12,72.3,-2.26,3.78,434702.26,6375330.55,90,332,7.92,1.49,-28,
63,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:40 PM,56680,434676.24,6375368.3,71,-2.92,3.02,434702.26,6375330.55,90,332,7.92,1.55,-26,
64,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:41 PM,56681,434676.04,6375368.49,69.6,-1.24,0.79,434702.23,6375331.67,86,331,347.83,1.66,-27,
65,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:42 PM,56682,434675.84,6375368.68,68.1,0.17,-0.69,434702.23,6375331.67,90,330,347.83,1.83,-26,
66,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:43 PM,56683,434675.85,6375368.87,66.7,-0.85,-0.32,434702.23,6375331.67,90,330,347.83,1.77,-25,
67,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:44 PM,56684,434675.74,6375368.68,64.9,-1.91,1.48,434700.81,6375332.14,90,331,339.75,1.94,-24,
68,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:45 PM,56685,434675.54,6375368.68,62.6,-1.94,3.42,434700.81,6375332.14,90,331,339.75,1.92,-25,
69,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:46 PM,56686,434675.44,6375368.5,60.9,-1.59,4.16,434700.81,6375332.14,90,332,339.75,2.03,-25,
70,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:47 PM,56687,434675.44,6375368.32,59.6,-1.62,3.46,434701.48,6375332.44,86.1,332,339.49,2.03,-25,
71,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:48 PM,56688,434675.44,6375368.32,58.7,-3.1,1.23,434701.48,6375332.44,90,331,339.49,1.97,-26,
72,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:49 PM,56689,434675.54,6375368.5,57.9,-4.65,-1.06,434700.85,6375333.41,85.5,331,342.87,2.09,-25,
73,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:50 PM,56690,434675.45,6375368.87,57.3,-1.99,-2.54,434700.85,6375333.41,90,331,342.87,2.23,-24,
74,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:51 PM,56691,434675.45,6375369.06,56.6,1.08,-1.41,434700.85,6375333.41,90,331,342.87,2.23,-25,
75,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:52 PM,56692,434675.75,6375369.24,54.3,-1.42,2.38,434700.6,6375334.7,85.8,331,340.18,2.37,-24,
76,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:53 PM,56693,434675.85,6375369.24,52.5,-2.83,5.16,434700.6,6375334.7,90,332,340.18,2.45,-24,
77,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:54 PM,56694,434675.55,6375369.24,51.3,-0.22,4.9,434700.6,6375334.7,90,332,340.18,2.62,-23,
78,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:55 PM,56695,434675.16,6375369.43,50.4,-0.19,2.11,434701.81,6375335.34,90,332,349.45,2.71,-23,
79,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:56 PM,56696,434674.86,6375369.44,49.3,-3.15,-0.65,434701.81,6375335.34,90,334,349.45,2.62,-25,
80,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:57 PM,56697,434674.66,6375369.44,48.8,-5.39,-1.38,434701.81,6375335.34,90,334,349.45,2.65,-25,
81,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:58 PM,56698,434674.56,6375369.63,48.4,-5.05,-0.44,434699.72,6375336.59,85.7,334,335.74,2.65,-25,
82,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:44:59 PM,56699,434674.57,6375370,48.2,-1.21,1.63,434699.72,6375336.59,90,333,335.74,2.57,-26,
83,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:00 PM,56700,434674.57,6375370,47,2.09,3.8,434700.74,6375337.82,86.1,331,346.42,2.45,-25,
84,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:01 PM,56701,434674.67,6375370.18,45.5,-0.79,4.02,434700.74,6375337.82,90,330,346.42,2.37,-26,
85,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:02 PM,56702,434674.77,6375370.55,44.7,-5.31,2.86,434700.74,6375337.82,90,330,346.42,2.2,-28,
86,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:03 PM,56703,434674.68,6375370.55,44.2,-3.33,0.86,434700.66,6375339.66,90,329,350.04,2.14,-30,
87,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:04 PM,56704,434674.48,6375370.74,44.1,-0.21,-1,434700.66,6375339.66,90,328,350.04,2.26,-28,
88,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:05 PM,56705,434674.59,6375371.3,44.1,-2.42,-1.17,434700.66,6375339.66,90,326,350.04,2.42,-28,
89,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:06 PM,56706,434674.7,6375371.85,44.3,-4.33,0.14,434699.47,6375339.64,90,325,340.92,2.68,-26,
90,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:07 PM,56707,434674.8,6375372.22,44.5,-2.08,2.41,434699.47,6375339.64,90,325,340.92,2.9,-25,
91,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:08 PM,56708,434674.9,6375372.41,44.1,0.9,4.62,434700.48,6375342.12,90,325,358.1,3.16,-25,
92,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:09 PM,56709,434674.9,6375372.41,43.8,1.18,4.55,434700.48,6375342.12,90,325,358.1,3.16,-25,
93,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:10 PM,56710,434674.71,6375372.78,43.7,-1.85,1.52,434700.48,6375342.12,90,324,358.1,3.3,-26,
94,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:11 PM,56711,434674.12,6375373.35,43.9,-4.66,-2.08,434699.5,6375342.38,84.8,325,348.73,3.3,-27,
95,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:12 PM,56712,434673.73,6375373.72,44.5,-4.04,-2.98,434699.5,6375342.38,90,325,348.73,3.36,-28,
96,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:13 PM,56713,434673.63,6375373.91,45,-1.44,-0.71,434699.5,6375342.38,90,328,348.73,3.33,-27,
97,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:14 PM,56714,434673.64,6375374.28,45.5,-0.11,3.26,434696.35,6375346.94,90,331,341.59,3.3,-28,
98,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:15 PM,56715,434673.84,6375374.46,46,-1.36,5.75,434696.35,6375346.94,90,333,341.59,3.07,-28,
99,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:16 PM,56716,434673.75,6375375.02,46.7,-3.07,4.82,434696.35,6375346.94,90,337,341.59,2.85,-30,
100,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:17 PM,56717,434673.66,6375375.58,47.6,-2.5,1.66,434696.35,6375346.94,90,340,341.59,2.65,-32,
101,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:18 PM,56718,434673.56,6375375.95,48.3,0.61,-0.6,434696.35,6375346.94,90,341,341.59,2.45,-31,
102,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:19 PM,56719,434673.77,6375376.14,48.5,1.15,-0.41,434696.35,6375346.94,90,340,341.59,2.34,-31,
103,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:20 PM,56720,434673.97,6375376.32,49.5,-2.22,1.36,434696.35,6375346.94,90,340,341.59,2.34,-31,
104,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:21 PM,56721,434673.97,6375376.5,50.1,-3.28,2.28,434699.07,6375350.94,85.8,338,354.61,2.28,-29,
105,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:22 PM,56722,434673.68,6375376.88,50.9,-1.03,1.14,434699.07,6375350.94,90,335,354.61,2.11,-29,
106,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:23 PM,56723,434673.59,6375377.62,51.9,-1.2,-0.03,434699.07,6375350.94,90,335,354.61,2.09,-29,
107,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:24 PM,56724,434673.51,6375378.55,52.3,-1.77,-0.31,434698.08,6375352.77,90,336,347.93,1.97,-29,
108,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:25 PM,56725,434673.31,6375379.11,52,1.01,0.98,434698.08,6375352.77,90,337,347.93,1.97,-28,
109,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:26 PM,56726,434673.12,6375379.3,52,2.48,3.53,434699.88,6375353.84,87.1,338,0.56,1.89,-26,
110,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:27 PM,56727,434673.22,6375379.3,52.3,-1.09,5.63,434699.88,6375353.84,91,338,0.56,1.72,-27,
111,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:28 PM,56728,434673.22,6375379.49,52.7,-3.38,4.62,434699.88,6375353.84,90,340,0.56,1.75,-27,
112,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:29 PM,56729,434672.72,6375379.68,53.4,-1.33,0.71,434699.88,6375353.84,90,342,0.56,1.75,-26,
113,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:30 PM,56730,434672.43,6375380.24,54.3,-0.34,-2.53,434699.88,6375353.84,90,341,0.56,1.92,-24,
114,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:31 PM,56731,434672.64,6375380.61,55.1,-2.08,-2.34,434699.88,6375353.84,90,341,0.56,1.92,-24,
115,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:32 PM,56732,434672.85,6375380.98,55.3,-1.73,0.74,434699.88,6375353.84,90,340,0.56,2,-25,
116,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:33 PM,56733,434672.75,6375381.16,55.3,1.68,3.73,434699.88,6375353.84,90,337,0.56,1.97,-25,
117,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:34 PM,56734,434672.65,6375381.35,55.2,1.87,5.02,434699.88,6375353.84,90,336,0.56,1.94,-24,
118,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:35 PM,56735,434672.56,6375381.91,54.9,-1.46,4.05,434699.88,6375353.84,90,338,0.56,1.72,-27,
119,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:36 PM,56736,434672.27,6375382.28,55.6,-2.01,1.09,434699.88,6375353.84,90,338,0.56,1.63,-26,
120,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:37 PM,56737,434671.97,6375382.47,56.8,-0.79,-0.89,434699.88,6375353.84,90,339,0.56,1.72,-26,
121,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:38 PM,56738,434672.08,6375382.84,56.9,-2.05,-0.22,434699.88,6375353.84,91,337,0.56,1.83,-25,
122,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:39 PM,56739,434672.38,6375383.02,57.3,-1.87,1.56,434699.88,6375353.84,91,337,0.56,1.75,-26,
123,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:40 PM,56740,434672.38,6375383.21,57.7,1.64,2.74,434699.88,6375353.84,91,336,0.56,1.83,-26,
124,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:41 PM,56741,434672.49,6375383.58,57.1,1.59,3.02,434699.88,6375353.84,91,335,0.56,1.8,-25,
125,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:42 PM,56742,434672.4,6375384.14,57.2,-0.84,1.7,434699.88,6375353.84,91,335,0.56,1.8,-25,
126,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:43 PM,56743,434672.01,6375384.7,57.5,-0.56,-0.05,434700.71,6375362.04,87.6,335,359.93,1.86,-26,
127,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:44 PM,56744,434671.71,6375384.89,57.9,-0.26,-0.05,434700.71,6375362.04,91,336,359.93,1.97,-25,
128,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:45 PM,56745,434671.61,6375385.08,58.2,-1.46,1.91,434700.71,6375362.04,91,336,359.93,1.89,-24,
129,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:46 PM,56746,434671.72,6375385.26,58.7,-1.07,3.65,434700.71,6375362.04,90,337,359.93,2.09,-25,
130,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:47 PM,56747,434671.62,6375385.45,58.7,0.4,3.5,434700.71,6375362.04,90,336,359.93,2.2,-24,
131,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:48 PM,56748,434671.53,6375385.82,58,0.27,1.7,434700.71,6375362.04,91,335,359.93,2.17,-24,
132,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:49 PM,56749,434671.53,6375386.38,57.7,-0.71,-0.73,434701.62,6375363.91,91,335,2.29,2.09,-25,
133,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:50 PM,56750,434671.64,6375386.93,57.7,-1.56,-1.36,434701.62,6375363.91,91,334,2.29,2.11,-24,
134,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:51 PM,56751,434671.85,6375387.12,57.6,-1.08,0.32,434701.62,6375363.91,91,334,2.29,2.11,-24,
135,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:52 PM,56752,434672.25,6375387.3,57,0.19,2.98,434701.28,6375364.75,91,334,4.11,2.17,-24,
136,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:53 PM,56753,434672.65,6375387.47,56.5,0.49,4.56,434701.28,6375364.75,91,334,4.11,2.17,-24,
137,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:54 PM,56754,434672.75,6375387.66,56,0.11,3.68,434701.28,6375364.75,91,334,4.11,2.37,-23,
138,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:55 PM,56755,434672.76,6375388.03,55.9,-0.18,0.58,434701.28,6375364.75,91,333,4.11,2.51,-22,
139,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:56 PM,56756,434672.77,6375388.59,56.4,-1.86,-1.58,434701.35,6375366.95,87.2,332,2.01,2.54,-23,
140,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:57 PM,56757,434672.97,6375388.95,56.4,-2.14,-0.83,434701.35,6375366.95,90,332,2.01,2.4,-23,
141,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:58 PM,56758,434673.27,6375388.95,55.8,-0.27,1.63,434701.35,6375366.95,91,333,2.01,2.34,-24,
142,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:45:59 PM,56759,434673.48,6375389.32,55.5,0.88,3.08,434701.6,6375367.6,91,334,4.76,2.34,-25,
143,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:46:00 PM,56760,434673.49,6375389.87,55.5,0.87,2.94,434701.6,6375367.6,91,336,4.76,2.26,-25,
144,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:46:01 PM,56761,434673.29,6375390.25,55.4,-0.16,1.76,434701.6,6375367.6,91,337,4.76,2.26,-25,
145,2022_NSEO_Dive_01,5_0,5,0,6/1/2022,152,3:46:02 PM,56762,434673.3,6375390.62,55.4,-1.89,0.97,434701.6,6375367.6,91,337,4.76,2.28,-24,
