"","FILENAME","FRAME","TIME_MINS","PERIOD","PERIOD_TIME_MINS","LENGTH_MM","PRECISION","RMS_1_MM","RMS_2_MM","RANGE_MM","DIRECTION_DEG","HORZ_DIR_DEG","VERT_DIR_DEG","MID_X_MM","MID_Y_MM","MID_Z_MM","OPCODE","TAPE_READER","DEPTH_NOT_USED","TRIP_COMMENT","YEAR","DIVE_NO","TRANSECT_NO","USER_DEF_4","USER_DEF_5","USER_DEF_6","USER_DEF_7","USER_DEF_8","FAMILY","GENUS","SPECIES","CODE","SPECIMEN_NUMBER","STAGE","ACTIVITY","CHECK_ID","SPECIES_COMMENT","USER_DEF_ATTR"
"421","2012_6745_2_SL.avi",15661,25.159,NA,NA,NA,52,1.33,NA,5286.655,16.081,NA,NA,-1131.197,819.594,-5098.763,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,24,NA,NA,NA,NA,NA
"422","2012_6745_2_SL.avi",22199,28.7948,NA,NA,NA,35,4.236,NA,3990.095,25.764,NA,NA,1452.788,869.205,-3613.136,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,25,NA,NA,NA,NA,NA
"423","2012_6745_2_SL.avi",23425,29.4766,NA,NA,NA,27,6.27,NA,3549.666,23.314,NA,NA,1209.101,644.512,-3274.57,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,26,NA,NA,NA,NA,NA
"424","2012_6745_2_SL.avi",24534,30.0933,NA,NA,NA,30,12.564,NA,3945.086,22.099,NA,NA,-697.441,1230.569,-3682.795,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish",NA,NA,NA,27,NA,NA,NA,NA,NA
"425","2012_6745_2_SL.avi",25699,30.7412,NA,NA,NA,26,3.126,NA,3545.477,21.287,NA,NA,-1103.276,591.265,-3317.167,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,28,"JV","Fish milling",NA,NA,NA
"426","2012_6745_2_SL.avi",25754,30.7718,NA,NA,177.462,31,8.825,0.93,2827.29,22.104,35.017,16.55,-1047.67,128.19,-2622.885,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,28,"JV","Fish milling",NA,NA,NA
"427","2012_6745_2_SL.avi",26890,31.4035,NA,NA,NA,18,0.217,NA,3045.313,20.831,NA,NA,366.565,957.13,-2867.658,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,29,"JV","Fish milling",NA,NA,NA
"428","2012_6745_2_SL.avi",26947,31.4352,NA,NA,307.273,13,0.757,1.769,2180.997,12.584,38.774,48.694,375.399,245.109,-2134.419,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,29,"JV","Fish milling",NA,NA,NA
"429","2012_6745_2_SL.avi",29179,32.6765,NA,NA,NA,20,5.052,NA,2946.55,27.052,NA,NA,1087.414,726.104,-2640.542,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,30,NA,NA,NA,NA,NA
"430","2012_6745_2_SL.avi",29439,32.8211,NA,NA,NA,18,6.519,NA,3123.657,14.802,NA,NA,795.992,-8.827,-3020.521,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"greenling",NA,NA,NA,31,NA,NA,NA,NA,NA
"431","2012_6745_2_SL.avi",29608,32.915,NA,NA,NA,20,0.369,NA,2920.262,27.213,NA,NA,-1314.995,176.529,-2601.453,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,32,NA,NA,NA,NA,NA
"432","2012_6745_2_SL.avi",31085,33.7364,NA,NA,NA,43,1.433,NA,4494.86,22.73,NA,NA,-1371.077,975.967,-4167.901,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,33,NA,NA,NA,NA,NA
"433","2012_6745_2_SL.avi",31688,34.0717,NA,NA,NA,22,8.085,NA,3576.515,10.051,NA,NA,-607.817,-218.354,-3517.717,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","tiger",148,148,34,NA,NA,NA,NA,NA
"434","2012_6745_2_SL.avi",31812,34.1407,NA,NA,NA,15,5.22,NA,2867.877,19.01,NA,NA,181.146,857.474,-2730.685,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,35,NA,NA,NA,NA,NA
"435","2012_6745_2_SL.avi",31982,34.2352,NA,NA,NA,17,1.328,NA,3085.043,20.049,NA,NA,141.769,985.022,-2920.124,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,36,"SU","Fish milling",NA,NA,NA
"436","2012_6745_2_SL.avi",32103,64.3714,NA,NA,294.96,11,0.828,2.065,1837.122,15.93,28.317,2.231,459.038,170.277,-1770.68,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,36,"SU","Fish milling",NA,NA,NA
"437","2012_6745_2_SL.avi",33769,35.229,NA,NA,NA,23,1.409,NA,3392.942,20.231,NA,NA,991.466,558.24,-3196.47,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,37,"JV","Fish milling",NA,NA,NA
"438","2012_6745_2_SL.avi",33838,35.2674,NA,NA,282.858,36,3.213,7.862,2766.098,18.135,52.193,0.95,857.447,20.935,-2629.762,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,37,"JV","Fish milling",NA,NA,NA
"439","2012_6745_2_SL.avi",38809,68.1007,NA,NA,306.526,60,7.794,2.113,4730.645,11.048,28.243,4.394,-235.985,774.502,-4660.844,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,38,"SU","Fish milling",NA,NA,NA
"440","2012_6745_2_SL.avi",38860,38.0602,NA,NA,NA,24,3.973,NA,3847.808,7.997,NA,NA,-441.888,219.557,-3816.04,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,38,"SU","Fish milling",NA,NA,NA
"441","2012_6745_2_SL.avi",39190,38.2437,NA,NA,NA,53,2.52,NA,5045.619,21.483,NA,NA,-1847.809,-101.792,-4693.987,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,39,NA,NA,NA,NA,NA
"442","2012_6745_2_SL.avi",40217,38.8148,NA,NA,NA,24,1.774,NA,3425.843,17.559,NA,NA,-954.829,-466.239,-3256.889,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"greenling","lingcod",130,130,40,NA,NA,NA,"length RMS>10",NA
"443","2012_6745_2_SL.avi",40225,38.8193,NA,NA,985.351,55,0.468,11.132,3632.047,12.363,55.861,33.794,-746.813,-293.547,-3542.297,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"greenling","lingcod",130,130,40,NA,NA,NA,"length RMS>10",NA
"444","2012_6745_2_SL.avi",44108,40.9786,NA,NA,NA,31,6.28,NA,3660.959,26.047,NA,NA,-1569.189,277.767,-3295.924,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"greenling","lingcod",130,130,41,NA,NA,NA,"RMS>10 for length",NA
"445","2012_6745_2_SL.avi",44118,40.9842,NA,NA,831.469,31,11.596,7.529,3576.751,24.555,2.029,39.806,-1446.762,270.373,-3259.897,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"greenling","lingcod",130,130,41,NA,NA,NA,"RMS>10 for length",NA
"446","2012_6745_2_SL.avi",44404,41.1432,NA,NA,NA,14,6.878,NA,2765.656,15.113,NA,NA,-396.526,544.234,-2682.43,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,42,NA,NA,NA,NA,NA
"447","2012_6745_2_SL.avi",44997,41.473,NA,NA,NA,142,19.983,NA,7884.962,27.399,NA,NA,-2594.905,2384.009,-7053.765,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,43,NA,NA,NA,NA,NA
"448","2012_6745_2_SL.avi",47337,42.7743,NA,NA,NA,24,3.13,NA,3724.964,11.404,NA,NA,352.723,567.284,-3664.578,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,44,NA,NA,NA,NA,NA
"449","2012_6745_2_SL.avi",48116,43.2075,NA,NA,NA,20,7.171,NA,3347.448,9.801,NA,NA,-265.551,-575.517,-3286.894,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,45,NA,NA,NA,NA,NA
"450","2012_6745_2_SL.avi",51209,44.9276,NA,NA,NA,21,1.563,NA,3401.294,14.018,NA,NA,821,-140.158,-3297.744,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,46,NA,NA,NA,NA,NA
"451","2012_6745_2_SL.avi",53488,46.1949,NA,NA,NA,14,4.14,NA,2856.315,6.169,NA,NA,-90.692,-354.688,-2832.756,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,47,NA,NA,NA,NA,NA
"452","2012_6745_2_SL.avi",54444,46.7266,NA,NA,NA,33,6.791,NA,4376.907,12.776,NA,NA,-612.136,657.097,-4283.787,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,48,NA,NA,NA,NA,NA
"453","2012_6745_2_SL.avi",54798,46.9234,NA,NA,NA,12,0.344,NA,2498.423,17.748,NA,NA,696.471,256.52,-2385.633,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,49,NA,NA,NA,NA,NA
"454","2012_6745_2_SL.avi",31711,64.1534,NA,NA,NA,24,0.538,NA,3421.231,19.131,NA,NA,-1058.639,-439.368,-3223.516,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,50,"JV","Fish milling",NA,NA,NA
"455","2012_6745_2_SL.avi",31749,64.1745,NA,NA,293.979,25,5.341,6.698,3194.663,25.254,12.54,35.661,-1182.275,-740.566,-2873.962,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,50,"JV","Fish milling",NA,NA,NA
"456","2012_6745_2_SL.avi",41354,69.516,NA,NA,NA,16,7.312,NA,2715.487,22.771,NA,NA,-849.444,-673.098,-2489.83,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,51,"JV","Fish resting on bottom",NA,NA,NA
"457","2012_6745_2_SL.avi",41365,69.5221,NA,NA,207.033,21,2.307,0.038,2631.476,24.726,31.749,40.053,-848.542,-752.722,-2374.459,1,"Jenny Stahl",0,NA,2012,6745,2,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,51,"JV","Fish resting on bottom",NA,NA,NA
"458","2012_6746_1_SL.avi",2145,17.6426,NA,NA,NA,7,3.512,NA,1932.888,20.413,NA,NA,85.195,629.351,-1825.573,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","canary",146,146,1,NA,NA,NA,NA,NA
"459","2012_6746_1_SL.avi",11182,22.6682,NA,NA,NA,24,2.047,NA,3524.176,17.278,NA,NA,-789.652,613.969,-3379.247,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,2,NA,NA,NA,NA,NA
"460","2012_6746_1_SL.avi",11765,22.9924,NA,NA,NA,25,3.947,NA,3401.126,25.782,NA,NA,1098.656,924.014,-3083.312,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","canary",146,146,3,NA,NA,NA,NA,NA
"461","2012_6746_1_SL.avi",14578,24.5567,NA,NA,NA,23,5.07,NA,3357.575,20.387,NA,NA,-1102.29,322.841,-3155.002,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,4,NA,NA,NA,NA,NA
"462","2012_6746_1_SL.avi",14979,24.7797,NA,NA,NA,9,3.466,NA,2070.491,20.585,NA,NA,-624.516,-415.989,-1929.732,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,5,NA,NA,NA,NA,NA
"463","2012_6746_1_SL.avi",15687,25.1734,NA,NA,NA,12,0.283,NA,2606.205,11.1,NA,NA,392.891,-367.401,-2550.09,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,6,NA,NA,NA,NA,NA
"464","2012_6746_1_SL.avi",16420,25.5811,NA,NA,NA,40,1.075,NA,4486.901,20.739,NA,NA,-1068.231,1084.998,-4220.657,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,7,NA,NA,NA,NA,NA
"465","2012_6746_1_SL.avi",17225,26.0287,NA,NA,NA,22,3.069,NA,3270.109,20.449,NA,NA,-1089.895,276.113,-3070.749,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,8,NA,NA,NA,NA,NA
"466","2012_6746_1_SL.avi",17865,26.3846,NA,NA,NA,25,5.375,NA,3272.417,30.596,NA,NA,1336.815,932.316,-2837.679,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","dusky",172,172,9,NA,NA,NA,NA,NA
"467","2012_6746_1_SL.avi",21572,28.4461,NA,NA,NA,27,6.139,NA,4005.241,11.251,NA,NA,-288.415,641.018,-3943.078,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,10,NA,NA,NA,NA,NA
"468","2012_6746_1_SL.avi",23319,29.4177,NA,NA,NA,22,3.248,NA,3414.25,15.852,NA,NA,905.313,152.74,-3288.493,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,11,NA,NA,NA,NA,NA
"469","2012_6746_1_SL.avi",23355,29.4377,NA,NA,NA,16,1.363,NA,2841.151,18.785,NA,NA,586.635,643.591,-2704.402,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","canary",146,146,12,NA,NA,NA,NA,NA
"470","2012_6746_1_SL.avi",25068,30.3903,NA,NA,428.709,36,4.332,1.28,2923.072,6.091,56.201,30.927,-282.975,64.009,-2908.639,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,13,"AD","Fish resting on bottom",NA,NA,NA
"471","2012_6746_1_SL.avi",24881,30.2863,NA,NA,NA,19,3.334,NA,3506.757,3.106,NA,NA,-72.092,99.863,-3504.593,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,13,"AD","Fish resting on bottom",NA,NA,NA
"472","2012_6746_1_SL.avi",26816,31.3624,NA,NA,NA,28,2.192,NA,3498.441,25.395,NA,NA,-1500.33,-67.741,-3159.67,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,14,NA,NA,NA,NA,NA
"473","2012_6746_1_SL.avi",27006,31.468,NA,NA,NA,36,4.477,NA,4041.346,26.506,NA,NA,1665.945,612.636,-3630.672,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,15,NA,NA,NA,NA,NA
"474","2012_6746_1_SL.avi",27178,31.5637,NA,NA,NA,7,6.056,NA,1716.498,24.655,NA,NA,560.452,-479.336,-1549.999,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,16,NA,NA,NA,NA,NA
"475","2012_6746_1_SL.avi",27367,31.6688,NA,NA,NA,62,23.062,NA,4577.857,31.615,NA,NA,-2211.144,847.908,-3917.737,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,17,NA,NA,NA,NA,NA
"476","2012_6746_1_SL.avi",28097,32.0748,NA,NA,NA,23,0.798,NA,3346.296,19.655,NA,NA,-955.825,-662.47,-3137.71,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,18,NA,NA,NA,NA,NA
"477","2012_6746_1_SL.avi",28395,32.2405,NA,NA,NA,10,1.682,NA,2241.266,19.538,NA,NA,563.388,-540.07,-2100.997,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,19,NA,NA,NA,NA,NA
"478","2012_6746_1_SL.avi",29327,32.7588,NA,NA,NA,24,5.971,NA,3473.903,18.719,NA,NA,-1111.936,-152.133,-3287.621,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,20,NA,NA,NA,NA,NA
"479","2012_6746_1_SL.avi",30005,33.1358,NA,NA,NA,23,1.383,NA,3005.517,27.223,NA,NA,-1260.071,-607.874,-2660.046,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,21,NA,NA,NA,NA,NA
"480","2012_6746_1_SL.avi",30358,33.3321,NA,NA,NA,17,1.159,NA,2950.316,17.249,NA,NA,801.687,289.086,-2824.551,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,22,NA,NA,NA,NA,NA
"481","2012_6746_1_SL.avi",30617,33.4762,NA,NA,NA,15,9.816,NA,2982.222,6.129,NA,NA,313.776,-118.443,-2963.303,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,23,NA,NA,NA,NA,NA
"482","2012_6746_1_SL.avi",31199,33.7998,NA,NA,NA,4,12.72,NA,1368.77,14.876,NA,NA,344.452,40.81,-1324.092,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish",NA,NA,NA,24,NA,NA,NA,"rougheye?SpotsTopBlkMarginDFin",NA
"483","2012_6746_1_SL.avi",32020,34.2564,NA,NA,NA,29,5.723,NA,3986.192,15.33,NA,NA,-717.502,688.401,-3860.184,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,25,NA,NA,NA,NA,NA
"484","2012_6746_1_SL.avi",32210,34.362,NA,NA,NA,19,2.829,NA,3293.987,13.065,NA,NA,276.228,621.812,-3222.948,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,26,NA,NA,NA,NA,NA
"485","2012_6746_1_SL.avi",33494,35.0761,NA,NA,NA,32,5.439,NA,4348.142,15.406,NA,NA,-145.358,1054.863,-4215.742,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","dusky",172,172,27,NA,NA,NA,NA,NA
"486","2012_6746_1_SL.avi",33925,35.3158,NA,NA,NA,16,4.972,NA,2912.72,17.51,NA,NA,-648.175,529.501,-2789.881,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,28,NA,NA,NA,NA,NA
"487","2012_6746_1_SL.avi",34162,35.4476,NA,NA,434.461,35,7.66,6.442,3986.962,21.075,17.55,41.852,-1413.66,158.034,-3724.574,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,29,"AD","Fish milling",NA,NA,NA
"488","2012_6746_1_SL.avi",34132,35.4309,NA,NA,NA,35,5.287,NA,4251.895,18.608,NA,NA,-1251.785,435.734,-4040.022,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,29,"AD","Fish milling",NA,NA,NA
"489","2012_6746_1_SL.avi",35588,36.2406,NA,NA,NA,14,1.466,NA,2814.181,16.303,NA,NA,-95.328,725.519,-2717.38,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,30,NA,NA,NA,NA,NA
"490","2012_6746_1_SL.avi",36030,36.4864,NA,NA,NA,12,3.623,NA,2354.951,20.558,NA,NA,-804.182,-240.457,-2200.287,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,31,NA,NA,NA,NA,NA
"491","2012_6746_1_SL.avi",36030,36.4864,NA,NA,NA,17,5.369,NA,3231.782,7.62,NA,NA,340.219,191.128,-3208.136,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,32,NA,NA,NA,NA,NA
"492","2012_6746_1_SL.avi",36310,36.6421,NA,NA,NA,82,1.462,NA,6485.039,23.441,NA,NA,-1137.826,2185.85,-5998.595,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,33,"AD","Fish milling",NA,NA,NA
"493","2012_6746_1_SL.avi",36369,36.6749,NA,NA,601.689,68,1.102,9.969,5044.504,21.85,20.718,3.932,-1454.298,1085.619,-4706.747,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,33,"AD","Fish milling",NA,NA,NA
"494","2012_6746_1_SL.avi",36896,36.968,NA,NA,NA,20,2.682,NA,3218.384,16.013,NA,NA,871.873,-234.593,-3089.142,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,34,NA,NA,NA,NA,NA
"495","2012_6746_1_SL.avi",38750,37.999,NA,NA,NA,21,0.106,NA,3606.244,9.351,NA,NA,90.759,501.62,-3570.033,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,35,NA,NA,NA,NA,NA
"496","2012_6746_1_SL.avi",38964,38.118,NA,NA,NA,18,0.174,NA,2999.301,18.894,NA,NA,775.169,-646.478,-2824.356,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,36,NA,NA,NA,NA,NA
"497","2012_6746_1_SL.avi",39408,38.3649,NA,NA,NA,13,2.244,NA,2432.557,23.511,NA,NA,-923.835,-345.228,-2223.664,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish",NA,NA,NA,37,NA,NA,NA,"silvergray or dusky",NA
"498","2012_6746_1_SL.avi",39969,38.6769,NA,NA,NA,25,2.997,NA,3988.13,7.949,NA,NA,81.526,459.746,-3960.703,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,38,NA,NA,NA,NA,NA
"499","2012_6746_1_SL.avi",40450,38.9444,NA,NA,NA,56,6.454,NA,5257.142,22.268,NA,NA,1896.972,502.775,-4877.116,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,39,"AD","Fish milling",NA,"bad orientation",NA
"500","2012_6746_1_SL.avi",40447,38.9427,NA,NA,454.868,95,9.673,5.423,5239.279,23.766,42.778,39.431,2048.964,405.778,-4804.907,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,39,"AD","Fish milling",NA,"bad orientation",NA
"501","2012_6746_1_SL.avi",41436,39.4927,NA,NA,NA,13,2.387,NA,2460.629,21.076,NA,NA,-884.825,-42.941,-2295.634,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,40,NA,NA,NA,NA,NA
"502","2012_6746_1_SL.avi",41404,39.4749,NA,NA,NA,38,3.5,NA,4287.93,23.502,NA,NA,1123.07,1203.897,-3959.254,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","canary",146,146,41,NA,NA,NA,NA,NA
"503","2012_6746_1_SL.avi",42041,39.8292,NA,NA,376.006,13,2.007,6.334,2419.825,8.349,21.408,20.584,-46.736,296.285,-2401.163,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,42,"SU","Fish milling",NA,NA,NA
"504","2012_6746_1_SL.avi",41756,39.6707,NA,NA,NA,22,4.678,NA,3515.082,15.581,NA,NA,-229.754,842.213,-3404.951,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,42,"SU","Fish milling",NA,NA,NA
"505","2012_6746_1_SL.avi",42746,40.2212,NA,NA,NA,62,16.835,NA,4641.039,31.368,NA,NA,-2194.668,923.606,-3983.67,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,43,NA,NA,NA,NA,NA
"506","2012_6746_1_SL.avi",43432,40.6027,NA,NA,NA,27,6.341,NA,3565.636,23.832,NA,NA,1399.221,272.547,-3268.281,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,44,NA,NA,NA,NA,NA
"507","2012_6746_1_SL.avi",43969,40.9013,NA,NA,NA,20,4.233,NA,3268.017,16.962,NA,NA,-667.599,612.768,-3139.867,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,45,NA,NA,NA,NA,NA
"508","2012_6746_1_SL.avi",44489,41.1905,NA,NA,NA,21,3.925,NA,3535.754,8.735,NA,NA,325.964,350.857,-3503.171,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,46,NA,NA,NA,NA,NA
"509","2012_6746_1_SL.avi",44850,41.3913,NA,NA,NA,17,0.478,NA,2789.789,24.595,NA,NA,897.442,-791.528,-2520.12,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,47,NA,NA,NA,NA,NA
"510","2012_6746_1_SL.avi",45431,41.7144,NA,NA,NA,30,0.093,NA,3839.139,21.482,NA,NA,-1356.897,290.6,-3579.577,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,48,NA,NA,NA,NA,NA
"511","2012_6746_1_SL.avi",45615,41.8167,NA,NA,514.511,12,0.989,3.463,3398.345,11.847,1.221,23.985,517.309,395.92,-3335.324,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,49,"AD","Fish moving quickly into frame",NA,NA,NA
"512","2012_6746_1_SL.avi",45547,41.7789,NA,NA,NA,56,6.383,NA,5499.07,22.061,NA,NA,-570.349,1874.218,-5138.267,1,"Jenny Stahl",0,NA,2012,6746,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,49,"AD","Fish moving quickly into frame",NA,NA,NA
