"","filename","frame","time_hms","period","period_time_hms","length_mm","precision_mm","rms_mm","range_mm","direction_deg","horz_dir_deg","vert_dir_deg","mid_x_mm","mid_y_mm","mid_z_mm","op_code","tape_reader","depth","comment","year","dive","transect_number","dive_type","family","genus","species","code","number","stage","activity","check_id","comment_1","event_time_hh_mm_ss","mgmt_area","time_mins","period_time_mins","rms_2_mm","time_akdt","dive_no","transect_no"
"3263","SL_FW_Dive_12_15-42-55.118.avi","22529","0:02:46",NA,NA,NA,24.167,2.179,"3481.387","19.364",NA,NA,"-1104.773","328.218","-3285.088","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","rosethorn","150","150","13","","",NA,"",NA,"EYKT",NA,NA,NA,"16:02:46","12","1"
"3264","SL_FW_Dive_12_15-42-55.118.avi","25212","0:04:15",NA,NA,NA,28.56,1.815,"3819.686","15.827",NA,NA,"1010.032","248.055","-3675.364","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","rosethorn","150","150","14","","",NA,"",NA,"EYKT",NA,NA,NA,"16:04:15","12","1"
"3265","SL_FW_Dive_12_15-42-55.118.avi","27485","0:05:31",NA,NA,NA,15.728,1.213,"2800.964","27.989",NA,NA,"-1232.029","-463.019","-2472.472","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","rosethorn","150","150","15","","",NA,"",NA,"EYKT",NA,NA,NA,"16:05:31","12","1"
"3266","SL_FW_Dive_12_15-42-55.118.avi","28958","0:06:20",NA,NA,NA,21.938,4.032,"3427.83","28.282",NA,NA,"-1620.629","100.731","-3018.847","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","rosethorn","150","150","16","","",NA,"",NA,"EYKT",NA,NA,NA,"16:06:20","12","1"
"3267","SL_FW_Dive_12_15-42-55.118.avi","31118","0:07:32",NA,NA,NA,21.799,2.217,"3324.086","24.864",NA,NA,"-1369.74","272.229","-3016.496","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","rosethorn","150","150","17","","",NA,"",NA,"EYKT",NA,NA,NA,"16:07:32","12","1"
"3268","SL_FW_Dive_12_15-42-55.118.avi","31641","0:07:50",NA,NA,NA,52.509,6.502,"5127.165","27.108",NA,NA,"-2214.618","735.395","-4565.357","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","yelloweye","145","145","18","AD","Fish resting on bottom",NA,"too dark no length ",NA,"EYKT",NA,NA,NA,"16:07:50","12","1"
"3269","SL_FW_Dive_12_15-42-55.118.avi","32929","0:08:33",NA,NA,NA,30.375,2.435,"3891.209","22.075",NA,NA,"-1404.286","401.209","-3606.733","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","rosethorn","150","150","19","","",NA,"",NA,"EYKT",NA,NA,NA,"16:08:33","12","1"
"3270","SL_FW_Dive_12_15-42-55.118.avi","33224","0:08:42",NA,NA,NA,84.091,5.541,"6300.914","21.894",NA,NA,"1698.85","1611.821","-5849.57","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","yelloweye","145","145","20","AD","Fish milling/hovering",NA,"",NA,"EYKT",NA,NA,NA,"16:08:42","12","1"
"3271","SL_FW_Dive_12_15-42-55.118.avi","33365","0:08:47",NA,NA,547.101,39.718,10.131,"3943.493","27.977","21.724",36.704,"1776.998","514.494","-3482.63","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","yelloweye","145","145","20","AD","",NA,"RMS just over 10 ",NA,"EYKT",NA,NA,NA,"16:08:47","12","1"
"3272","SL_FW_Dive_12_15-42-55.118.avi","33338","0:08:46",NA,NA,NA,32.086,6.559,"3951.918","18.176",NA,NA,"1063.457","616.199","-3755.93","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","rosethorn","150","150","21","","",NA,"",NA,"EYKT",NA,NA,NA,"16:08:46","12","1"
"3273","SL_FW_Dive_12_15-42-55.118.avi","36260","0:10:24",NA,NA,NA,45.809,3.423,"4776.032","18.413",NA,NA,"-1380.982","598.514","-4532.676","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","rosethorn","150","150","22","","",NA,"",NA,"EYKT",NA,NA,NA,"16:10:24","12","1"
"3274","SL_FW_Dive_12_15-42-55.118.avi","37718","0:11:12",NA,NA,NA,34.632,6.354,"4207.534","14.059",NA,NA,"529.703","866.244","-4083.183","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","yelloweye","145","145","23","AD","Fish resting on bottom",NA,"poor orientation no length ",NA,"EYKT",NA,NA,NA,"16:11:12","12","1"
"3275","SL_FW_Dive_12_15-42-55.118.avi","39575","0:12:14",NA,NA,NA,13.324,0.159,"2647.362","12.21",NA,NA,"551.283","-102.925","-2587.28","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","rosethorn","150","150","24","","",NA,"",NA,"EYKT",NA,NA,NA,"16:12:14","12","1"
"3276","SL_FW_Dive_12_15-42-55.118.avi","39600","0:12:15",NA,NA,NA,27.668,5.931,"3705.997","18.84",NA,NA,"1150.139","324.083","-3508.072","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","rosethorn","150","150","25","","",NA,"",NA,"EYKT",NA,NA,NA,"16:12:15","12","1"
"3277","SL_FW_Dive_12_15-42-55.118.avi","39959","0:12:27",NA,NA,NA,24.694,2.845,"3539.432","22.055",NA,NA,"1327.795","51.368","-3280.533","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","rosethorn","150","150","26","","",NA,"",NA,"EYKT",NA,NA,NA,"16:12:27","12","1"
"3278","SL_FW_Dive_12_15-42-55.118.avi","42718","0:13:59",NA,NA,NA,118.832,1.24,"7645.91","21.773",NA,NA,"-1157.357","2575.494","-7105.441","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","yelloweye","145","145","27","AD","Fish milling/hovering",NA,"",NA,"EYKT",NA,NA,NA,"16:13:59","12","1"
"3279","SL_FW_Dive_12_15-42-55.118.avi","43206","0:14:15",NA,NA,635.024,11.274,2.289,"2126.568","17.06","21.156",3.933,"-347.046","-518.433","-2032.997","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","yelloweye","145","145","27","AD","",NA,"great orientation ",NA,"EYKT",NA,NA,NA,"16:14:15","12","1"
"3280","SL_FW_Dive_12_15-42-55.118.avi","43351","0:14:20",NA,NA,NA,32.395,0.21,"4140.971","27.786",NA,NA,"-1919.303","199.341","-3663.903","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","rosethorn","150","150","28","","",NA,"",NA,"EYKT",NA,NA,NA,"16:14:20","12","1"
"3281","SL_FW_Dive_12_15-42-55.118.avi","43486","0:14:25",NA,NA,NA,12.424,0.234,"2674.783","4.316",NA,NA,"188.449","-75.886","-2667.057","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","rosethorn","150","150","29","","",NA,"",NA,"EYKT",NA,NA,NA,"16:14:25","12","1"
"3282","SL_FW_Dive_12_15-42-55.118.avi","44948","0:15:13",NA,NA,NA,32.748,0.014,"4062.031","27.691",NA,NA,"-1797.565","569.253","-3597.889","1","Kristen Green","0",NA,"2015","12","1","Line","greenling","lingcod","130","130","30","","",NA,"",NA,"EYKT",NA,NA,NA,"16:15:13","12","1"
"3283","SL_FW_Dive_12_15-42-55.118.avi","44961","0:15:14",NA,NA,715.959,38.172,9.609,"3913.173","24.482","9.004",1.992,"-1552.614","468.095","-3561.348","1","Kristen Green","0",NA,"2015","12","1","Line","greenling","lingcod","130","130","30","","",NA,"",NA,"EYKT",NA,NA,NA,"16:15:14","12","1"
"3284","SL_FW_Dive_12_15-42-55.118.avi","45561","0:15:34",NA,NA,NA,24.518,9.599,"3531.084","24.449",NA,NA,"1461.369","11.719","-3214.47","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","rosethorn","150","150","31","","",NA,"",NA,"EYKT",NA,NA,NA,"16:15:34","12","1"
"3285","SL_FW_Dive_12_15-42-55.118.avi","50207","0:18:09",NA,NA,NA,23.107,3.603,"3475.604","14.882",NA,NA,"-879.809","-157.246","-3358.725","1","Kristen Green","0",NA,"2015","12","1","Line","halibut","halibut","200","200","32","","",NA,"",NA,"EYKT",NA,NA,NA,"16:18:09","12","1"
"3286","SL_FW_Dive_12_15-42-55.118.avi","50208","0:18:09",NA,NA,886.346,48.823,10.153,"3412.294","11.48","39.578",7.854,"-631.246","-250.506","-3344.029","1","Kristen Green","0",NA,"2015","12","1","Line","halibut","halibut","200","200","32","","",NA,"horiz angle > 30",NA,"EYKT",NA,NA,NA,"16:18:09","12","1"
"3287","SL_FW_Dive_12_15-42-55.118.avi","54768","0:20:41",NA,NA,NA,21.645,8.769,"3461.013","8.343",NA,NA,"-218.283","445.641","-3425.254","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","rosethorn","150","150","33","","",NA,"",NA,"EYKT",NA,NA,NA,"16:20:41","12","1"
"3288","SL_FW_Dive_12_15-42-55.118.avi","61249","0:24:17",NA,NA,NA,34.494,0.258,"4096.369","23.08",NA,NA,"-1453.188","676.102","-3769.797","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","rosethorn","150","150","34","","",NA,"",NA,"EYKT",NA,NA,NA,"16:24:17","12","1"
"3289","SL_FW_Dive_12_15-42-55.118.avi","61980","0:24:41",NA,NA,NA,13.956,6.981,"2579.849","20.069",NA,NA,"540.136","-706.081","-2421.843","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","rosethorn","150","150","35","","",NA,"",NA,"EYKT",NA,NA,NA,"16:24:41","12","1"
"3290","SL_FW_Dive_12_15-42-55.118.avi","63578","0:25:34",NA,NA,NA,26.217,7.195,"3712.545","31.196",NA,NA,"1907.769","235.135","-3176.18","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","rosethorn","150","150","36","","",NA,"",NA,"EYKT",NA,NA,NA,"16:25:34","12","1"
"3291","SL_FW_Dive_12_15-42-55.118.avi","64568","0:26:07",NA,NA,NA,11.732,1.578,"2637.129","1.68",NA,NA,"70.641","-36.499","-2635.93","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","rosethorn","150","150","37","","",NA,"",NA,"EYKT",NA,NA,NA,"16:26:07","12","1"
"3292","SL_FW_Dive_12_15-42-55.118.avi","64979","0:26:21",NA,NA,NA,18.447,5.192,"2977.535","21.508",NA,NA,"1018.298","-398.837","-2769.425","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","unknown","10024","10024","38","","",NA,"",NA,"EYKT",NA,NA,NA,"16:26:21","12","1"
"3293","SL_FW_Dive_12_15-42-55.118.avi","67356","0:27:40",NA,NA,NA,40.057,10.07,"4425.57","17.142",NA,NA,"955.114","880.226","-4230.678","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","yelloweye","145","145","39","AD","Fish resting on bottom",NA,"",NA,"EYKT",NA,NA,NA,"16:27:40","12","1"
"3294","SL_FW_Dive_12_15-42-55.118.avi","67522","0:27:46",NA,NA,488.467,10.039,7.311,"2208.934","21.81","3.375",14.867,"694.001","-438.055","-2050.82","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","yelloweye","145","145","39","AD","",NA,"",NA,"EYKT",NA,NA,NA,"16:27:46","12","1"
"3295","SL_FW_Dive_12_15-42-55.118.avi","68596","0:28:22",NA,NA,NA,18.42,3.477,"3040.581","16.262",NA,NA,"-777.476","-352.759","-2918.257","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","rosethorn","150","150","41","","",NA,"",NA,"EYKT",NA,NA,NA,"16:28:21","12","1"
"3296","SL_FW_Dive_12_15-42-55.118.avi","69360","0:28:47",NA,NA,NA,15.124,1.217,"2679.653","22.947",NA,NA,"-744.807","-737.388","-2466.183","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","rosethorn","150","150","42","","",NA,"",NA,"EYKT",NA,NA,NA,"16:28:47","12","1"
"3297","SL_FW_Dive_12_15-42-55.118.avi","70349","0:29:20",NA,NA,NA,151.587,11.823,"8550.281","20.583",NA,NA,"1643.65","2501.262","-8009.332","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","yelloweye","145","145","43","AD","Fish resting on bottom",NA,"behaves like a YE, too dark for length. RMS > 10",NA,"EYKT",NA,NA,NA,"16:29:20","12","1"
"3298","SL_FW_Dive_12_15-42-55.118.avi","70680","0:29:31",NA,NA,NA,59.716,2.436,"5704.007","9.646",NA,NA,"-495.641","806.38","-5624.926","1","Kristen Green","0",NA,"2015","12","1","Line","rockfish","rosethorn","150","150","44","","",NA,"",NA,"EYKT",NA,NA,NA,"16:29:31","12","1"
"3299","SL_FW_Dive_13_16-58-04.834.avi","3308","1:00:03",NA,NA,NA,47.422,6.494,"4861.338","29.461",NA,NA,"-2147.232","1043.499","-4234.75","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","yelloweye","145","145","1","AD","Fish moving slowly into frame",NA,"no length cant see whole body ",NA,"EYKT",NA,NA,NA,"17:00:03","13","1"
"3300","SL_FW_Dive_13_16-58-04.834.avi","6022","1:01:34",NA,NA,NA,87.118,6.39,"6806.891","12.691",NA,NA,"-517.493","1390.189","-6643.293","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","yelloweye","145","145","2","AD","Fish resting on bottom",NA,"",NA,"EYKT",NA,NA,NA,"17:01:34","13","1"
"3301","SL_FW_Dive_13_16-58-04.834.avi","6333","1:01:44",NA,NA,487.708,25.295,1.931,"2697.386","22.761","45.461",36.906,"-586.129","-863.432","-2487.333","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","yelloweye","145","145","2","AD","",NA,"horiz angle > 30 ",NA,"EYKT",NA,NA,NA,"17:01:44","13","1"
"3302","SL_FW_Dive_13_16-58-04.834.avi","8490","1:02:56",NA,NA,NA,24.708,7.485,"3771.683","5.196",NA,NA,"301.925","-167.026","-3755.867","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","rosethorn","150","150","3","","",NA,"",NA,"EYKT",NA,NA,NA,"17:02:56","13","1"
"3303","SL_FW_Dive_13_16-58-04.834.avi","9960","1:03:45",NA,NA,NA,25.588,2.893,"3639.664","21.381",NA,NA,"-1325.613","-64.637","-3389.059","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","rosethorn","150","150","4","","",NA,"",NA,"EYKT",NA,NA,NA,"17:03:45","13","1"
"3304","SL_FW_Dive_13_16-58-04.834.avi","10298","1:03:56",NA,NA,NA,100.64,1.051,"7029.522","20.543",NA,NA,"-1145.427","2171.999","-6586.699","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","yelloweye","145","145","5","AD","Fish milling/hovering",NA,"gravid",NA,"EYKT",NA,NA,NA,"17:03:56","13","1"
"3305","SL_FW_Dive_13_16-58-04.834.avi","10653","1:04:08",NA,NA,601.015,22.241,6.266,"2682.686","13.999","27.012",0.161,"-558.318","-330.781","-2603.012","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","yelloweye","145","145","5","AD","",NA,"",NA,"EYKT",NA,NA,NA,"17:04:08","13","1"
"3306","SL_FW_Dive_13_16-58-04.834.avi","13527","1:05:44",NA,NA,NA,22.364,2.748,"3637.463","4.002",NA,NA,"69.346","237.211","-3629.057","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","rosethorn","150","150","6","","",NA,"",NA,"EYKT",NA,NA,NA,"17:05:44","13","1"
"3307","SL_FW_Dive_13_16-58-04.834.avi","17156","1:07:45",NA,NA,NA,39.384,0.298,"4432.979","17.795",NA,NA,"-1229.759","560.264","-4221.978","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","rosethorn","150","150","7","","",NA,"",NA,"EYKT",NA,NA,NA,"17:07:45","13","1"
"3308","SL_FW_Dive_13_16-58-04.834.avi","17284","1:07:49",NA,NA,NA,24.409,4.899,"3678.807","9.802",NA,NA,"79.334","614.252","-3626.296","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","rosethorn","150","150","8","","",NA,"",NA,"EYKT",NA,NA,NA,"17:07:49","13","1"
"3309","SL_FW_Dive_13_16-58-04.834.avi","20067","1:09:22",NA,NA,NA,25.22,9.797,"3786.131","7.207",NA,NA,"-63.787","-477.931","-3755.303","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","yelloweye","145","145","9","AD","Fish seeking cover",NA,"no length, hidden in rocks",NA,"EYKT",NA,NA,NA,"17:09:22","13","1"
"3310","SL_FW_Dive_13_16-58-04.834.avi","20357","1:09:32",NA,NA,NA,14.579,1.196,"2634.929","19.389",NA,NA,"665.974","-571.956","-2484.39","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","uknown","10024","10024","10","","",NA,"might be a rosethorn ",NA,"EYKT",NA,NA,NA,"17:09:32","13","1"
"3311","SL_FW_Dive_13_16-58-04.834.avi","22931","1:10:57",NA,NA,NA,31.309,5.476,"4116.15","10.503",NA,NA,"733.39","-166.444","-4046.866","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","rosethorn","150","150","11","","",NA,"",NA,"EYKT",NA,NA,NA,"17:10:57","13","1"
"3312","SL_FW_Dive_13_16-58-04.834.avi","24490","1:11:49",NA,NA,NA,25.794,2.15,"3944.296","2.68",NA,NA,"-154.552","93.069","-3940.168","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","rosethorn","150","150","12","","",NA,"",NA,"EYKT",NA,NA,NA,"17:11:49","13","1"
"3313","SL_FW_Dive_13_16-58-04.834.avi","35132","1:17:44",NA,NA,NA,3.318,0.869,"1334.966","4.76",NA,NA,"102.659","39.033","-1330.44","1","Kristen Green","0",NA,"2015","13","1","Line","greenling","lingcod","130","130","13","","",NA,"cant see whole body, no length ",NA,"EYKT",NA,NA,NA,"17:17:44","13","1"
"3314","SL_FW_Dive_13_16-58-04.834.avi","36270","1:18:22",NA,NA,NA,118.425,17.515,"7475.872","29.683",NA,NA,"2260.03","2919.623","-6500.518","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","unknown","10024","10024","14","","",NA,"behavior like ye, but hard to tell. RMS > 10",NA,"EYKT",NA,NA,NA,"17:18:22","13","1"
"3315","SL_FW_Dive_13_16-58-04.834.avi","39096","1:19:56",NA,NA,NA,61.784,9.408,"5702.414","11.927",NA,NA,"-989.528","629.294","-5580.533","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","rosethorn","150","150","15","","",NA,"",NA,"EYKT",NA,NA,NA,"17:19:56","13","1"
"3316","SL_FW_Dive_13_16-58-04.834.avi","44559","1:22:58",NA,NA,NA,28.059,0.946,"3754.965","16.502",NA,NA,"1007.938","341.869","-3600.965","1","Kristen Green","0",NA,"2015","13","1","Line","greenling","lingcod","130","130","16","","",NA,"curled body, no length ",NA,"EYKT",NA,NA,NA,"17:22:58","13","1"
"3317","SL_FW_Dive_13_16-58-04.834.avi","45610","1:23:33",NA,NA,NA,37.847,7.55,"4475.428","11.1",NA,NA,"-610.641","599.405","-4392.868","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","rosethorn","150","150","17","","",NA,"",NA,"EYKT",NA,NA,NA,"17:23:33","13","1"
"3318","SL_FW_Dive_13_16-58-04.834.avi","45531","1:23:31",NA,NA,NA,54.264,7.973,"5164.379","16.996",NA,NA,"976.091","1142.054","-4941.029","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","yelloweye","145","145","18","AD","Fish resting on bottom",NA,"",NA,"EYKT",NA,NA,NA,"17:23:31","13","1"
"3319","SL_FW_Dive_13_16-58-04.834.avi","45756","1:23:38",NA,NA,530.397,42.349,5.226,"2971.522","24.752","56.453",3.216,"1043.332","-677.809","-2698.514","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","yelloweye","145","145","18","AD","",NA,"horiz angle > 30 , precision poor",NA,"EYKT",NA,NA,NA,"17:23:38","13","1"
"3320","SL_FW_Dive_13_16-58-04.834.avi","47784","1:24:46",NA,NA,NA,13.484,1.81,"2565.5","17.563",NA,NA,"-583.885","-513.043","-2444.924","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","rosethorn","150","150","19","","",NA,"",NA,"EYKT",NA,NA,NA,"17:24:46","13","1"
"3321","SL_FW_Dive_13_16-58-04.834.avi","47914","1:24:50",NA,NA,NA,11.647,1.908,"2325.076","25.701",NA,NA,"717.006","-712.991","-2093.687","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","rosethorn","150","150","20","","",NA,"",NA,"EYKT",NA,NA,NA,"17:24:50","13","1"
"3322","SL_FW_Dive_13_16-58-04.834.avi","49330","1:25:37",NA,NA,NA,51.062,6.133,"5271.795","12.213",NA,NA,"-185.815","1089.676","-5154.6","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","rosethorn","150","150","21","","",NA,"",NA,"EYKT",NA,NA,NA,"17:25:37","13","1"
"3323","SL_FW_Dive_13_16-58-04.834.avi","53223","1:27:47",NA,NA,NA,30.004,6.291,"3813.978","20.361",NA,NA,"1227.425","497.541","-3576.634","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","rosethorn","150","150","22","","",NA,"",NA,"EYKT",NA,NA,NA,"17:27:47","13","1"
"3324","SL_FW_Dive_13_16-58-04.834.avi","53291","1:27:49",NA,NA,NA,17.689,2.84,"2978.73","16.992",NA,NA,"836.173","236.617","-2849.15","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","rosethorn","150","150","23","","",NA,"",NA,"EYKT",NA,NA,NA,"17:27:49","13","1"
"3325","SL_FW_Dive_13_16-58-04.834.avi","53516","1:27:57",NA,NA,NA,9.21,3.239,"2168.17","22.247",NA,NA,"23.488","-824.417","-2005.18","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","rosethorn","150","150","24","","",NA,"",NA,"EYKT",NA,NA,NA,"17:27:57","13","1"
"3326","SL_FW_Dive_13_16-58-04.834.avi","55161","1:28:52",NA,NA,NA,37.734,2.859,"4290.208","25.648",NA,NA,"-1685.042","772.939","-3868.99","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","rosethorn","150","150","25","","",NA,"",NA,"EYKT",NA,NA,NA,"17:28:52","13","1"
"3327","SL_FW_Dive_13_16-58-04.834.avi","57731","1:30:17",NA,NA,NA,80.495,9.818,"6406.304","21.597",NA,NA,"-481.448","2296.86","-5960.988","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","yelloweye","145","145","26","SU","Fish milling/hovering",NA,"",NA,"EYKT",NA,NA,NA,"17:30:17","13","1"
"3328","SL_FW_Dive_13_16-58-04.834.avi","58001","1:30:26",NA,NA,525.231,24.813,4.211,"3799.351","8.051","14.733",23.177,"-478.926","231.864","-3761.906","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","yelloweye","145","145","26","SU","",NA,"",NA,"EYKT",NA,NA,NA,"17:30:26","13","1"
"3329","SL_FW_Dive_13_16-58-04.834.avi","58321","1:30:37",NA,NA,NA,16.575,5.076,"2825.662","20.38",NA,NA,"-814.968","-556.552","-2647.724","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","rosethorn","150","150","27","","",NA,"",NA,"EYKT",NA,NA,NA,"17:30:37","13","1"
"3330","SL_FW_Dive_13_16-58-04.834.avi","60193","1:31:39",NA,NA,NA,17.901,6.676,"2948.469","32.321",NA,NA,"1307.716","-885.174","-2489.943","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","yelloweye","145","145","28","AD","Fish seeking cover",NA,"no length, in rocks",NA,"EYKT",NA,NA,NA,"17:31:39","13","1"
"3331","SL_FW_Dive_13_16-58-04.834.avi","63693","1:33:36",NA,NA,NA,15.668,0.903,"2828.737","19.983",NA,NA,"139.333","-961.754","-2656.571","1","Kristen Green","0",NA,"2015","13","1","Line","rockfish","rosethorn","150","150","29","","",NA,"",NA,"EYKT",NA,NA,NA,"17:33:36","13","1"
"3332","SL_FW_Dive_14_18-11-18.049.avi","1641","2:14:13",NA,NA,NA,39.393,9.929,"4699.521","9.639",NA,NA,"65.859","775.142","-4634.686","1","Kristen Green","0",NA,"2015","14","1","Line","greenling","lingcod","130","130","1","","",NA,"",NA,"EYKT",NA,NA,NA,"18:14:13","14","1"
"3333","SL_FW_Dive_14_18-11-18.049.avi","1672","2:14:14",NA,NA,944.303,18.521,3.603,"3169.364","1.471","13.969",2.116,"-52.305","62.344","-3168.319","1","Kristen Green","0",NA,"2015","14","1","Line","greenling","lingcod","130","130","1","","",NA,"",NA,"EYKT",NA,NA,NA,"18:14:14","14","1"
"3334","SL_FW_Dive_14_18-11-18.049.avi","1926","2:14:22",NA,NA,NA,70.485,2.999,"5886.759","18.855",NA,NA,"-1041.739","1581.137","-5573.932","1","Kristen Green","0",NA,"2015","14","1","Line","rockfish","yelloweye","145","145","3","AD","Fish seeking cover",NA,"no length in rocks ",NA,"EYKT",NA,NA,NA,"18:14:22","14","1"
"3335","SL_FW_Dive_14_18-11-18.049.avi","2021","2:14:25",NA,NA,NA,43.634,3,"4722.016","27.95",NA,NA,"-2139.693","557.591","-4172.318","1","Kristen Green","0",NA,"2015","14","1","Line","rockfish","tiger","148","148","4","","",NA,"",NA,"EYKT",NA,NA,NA,"18:14:25","14","1"
"3336","SL_FW_Dive_14_18-11-18.049.avi","2060","2:14:27",NA,NA,NA,23.845,3.298,"3715.112","5.18",NA,NA,"-271.217","190.199","-3700.314","1","Kristen Green","0",NA,"2015","14","1","Line","rockfish","rosethorn","150","150","2","","",NA,"",NA,"EYKT",NA,NA,NA,"18:14:27","14","1"
"3337","SL_FW_Dive_14_18-11-18.049.avi","3366","2:15:10",NA,NA,NA,56.787,4.651,"5293.823","16.485",NA,NA,"1006.343","1105.494","-5078.358","1","Kristen Green","0",NA,"2015","14","1","Line","rockfish","rosethorn","150","150","5","","",NA,"",NA,"EYKT",NA,NA,NA,"18:15:10","14","1"
"3338","SL_FW_Dive_14_18-11-18.049.avi","4984","2:16:04",NA,NA,NA,111.521,4.573,"7352.201","27.178",NA,NA,"-2892.437","1693.517","-6543.751","1","Kristen Green","0",NA,"2015","14","1","Line","rockfish","yelloweye","145","145","6","AD","Fish moving slowly into frame",NA,"no length poor orientation ",NA,"EYKT",NA,NA,NA,"18:16:04","14","1"
"3339","SL_FW_Dive_14_18-11-18.049.avi","9336","2:18:29",NA,NA,NA,24.576,2.901,"3648.773","9.007",NA,NA,"435.964","362.138","-3604.488","1","Kristen Green","0",NA,"2015","14","1","Line","rockfish","rosethorn","150","150","7","","",NA,"",NA,"EYKT",NA,NA,NA,"18:18:29","14","1"
"3340","SL_FW_Dive_14_18-11-18.049.avi","10289","2:19:01",NA,NA,NA,63.288,2.882,"5775.363","19.929",NA,NA,"99.946","1955.544","-5433.293","1","Kristen Green","0",NA,"2015","14","1","Line","rockfish","tiger","148","148","8","","",NA,"",NA,"EYKT",NA,NA,NA,"18:19:01","14","1"
"3341","SL_FW_Dive_14_18-11-18.049.avi","10779","2:19:17",NA,NA,NA,57.975,0.199,"5390.97","27.048",NA,NA,"-2329.817","753.426","-4802.797","1","Kristen Green","0",NA,"2015","14","1","Line","rockfish","yelloweye","145","145","9","AD","Fish moving quickly into frame",NA,"",NA,"EYKT",NA,NA,NA,"18:19:17","14","1"
"3342","SL_FW_Dive_14_18-11-18.049.avi","10838","2:19:19",NA,NA,629.536,32.276,4.915,"4962.216","12.844","5.897",12.489,"-853.871","698.323","-4838.062","1","Kristen Green","0",NA,"2015","14","1","Line","rockfish","yelloweye","145","145","9","AD","",NA,"",NA,"EYKT",NA,NA,NA,"18:19:19","14","1"
"3343","SL_FW_Dive_14_18-11-18.049.avi","13052","2:20:33",NA,NA,NA,15.824,7.93,"2843.901","32.244",NA,NA,"1457.105","-427.808","-2404.495","1","Kristen Green","0",NA,"2015","14","1","Line","rockfish","rosethorn","150","150","10","","",NA,"",NA,"EYKT",NA,NA,NA,"18:20:33","14","1"
