FILENAME,FRAME,TIME (HMS),PERIOD,PERIOD TIME (HMS),LENGTH (mm),PRECISION (mm),RMS (mm),RANGE (mm),DIRECTION (deg),HORZ. DIR. (deg),VERT. DIR. (deg),MID_X (mm),MID_Y (mm),MID_Z (mm),OPCODE,TAPEREADER,DEPTH,COMMENT,YEAR,DIVE,TRANSECT_NUMBER,,DIVE_NO,,,,FAMILY,GENUS,SPECIES,CODE,NUMBER,STAGE,ACTIVITY,CHECK_ID,COMMENT,EVENT TIME HH:MM:SS
SL_2018SSEO_Dive_27_07-25-46.000.avi,17075,7:35:17,,,,72.826,1.203,5867.776,22.749,,,1388.603,1767.248,-5420.278,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,23,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,19498,7:36:38,,,,75.487,0.405,6029.789,20.06,,,-1351.406,1537.158,-5671.79,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,27,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,20257,7:37:03,,,,74.023,2.288,6204.735,32.548,,,-2917.204,1596.322,-5238.359,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,29,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,20576,7:37:14,,,,46.809,1.488,4699.387,27.258,,,1770.984,1202.095,-4183.638,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,31,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,20732,7:37:19,,,,57.405,1.422,5325.03,20.116,,,670.13,1679.207,-5008.706,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,32,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,24119,7:39:12,,,,80.749,0.344,6529.752,17.093,,,195.39,1877.806,-6250.866,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,35,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,25326,7:39:52,,,,25.299,0.545,3825.618,5.488,,,132.149,322.009,-3809.751,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,37,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,26058,7:40:17,,,,40.387,0.31,4710.06,8.631,,,-407.058,554.437,-4659.567,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,39,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,27162,7:40:53,,,,60.31,2.019,5559.248,30.186,,,2700.905,695.935,-4808.952,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,42,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,27704,7:41:11,,,,53.972,1.251,5079.535,21.94,,,1680.643,857.959,-4716.039,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,44,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,27883,7:41:17,,,,23.974,0.269,3528.692,14.848,,,891.801,132.347,-3411.574,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,45,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,30603,7:42:48,,,,69.426,0.999,5832.396,17.917,,,-1458.461,1017.203,-5554.73,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,52,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,30782,7:42:54,,,,88.107,2.529,6676.137,14.64,,,1454.755,822.441,-6463.597,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,53,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,30782,7:42:54,,,,108.397,1.447,7573.251,11.128,,,-1091.251,934.905,-7435.675,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,54,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,30782,7:42:54,,,,108.321,1.256,7732.652,8.916,,,-566.206,1017.716,-7644.447,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,55,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,30782,7:42:54,,,,130.76,1.921,8128.556,14.299,,,1470.346,1327.356,-7883.504,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,56,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,30846,7:42:56,,,,71.348,0.178,5998.24,17.86,,,1779.332,438.294,-5711.459,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,57,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,30846,7:42:56,,,,106.928,0.514,7341.876,15.005,,,1644.277,918.05,-7096.244,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,59,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,30846,7:42:56,,,,66.796,0.788,6167.072,6.616,,,-586.461,370.209,-6127.951,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,60,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,31025,7:43:02,,,,91.145,1.054,6767.115,27.293,,,3026.528,654.377,-6017.122,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,61,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,31025,7:43:02,,,,123.077,0.02,7758.62,26.385,,,3269.329,1060.199,-6955.835,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,62,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,31025,7:43:02,,,,93.196,1.781,6842.993,15.718,,,1662.67,786.598,-6591.156,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,63,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,31205,7:43:08,,,,53.04,1.047,5571.824,5.243,,,486.2,123.131,-5549.204,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,67,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,31205,7:43:08,,,,47.622,0.509,4928.16,22.684,,,1899.351,-89.008,-4546.57,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,68,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,31253,7:43:10,,,,93.891,1.188,6760.064,19.614,,,-1952.249,1124.698,-6373.558,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,69,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,31355,7:43:13,,,,90.997,1.427,6657.609,26.563,,,2799.348,983.547,-5959.87,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,70,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,32364,7:43:47,,,,55.75,0.142,5512.68,9.281,,,-496.354,710.219,-5444.158,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,71,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,34654,7:45:03,,,,47.902,0.694,4806.798,20.014,,,-1337.867,934.669,-4521.263,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,72,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,35405,7:45:28,,,,58.116,2.078,5335.56,17.665,,,-1255.212,996.993,-5089.072,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,73,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,38376,7:47:07,,,,33.765,2.749,4419.545,4.604,,,-190.88,-321.168,-4403.725,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,77,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,50439,7:53:49,,,,56.489,4.01,5455.091,34.529,,,2726.421,1436,-4501.394,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,93,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,50510,7:53:52,,,,57.281,0.112,5291.721,28.215,,,-2189.762,1186.472,-4668.998,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,94,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,51020,7:54:09,,,,32.442,0.15,4015.744,21.246,,,1420.496,297.066,-3744.348,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,95,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,54285,7:55:57,,,,64.88,1.193,5908.682,11.098,,,411.12,1031.263,-5803.447,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,96,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,57695,7:57:51,,,,123.387,0.61,7685.574,23.626,,,2790.148,1269.055,-7047.881,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,103,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,60544,7:59:26,,,,69.929,0.422,6015.081,31.506,,,-2850.29,1299.52,-5135.006,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,quillback,147,147,105,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,30846,7:42:56,,,,100.989,0.42,7124.136,21.558,,,2576.953,426.455,-6628.029,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,tiger,148,148,58,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,31113,7:43:05,,,,117.325,1.265,7906.076,10.481,,,1087.245,902.227,-7778.813,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,tiger,148,148,65,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,2204,7:27:01,,,,26.294,0.467,3583.674,28.02,,,1581.477,-593.246,-3160.651,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,1,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,3597,7:27:48,,,,11.865,0.914,2418.726,20.194,,,-259.95,-804.864,-2266.021,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,3,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,4527,7:28:19,,,,24.017,1.729,3492.458,23.54,,,-1385.66,-175.906,-3200.979,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,4,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,5319,7:28:45,,,,35.345,1.018,4315.001,29.418,,,2104.843,229.399,-3759.82,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,5,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,5730,7:28:59,,,,68.756,2.236,6062.371,11.929,,,1240.684,-205.957,-5930.483,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,6,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,6061,7:29:10,,,,43.576,1.958,4710.69,23.798,,,1898.543,-115.33,-4309.621,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,7,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,6287,7:29:18,,,,44.138,1.451,4833.691,13.369,,,-1089.523,225.549,-4703.895,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,8,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,6592,7:29:28,,,,18.268,1.773,3221.203,5.118,,,-167.796,-249.424,-3207.145,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,9,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,6860,7:29:37,,,,31.428,0.508,4104.852,29.694,,,2030.069,98.474,-3566.362,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,12,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,9155,7:30:53,,,,16.674,2.411,3091.748,4.777,,,53.533,-267.374,-3079.699,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,14,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,10191,7:31:28,,,,15.702,0.708,2758.754,20.087,,,-437.245,-853.595,-2586.681,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,15,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,15499,7:34:25,,,,100.705,1.348,7183.618,14.19,,,-921.411,1465.531,-6971.914,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,18,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,15505,7:34:25,,,,8.418,1.584,1984.628,21.236,,,545.025,-478.045,-1847.476,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,19,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,16126,7:34:46,,,,32.782,0.96,4398.758,4.351,,,-330.738,22.535,-4386.249,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,20,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,16462,7:34:57,,,,46.285,4.299,4832.638,25.959,,,2085.466,332.388,-4346.808,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,22,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,17769,7:35:40,,,,79.994,1.163,6274.627,30.968,,,2832.055,1523.359,-5387.929,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,24,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,19087,7:36:24,,,,61.494,0.622,5509.621,18.421,,,1616.766,619.67,-5230.488,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,26,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,20576,7:37:14,,,,99.504,1.885,6905.624,21.447,,,-2048.739,1443.505,-6434.796,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,30,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,22042,7:38:03,,,,71.65,2.837,6259.637,13.086,,,-63.449,1385.118,-6104.136,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,33,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,23612,7:38:55,,,,47.736,0.337,5181.236,9.191,,,-101.712,795.504,-5118.792,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,34,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,24506,7:39:25,,,,42.528,4.17,4688.611,12.62,,,614.863,796.323,-4579.398,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,36,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,26450,7:40:30,,,,22.318,0.955,3255.723,20.938,,,-885.618,-769.83,-3036.902,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,40,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,29838,7:42:23,,,,22.106,2.165,3323.415,14.617,,,-699.863,-478.292,-3213.49,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,50,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,30603,7:42:48,,,,71.209,2.414,5984.567,16.059,,,-1472.701,727.18,-5754.772,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,51,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,31113,7:43:05,,,,45.263,3.578,5140.164,4.166,,,-272.671,-280.904,-5125.235,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,64,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,31113,7:43:05,,,,66.68,2.936,6375.878,2.85,,,175.399,232.046,-6369.24,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,66,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,37412,7:46:35,,,,45.064,2.518,4760.872,21.271,,,-1702.034,-315.93,-4434.994,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,74,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,37916,7:46:52,,,,36.539,2.684,4319.237,23.689,,,1734.77,-64.025,-3955.033,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,75,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,38038,7:46:56,,,,77.351,4.237,6282.191,15.902,,,1648.381,465.294,-6044.192,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,76,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,39782,7:47:54,,,,34.82,0.335,4247.346,26.664,,,-1892.402,-246.693,-3794.456,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,79,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,40109,7:48:05,,,,32.175,0.288,4250.767,30.622,,,-2164.35,-79.626,-3657.631,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,80,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,41050,7:48:36,,,,23.951,2.738,3402.739,18.941,,,-952.578,-575.227,-3215.64,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,81,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,41854,7:49:03,,,,46.145,1.966,4844.046,13.775,,,945.377,637.042,-4707.996,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,83,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,42206,7:49:15,,,,47.285,0.448,4891.344,24.175,,,1986.135,238.157,-4463.607,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,84,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,45928,7:51:19,,,,49.44,0.911,5059.154,12.764,,,-676.191,865.153,-4938.554,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,87,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,45989,7:51:21,,,,36.265,1.514,4469.825,8.228,,,-463.73,418.359,-4425.976,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,86,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,46459,7:51:37,,,,52.553,2.628,5155.887,20.617,,,-1776.901,347.872,-4827.502,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,89,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,47137,7:51:59,,,,70.006,0.588,5954.63,23.397,,,-2319.966,429.811,-5467.233,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,90,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,55165,7:56:27,,,,21.935,0.775,3261.4,19.139,,,-953.619,-499.192,-3078.66,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,99,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,55979,7:56:54,,,,31.283,0.037,3987.833,20.706,,,1408.848,-75.863,-3729.906,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,100,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,57237,7:57:36,,,,52.586,2.087,5304.193,12.726,,,1155.726,146.055,-5174.691,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,101,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,57297,7:57:38,,,,35.226,2.195,4230.94,17.726,,,1278.676,-176.416,-4029.234,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,102,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,58167,7:58:07,,,,51.436,0.899,5028.103,24.3,,,1995.61,523.525,-4585.333,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,104,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,61689,8:00:04,,,,14.282,0.066,2604.066,21,,,-752.727,-563.857,-2428.297,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,107,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,61689,8:00:04,,,,19.808,0.292,3130.54,26.017,,,-1311.79,-420.174,-2811.217,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,rockfish,rosethorn,150,150,108,,,,,
SL_2018SSEO_Dive_27_07-25-46.000.avi,2847,7:27:23,,,,14.468,2.598,2657.949,18.678,,,-750.682,388.637,-2519.947,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,,,,,2,,,,Pyrosome,
SL_2018SSEO_Dive_27_07-25-46.000.avi,6592,7:29:28,,,,28.533,2.332,4059.308,5.672,,,393.364,58.368,-4039.782,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,,,,,10,,,,Pyrosome,
SL_2018SSEO_Dive_27_07-25-46.000.avi,39004,7:47:28,,,,9.346,0.188,2163.456,19.092,,,-147.063,-702.484,-2040.938,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,,,,,78,,,,Pyrosomes covering seastar,
SL_2018SSEO_Dive_27_07-25-46.000.avi,47848,7:52:23,,,,39.248,0.781,4358.582,17.369,,,1042.748,-799.123,-4155.877,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,,,,,91,,,,Large group of pyrosomes,
SL_2018SSEO_Dive_27_07-25-46.000.avi,60963,7:59:40,,,,26.883,3.286,3757.193,12.56,,,-764.597,269.5,-3668.687,1,KelliiWood,0,N/A,2018,SSEO_27,54,,27,,,,,,,,106,,,,Large grouping of pyrosomes,
SL_2018SSEO_Dive_28_09-51-08.000.avi,60050,10:24:32,,,,56.738,0.5,5202.994,30.461,,,1950.247,1753.321,-4493.723,1,KelliiWood,0,N/A,2018,SSEO_28,53,,28,,,,rockfish,canary,146,146,8,,,,,
SL_2018SSEO_Dive_28_09-51-08.000.avi,60398,10:24:43,,,,30.226,3.839,3766.395,26.007,,,1333.699,956.989,-3389.86,1,KelliiWood,0,N/A,2018,SSEO_28,53,,28,,,,rockfish,canary,146,146,9,,,,,
SL_2018SSEO_Dive_28_09-51-08.000.avi,60486,10:24:46,,,,65.026,0.053,5687.265,22.829,,,586.777,2100.679,-5252.411,1,KelliiWood,0,N/A,2018,SSEO_28,53,,28,,,,rockfish,canary,146,146,10,,,,,
SL_2018SSEO_Dive_28_09-51-08.000.avi,60486,10:24:46,,,,40.903,3.737,4372.888,25.16,,,1307.326,1301.917,-3964.601,1,KelliiWood,0,N/A,2018,SSEO_28,53,,28,,,,rockfish,canary,146,146,11,,,,,
SL_2018SSEO_Dive_28_09-51-08.000.avi,60486,10:24:46,,,,18.549,4.06,2995.742,21.319,,,1013.825,383.872,-2792.718,1,KelliiWood,0,N/A,2018,SSEO_28,53,,28,,,,rockfish,canary,146,146,12,,,,,
SL_2018SSEO_Dive_28_09-51-08.000.avi,60486,10:24:46,,,,42.033,0.439,4469.524,28.756,,,1766.404,1206.337,-3924.438,1,KelliiWood,0,N/A,2018,SSEO_28,53,,28,,,,rockfish,canary,146,146,13,,,,,
SL_2018SSEO_Dive_28_09-51-08.000.avi,60486,10:24:46,,,,19.257,8.255,3071.992,30.778,,,1371.793,754.357,-2643.154,1,KelliiWood,0,N/A,2018,SSEO_28,53,,28,,,,rockfish,canary,146,146,14,,,,,
SL_2018SSEO_Dive_28_09-51-08.000.avi,60486,10:24:46,,,,66.358,1.02,5723.094,33.063,,,2366.131,2013.015,-4806.558,1,KelliiWood,0,N/A,2018,SSEO_28,53,,28,,,,rockfish,canary,146,146,15,,,,,
SL_2018SSEO_Dive_28_09-51-08.000.avi,60553,10:24:48,,,,12.473,0.229,2557.126,12.085,,,518.178,121.934,-2501.103,1,KelliiWood,0,N/A,2018,SSEO_28,53,,28,,,,rockfish,canary,146,146,16,,,,,
SL_2018SSEO_Dive_28_09-51-08.000.avi,60553,10:24:48,,,,15.69,0.39,2800.785,15.298,,,656.824,324.991,-2703.213,1,KelliiWood,0,N/A,2018,SSEO_28,53,,28,,,,rockfish,canary,146,146,17,,,,,
SL_2018SSEO_Dive_28_09-51-08.000.avi,60625,10:24:51,,,,12.321,0.573,2432.853,23.342,,,896.929,341.902,-2235.486,1,KelliiWood,0,N/A,2018,SSEO_28,53,,28,,,,rockfish,canary,146,146,18,,,,,
SL_2018SSEO_Dive_28_09-51-08.000.avi,60625,10:24:51,,,,7.261,0.043,1948.028,29.702,,,959.418,97.111,-1692.602,1,KelliiWood,0,N/A,2018,SSEO_28,53,,28,,,,rockfish,canary,146,146,19,,,,,
SL_2018SSEO_Dive_28_09-51-08.000.avi,9048,9:56:12,,,425.711,30.727,2.342,2450.766,13.702,61.768,25.129,550.786,-183.412,-2381.018,1,KelliiWood,0,N/A,2018,SSEO_28,53,,28,,,,halibut,halibut,200,200,2,,,,,
SL_2018SSEO_Dive_28_09-51-08.000.avi,39547,10:13:08,,,441.701,24.531,2.035,2228.385,12.948,56.87,24.134,414.679,-278.088,-2171.729,1,KelliiWood,0,N/A,2018,SSEO_28,53,,28,,,,sablefish,sablefish,710,710,7,,,,,
SL_2018SSEO_Dive_28_09-51-08.000.avi,6762,9:54:55,,,120.944,19.087,1.095,2764.956,27.555,11.596,25.57,-1251.977,-261.85,-2451.32,1,KelliiWood,0,N/A,2018,SSEO_28,53,,28,,,,crab,box crab,900,900,1,,,,,
SL_2018SSEO_Dive_28_09-51-08.000.avi,10675,9:57:06,,,,9.914,0.372,2377.181,3.889,,,34.777,-169.377,-2370.884,1,KelliiWood,0,N/A,2018,SSEO_28,53,,28,,,,,,,,3,,,,Pyrosome - for Aaron,
SL_2018SSEO_Dive_28_09-51-08.000.avi,16404,10:00:17,,,,34.476,0.688,4179.104,26.099,,,-1789.55,402.325,-3755.071,1,KelliiWood,0,N/A,2018,SSEO_28,53,,28,,,,crab,crab,,,4,,,YES,Another box?,
SL_2018SSEO_Dive_28_09-51-08.000.avi,20085,10:02:19,,,,18.572,0.156,3176.691,9.175,,,-456.862,202.99,-3137.106,1,KelliiWood,0,N/A,2018,SSEO_28,53,,28,,,,,,,,5,,,,Pyrosome - for Aaron,
SL_2018SSEO_Dive_28_09-51-08.000.avi,25150,10:05:08,,,,6.025,0.775,1715.641,21.136,,,-172.778,-602.06,-1597.215,1,KelliiWood,0,N/A,2018,SSEO_28,53,,28,,,,,,,,6,,,,Pyrosome - for Aaron,
