3D Point and Length Measurements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated: Monday, June 27, 2022 08:54:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filename,Frame,Time (HMS),Period,Period time (HMS),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,TapeReader,Depth,Comment,Year,Dive,Transect Number,Dive Type,,,,,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time HH:MM:SS
SL_2022_CSEO_Dive_13_10-21-58.000.avi,13516,10:41:01,,,,37.903,4.23,4261.553,32.321,,,-2244.352,-407.327,-3599.695,1,KelliiWood,120,N/A,2022,13,6,Line,,,,,rockfish,rosethorn,150,150,1,,,,,
SL_2022_CSEO_Dive_13_10-21-58.000.avi,14125,10:41:21,,,,26.579,0.038,3699.959,5.22,,,244.475,216.624,-3685.513,1,KelliiWood,120,N/A,2022,13,6,Line,,,,,rockfish,rosethorn,150,150,2,,,,,
SL_2022_CSEO_Dive_13_10-21-58.000.avi,16617,10:42:44,,,,25.65,0.018,3344.367,18.691,,,-972.363,438.038,-3169.767,1,KelliiWood,120,N/A,2022,13,6,Line,,,,,rockfish,rosethorn,150,150,3,,,,,
SL_2022_CSEO_Dive_13_10-21-58.000.avi,22858,10:46:12,,,,56.052,1.709,4920.993,26.948,,,871.877,2035.021,-4394.848,1,KelliiWood,120,N/A,2022,13,6,Line,,,,,rockfish,yelloweye,145,145,4,AD,Fish milling/hovering,,NO LENGTH - partial view - GRAVID,
SL_2022_CSEO_Dive_13_10-21-58.000.avi,22881,10:46:13,,,,11.39,0.494,2276.115,12.663,,,438.026,-247.838,-2219.777,1,KelliiWood,120,N/A,2022,13,6,Line,,,,,rockfish,rosethorn,150,150,5,,,,,
SL_2022_CSEO_Dive_13_10-21-58.000.avi,23518,10:46:34,,,,19.925,1.236,2891.611,23.495,,,826.021,793.507,-2655.08,1,KelliiWood,120,N/A,2022,13,6,Line,,,,,rockfish,dusky,172,172,6,,,,,
SL_2022_CSEO_Dive_13_10-21-58.000.avi,24644,10:47:11,,,,0.737,0.205,540.336,12.063,,,-112.89,0.73,-528.411,1,KelliiWood,120,N/A,2022,13,6,Line,,,,,rockfish,dusky,172,172,7,,,,,
SL_2022_CSEO_Dive_13_10-21-58.000.avi,29867,10:50:06,,,,12.78,0.137,2405.331,15.462,,,-628.078,-138.584,-2317.742,1,KelliiWood,120,N/A,2022,13,6,Line,,,,,rockfish,rosethorn,150,150,8,,,,,
SL_2022_CSEO_Dive_13_10-21-58.000.avi,32356,10:51:29,,,,49.865,0.361,4556.91,24.783,,,-1393.357,-1323.238,-4131.952,1,KelliiWood,120,N/A,2022,13,6,Line,,,,,rockfish,rosethorn,150,150,9,,,,,
SL_2022_CSEO_Dive_13_10-21-58.000.avi,33141,10:51:55,,,,22.456,2.769,3234.182,13.033,,,-714.095,-160.949,-3150.253,1,KelliiWood,120,N/A,2022,13,6,Line,,,,,halibut,halibut,200,200,10,,,,NO LENGTH - wrong direction,
SL_2022_CSEO_Dive_13_10-21-58.000.avi,33229,10:51:58,,,,39.948,0.65,4180.75,19.994,,,-1344.979,468.462,-3930.68,1,KelliiWood,120,N/A,2022,13,6,Line,,,,,cod,Pacific cod,110,110,11,,,,,
SL_2022_CSEO_Dive_13_10-21-58.000.avi,34568,10:52:42,,,,31.896,2.825,3758.28,18.267,,,490.31,1056.858,-3573.139,1,KelliiWood,120,N/A,2022,13,6,Line,,,,,rockfish,rosethorn,150,150,12,,,,,
SL_2022_CSEO_Dive_13_10-21-58.000.avi,35207,10:53:04,,,,15.13,0.2,2666.914,13.182,,,-605.118,50.713,-2596.862,1,KelliiWood,120,N/A,2022,13,6,Line,,,,,rockfish,rosethorn,150,150,13,,,,,
SL_2022_CSEO_Dive_13_10-21-58.000.avi,43700,10:57:47,,,,14.796,0.01,2627.761,12.963,,,-143.261,-582.034,-2558.484,1,KelliiWood,120,N/A,2022,13,6,Line,,,,,rockfish,rosethorn,150,150,14,,,,,
SL_2022_CSEO_Dive_13_10-21-58.000.avi,45914,10:59:00,,,,22.838,1.924,3289.477,11.066,,,287.211,549.316,-3230.545,1,KelliiWood,120,N/A,2022,13,6,Line,,,,,rockfish,rosethorn,150,150,15,,,,,
SL_2022_CSEO_Dive_13_10-21-58.000.avi,46350,10:59:15,,,,10.966,0.65,2323.421,6.904,,,260.192,-110.683,-2306.151,1,KelliiWood,120,N/A,2022,13,6,Line,,,,,rockfish,rosethorn,150,150,16,,,,,
SL_2022_CSEO_Dive_13_10-21-58.000.avi,47249,10:59:45,,,,26.451,0.187,3598.362,9.469,,,-181.252,549.347,-3551.559,1,KelliiWood,120,N/A,2022,13,6,Line,,,,,rockfish,rosethorn,150,150,17,,,,,
SL_2022_CSEO_Dive_13_10-21-58.000.avi,48991,11:00:43,,,,39.54,0.326,4100.627,21.253,,,-1265.586,764.337,-3824.817,1,KelliiWood,120,N/A,2022,13,6,Line,,,,,rockfish,rosethorn,150,150,18,,,,,
SL_2022_CSEO_Dive_13_10-21-58.000.avi,50994,11:01:50,,,,35.921,3.939,4063.794,33.687,,,-2026.614,973.122,-3385.305,1,KelliiWood,120,N/A,2022,13,6,Line,,,,,rockfish,yelloweye,145,145,19,JV,Fish milling/hovering,,NO LENGTH - partial view,
SL_2022_CSEO_Dive_13_10-21-58.000.avi,55332,11:04:14,,,,29.464,1.331,3749.272,10.996,,,286.885,640.302,-3683.035,1,KelliiWood,120,N/A,2022,13,6,Line,,,,,rockfish,rosethorn,150,150,20,,,,,
SL_2022_CSEO_Dive_13_10-21-58.000.avi,59515,11:06:34,,,,28.053,1.134,3471.337,23.621,,,-1293.319,499.117,-3182.513,1,KelliiWood,120,N/A,2022,13,6,Line,,,,,rockfish,rosethorn,150,150,21,,,,,
