3D Point and Length Measurements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated: Monday, June 27, 2022 11:29:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filename,Frame,Time (HMS),Period,Period time (HMS),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,TapeReader,Depth,Comment,Year,Dive,Transect Number,Dive Type,,,,,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time HH:MM:SS
SL_2022_CSEO_Dive_14_12-10-34.000.avi,5625,12:25:39,,,,3.108,0.122,1130.129,22.368,,,-309.739,-302.545,-1043.896,1,KelliiWood,125,N/A,2022,14,5,Line,,,,,rockfish,rosethorn,150,150,1,,,,,
SL_2022_CSEO_Dive_14_12-10-34.000.avi,12040,12:29:13,,,,1.957,0.686,902.567,18.834,,,137.951,-260.073,-853.204,1,KelliiWood,125,N/A,2022,14,5,Line,,,,,skate,skate,700,700,2,,,,,
SL_2022_CSEO_Dive_14_12-10-34.000.avi,20964,12:34:11,,,,7.091,0.473,1761.767,24.567,,,-721.186,-134.536,-1601.753,1,KelliiWood,125,N/A,2022,14,5,Line,,,,,crab,box crab,900,900,3,,,,,
SL_2022_CSEO_Dive_14_12-10-34.000.avi,33994,12:41:25,,,,6.771,0.455,1721.089,17.866,,,502.677,-168.192,-1637.429,1,KelliiWood,125,N/A,2022,14,5,Line,,,,,shrimp,spot,965,965,4,,,,,
SL_2022_CSEO_Dive_14_12-10-34.000.avi,36648,12:42:54,,,,8.631,2.517,2027.224,31.328,,,-1047.826,107.337,-1732.103,1,KelliiWood,125,N/A,2022,14,5,Line,,,,,octopus,octopus,870,870,5,,,,,
SL_2022_CSEO_Dive_14_12-10-34.000.avi,46261,12:48:14,,,,14.056,0.272,2552.653,29.09,,,-1233.849,124.527,-2231.176,1,KelliiWood,125,N/A,2022,14,5,Line,,,,,rockfish,rosethorn,150,150,6,,,,,
SL_2022_CSEO_Dive_14_12-10-34.000.avi,52532,12:51:43,,,,7.203,0.883,1764.104,26.43,,,-751.689,-233.27,-1578.8,1,KelliiWood,125,N/A,2022,14,5,Line,,,,,rockfish,rosethorn,150,150,7,,,,,
SL_2022_CSEO_Dive_14_12-10-34.000.avi,53325,12:52:09,,,,14.666,1.365,2580.656,31.178,,,-1278.213,-397.498,-2206.343,1,KelliiWood,125,N/A,2022,14,5,Line,,,,,rockfish,rosethorn,150,150,8,,,,,
SL_2022_CSEO_Dive_14_12-10-34.000.avi,53581,12:52:18,,,,4.749,4.898,1457.573,12.066,,,-205.112,-231.013,-1424.458,1,KelliiWood,125,N/A,2022,14,5,Line,,,,,rockfish,rosethorn,150,150,9,,,,,
SL_2022_CSEO_Dive_14_12-10-34.000.avi,54131,12:52:36,,,,33.481,2.885,3793.258,22.003,,,1278.011,607.542,-3519.43,1,KelliiWood,125,N/A,2022,14,5,Line,,,,,rockfish,redbanded,153,153,10,,,,,
SL_2022_CSEO_Dive_14_12-10-34.000.avi,55103,12:53:09,,,,16.996,1.288,2799.322,13.21,,,590.59,234.908,-2726.21,1,KelliiWood,125,N/A,2022,14,5,Line,,,,,rockfish,rosethorn,150,150,11,,,,,
SL_2022_CSEO_Dive_14_12-10-34.000.avi,57262,12:54:21,,,,29.186,0.733,3835.51,8.412,,,-37.381,544.652,-3796.458,1,KelliiWood,125,N/A,2022,14,5,Line,,,,,rockfish,silvergray,157,157,12,,,,,
SL_2022_CSEO_Dive_14_12-10-34.000.avi,68000,13:00:19,,,,23.514,0.599,3389.583,10.865,,,-73.133,621.378,-3331.338,1,KelliiWood,125,N/A,2022,14,5,Line,,,,,rockfish,rosethorn,150,150,13,,,,,
SL_2022_CSEO_Dive_14_12-10-34.000.avi,68878,13:00:48,,,,16.312,1.835,2770.135,31.946,,,-1430.997,307.8,-2351.841,1,KelliiWood,125,N/A,2022,14,5,Line,,,,,rockfish,rosethorn,150,150,14,,,,,
SL_2022_CSEO_Dive_14_12-10-34.000.avi,69870,13:01:21,,,,9.686,0.769,2061.919,15.232,,,383.146,-390.911,-1987.938,1,KelliiWood,125,N/A,2022,14,5,Line,,,,,rockfish,rosethorn,150,150,15,,,,,
SL_2022_CSEO_Dive_14_12-10-34.000.avi,77449,13:05:34,,,,17.542,0.29,2871.911,13.189,,,-648.79,80.75,-2796.503,1,KelliiWood,125,N/A,2022,14,5,Line,,,,,rockfish,rosethorn,150,150,16,,,,,
SL_2022_CSEO_Dive_14_12-10-34.000.avi,78326,13:06:03,,,,12.129,3.498,2321.97,28.294,,,1057.072,-314.609,-2043.322,1,KelliiWood,125,N/A,2022,14,5,Line,,,,,rockfish,rosethorn,150,150,17,,,,,
SL_2022_CSEO_Dive_14_12-10-34.000.avi,84071,13:09:14,,,,11.742,2.398,2296.78,20.941,,,814.306,95.168,-2145.471,1,KelliiWood,125,N/A,2022,14,5,Line,,,,,rockfish,rosethorn,150,150,18,,,,,
SL_2022_CSEO_Dive_14_12-10-34.000.avi,84855,13:09:40,,,,8.326,0.155,1913.429,18.517,,,-583.278,163.181,-1815.04,1,KelliiWood,125,N/A,2022,14,5,Line,,,,,rockfish,rosethorn,150,150,19,,,,,
SL_2022_CSEO_Dive_14_12-10-34.000.avi,88741,13:11:50,,,,12.512,1.997,2560.125,3.138,,,78.368,105.943,-2556.732,1,KelliiWood,125,N/A,2022,14,5,Line,,,,,rockfish,rosethorn,150,150,20,,,,,
SL_2022_CSEO_Dive_14_12-10-34.000.avi,89358,13:12:11,,,,4.569,0.482,1471.209,7.63,,,-184.289,-70.617,-1457.912,1,KelliiWood,125,N/A,2022,14,5,Line,,,,,rockfish,rosethorn,150,150,21,,,,,
