3D Point and Length Measurements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated: Wednesday, July 06, 2022 10:27:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filename,Frame,Time (HMS),Period,Period time (HMS),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,TapeReader,Depth,Comment,Year,Dive,Transect Number,Dive Type,,,,,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time HH:MM:SS
SL_2022_CSEO_Dive_26_12-40-18.000.avi,1063,13:35:46,,,,41.634,0.274,4219.441,21.038,,,-1330.87,707.602,-3941.036,1,KelliiWood,115,N/A,2022,26,27,Line,,,,,rockfish,rosethorn,150,150,1,,,,,
SL_2022_CSEO_Dive_26_12-40-18.000.avi,2440,13:36:32,,,191.012,21.735,0.766,1946.331,25.687,77.994,16.647,-681.825,-496.846,-1753.985,1,KelliiWood,115,N/A,2022,26,27,Line,,,,,rockfish,yelloweye,145,145,2,JV,Fish milling/hovering,,,
SL_2022_CSEO_Dive_26_12-40-18.000.avi,2718,13:36:42,,,,62.149,1.182,5208.229,29.376,,,-2348.584,987.574,-4542.521,1,KelliiWood,115,N/A,2022,26,27,Line,,,,,rockfish,quillback,147,147,3,,,,,
SL_2022_CSEO_Dive_26_12-40-18.000.avi,11100,13:41:21,,,,25.201,0.814,3388.882,31.056,,,-1675.453,487.657,-2905.094,1,KelliiWood,115,N/A,2022,26,27,Line,,,,,rockfish,greenstripe,135,135,4,,,,,
SL_2022_CSEO_Dive_26_12-40-18.000.avi,15847,13:43:59,,,358.507,59.219,6.289,4559.99,26.627,13.117,6.301,1774.368,1014.061,-4076.372,1,KelliiWood,115,N/A,2022,26,27,Line,,,,,rockfish,yelloweye,145,145,5,SU,Fish resting on bottom,,,
SL_2022_CSEO_Dive_26_12-40-18.000.avi,17198,13:44:44,,,,9.776,0.102,2061.87,16.288,,,-489.689,-315.515,-1977.868,1,KelliiWood,115,N/A,2022,26,27,Line,,,,,rockfish,yelloweye,145,145,6,JV,Fish resting on bottom,,NO LENGTH - hiding in rocks,
SL_2022_CSEO_Dive_26_12-40-18.000.avi,17759,13:45:03,,,656.91,88.757,0.685,4918.184,20.668,30.14,8.653,1392.228,1036.769,-4601.668,1,KelliiWood,115,N/A,2022,26,27,Line,,,,,greenling,lingcod,130,130,7,,,,,
SL_2022_CSEO_Dive_26_12-40-18.000.avi,17942,13:45:09,,,,17.963,1.334,2840.792,17.691,,,-840.699,185.293,-2707.21,1,KelliiWood,115,N/A,2022,26,27,Line,,,,,rockfish,rosethorn,150,150,8,,,,,
SL_2022_CSEO_Dive_26_12-40-18.000.avi,18242,13:45:19,,,,69.526,2.281,5697.1,32.624,,,2876.084,1058.725,-4802.519,1,KelliiWood,115,N/A,2022,26,27,Line,,,,,rockfish,tiger,148,148,9,,,,,
SL_2022_CSEO_Dive_26_12-40-18.000.avi,21936,13:47:22,,,,14.542,0.339,2646.973,30.023,,,1324.392,-5.266,-2291.817,1,KelliiWood,115,N/A,2022,26,27,Line,,,,,rockfish,rosethorn,150,150,10,,,,,
SL_2022_CSEO_Dive_26_12-40-18.000.avi,23074,13:48:00,,,,29.673,2.615,3535.93,23.013,,,-1163.461,733.476,-3257.479,1,KelliiWood,115,N/A,2022,26,27,Line,,,,,rockfish,quillback,147,147,11,,,,,
SL_2022_CSEO_Dive_26_12-40-18.000.avi,23635,13:48:19,,,,82.565,0.048,5977.542,30.228,,,2515.568,1630.951,-5171.357,1,KelliiWood,115,N/A,2022,26,27,Line,,,,,rockfish,quillback,147,147,12,,,,,
SL_2022_CSEO_Dive_26_12-40-18.000.avi,24410,13:48:45,,,,17.205,0.358,2958.811,5.51,,,-201.627,188.329,-2945.919,1,KelliiWood,115,N/A,2022,26,27,Line,,,,,rockfish,quillback,147,147,13,,,,,
SL_2022_CSEO_Dive_26_12-40-18.000.avi,26969,13:50:10,,,,14.748,0.326,2709.052,7.129,,,330.744,-71.088,-2687.846,1,KelliiWood,115,N/A,2022,26,27,Line,,,,,rockfish,rosethorn,150,150,14,,,,,
SL_2022_CSEO_Dive_26_12-40-18.000.avi,27217,13:50:18,,,,59.049,0.253,5041.722,18.662,,,-1198.328,1060.944,-4780.938,1,KelliiWood,115,N/A,2022,26,27,Line,,,,,rockfish,quillback,147,147,15,,,,,
