Filename,Frame,Time (HMS),Seconds,Period,Period time (HMS),Image row,Image col,OpCode,TapeReader,Depth,Comment,Year,Dive,Transect Number,,,,,,Family,Genus,Species,Code,Number,Stage,Activity,Start_End,Comment,Event Time HH:MM:SS
SL_2018SSEO_Dive_16_19-03-14.000.avi,73352,19:44:00,71040,,,634,576,QC,amy,,,2018,16,,,,,,,Bad,loitering in same area,BLA,BLA,14,AD,Passing,,,
SL_2018SSEO_Dive_16_19-03-14.000.avi,73775,19:44:14,71054,,,526,508,QC,amy,,,2018,16,,,,,,,Good,Good Going Forward,GGF,GGF,15,AD,Passing,END,,
SL_2018SSEO_Dive_17_04-55-02.000.avi,116,4:55:08,17708,,,551,799,QC,amy,,,2018,17,,,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,START,,4:55:08
SL_2018SSEO_Dive_17_04-55-02.000.avi,2456,4:56:26,17786,,,663,929,QC,amy,,,2018,17,,,,,,,Bad,repositioned,BRP,BRP,2,AD,Passing,,,4:56:26
SL_2018SSEO_Dive_17_04-55-02.000.avi,3149,4:56:49,17809,,,643,810,QC,amy,,,2018,17,,,,,,,Good,Good Going Forward,GGF,GGF,3,AD,Passing,,,4:56:49
SL_2018SSEO_Dive_17_04-55-02.000.avi,32902,5:13:21,18801,,,551,799,QC,amy,,,2018,17,,,,,,,Good,resting on bottom,GRB,GRB,4,AD,Passing,,,5:13:21
SL_2018SSEO_Dive_17_04-55-02.000.avi,33915,5:13:54,18834,,,550,799,QC,amy,,,2018,17,,,,,,,Good,Good Going Forward,GGF,GGF,5,AD,Passing,,,
SL_2018SSEO_Dive_17_04-55-02.000.avi,73793,5:36:04,20164,,,551,799,QC,amy,,,2018,17,,,,,,,Good,Good Going Forward,GGF,GGF,6,AD,Passing,END,,5:36:04
SL_2018SSEO_Dive_18_06-23-09.000.avi,155,6:23:17,22997,,,432,635,QC,amy,,,2018,18,,,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,START,,6:23:17
SL_2018SSEO_Dive_18_06-23-09.000.avi,76284,7:05:35,25535,,,608,632,QC,amy,,,2018,18,,,,,,,Good,Good Going Forward,GGF,GGF,2,AD,Passing,END,,7:05:35
SL_2018SSEO_Dive_19_08-14-34.000.avi,197,8:14:45,29685,,,551,799,QC,amy,,,2018,19,,,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,START,,8:14:44
SL_2018SSEO_Dive_19_08-14-34.000.avi,23875,8:27:54,30474,,,569,921,QC,amy,,,2018,19,,,,,,,Bad,loitering in same area,BLA,BLA,2,AD,Passing,,,8:27:53
SL_2018SSEO_Dive_19_08-14-34.000.avi,24271,8:28:07,30487,,,551,799,QC,amy,,,2018,19,,,,,,,Good,Good Going Forward,GGF,GGF,3,AD,Passing,,,
SL_2018SSEO_Dive_19_08-14-34.000.avi,41027,8:37:26,31046,,,512,743,QC,amy,,,2018,19,,,,,,,Good,Good Going Forward,GGF,GGF,4,AD,Passing,,see in belly,8:37:25
SL_2018SSEO_Dive_19_08-14-34.000.avi,41816,8:37:52,31072,,,551,799,QC,amy,,,2018,19,,,,,,,Good,Good Going Forward,GGF,GGF,5,AD,Passing,,,
SL_2018SSEO_Dive_19_08-14-34.000.avi,80139,8:59:09,32349,,,643,780,QC,amy,,,2018,19,,,,,,,Good,Good Going Forward,GGF,GGF,6,AD,Passing,END,,8:59:09
SL_2018SSEO_Dive_20_09-31-15.000.avi,4136,9:33:35,34415,,,657,746,QC,amy,,,2018,20,,,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,START,,9:33:35
