Filename,Frame,Time (HMS),Period,Period time (HMS),Image row,Image col,OpCode,Tape Reader,Depth,Comment,Year,Dive,Transect Number,Family,Genus,Species,Code,Number,Stage,Activity,Start_End,Comment,Event Time HH:MM:SS
SL_2017EYKT_Dive_23_20-02-34.000.avi,65310,20:38:53,,,243,336,QC,Amy,,,2017,23,1,Good,Good Going Forward,GGF,GGF,32,AD,Passing,,,20:38:55
SL_2017EYKT_Dive_23_20-02-34.000.avi,69795,20:41:23,,,222,332,QC,Amy,,,2017,23,1,Bad,going over drop-off,BDO,BDO,33,AD,Passing,,,20:41:24
SL_2017EYKT_Dive_23_20-02-34.000.avi,70547,20:41:48,,,261,328,QC,Amy,,,2017,23,1,Good,Good Going Forward,GGF,GGF,34,AD,Passing,,,20:41:50
SL_2017EYKT_Dive_23_20-02-34.000.avi,70756,20:41:55,,,206,298,QC,Amy,,,2017,23,1,Good,resting on bottom,GRB,GRB,35,AD,Passing,,,20:41:56
SL_2017EYKT_Dive_23_20-02-34.000.avi,71500,20:42:19,,,246,313,QC,Amy,,,2017,23,1,Good,Good Going Forward,GGF,GGF,36,AD,Passing,,,20:42:21
SL_2017EYKT_Dive_23_20-02-34.000.avi,74057,20:43:45,,,225,328,QC,Amy,,,2017,23,1,Bad,going over drop-off,BDO,BDO,37,AD,Passing,,,20:43:47
SL_2017EYKT_Dive_23_20-02-34.000.avi,74582,20:44:02,,,234,343,QC,Amy,,,2017,23,1,Good,Good Going Forward,GGF,GGF,38,AD,Passing,,,20:44:04
SL_2017EYKT_Dive_23_20-02-34.000.avi,77711,20:45:46,,,255,314,QC,Amy,,,2017,23,1,Good,Good Going Forward,GGF,GGF,40,AD,Passing,,can see bottom in belly,20:45:49
SL_2017EYKT_Dive_23_20-02-34.000.avi,77867,20:45:52,,,223,323,QC,Amy,,,2017,23,1,Bad,lost bottom visual,BLB,BLB,41,AD,Passing,,,20:45:54
SL_2017EYKT_Dive_23_20-02-34.000.avi,78197,20:46:03,,,217,339,QC,Amy,,,2017,23,1,Good,Good Going Forward,GGF,GGF,39,AD,Passing,End,,20:46:05
SL_2017EYKT_Dive_24_05-18-10.000.avi,232,5:18:22,,,231,321,QC,Amy,,,2017,24,1,Good,Good Going Forward,GGF,GGF,1,AD,Passing,Start,,5:18:22
SL_2017EYKT_Dive_24_05-18-10.000.avi,1687,5:19:10,,,235,337,QC,Amy,,,2017,24,1,Bad,going over drop-off,BDO,BDO,2,AD,Passing,,,
SL_2017EYKT_Dive_24_05-18-10.000.avi,2862,5:19:49,,,224,329,QC,Amy,,,2017,24,1,Good,Good Going Forward,GGF,GGF,3,AD,Passing,,,5:19:50
SL_2017EYKT_Dive_24_05-18-10.000.avi,26051,5:32:42,,,219,322,QC,Amy,,,2017,24,1,Bad,loitering in same area,BLA,BLA,4,AD,Passing,,waiting for clump. 5:32:55 ,5:32:43
SL_2017EYKT_Dive_24_05-18-10.000.avi,26678,5:33:03,,,228,317,QC,Amy,,,2017,24,1,Good,Good Going Forward,GGF,GGF,5,AD,Passing,,resume. 5:33:09,5:33:04
SL_2017EYKT_Dive_24_05-18-10.000.avi,35069,5:37:43,,,228,337,QC,Amy,,,2017,24,1,Bad,lost bottom visual,BLB,BLB,6,AD,Passing,,,5:37:44
SL_2017EYKT_Dive_24_05-18-10.000.avi,35463,5:37:56,,,244,308,QC,Amy,,,2017,24,1,Good,Good Going Forward,GGF,GGF,7,AD,Passing,,,5:37:57
SL_2017EYKT_Dive_24_05-18-10.000.avi,36237,5:38:22,,,234,272,QC,Amy,,,2017,24,1,Bad,loitering in same area,BLA,BLA,8,AD,Passing,,,5:38:23
SL_2017EYKT_Dive_24_05-18-10.000.avi,36713,5:38:38,,,246,303,QC,Amy,,,2017,24,1,Good,Good Going Forward,GGF,GGF,9,AD,Passing,,,5:38:39
SL_2017EYKT_Dive_24_05-18-10.000.avi,40576,5:40:47,,,229,290,QC,Amy,,,2017,24,1,Bad,going over drop-off,BDO,BDO,10,AD,Passing,,,5:40:48
SL_2017EYKT_Dive_24_05-18-10.000.avi,41429,5:41:15,,,213,303,QC,Amy,,,2017,24,1,Good,Good Going Forward,GGF,GGF,11,AD,Passing,,,5:41:17
SL_2017EYKT_Dive_24_05-18-10.000.avi,42550,5:41:52,,,199,327,QC,Amy,,,2017,24,1,Bad,loitering in same area,BLA,BLA,12,AD,Passing,,,5:41:54
SL_2017EYKT_Dive_24_05-18-10.000.avi,43071,5:42:10,,,227,309,QC,Amy,,,2017,24,1,Bad,repositioned,BRP,BRP,13,AD,Passing,,reposition clump. 5:42:27,5:42:11
SL_2017EYKT_Dive_24_05-18-10.000.avi,44280,5:42:50,,,243,347,QC,Amy,,,2017,24,1,Good,Good Going Forward,GGF,GGF,14,AD,Passing,,resume. 5:42:52,5:42:52
SL_2017EYKT_Dive_24_05-18-10.000.avi,45316,5:43:25,,,262,322,QC,Amy,,,2017,24,1,Bad,loitering in same area,BLA,BLA,15,AD,Passing,,,5:43:26
SL_2017EYKT_Dive_24_05-18-10.000.avi,46024,5:43:48,,,250,308,QC,Amy,,,2017,24,1,Good,Good Going Forward,GGF,GGF,16,AD,Passing,,,5:43:50
SL_2017EYKT_Dive_24_05-18-10.000.avi,81108,6:03:18,,,252,323,QC,Amy,,,2017,24,1,Good,Good Going Forward,GGF,GGF,17,AD,Passing,End,,6:03:20
SL_2017EYKT_Dive_25_06-48-47.000.avi,273,6:49:00,,,217,323,QC,Amy,,,2017,25,1,Good,Good Going Forward,GGF,GGF,1,AD,Passing,Start,,
SL_2017EYKT_Dive_25_06-48-47.000.avi,3679,6:50:54,,,223,322,QC,Amy,,,2017,25,1,Good,Good Going Forward,GGF,GGF,2,AD,Passing,,see bottom in belly,6:50:54
SL_2017EYKT_Dive_25_06-48-47.000.avi,3994,6:51:04,,,230,318,QC,Amy,,,2017,25,1,Good,Good Going Forward,GGF,GGF,3,AD,Passing,,,
SL_2017EYKT_Dive_25_06-48-47.000.avi,8247,6:53:26,,,226,329,QC,Amy,,,2017,25,1,Bad,lost bottom visual,BLB,BLB,4,AD,Passing,,,6:53:26
SL_2017EYKT_Dive_25_06-48-47.000.avi,9057,6:53:53,,,224,300,QC,Amy,,,2017,25,1,Good,Good Going Forward,GGF,GGF,5,AD,Passing,,,6:53:53
SL_2017EYKT_Dive_25_06-48-47.000.avi,11313,6:55:08,,,223,319,QC,Amy,,,2017,25,1,Bad,loitering in same area,BLA,BLA,6,AD,Passing,,,
SL_2017EYKT_Dive_25_06-48-47.000.avi,11738,6:55:22,,,231,288,QC,Amy,,,2017,25,1,Good,Good Going Forward,GGF,GGF,7,AD,Passing,,,6:55:23
SL_2017EYKT_Dive_25_06-48-47.000.avi,21887,7:01:01,,,216,316,QC,Amy,,,2017,25,1,Good,Good Going Forward,GGF,GGF,8,AD,Passing,,see bottom in belly,7:01:01
SL_2017EYKT_Dive_25_06-48-47.000.avi,22001,7:01:04,,,225,328,QC,Amy,,,2017,25,1,Bad,lost bottom visual,BLB,BLB,9,AD,Passing,,,7:01:05
SL_2017EYKT_Dive_25_06-48-47.000.avi,22385,7:01:17,,,210,308,QC,Amy,,,2017,25,1,Good,Good Going Forward,GGF,GGF,10,AD,Passing,,see bottom in belly,7:01:18
SL_2017EYKT_Dive_25_06-48-47.000.avi,22491,7:01:21,,,223,317,QC,Amy,,,2017,25,1,Good,Good Going Forward,GGF,GGF,11,AD,Passing,,,7:01:21
SL_2017EYKT_Dive_25_06-48-47.000.avi,24638,7:02:32,,,256,312,QC,Amy,,,2017,25,1,Bad,loitering in same area,BLA,BLA,12,AD,Passing,,,7:02:33
SL_2017EYKT_Dive_25_06-48-47.000.avi,24990,7:02:44,,,214,330,QC,Amy,,,2017,25,1,Good,Good Going Forward,GGF,GGF,13,AD,Passing,,,7:02:45
SL_2017EYKT_Dive_25_06-48-47.000.avi,52162,7:17:50,,,205,339,QC,Amy,,,2017,25,1,Good,Good Going Forward,GGF,GGF,14,AD,Passing,,see bottom in belly,7:17:51
SL_2017EYKT_Dive_25_06-48-47.000.avi,52299,7:17:54,,,229,331,QC,Amy,,,2017,25,1,Bad,lost bottom visual,BLB,BLB,15,AD,Passing,,,7:17:56
SL_2017EYKT_Dive_25_06-48-47.000.avi,53387,7:18:31,,,209,314,QC,Amy,,,2017,25,1,Good,Good Going Forward,GGF,GGF,16,AD,Passing,,,7:18:32
SL_2017EYKT_Dive_25_06-48-47.000.avi,70541,7:28:02,,,249,313,QC,Amy,,,2017,25,1,Bad,loitering in same area,BLA,BLA,17,AD,Passing,,,7:28:05
SL_2017EYKT_Dive_25_06-48-47.000.avi,71376,7:28:30,,,238,335,QC,Amy,,,2017,25,1,Good,Good Going Forward,GGF,GGF,19,AD,Passing,,,7:28:32
SL_2017EYKT_Dive_25_06-48-47.000.avi,73674,7:29:47,,,217,312,QC,Amy,,,2017,25,1,Bad,loitering in same area,BLA,BLA,20,AD,Passing,,,7:29:49
SL_2017EYKT_Dive_25_06-48-47.000.avi,75441,7:30:46,,,252,318,QC,Amy,,,2017,25,1,Good,Good Going Forward,GGF,GGF,21,AD,Passing,,,7:30:48
SL_2017EYKT_Dive_25_06-48-47.000.avi,80174,7:33:23,,,241,312,QC,Amy,,,2017,25,1,Bad,going over drop-off,BDO,BDO,22,AD,Passing,,,7:33:26
SL_2017EYKT_Dive_25_06-48-47.000.avi,80375,7:33:30,,,214,317,QC,Amy,,,2017,25,1,Good,Good Going Forward,GGF,GGF,23,AD,Passing,End,,7:33:33
SL_2017EYKT_Dive_26_08-03-22.000.avi,175,8:03:31,,,250,332,QC,Amy,,,2017,26,1,Good,Good Going Forward,GGF,GGF,1,AD,Passing,Start,,8:03:31
SL_2017EYKT_Dive_26_08-03-22.000.avi,18981,8:13:58,,,248,326,QC,Amy,,,2017,26,1,Bad,loitering in same area,BLA,BLA,2,AD,Passing,,,8:13:59
SL_2017EYKT_Dive_26_08-03-22.000.avi,19659,8:14:20,,,247,321,QC,Amy,,,2017,26,1,Good,Good Going Forward,GGF,GGF,3,AD,Passing,,,8:14:21
SL_2017EYKT_Dive_26_08-03-22.000.avi,42564,8:27:04,,,231,315,QC,Amy,,,2017,26,1,Good,Good Going Forward,GGF,GGF,4,AD,Passing,,see bottom in belly,8:27:05
SL_2017EYKT_Dive_26_08-03-22.000.avi,42824,8:27:12,,,240,323,QC,Amy,,,2017,26,1,Good,Good Going Forward,GGF,GGF,5,AD,Passing,,,8:27:14
SL_2017EYKT_Dive_26_08-03-22.000.avi,45964,8:28:57,,,258,320,QC,Amy,,,2017,26,1,Bad,lost bottom visual,BLB,BLB,6,AD,Passing,,,8:28:59
SL_2017EYKT_Dive_26_08-03-22.000.avi,47452,8:29:47,,,238,325,QC,Amy,,,2017,26,1,Good,Good Going Forward,GGF,GGF,7,AD,Passing,,,8:29:49
SL_2017EYKT_Dive_26_08-03-22.000.avi,50326,8:31:23,,,226,321,QC,Amy,,,2017,26,1,Bad,loitering in same area,BLA,BLA,8,AD,Passing,,,8:31:24
SL_2017EYKT_Dive_26_08-03-22.000.avi,50819,8:31:39,,,239,319,QC,Amy,,,2017,26,1,Good,Good Going Forward,GGF,GGF,9,AD,Passing,,,8:31:41
SL_2017EYKT_Dive_26_08-03-22.000.avi,76154,8:45:43,,,283,345,QC,Amy,,,2017,26,1,Good,Good Going Forward,GGF,GGF,10,AD,Passing,End,,8:45:46
SL_2017EYKT_Dive_27_09-24-39.000.avi,129,9:25:05,,,213,318,QC,Amy,,,2017,27,1,Good,Good Going Forward,GGF,GGF,1,AD,Passing,Start,,
SL_2017EYKT_Dive_27_09-24-39.000.avi,4428,9:27:29,,,222,335,QC,Amy,,,2017,27,1,Good,Good Going Forward,GGF,GGF,2,AD,Passing,,see bottom in belly,
SL_2017EYKT_Dive_27_09-24-39.000.avi,4990,9:27:47,,,212,323,QC,Amy,,,2017,27,1,Good,Good Going Forward,GGF,GGF,3,AD,Passing,,,
SL_2017EYKT_Dive_27_09-24-39.000.avi,68629,10:03:09,,,235,345,QC,Amy,,,2017,27,1,Good,Good Going Forward,GGF,GGF,4,AD,Passing,End,,10:03:10
SL_2017EYKT_Dive_28_10-50-00.000.avi,598,10:50:46,,,225,352,QC,Amy,,,2017,28,1,Good,Good Going Forward,GGF,GGF,1,AD,Passing,Start,,10:50:46
SL_2017EYKT_Dive_28_10-50-00.000.avi,22347,11:02:51,,,231,318,QC,Amy,,,2017,28,1,Bad,lost bottom visual,BLB,BLB,2,AD,Passing,,,11:02:51
SL_2017EYKT_Dive_28_10-50-00.000.avi,22538,11:02:57,,,207,316,QC,Amy,,,2017,28,1,Good,Good Going Forward,GGF,GGF,3,AD,Passing,,see bottom in belly,11:02:58
SL_2017EYKT_Dive_28_10-50-00.000.avi,22643,11:03:01,,,232,341,QC,Amy,,,2017,28,1,Good,Good Going Forward,GGF,GGF,4,AD,Passing,,,11:03:01
SL_2017EYKT_Dive_28_10-50-00.000.avi,68172,11:28:18,,,227,324,QC,Amy,,,2017,28,1,Good,Good Going Forward,GGF,GGF,5,AD,Passing,End,,11:28:20
SL_2017EYKT_Dive_29_12-09-06.000.avi,104,12:09:12,,,259,338,QC,Amy,,,2017,29,1,Good,Good Going Forward,GGF,GGF,1,AD,Passing,Start,,12:09:13
SL_2017EYKT_Dive_29_12-09-06.000.avi,18908,12:19:39,,,249,337,QC,Amy,,,2017,29,1,Good,Good Going Forward,GGF,GGF,2,AD,Passing,,see bottom in belly,12:19:40
SL_2017EYKT_Dive_29_12-09-06.000.avi,19231,12:19:50,,,264,329,QC,Amy,,,2017,29,1,Good,Good Going Forward,GGF,GGF,3,AD,Passing,,,12:19:51
SL_2017EYKT_Dive_29_12-09-06.000.avi,44080,12:33:38,,,194,324,QC,Amy,,,2017,29,1,Good,Good Going Forward,GGF,GGF,4,AD,Passing,,see bottom in belly,12:33:40
SL_2017EYKT_Dive_29_12-09-06.000.avi,44335,12:33:47,,,242,355,QC,Amy,,,2017,29,1,Good,Good Going Forward,GGF,GGF,5,AD,Passing,,,12:33:48
SL_2017EYKT_Dive_29_12-09-06.000.avi,70502,12:48:19,,,221,305,QC,Amy,,,2017,29,1,Good,Good Going Forward,GGF,GGF,6,AD,Passing,End,,12:48:21
SL_2017EYKT_Dive_30_13-33-15.000.avi,118,13:33:27,,,221,315,QC,Amy,,,2017,30,1,Good,Good Going Forward,GGF,GGF,1,AD,Passing,Start,,
SL_2017EYKT_Dive_30_13-33-15.000.avi,60239,14:06:51,,,224,320,QC,Amy,,,2017,30,1,Good,Good Going Forward,GGF,GGF,2,AD,Passing,End,,
SL_2017EYKT_Dive_31_15-01-04.000.avi,243,15:01:15,,,203,298,QC,Amy,,,2017,31,1,Good,Good Going Forward,GGF,GGF,1,AD,Passing,Start,,
SL_2017EYKT_Dive_31_15-01-04.000.avi,59947,15:34:25,,,234,340,QC,Amy,,,2017,31,1,Good,Good Going Forward,GGF,GGF,2,AD,Passing,,see bottom in belly,
SL_2017EYKT_Dive_31_15-01-04.000.avi,60472,15:34:43,,,235,325,QC,Amy,,,2017,31,1,Good,Good Going Forward,GGF,GGF,3,AD,Passing,,,
SL_2017EYKT_Dive_31_15-01-04.000.avi,64109,15:36:44,,,220,325,QC,Amy,,,2017,31,1,Good,Good Going Forward,GGF,GGF,4,AD,Passing,End,,
SL_2017EYKT_Dive_32_16-48-04.000.avi,556,16:48:29,,,202,291,QC,Amy,,,2017,32,1,Good,Good Going Forward,GGF,GGF,1,AD,Passing,Start,,
SL_2017EYKT_Dive_32_16-48-04.000.avi,13988,16:55:56,,,232,335,QC,Amy,,,2017,32,1,Bad,loitering in same area,BLA,BLA,2,AD,Passing,,,
SL_2017EYKT_Dive_32_16-48-04.000.avi,14174,16:56:02,,,268,340,QC,Amy,,,2017,32,1,Good,Good Going Forward,GGF,GGF,3,AD,Passing,,,
SL_2017EYKT_Dive_32_16-48-04.000.avi,20081,16:59:19,,,201,306,QC,Amy,,,2017,32,1,Bad,loitering in same area,BLA,BLA,4,AD,Passing,,,
SL_2017EYKT_Dive_32_16-48-04.000.avi,20229,16:59:24,,,238,331,QC,Amy,,,2017,32,1,Good,Good Going Forward,GGF,GGF,5,AD,Passing,,,
SL_2017EYKT_Dive_32_16-48-04.000.avi,51683,17:16:53,,,234,324,QC,Amy,,,2017,32,1,Bad,loitering in same area,BLA,BLA,6,AD,Passing,,,
SL_2017EYKT_Dive_32_16-48-04.000.avi,52037,17:17:05,,,303,332,QC,Amy,,,2017,32,1,Good,Good Going Forward,GGF,GGF,7,AD,Passing,,,
SL_2017EYKT_Dive_32_16-48-04.000.avi,79195,17:32:10,,,212,325,QC,Amy,,,2017,32,1,Good,Good Going Forward,GGF,GGF,8,AD,Passing,End,,
SL_2017EYKT_Dive_33_18-38-07.000.avi,155,13:38:16,,,242,314,QC,Amy,,,2017,33,1,Good,Good Going Forward,GGF,GGF,1,AD,Passing,Start,,
SL_2017EYKT_Dive_33_18-38-07.000.avi,9983,13:43:44,,,278,327,QC,Amy,,,2017,33,1,Bad,loitering in same area,BLA,BLA,2,AD,Passing,,,
SL_2017EYKT_Dive_33_18-38-07.000.avi,10528,13:44:02,,,248,325,QC,Amy,,,2017,33,1,Good,Good Going Forward,GGF,GGF,3,AD,Passing,,,
SL_2017EYKT_Dive_33_18-38-07.000.avi,56178,14:09:24,,,263,332,QC,Amy,,,2017,33,1,Bad,loitering in same area,BLA,BLA,4,AD,Passing,,,
SL_2017EYKT_Dive_33_18-38-07.000.avi,56549,14:09:36,,,269,341,QC,Amy,,,2017,33,1,Good,Good Going Forward,GGF,GGF,5,AD,Passing,,,
SL_2017EYKT_Dive_33_18-38-07.000.avi,67979,14:15:57,,,250,320,QC,Amy,,,2017,33,1,Good,Good Going Forward,GGF,GGF,6,AD,Passing,End,,
SL_2017EYKT_Dive_34_20-07-10.000.avi,178,20:07:30,,,238,322,QC,Amy,,,2017,34,1,Good,Good Going Forward,GGF,GGF,1,AD,Passing,Start,,
SL_2017EYKT_Dive_34_20-07-10.000.avi,9198,20:12:31,,,229,321,QC,Amy,,,2017,34,1,Bad,lost bottom visual,BLB,BLB,2,AD,Passing,,,
SL_2017EYKT_Dive_34_20-07-10.000.avi,9747,20:12:49,,,206,289,QC,Amy,,,2017,34,1,Good,Good Going Forward,GGF,GGF,3,AD,Passing,,,
SL_2017EYKT_Dive_34_20-07-10.000.avi,44672,20:32:13,,,225,330,QC,Amy,,,2017,34,1,Good,Good Going Forward,GGF,GGF,4,AD,Passing,,can see in belly,
SL_2017EYKT_Dive_34_20-07-10.000.avi,44898,20:32:21,,,229,324,QC,Amy,,,2017,34,1,Good,Good Going Forward,GGF,GGF,5,AD,Passing,,,
SL_2017EYKT_Dive_34_20-07-10.000.avi,45000,20:32:24,,,226,325,QC,Amy,,,2017,34,1,Good,Good Going Forward,GGF,GGF,6,AD,Passing,,can see in belly,
SL_2017EYKT_Dive_34_20-07-10.000.avi,45178,20:32:30,,,273,348,QC,Amy,,,2017,34,1,Bad,lost bottom visual,BLB,BLB,7,AD,Passing,,,
SL_2017EYKT_Dive_34_20-07-10.000.avi,45397,20:32:37,,,251,324,QC,Amy,,,2017,34,1,Good,Good Going Forward,GGF,GGF,8,AD,Passing,,,
SL_2017EYKT_Dive_34_20-07-10.000.avi,54454,20:37:39,,,230,312,QC,Amy,,,2017,34,1,Bad,loitering in same area,BLA,BLA,9,AD,Passing,,,
SL_2017EYKT_Dive_34_20-07-10.000.avi,54931,20:37:55,,,298,345,QC,Amy,,,2017,34,1,Good,Good Going Forward,GGF,GGF,10,AD,Passing,,,
SL_2017EYKT_Dive_34_20-07-10.000.avi,56136,20:38:35,,,217,332,QC,Amy,,,2017,34,1,Bad,loitering in same area,BLA,BLA,11,AD,Passing,,,
SL_2017EYKT_Dive_34_20-07-10.000.avi,56525,20:38:48,,,237,327,QC,Amy,,,2017,34,1,Good,Good Going Forward,GGF,GGF,12,AD,Passing,,,
SL_2017EYKT_Dive_34_20-07-10.000.avi,67313,20:44:48,,,232,340,QC,Amy,,,2017,34,1,Good,Good Going Forward,GGF,GGF,13,AD,Passing,End,,
SL_2017EYKT_Dive_35_06-59-38.000.avi,192,6:59:51,,,250,324,QC,Amy,,,2017,35,1,Good,Good Going Forward,GGF,GGF,1,AD,Passing,Start,,
SL_2017EYKT_Dive_35_06-59-38.000.avi,10392,7:05:31,,,240,331,QC,Amy,,,2017,35,1,Bad,lost bottom visual,BLB,BLB,2,AD,Passing,,,
SL_2017EYKT_Dive_35_06-59-38.000.avi,10888,7:05:48,,,234,318,QC,Amy,,,2017,35,1,Good,Good Going Forward,GGF,GGF,3,AD,Passing,,,
SL_2017EYKT_Dive_35_06-59-38.000.avi,48698,7:26:48,,,250,326,QC,Amy,,,2017,35,1,Bad,lost bottom visual,BLB,BLB,4,AD,Passing,,,
SL_2017EYKT_Dive_35_06-59-38.000.avi,48953,7:26:57,,,243,330,QC,Amy,,,2017,35,1,Good,Good Going Forward,GGF,GGF,5,AD,Passing,,,
SL_2017EYKT_Dive_35_06-59-38.000.avi,74968,7:41:24,,,292,346,QC,Amy,,,2017,35,1,Good,Good Going Forward,GGF,GGF,6,AD,Passing,End,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,483,8:24:02,,,226,321,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,1,AD,Passing,Start,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,12643,8:30:47,,,224,328,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,2,AD,Passing,,see bottom in belly,8:30:48
SL_2017EYKT_Dive_36_08-23-44.000.avi,12979,8:30:59,,,249,308,QC,Amy,,,2017,36,1,Bad,lost bottom visual,BLB,BLB,3,AD,Passing,,,8:30:59
SL_2017EYKT_Dive_36_08-23-44.000.avi,13905,8:31:29,,,238,322,QC,Amy,,,2017,36,1,Bad,loitering in same area,BLA,BLA,4,AD,Passing,,,8:31:30
SL_2017EYKT_Dive_36_08-23-44.000.avi,14156,8:31:38,,,267,316,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,5,AD,Passing,,,8:31:38
SL_2017EYKT_Dive_36_08-23-44.000.avi,17312,8:33:23,,,262,323,QC,Amy,,,2017,36,1,Bad,loitering in same area,BLA,BLA,6,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,17631,8:33:34,,,220,320,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,7,AD,Passing,,,8:33:34
SL_2017EYKT_Dive_36_08-23-44.000.avi,17696,8:33:36,,,220,320,QC,Amy,,,2017,36,1,Bad,lost bottom visual,BLB,BLB,8,AD,Passing,,,8:33:36
SL_2017EYKT_Dive_36_08-23-44.000.avi,18576,8:34:05,,,228,328,QC,Amy,,,2017,36,1,Bad,loitering in same area,BLA,BLA,9,AD,Passing,,,8:34:06
SL_2017EYKT_Dive_36_08-23-44.000.avi,18801,8:34:13,,,206,318,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,10,AD,Passing,,,8:34:13
SL_2017EYKT_Dive_36_08-23-44.000.avi,19007,8:34:20,,,245,330,QC,Amy,,,2017,36,1,Bad,loitering in same area,BLA,BLA,11,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,19635,8:34:41,,,252,331,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,12,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,28909,8:39:50,,,240,305,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,13,AD,Passing,,see bottom in belly,
SL_2017EYKT_Dive_36_08-23-44.000.avi,29032,8:39:54,,,62,204,QC,Amy,,,2017,36,1,Bad,lost bottom visual,BLB,BLB,14,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,29294,8:40:02,,,225,323,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,15,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,30850,8:40:54,,,256,352,QC,Amy,,,2017,36,1,Bad,loitering in same area,BLA,BLA,16,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,31029,8:41:00,,,116,135,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,17,AD,Passing,,,8:41:01
SL_2017EYKT_Dive_36_08-23-44.000.avi,35902,8:43:43,,,223,319,QC,Amy,,,2017,36,1,Bad,lost bottom visual,BLB,BLB,18,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,36463,8:44:01,,,239,324,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,19,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,38136,8:44:57,,,255,335,QC,Amy,,,2017,36,1,Bad,lost bottom visual,BLB,BLB,20,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,38936,8:45:24,,,265,346,QC,Amy,,,2017,36,1,Bad,loitering in same area,BLA,BLA,21,AD,Passing,,,8:45:25
SL_2017EYKT_Dive_36_08-23-44.000.avi,39192,8:45:32,,,229,320,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,22,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,44083,8:48:15,,,260,300,QC,Amy,,,2017,36,1,Bad,lost bottom visual,BLB,BLB,23,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,44953,8:48:44,,,241,328,QC,Amy,,,2017,36,1,Bad,loitering in same area,BLA,BLA,24,AD,Passing,,,8:48:46
SL_2017EYKT_Dive_36_08-23-44.000.avi,45342,8:48:57,,,231,300,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,25,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,57442,8:55:41,,,242,316,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,27,AD,Passing,,see bottom in belly,8:55:42
SL_2017EYKT_Dive_36_08-23-44.000.avi,57550,8:55:44,,,213,322,QC,Amy,,,2017,36,1,Bad,lost bottom visual,BLB,BLB,28,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,58001,8:55:59,,,252,334,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,29,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,59787,8:56:59,,,270,327,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,30,AD,Passing,,see bottom in belly,
SL_2017EYKT_Dive_36_08-23-44.000.avi,59973,8:57:05,,,222,320,QC,Amy,,,2017,36,1,Bad,lost bottom visual,BLB,BLB,31,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,60407,8:57:20,,,232,326,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,32,AD,Passing,,,8:57:21
SL_2017EYKT_Dive_36_08-23-44.000.avi,60663,8:57:28,,,252,315,QC,Amy,,,2017,36,1,Bad,loitering in same area,BLA,BLA,33,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,61003,8:57:39,,,261,319,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,34,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,62998,8:58:46,,,240,326,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,35,AD,Passing,,see bottom in belly,8:58:48
SL_2017EYKT_Dive_36_08-23-44.000.avi,63302,8:58:56,,,242,316,QC,Amy,,,2017,36,1,Bad,lost bottom visual,BLB,BLB,36,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,64104,8:59:23,,,231,320,QC,Amy,,,2017,36,1,Bad,loitering in same area,BLA,BLA,37,AD,Passing,,,
