Event,DIVE_NO,SECONDS,VESSEL_X,VESSEL_Y,Vessel_heading,VESSEL_PITCH,VESSEL_ROLL,ROV_X,ROV_Y,ROV_Z,ROV_Heading,ROV_CMG,Alt,ROV_pitch
6658,cseo_3,59638,469188.07,6278848.23,143.1,-0.57,5.16,469178.97,6278835.15,105,117,140.37,2.82,-33.8
6659,cseo_3,59639,469188.47,6278848.23,141.9,1.72,2.29,469178.97,6278835.15,105,116,140.37,2.85,-30.94
6660,cseo_3,59640,469188.57,6278847.67,140.1,-1.15,2.86,469178.97,6278835.15,105,117,140.37,2.96,-32.09
6661,cseo_3,59641,469188.67,6278846.74,139.5,-5.73,5.16,469178.97,6278835.15,105,117,140.37,2.96,-32.09
6662,cseo_3,59642,469189.18,6278846.55,139.9,-4.58,2.86,469178.97,6278835.15,105,117,140.37,3.05,-30.94
6663,cseo_3,59643,469190.4,6278846.73,140,-0.57,-0.57,469178.97,6278835.15,105,117,140.37,3.13,-30.94
6664,cseo_3,59644,469191.12,6278846.54,139,1.72,0.57,469186.49,6278832.32,105,118,126.24,3.44,-25.78
6665,cseo_3,59645,469191.22,6278845.79,138.6,1.72,6.3,469186.49,6278832.32,105,117,126.24,3.22,-29.79
6666,cseo_3,59646,469191.11,6278844.87,139.1,-2.29,11.46,469186.49,6278832.32,105,118,126.24,3.19,-29.22
6667,cseo_3,59647,469191.51,6278844.49,139.1,-4.58,8.59,469186.49,6278832.32,105,116,126.24,2.96,-33.8
6668,cseo_3,59648,469192.13,6278844.68,137.6,-1.15,1.15,469183.22,6278843.66,104.9,118,110.53,3.13,-33.23
6669,cseo_3,59649,469192.74,6278844.67,135,0.57,-3.44,469183.22,6278843.66,105,120,110.53,3.47,-29.79
6670,cseo_3,59650,469193.45,6278844.29,133.9,-1.15,-1.15,469183.22,6278843.66,105,120,110.53,3.47,-29.79
6671,cseo_3,59651,469193.75,6278843.55,135.4,-2.29,5.16,469188.69,6278828.89,103.4,120,129.56,3.55,-26.93
6672,cseo_3,59652,469193.75,6278842.99,137.3,0.57,10.31,469188.69,6278828.89,105,119,129.56,3.47,-30.94
6673,cseo_3,59653,469193.75,6278842.62,137.6,2.29,9.74,469188.69,6278828.89,105,118,129.56,3.16,-32.09
6674,cseo_3,59654,469194.26,6278842.62,136.2,-1.15,5.73,469189.91,6278823.55,103,119,140.96,3.24,-34.95
6675,cseo_3,59656,469194.77,6278842.43,134.3,-4.01,0.57,469189.91,6278823.55,105,119,140.96,3.24,-32.09
6676,cseo_3,59657,469195.18,6278842.61,133.1,-2.86,-2.86,469189.91,6278823.55,105,117,140.96,3.3,-29.79
6677,cseo_3,59658,469195.58,6278842.24,133.7,-1.15,-1.15,469189.87,6278827.21,103.4,116,133.95,3.5,-29.79
6678,cseo_3,59659,469195.99,6278841.68,134.9,-1.72,4.58,469189.87,6278827.21,105,115,133.95,3.55,-29.79
6679,cseo_3,59660,469196.29,6278840.93,136.3,0,9.17,469189.87,6278827.21,105,117,133.95,3.36,-30.94
6680,cseo_3,59661,469196.7,6278840.75,137.2,2.86,8.59,469189.87,6278827.21,105,118,133.95,3.07,-33.8
6681,cseo_3,59662,469197.41,6278840.55,136.9,0,4.58,469189.87,6278827.21,105,117,133.95,3.05,-34.95
6682,cseo_3,59663,469198.23,6278840.36,136.2,-3.44,1.15,469189.87,6278827.21,105,118,133.95,2.9,-32.09
6683,cseo_3,59664,469198.64,6278840.36,135.6,-1.72,-1.72,469189.87,6278827.21,105,118,133.95,2.9,-32.09
6684,cseo_3,59665,469199.04,6278840.36,135.5,0,-0.57,469189.87,6278827.21,105,117,133.95,3.05,-33.23
6685,cseo_3,59666,469199.35,6278839.61,136.8,-0.57,4.58,469192.87,6278821.88,102.9,116,130.09,3.1,-33.23
6686,cseo_3,59667,469199.75,6278839.24,138.6,-2.29,8.02,469192.87,6278821.88,105,116,130.09,2.99,-32.09
6687,cseo_3,59668,469200.26,6278838.86,140.2,-1.15,8.02,469192.87,6278821.88,105,115,130.09,2.9,-33.23
6688,cseo_3,59669,469200.67,6278838.68,140.2,2.29,5.16,469192.87,6278821.88,105,115,130.09,2.79,-33.23
6689,cseo_3,59670,469201.28,6278838.67,139.2,2.29,0.57,469192.87,6278821.88,105,115,130.09,2.96,-33.23
6690,cseo_3,59671,469202.1,6278838.67,138.2,-2.29,-1.15,469192.87,6278821.88,105,115,130.09,2.96,-32.09
6691,cseo_3,59672,469202.61,6278838.29,139,-5.16,0.57,469192.87,6278821.88,105,116,130.09,3.02,-33.8
6692,cseo_3,59673,469202.6,6278837.73,141.3,0,5.16,469192.87,6278821.88,105,116,130.09,2.96,-32.09
6693,cseo_3,59674,469202.5,6278837.36,143.5,4.01,8.02,469198.63,6278817.88,105,115,144.93,3.16,-33.23
6694,cseo_3,59675,469203,6278836.8,144.1,0,7.45,469198.63,6278817.88,105,116,144.93,3.19,-30.94
6695,cseo_3,59676,469204.02,6278836.61,144.3,-4.01,2.86,469198.63,6278817.88,105,117,144.93,3.39,-33.8
6696,cseo_3,59677,469204.74,6278836.98,143.7,-1.15,-2.29,469200.98,6278816.08,103.2,117,132.06,3.39,-33.8
6697,cseo_3,59678,469205.15,6278836.97,143.6,2.29,-2.29,469200.98,6278816.08,105,118,132.06,3.92,-28.07
6698,cseo_3,59679,469205.76,6278836.41,145.1,-1.72,2.29,469200.98,6278816.08,105,122,132.06,4.4,-25.21
6699,cseo_3,59680,469206.37,6278835.85,148.9,-1.72,7.45,469199.89,6278816.12,103.2,120,132.29,4.2,-29.22
6700,cseo_3,59681,469206.27,6278835.85,151.1,4.58,9.74,469199.89,6278816.12,105,120,132.29,3.81,-30.94
6701,cseo_3,59682,469206.16,6278835.48,152.3,4.58,9.17,469199.89,6278816.12,105,117,132.29,3.41,-33.8
6702,cseo_3,59683,469207.08,6278835.29,151.6,-4.58,2.86,469199.89,6278816.12,105,115,132.29,3.39,-33.23
6703,cseo_3,59684,469208.51,6278835.65,150.5,-6.3,-5.73,469199.89,6278816.12,105,116,132.29,3.47,-32.09
6704,cseo_3,59685,469209.43,6278835.83,152.2,-0.57,-6.88,469199.89,6278816.12,105,116,132.29,3.55,-29.79
6705,cseo_3,59686,469209.12,6278835.09,155,3.44,1.72,469204.21,6278818.23,105,116,128.49,3.27,-36.1
6706,cseo_3,59687,469208.5,6278833.61,157.5,0.57,13.18,469204.21,6278818.23,105,117,128.49,3.07,-37.82
6707,cseo_3,59688,469208.39,6278832.87,158.9,-0.57,14.32,469204.21,6278818.23,105,117,128.49,2.9,-33.8
6708,cseo_3,59689,469209.41,6278833.05,157.2,1.15,5.16,469204.94,6278807.26,103.3,117,149.19,2.9,-33.8
6709,cseo_3,59690,469211.15,6278833.03,155.3,-1.72,-4.01,469204.94,6278807.26,105,119,149.19,2.93,-37.24
6710,cseo_3,59691,469211.97,6278832.66,155.5,-1.15,-4.58,469204.94,6278807.26,106,116,149.19,3.36,-29.79
6711,cseo_3,59692,469211.35,6278832.1,155.8,2.86,2.29,469204.94,6278807.26,106,117,149.19,3.33,-30.94
6712,cseo_3,59693,469210.93,6278831.18,157.5,1.15,10.31,469204.94,6278807.26,106,118,149.19,2.31,-32.09
6713,cseo_3,59694,469211.13,6278830.44,158.5,-1.15,11.46,469204.94,6278807.26,106,117,149.19,2.96,-30.94
6714,cseo_3,59695,469211.95,6278830.24,156.9,-0.57,5.16,469204.94,6278807.26,106,117,149.19,2.88,-33.8
6715,cseo_3,59696,469212.76,6278830.05,154.1,0,-0.57,469208.54,6278807.78,103.8,119,136.74,3.05,-33.23
6716,cseo_3,59697,469213.27,6278829.31,153,-1.72,-1.72,469208.54,6278807.78,106,118,136.74,3.24,-29.79
6717,cseo_3,59698,469213.57,6278828.38,154.4,-1.72,1.72,469208.54,6278807.78,106,116,136.74,3.13,-30.94
6718,cseo_3,59699,469213.57,6278827.82,155,2.29,5.16,469208.54,6278807.78,106,116,136.74,2.96,-32.09
6719,cseo_3,59700,469213.66,6278827.08,154.5,1.15,8.02,469208.54,6278807.78,106,116,136.74,2.9,-33.23
6720,cseo_3,59701,469214.17,6278826.15,153.8,-1.15,8.02,469208.38,6278804.3,106,117,136.28,2.76,-30.94
6721,cseo_3,59702,469214.37,6278825.77,153.3,1.15,4.58,469208.38,6278804.3,106,117,136.28,2.76,-30.94
6722,cseo_3,59703,469214.78,6278825.59,152,0,0.57,469208.38,6278804.3,106,116,136.28,2.76,-33.23
6723,cseo_3,59704,469215.38,6278824.84,150.9,-3.44,-0.57,469209.61,6278806.52,103.4,118,136.27,2.79,-32.09
6724,cseo_3,59705,469215.89,6278824.46,150.8,-2.29,0,469209.61,6278806.52,106,119,136.27,3.05,-30.94
6725,cseo_3,59706,469216.5,6278824.46,152.3,1.72,0.57,469209.61,6278806.52,106,119,136.27,2.85,-29.79
6726,cseo_3,59707,469216.81,6278824.09,153.2,2.29,5.73,469210.44,6278806.31,104.6,118,131.54,2.85,-32.09
6727,cseo_3,59708,469216.8,6278822.97,154.1,-1.15,10.89,469210.44,6278806.31,106,117,131.54,2.42,-33.23
6728,cseo_3,59709,469217.31,6278822.6,154,-2.29,6.88,469210.44,6278806.31,106,117,131.54,2.28,-36.1
6729,cseo_3,59710,469218.44,6278822.96,152.4,0.57,-1.15,469213.57,6278802.93,104.3,117,134.96,2.28,-33.8
6730,cseo_3,59711,469219.15,6278822.96,151,1.15,-3.44,469213.57,6278802.93,106,118,134.96,2.48,-29.79
6731,cseo_3,59712,469219.04,6278822.03,151.2,-1.72,2.29,469213.57,6278802.93,106,117,134.96,2.51,-32.09
6732,cseo_3,59713,469218.62,6278820.92,153.1,-2.29,8.59,469213.33,6278803.36,106,117,135.87,2.42,-33.8
6733,cseo_3,59714,469218.93,6278820.36,154.8,0.57,6.88,469213.33,6278803.36,106,116,135.87,2.51,-36.1
6734,cseo_3,59715,469220.16,6278820.72,153.2,1.72,0.57,469213.33,6278803.36,106,116,135.87,2.51,-36.1
6735,cseo_3,59716,469221.07,6278820.53,151.9,0,-1.15,469213.33,6278803.36,106,119,135.87,2.65,-30.94
6736,cseo_3,59717,469221.07,6278819.79,152.2,-1.15,2.86,469213.33,6278803.36,106,117,135.87,2.85,-29.22
6737,cseo_3,59718,469220.76,6278819.05,153.7,0.57,6.88,469213.33,6278803.36,106,116,135.87,2.82,-30.94
6738,cseo_3,59719,469220.86,6278818.86,154.6,1.72,6.3,469213.33,6278803.36,106,118,135.87,2.76,-32.09
6739,cseo_3,59720,469221.26,6278818.49,154.2,-0.57,4.01,469213.33,6278803.36,106,118,135.87,2.88,-33.23
6740,cseo_3,59721,469221.98,6278818.3,153.2,-2.29,0,469215.75,6278798.41,104,117,138.2,2.82,-33.8
6741,cseo_3,59722,469223,6278818.48,152.7,-2.29,-2.86,469215.75,6278798.41,106,117,138.2,3.05,-29.22
6742,cseo_3,59723,469223.82,6278818.1,154.2,-1.15,0,469215.75,6278798.41,106,117,138.2,3.05,-29.22
6743,cseo_3,59724,469223.61,6278817.36,157.2,1.15,6.88,469217.85,6278800.22,106,118,142.84,2.88,-33.8
6744,cseo_3,59725,469223.29,6278816.43,159,1.72,12.03,469217.85,6278800.22,106,118,142.84,2.74,-33.8
6745,cseo_3,59726,469223.6,6278816.06,159,1.15,8.59,469217.85,6278800.22,106,119,142.84,2.71,-36.1
6746,cseo_3,59727,469224.62,6278816.42,157.3,0.57,-1.15,469218.2,6278793.63,106,118,135.73,2.79,-33.23
6747,cseo_3,59729,469225.54,6278816.42,155.7,-2.29,-5.16,469218.2,6278793.63,106,118,135.73,2.79,-33.23
6748,cseo_3,59730,469225.54,6278815.86,156.5,-4.01,-1.15,469218.2,6278793.63,106,117,135.73,3.16,-29.22
6749,cseo_3,59731,469225.12,6278815.12,159.2,-1.15,4.58,469221.05,6278799.24,104.2,116,124.33,3.24,-30.94
6750,cseo_3,59732,469225.53,6278814.93,161.1,2.86,6.3,469221.05,6278799.24,106,118,124.33,3.1,-32.09
6751,cseo_3,59733,469226.04,6278814.56,161.7,2.29,6.88,469221.05,6278799.24,106,117,124.33,3.16,-33.8
6752,cseo_3,59734,469226.55,6278814,161.9,-1.72,5.73,469219.42,6278791.86,103.7,118,138.31,2.96,-33.23
6753,cseo_3,59735,469227.06,6278813.99,162.3,-1.15,1.72,469219.42,6278791.86,106,117,138.31,2.99,-36.1
6754,cseo_3,59736,469227.36,6278814.18,161.5,1.15,-1.15,469219.42,6278791.86,106,117,138.31,3.07,-32.09
6755,cseo_3,59737,469227.77,6278813.62,161.4,-2.29,0.57,469221.82,6278794.01,106,117,135.74,3.16,-28.07
6756,cseo_3,59738,469227.87,6278813.06,162.9,-2.29,3.44,469221.82,6278794.01,106,116,135.74,3.05,-30.94
6757,cseo_3,59739,469227.87,6278812.87,164.4,2.29,5.16,469221.82,6278794.01,106,117,135.74,2.88,-33.8
6758,cseo_3,59740,469228.38,6278812.69,164.9,2.29,4.58,469221.82,6278794.01,106,118,135.74,2.88,-33.8
6759,cseo_3,59741,469228.88,6278812.31,165.1,-1.72,4.58,469221.82,6278794.01,106,117,135.74,2.88,-32.09
6760,cseo_3,59742,469228.98,6278811.94,166.1,-1.15,4.58,469221.82,6278794.01,106,117,135.74,2.88,-32.09
6761,cseo_3,59743,469229.19,6278811.75,166.6,1.72,2.29,469221.82,6278794.01,106,116,135.74,2.9,-33.23
6762,cseo_3,59744,469229.8,6278811.75,166.3,1.15,0,469221.82,6278794.01,106,117,135.74,2.93,-30.94
6763,cseo_3,59745,469230.31,6278811.37,166.4,-1.15,1.15,469224.87,6278789.65,106,117,139.15,3.1,-30.94
6764,cseo_3,59746,469230.1,6278811,168.5,-0.57,4.58,469224.87,6278789.65,106,117,139.15,2.96,-32.09
6765,cseo_3,59747,469229.79,6278810.63,169.9,1.15,6.88,469224.87,6278789.65,106,118,139.15,3.05,-33.23
6766,cseo_3,59748,469230.09,6278810.26,171.1,0.57,5.73,469224.87,6278789.65,106,118,139.15,2.82,-32.09
6767,cseo_3,59749,469230.91,6278810.07,170.7,-1.72,1.15,469224.87,6278789.65,106,117,139.15,2.85,-33.23
6768,cseo_3,59750,469231.83,6278810.06,170.6,0,-2.29,469224.87,6278789.65,106,116,139.15,3.02,-32.09
6769,cseo_3,59751,469231.93,6278809.69,172,2.29,0,469224.87,6278789.65,106,117,139.15,3.05,-26.93
6770,cseo_3,59752,469231.62,6278809.32,173.6,0.57,4.58,469227.58,6278786.69,103.8,115,139.33,3.07,-30.94
6771,cseo_3,59753,469231.82,6278808.95,175.3,-1.15,6.88,469227.58,6278786.69,106,114,139.33,3.19,-33.8
6772,cseo_3,59754,469232.03,6278808.95,177.4,0.57,6.3,469227.58,6278786.69,106,114,139.33,3.19,-33.8
6773,cseo_3,59755,469232.43,6278808.76,177.1,1.15,3.44,469227.58,6278786.69,106,110,139.33,3.55,-29.22
6774,cseo_3,59756,469233.15,6278808.38,177.1,-0.57,0.57,469227.58,6278786.69,106,118,139.33,3.72,-29.22
6775,cseo_3,59757,469233.45,6278808.01,178.6,0,0.57,469230.56,6278784.15,103.6,94,139.43,4.15,-29.22
6776,cseo_3,59758,469233.24,6278807.83,180.3,2.86,2.86,469230.56,6278784.15,106,111,139.43,4.46,-29.22
6777,cseo_3,59759,469233.14,6278807.46,182.1,1.15,5.73,469230.56,6278784.15,106,132,139.43,5.11,-25.78
6778,cseo_3,59760,469233.14,6278807.08,183.9,-1.15,6.88,469230.25,6278781.48,102.7,140,139.22,7.14,-22.92
6779,cseo_3,59761,469233.44,6278806.9,184.3,0.57,3.44,469230.25,6278781.48,105,141,139.22,12.06,-12.03
6780,cseo_3,59762,469234.46,6278806.89,183,2.29,-2.29,469230.25,6278781.48,105,139,139.22,11.69,-5.73
6781,cseo_3,59763,469235.38,6278806.51,182.3,-0.57,-2.86,469231.72,6278783.83,105,135,139.49,13.92,-5.16
6782,cseo_3,59764,469235.27,6278805.96,186,-1.72,3.44,469231.72,6278783.83,105,130,139.49,10.53,-8.02
6783,cseo_3,59765,469234.46,6278806.15,188.9,2.86,8.59,469231.72,6278783.83,104,126,139.49,11.78,-12.03
6784,cseo_3,59766,469234.46,6278805.96,190.1,2.29,8.02,469231.83,6278778.48,104,122,138.01,12.71,-16.04
6785,cseo_3,59767,469235.17,6278805.59,189.7,-1.15,3.44,469231.83,6278778.48,104,122,138.01,12.71,-16.04
6786,cseo_4,61737,469135.25,6276077.29,0.6,4.01,-0.57,469120.22,6276088.42,108,266,286.37,5.65,-28.07
6787,cseo_4,61738,469134.33,6276077.67,1.8,1.15,-5.16,469118.58,6276089.7,108,294,284.34,5.36,-33.8
6788,cseo_4,61739,469133.82,6276078.23,4.4,-1.15,-1.72,469118.58,6276089.7,108,321,284.34,5.36,-37.24
6789,cseo_4,61740,469134.23,6276078.23,7.4,0.57,6.88,469116.06,6276085.68,104.6,321,284.52,5.36,-37.24
6790,cseo_4,61741,469134.95,6276078.41,12.9,3.44,13.75,469116.06,6276085.68,108,340,284.52,5.7,-40.11
6791,cseo_4,61742,469134.85,6276078.59,15.9,5.73,12.03,469116.06,6276085.68,108,8,284.52,5.31,-41.83
6792,cseo_4,61743,469133.83,6276078.97,16.6,3.44,4.01,469122.5,6276093.86,106.1,29,308.99,5.84,-42.97
6793,cseo_4,61744,469132.81,6276079.35,16.7,-0.57,-1.72,469122.5,6276093.86,108,44,308.99,6.92,-40.11
6794,cseo_4,61745,469132.71,6276079.72,18,-1.15,-1.72,469122.5,6276093.86,108,57,308.99,7.62,-44.12
6795,cseo_4,61746,469132.71,6276079.72,21.5,2.86,0.57,469118.86,6276088.96,105.4,57,304.99,8.39,-42.97
6796,cseo_4,61747,469132.4,6276079.91,24.8,4.58,4.01,469118.86,6276088.96,108,54,304.99,9.37,-38.96
6797,cseo_4,61748,469132.4,6276079.91,29.4,3.44,8.59,469118.86,6276088.96,108,55,304.99,9.04,-41.83
6798,cseo_4,61749,469132.61,6276079.72,32.2,1.72,10.89,469118.86,6276088.96,108,57,304.99,8.53,-41.25
6799,cseo_4,61750,469132.4,6276079.72,34.7,2.29,8.02,469118.86,6276088.96,108,63,304.99,7.74,-44.12
6800,cseo_4,61751,469131.99,6276079.91,34.9,1.72,3.44,469127.15,6276093.96,109,67,331.58,6.72,-45.26
6801,cseo_4,61752,469132,6276080.28,35.7,2.29,1.15,469127.15,6276093.96,109,67,331.58,6.72,-45.26
6802,cseo_4,61753,469131.69,6276080.47,36.7,5.73,-1.15,469127.15,6276093.96,109,66,331.58,5.96,-44.12
6803,cseo_4,61754,469131.39,6276080.84,39.8,4.01,0.57,469127.15,6276093.96,109,71,331.58,5.28,-49.85
6804,cseo_4,61755,469131.49,6276080.84,42.3,-0.57,6.3,469127.15,6276093.96,110,70,331.58,5.02,-46.98
6805,cseo_4,61756,469131.59,6276080.47,45.4,1.72,10.31,469130.06,6276091.81,106.5,64,359.32,4.68,-42.97
6806,cseo_4,61757,469131.79,6276080.47,46,2.86,10.31,469130.06,6276091.81,110,65,359.32,5.25,-44.12
6807,cseo_4,61758,469131.9,6276081.03,45.6,1.72,5.16,469130.06,6276091.81,110,71,359.32,5.42,-41.83
6808,cseo_4,61759,469131.6,6276081.95,45.7,2.86,-1.72,469130.06,6276091.81,110,63,359.32,5.36,-37.82
6809,cseo_4,61760,469131.4,6276082.51,47.8,2.86,-3.44,469130.06,6276091.81,110,62,359.32,6.1,-36.1
6810,cseo_4,61761,469131.81,6276082.51,49.9,-0.57,2.29,469130.06,6276091.81,111,65,359.32,5.7,-36.1
6811,cseo_4,61762,469132.42,6276082.51,53,-1.72,8.59,469130.06,6276091.81,111,65,359.32,5.28,-37.82
6812,cseo_4,61763,469132.63,6276082.69,54,1.72,9.17,469130.06,6276091.81,111,68,359.32,5.02,-37.82
6813,cseo_4,61764,469132.53,6276083.06,55.8,5.16,6.3,469130.06,6276091.81,111,70,359.32,5.19,-41.25
6814,cseo_4,61765,469132.74,6276083.62,55.7,2.86,2.86,469130.06,6276091.81,111,70,359.32,5.19,-41.25
6815,cseo_4,61766,469133.05,6276084.17,54.8,-2.86,0.57,469130.06,6276091.81,111,71,359.32,6.01,-41.25
6816,cseo_4,61767,469133.15,6276084.54,56,-0.57,0,469130.06,6276091.81,111,70,359.32,6.49,-38.96
6817,cseo_4,61768,469132.95,6276084.54,59.2,5.16,1.15,469130.06,6276091.81,111,68,359.32,6.49,-40.11
6818,cseo_4,61769,469133.15,6276084.73,61.1,1.72,5.73,469130.06,6276091.81,111,70,359.32,6.46,-38.96
6819,cseo_4,61770,469133.77,6276084.72,62.3,-4.01,9.74,469130.06,6276091.81,111,70,359.32,5.96,-41.25
6820,cseo_4,61771,469133.87,6276084.91,62.3,-2.86,8.02,469130.06,6276091.81,112,69,359.32,5.28,-41.25
6821,cseo_4,61772,469133.67,6276085.28,61.9,2.86,3.44,469130.06,6276091.81,112,70,359.32,4.66,-45.26
6822,cseo_4,61773,469133.98,6276085.83,61.7,3.44,0,469130.06,6276091.81,112,70,359.32,4.29,-45.84
6823,cseo_4,61774,469134.39,6276086.2,62.6,-1.15,1.15,469130.06,6276091.81,112,70,359.32,4.29,-45.84
6824,cseo_4,61776,469134.6,6276086.2,64.3,-2.86,3.44,469130.06,6276091.81,113,71,359.32,4.15,-45.26
6825,cseo_4,61777,469135,6276086.01,65.2,-2.29,6.88,469130.06,6276091.81,113,73,359.32,8.44,-42.97
6826,cseo_4,61778,469135.52,6276086.01,65.2,0,7.45,469130.06,6276091.81,113,75,359.32,9.01,-41.83
6827,cseo_4,61779,469135.72,6276086.38,65,1.15,4.58,469130.06,6276091.81,113,75,359.32,9.01,-41.83
6828,cseo_4,61780,469135.83,6276087.3,64.6,-0.57,0,469130.06,6276091.81,113,74,359.32,8.5,-41.25
6829,cseo_4,61781,469135.84,6276087.86,64,-1.72,-0.57,469130.06,6276091.81,113,71,359.32,7.68,-41.83
6830,cseo_4,61782,469136.14,6276087.49,64.8,-1.15,4.01,469130.06,6276091.81,113,70,359.32,6.86,-38.96
6831,cseo_4,61783,469136.85,6276087.11,66.1,-2.29,8.59,469130.06,6276091.81,113,69,359.32,6.15,-40.11
6832,cseo_4,61784,469137.16,6276087.11,66.8,-1.15,8.59,469130.06,6276091.81,113,68,359.32,5.56,-36.1
6833,cseo_4,61785,469137.06,6276087.48,65.8,1.15,3.44,469130.06,6276091.81,113,68,359.32,5.05,-33.23
6834,cseo_4,61786,469136.96,6276088.04,64.4,-1.15,-0.57,469133.25,6276092.12,110.1,68,51.28,4.63,-33.23
6835,cseo_4,61787,469136.86,6276088.41,64.2,-4.01,-1.72,469133.25,6276092.12,113,68,51.28,4.43,-33.8
6836,cseo_4,61788,469137.17,6276088.41,64.6,-4.58,3.44,469133.25,6276092.12,113,67,51.28,4.23,-33.23
6837,cseo_4,61789,469137.98,6276087.66,65.4,-3.44,9.17,469132.49,6276094.82,110.7,67,29.57,4.23,-33.23
6838,cseo_4,61790,469138.7,6276087.65,65.9,-1.72,9.74,469132.49,6276094.82,113,68,29.57,4.46,-34.95
6839,cseo_4,61791,469138.91,6276088.39,65.5,0,4.01,469132.49,6276094.82,113,69,29.57,4.12,-33.8
6840,cseo_4,61792,469138.91,6276089.32,64.9,-0.57,-1.72,469135.41,6276090.86,110.9,69,57.3,4.12,-33.8
6841,cseo_4,61793,469139.12,6276089.69,64.4,-1.72,-2.29,469135.41,6276090.86,112,69,57.3,3.72,-33.23
6842,cseo_4,61794,469139.43,6276089.5,65.3,-2.86,2.29,469135.41,6276090.86,112,69,57.3,3.55,-33.23
6843,cseo_4,61795,469139.63,6276089.32,67.3,-3.44,6.3,469134.6,6276093.33,109.3,70,57.42,3.44,-33.23
6844,cseo_4,61796,469139.73,6276089.32,68.9,-3.44,8.02,469134.6,6276093.33,112,68,57.42,3.53,-33.23
6845,cseo_4,61797,469140.04,6276089.5,68.8,-2.86,6.88,469134.6,6276093.33,112,67,57.42,4.04,-33.23
6846,cseo_4,61798,469140.25,6276089.87,68.7,-1.15,2.86,469136.65,6276093.91,110.1,66,60.04,4.09,-33.23
6847,cseo_4,61799,469140.46,6276090.42,69.3,-1.72,0,469136.65,6276093.91,111,65,60.04,3.89,-30.94
6848,cseo_4,61800,469140.87,6276090.79,69.9,-3.44,0,469136.65,6276093.91,111,63,60.04,3.81,-30.94
6849,cseo_4,61801,469141.28,6276090.79,71.6,-2.86,2.86,469134.89,6276094.66,108.9,64,82.48,4.01,-29.79
6850,cseo_4,61802,469141.58,6276090.6,73.5,-1.15,6.88,469134.89,6276094.66,111,65,82.48,4.23,-33.23
6851,cseo_4,61803,469141.89,6276090.6,75.3,0,7.45,469134.89,6276094.66,111,66,82.48,4.18,-32.09
6852,cseo_4,61804,469141.89,6276091.16,75.9,-1.72,4.01,469134.89,6276094.66,111,67,82.48,4.04,-33.23
6853,cseo_4,61805,469142.1,6276091.9,76,-5.73,1.15,469134.89,6276094.66,111,67,82.48,4.04,-33.23
6854,cseo_4,61806,469142.41,6276092.26,76,-4.01,1.15,469134.89,6276094.66,111,69,82.48,4.09,-33.23
6855,cseo_4,61807,469142.72,6276091.89,76.9,1.72,3.44,469134.89,6276094.66,111,70,82.48,3.95,-32.09
6856,cseo_4,61808,469143.12,6276091.33,79.4,1.72,6.88,469134.89,6276094.66,111,71,82.48,3.55,-32.09
6857,cseo_4,61809,469143.74,6276091.51,80.4,-5.16,6.88,469142.02,6276094.85,108.1,71,75.64,3.55,-33.23
6858,cseo_4,61810,469143.84,6276092.25,80.5,-4.58,1.72,469142.02,6276094.85,111,71,75.64,3.58,-33.8
6859,cseo_4,61811,469143.64,6276092.81,80,0.57,-1.15,469142.02,6276094.85,111,71,75.64,3.84,-38.96
6860,cseo_4,61812,469144.05,6276092.81,80.3,0,1.72,469139.62,6276096.13,108.4,74,80.01,4.29,-37.82
6861,cseo_4,61813,469144.97,6276092.43,81.7,-4.58,8.02,469139.62,6276096.13,111,76,80.01,6.04,-36.1
6862,cseo_4,61814,469145.58,6276092.43,82.8,-4.58,9.74,469139.62,6276096.13,111,73,80.01,7,-34.95
6863,cseo_4,61815,469145.79,6276092.8,83.4,0.57,6.3,469145.98,6276099.79,111,73,63.71,6.69,-36.1
6864,cseo_4,61816,469146.1,6276093.17,82.4,4.01,1.72,469145.98,6276099.79,111,75,63.71,6.32,-37.82
6865,cseo_4,61817,469146.41,6276093.53,81.2,0,0.57,469145.98,6276099.79,111,74,63.71,5.98,-37.24
6866,cseo_4,61818,469146.51,6276093.53,81.3,-4.01,2.29,469141.13,6276096.92,108.2,74,59.34,5.98,-37.24
6867,cseo_4,61819,469146.71,6276093.16,82.3,-6.88,6.3,469141.13,6276096.92,111,72,59.34,5.65,-36.1
6868,cseo_4,61820,469146.92,6276092.97,83.5,-3.44,8.59,469141.13,6276096.92,111,71,59.34,5.48,-33.23
6869,cseo_4,61821,469147.33,6276092.97,83.3,0.57,6.88,469141.13,6276096.92,111,71,59.34,5.14,-30.94
6870,cseo_4,61822,469147.94,6276093.34,82.5,-0.57,4.01,469141.13,6276096.92,111,70,59.34,4.85,-29.79
6871,cseo_4,61823,469148.46,6276093.7,81.9,-2.29,1.15,469141.13,6276096.92,111,71,59.34,4.57,-28.07
6872,cseo_4,61824,469148.76,6276093.89,81.6,-1.72,0.57,469141.13,6276096.92,111,72,59.34,4.18,-29.79
6873,cseo_4,61825,469148.87,6276093.89,82.6,-1.15,2.29,469141.13,6276096.92,111,70,59.34,3.84,-29.79
6874,cseo_4,61826,469149.17,6276093.89,83.8,-3.44,5.73,469142.98,6276098.9,111,69,68.86,3.58,-29.22
6875,cseo_4,61827,469149.79,6276093.88,83.5,-5.73,8.59,469142.98,6276098.9,110,69,68.86,3.75,-28.07
