Filename,Frame,Time (HMS),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,TapeReader,Depth,Comment,Year,Dive,Transect Number,Dive Type,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time HH:MM:SS
SL_2019_EYKT_Dive_24_15-43-23.000.avi,28070,15:59:13,,35.068,0.012,3903.718,26.965,,,1638.893,654.888,-3481.977,1,KelliiWood,135,N/A,2019,24,28,Line,rockfish,yelloweye,145,145,18,AD,Fish milling/hovering,,,
SL_2019_EYKT_Dive_24_15-43-23.000.avi,28793,15:59:37,,9.266,0.407,2142.117,5.787,,,-180.236,-127.558,-2130.706,1,KelliiWood,135,N/A,2019,24,28,Line,rockfish,rosethorn,150,150,19,,,,,
SL_2019_EYKT_Dive_24_15-43-23.000.avi,36850,16:04:05,272.428,10.71,0.884,1941.473,13.018,22.413,24.37,436.709,23.611,-1891.572,1,KelliiWood,135,N/A,2019,24,28,Line,cod,Pacific cod,110,110,20,,,,,
SL_2019_EYKT_Dive_24_15-43-23.000.avi,48247,16:10:25,,56.455,4.613,4933.287,27.464,,,-2095.207,869.367,-4380.825,1,KelliiWood,135,N/A,2019,24,28,Line,cod,unknown,,,21,,,,PCod?,
SL_2019_EYKT_Dive_24_15-43-23.000.avi,49940,16:11:22,,5.333,0.587,1599.318,6.859,,,-100.684,-168.653,-1587.211,1,KelliiWood,135,N/A,2019,24,28,Line,flatfish,,,,22,,,,AARON?,
SL_2019_EYKT_Dive_24_15-43-23.000.avi,61211,16:17:37,,7.648,0.912,1788.402,22.58,,,453.815,-521.96,-1649.24,1,KelliiWood,135,N/A,2019,24,28,Line,rockfish,rosethorn,150,150,37,,,,MISSED FIRST ROUND,
SL_2019_EYKT_Dive_24_15-43-23.000.avi,69379,16:22:10,,4.588,1.001,1441.518,10.886,,,-182.892,-207.32,-1414.759,1,KelliiWood,135,N/A,2019,24,28,Line,flatfish,Dover sole,124,124,23,,,,,
SL_2019_EYKT_Dive_24_15-43-23.000.avi,73705,16:24:34,295.632,12.943,1.454,2136.631,23.983,5.298,2.748,860.619,116.571,-1952.163,1,KelliiWood,135,N/A,2019,24,28,Line,halibut,halibut,200,200,24,,,,,
SL_2019_EYKT_Dive_24_15-43-23.000.avi,74903,16:25:14,552.313,19.804,0.143,1778.101,9.375,62.197,20.375,-289.355,13.061,-1754.35,1,KelliiWood,135,N/A,2019,24,28,Line,halibut,halibut,200,200,25,,,,,
SL_2019_EYKT_Dive_24_15-43-23.000.avi,78964,16:27:29,,20.423,0.854,2992.295,31.242,,,1313.272,816.761,-2561.649,1,KelliiWood,135,N/A,2019,24,28,Line,rockfish,unknown,,,26,,,,,
SL_2019_EYKT_Dive_24_15-43-23.000.avi,79372,16:27:43,,15.193,1.491,2681.238,31.361,,,1365.011,280.473,-2290.659,1,KelliiWood,135,N/A,2019,24,28,Line,rockfish,dusky,172,172,27,,,,,
SL_2019_EYKT_Dive_24_15-43-23.000.avi,79592,16:27:50,,5.968,1.401,1634.092,27.62,,,-747.981,114.419,-1448.341,1,KelliiWood,135,N/A,2019,24,28,Line,rockfish,dusky,172,172,28,,,,,
SL_2019_EYKT_Dive_24_15-43-23.000.avi,80268,16:28:13,,5.336,3.739,1487.556,27.292,,,-460.373,-508.58,-1319.934,1,KelliiWood,135,N/A,2019,24,28,Line,rockfish,rosethorn,150,150,29,,,,,
SL_2019_EYKT_Dive_24_15-43-23.000.avi,80731,16:28:28,,9.686,3.266,2136.993,11.327,,,-417.83,-48.151,-2095.194,1,KelliiWood,135,N/A,2019,24,28,Line,rockfish,dusky,172,172,30,,,,,
SL_2019_EYKT_Dive_24_15-43-23.000.avi,80761,16:28:29,,13.238,1.788,2494.768,30.228,,,-1248.597,127.333,-2156.075,1,KelliiWood,135,N/A,2019,24,28,Line,rockfish,dusky,172,172,31,,,,,
SL_2019_EYKT_Dive_24_15-43-23.000.avi,80910,16:28:34,,12.383,2.287,2334.247,24.678,,,942.615,239.115,-2122.03,1,KelliiWood,135,N/A,2019,24,28,Line,rockfish,dusky,172,172,32,,,,,
SL_2019_EYKT_Dive_24_15-43-23.000.avi,81154,16:28:42,,25.283,1.595,3322.884,19.361,,,-488.906,974.626,-3138.89,1,KelliiWood,135,N/A,2019,24,28,Line,rockfish,dusky,172,172,33,,,,,
SL_2019_EYKT_Dive_24_15-43-23.000.avi,82125,16:29:14,,21.2,0.693,3173.363,14.87,,,19.081,801.851,-3070.327,1,KelliiWood,135,N/A,2019,24,28,Line,rockfish,dusky,172,172,34,,,,,
SL_2019_EYKT_Dive_24_15-43-23.000.avi,83506,16:30:01,,21.344,1.251,2990.096,26.383,,,972.297,894.83,-2682.274,1,KelliiWood,135,N/A,2019,24,28,Line,rockfish,dusky,172,172,35,,,,,
SL_2019_EYKT_Dive_24_15-43-23.000.avi,84875,16:30:46,597.639,74.243,0.718,3760.878,25.942,57.52,8.432,1429.263,814.92,-3381.91,1,KelliiWood,135,N/A,2019,24,28,Line,halibut,halibut,200,200,36,,,,,
SL_2019_EYKT_Dive_24_15-43-23.000.avi,92116,16:34:47,623.763,82.027,1.513,5406.349,12.586,60.626,63.317,1175.104,-82.899,-5276.444,1,KelliiWood,135,N/A,2019,24,28,Line,rockfish,yelloweye,145,145,33,AD,Feeding,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,766,9:39:41,543.155,111.951,0.451,4833.071,27.516,49.912,3.927,2114.964,-715.956,-4286.363,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,yelloweye,145,145,1,AD,Fish milling/hovering,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,1934,9:40:19,,40.002,0.258,4287.281,24.913,,,1803.399,-111.879,-3887.932,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,2,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,8343,9:43:53,,35.411,0.53,4062.668,30.853,,,-2043.759,391.122,-3489.319,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,3,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,9901,9:44:45,,26.047,0.855,3555.745,9.41,,,-539.848,201.646,-3508.735,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,4,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,10611,9:45:09,,25.443,2.92,3413.502,23.76,,,1374.773,-50.639,-3124.009,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,5,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,11579,9:45:41,820.351,87.521,0.595,3565.034,4.499,81.615,21.991,253.479,118.123,-3554.048,1,KelliiWood,105,N/A,2019,25,37,Line,halibut,halibut,200,200,6,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,15081,9:47:38,,40.213,1.431,4145.707,20.391,,,-1230.045,741.701,-3888.928,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,7,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,15570,9:47:54,,48.301,2.786,4661.845,14.4,,,-765.706,852.387,-4518.842,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,8,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,16069,9:48:11,,33.473,0.376,3904.414,15.038,,,-410.205,911.138,-3774.388,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,9,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,17351,9:48:53,,38.097,1.182,4309.95,8.646,,,455.823,443.372,-4262.782,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,10,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,18884,9:49:44,,43.817,3.974,4359.3,19.75,,,-1337.739,600.331,-4105.308,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,11,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,19681,9:50:11,,40.883,1.742,4250.878,24.628,,,1712.21,438.746,-3865.981,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,12,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,19920,9:50:19,,47.713,3.174,4727.031,31.776,,,-2421.486,560.88,-4020.776,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,13,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,20603,9:50:42,,45.171,0.245,4600.241,26.628,,,2060.42,58.407,-4112.599,1,KelliiWood,105,N/A,2019,25,37,Line,eel,wolf eel,217,217,14,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,21411,9:51:09,,57.471,1.744,5038.752,29.802,,,2288.33,999.903,-4376.386,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,silvergray,157,157,15,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,45400,10:04:28,701.773,7.134,1.67,1210.256,15.85,41.347,16.664,227.263,-240.023,-1164.242,1,KelliiWood,105,N/A,2019,25,37,Line,halibut,halibut,200,200,16,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,49448,10:06:43,560.144,30.912,1.379,5857.775,6.907,5.63,40.506,-703.562,-35.888,-5815.26,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,yelloweye,145,145,17,AD,Fish actively swimming in frame,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,50746,10:07:27,,18.429,0.612,2811.346,20.325,,,872.735,-448.616,-2634.529,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,yelloweye,145,145,18,AD,Attracted,,NO LENGTH; facing ROV,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,51472,10:07:51,,40.588,7.686,4157.561,27.443,,,1636.168,982.409,-3693.662,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,19,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,53393,10:08:55,,84.208,1.071,6272.291,11.683,,,975.063,789.368,-6145.55,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,20,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,54286,10:09:25,,81.135,3.954,6029.643,18.426,,,-1865.843,-411.333,-5718.918,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,21,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,56708,10:10:45,186.502,53.634,0.91,4091.297,10.397,27.46,16.375,-322.581,664.183,-4024.117,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,yelloweye,145,145,22,JV,Fish milling/hovering,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,57322,10:11:06,261.218,63.959,2.97,4846.403,27.099,10.713,29.073,2180.671,-344.319,-4314.365,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,yelloweye,145,145,23,JV,Fish resting on bottom,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,57659,10:11:17,,45.854,5.675,4867.253,4.734,,,316.977,-266.144,-4849.624,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,dusky,172,172,24,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,57659,10:11:17,,36.966,0.762,4327.406,7.403,,,18.667,-574.43,-4289.07,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,dusky,172,172,25,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,57718,10:11:19,,60.229,0.987,5155.844,27.592,,,-2293.519,647.061,-4572.069,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,dusky,172,172,26,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,57854,10:11:23,159.987,88.231,2.396,4607.139,14.703,41.991,30.633,-1037.402,539.585,-4456.273,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,yelloweye,145,145,27,JV,Fish resting on bottom,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,59181,10:12:08,276.418,33.092,0.944,4182.374,26.191,0.51,38.042,598.636,-1746.196,-3752.957,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,yelloweye,145,145,26,JV,Fish resting on bottom,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,59274,10:12:11,324.767,63.659,0.294,3508.287,21.306,83.962,38.63,-871.623,-930.137,-3268.515,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,yelloweye,145,145,27,SU,Fish actively swimming in frame,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,59354,10:12:13,208.47,90.015,0.286,4875.622,19.214,37.687,31.437,-1398.153,-787.18,-4604.042,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,yelloweye,145,145,28,JV,Fish resting on bottom,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,59364,10:12:14,400.951,126.701,2.074,4800.027,20.326,55.887,11.49,-1490.485,-747.334,-4501.133,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,yelloweye,145,145,74,JV,Fish resting on bottom,,MISSED FIRST ROUND,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,59730,10:12:26,212.491,213.549,2.134,6185.676,6.289,76.457,37.592,-567.613,-370.096,-6148.45,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,yelloweye,145,145,29,JV,Fish milling/hovering,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,59730,10:12:26,,79.733,2.828,6203.75,8.733,,,-679.063,-677.267,-6129.168,1,KelliiWood,105,N/A,2019,25,37,Line,eel,unknown,10000,10000,30,,,,Dark fish, but can't tell what it is
SL_2019_EYKT_Dive_25_09-39-10.000.avi,60642,10:12:56,,67.493,4.789,5520.617,25.765,,,-2383.439,-298.593,-4970.642,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,dusky,172,172,31,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,60858,10:13:04,,25.963,1.075,3532.828,8.655,,,-386.887,-378.578,-3491.113,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,dusky,172,172,32,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,61303,10:13:18,1345.957,215.954,0.937,6094.019,3.847,55.581,18.832,381.024,148.281,-6080.288,1,KelliiWood,105,N/A,2019,25,37,Line,greenling,lingcod,130,130,33,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,61401,10:13:22,,62.21,0.853,5371.291,13.713,,,-1238.3,-317.508,-5216.95,1,KelliiWood,105,N/A,2019,25,37,Line,greenling,kelp greenling,194,194,34,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,61797,10:13:35,,40.535,0.623,4540.176,6.354,,,-441.456,221.895,-4513.212,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,dusky,172,172,35,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,62176,10:13:48,205.625,43.428,1.553,3783.213,30.823,9.193,21.367,-1929.82,182.894,-3248.852,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,yelloweye,145,145,36,JV,Fish milling/hovering,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,62176,10:13:48,,87.561,1.628,6296.499,15.217,,,796.448,1423.784,-6081.481,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,dusky,172,172,37,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,62373,10:13:54,,76.875,1.462,6124.151,9.254,,,875.402,427.057,-6046.199,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,dusky,172,172,38,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,66550,10:16:13,,76.322,0.436,5846.243,23.518,,,2302.454,-396.844,-5359.083,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,39,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,66645,10:16:16,,100.514,0.543,6776.005,12.753,,,1177.762,-948.63,-6605.091,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,40,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,66960,10:16:27,,92.672,0.392,6257.046,28.887,,,-1689.1,2484.797,-5488.474,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,silvergray,157,157,41,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,68251,10:17:10,,48.793,1.597,4741.716,21.28,,,1720.86,-31.306,-4418.317,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,42,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,69434,10:17:49,,66.797,1.079,5689.504,11.179,,,1077.767,212.319,-5582.454,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,43,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,69570,10:17:54,,62.741,3.08,5525.067,11.745,,,1124.548,-39.528,-5409.269,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,44,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,71572,10:19:01,,56.898,2.684,5377.626,5.797,,,455.806,-316.766,-5348.902,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,45,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,72893,10:19:45,,86.142,1.728,6650.351,5.324,,,511.05,-372.311,-6620.225,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,46,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,73505,10:20:05,,102.106,3.099,6916.346,31.849,,,-3544.743,845.049,-5878.48,1,KelliiWood,105,N/A,2019,25,37,Line,eel,unknown,10000,10000,47,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,73505,10:20:05,,63.44,5.085,5293.443,17.441,,,-1440.147,645.59,-5052.695,1,KelliiWood,105,N/A,2019,25,37,Line,eel,unknown,10000,10000,48,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,74103,10:20:25,,63.135,3.047,5388.283,18.254,,,1681.64,-163.784,-5116.527,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,49,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,74210,10:20:29,,32.295,3.009,4197.666,2.019,,,-50.644,122.188,-4195.582,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,50,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,74433,10:20:36,,94.012,5.144,6693.896,29.395,,,3269.471,301.275,-5833.355,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,yelloweye,145,145,51,AD,Fish milling/hovering,,NO LENGTH; too far away,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,74519,10:20:39,,50.122,1.676,4847.279,18.612,,,-101.375,1525.293,-4599.926,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,52,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,75265,10:21:04,250.265,61.175,0.189,5779.544,15.116,13.616,40.299,-1290.567,778.521,-5579.559,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,yelloweye,145,145,53,JV,Fish milling/hovering,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,75265,10:21:04,485.004,95.289,1.053,7401.122,4.856,12.877,1.54,620.402,87.496,-7374.554,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,yelloweye,145,145,54,AD,Fish milling/hovering,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,75308,10:21:05,,19.854,1.646,2950.676,16.992,,,459.875,-740.721,-2818.925,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,55,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,75730,10:21:19,284.418,54.145,1.073,5854.406,16.219,80.381,76.762,-1630.723,-121.129,-5621.401,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,yelloweye,145,145,75,JV,Fish milling/hovering,,MISSED FIRST ROUND,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,75737,10:21:20,,42.376,0.162,4424.596,27.156,,,2011.059,-199.343,-3936.109,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,56,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,76875,10:21:57,378.698,109.866,0.435,5107.465,20.177,42.858,28.907,-1608.611,-718.154,-4794.041,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,yelloweye,145,145,57,SU,Fish milling/hovering,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,78436,10:22:49,,30.645,0.199,3789.469,13.809,,,-191.494,-898.706,-3676.375,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,58,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,79129,10:23:13,154.638,56.01,0.121,3370.36,11.22,44.361,5.656,275.784,-594.978,-3305.945,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,yelloweye,145,145,60,JV,Fish milling/hovering,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,79129,10:23:13,,27.529,0.691,3639.248,12.457,,,39.206,-798.232,-3550.41,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,59,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,79296,10:23:18,,49.044,0.766,4754.65,12.545,,,-658.56,776.898,-4644.289,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,tiger,148,148,61,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,79778,10:23:34,156.58,22.675,2.61,4713.469,5.711,10.948,50.27,-436.519,-171.717,-4690.07,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,yelloweye,145,145,62,JV,Fish resting on bottom,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,80224,10:23:49,,22.656,0.182,3499.868,1.23,,,-32.497,-81.711,-3498.763,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,dark,173,173,63,,,,Deep for a dark, but it looks like on
SL_2019_EYKT_Dive_25_09-39-10.000.avi,80869,10:24:11,,15.983,2.11,2723.328,11.42,,,479.017,-258.245,-2668.402,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,64,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,80934,10:24:13,455.408,32.457,1.866,2813.293,25.72,32.511,0.112,1220.837,-13.281,-2534.561,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,yelloweye,145,145,65,AD,Fish resting on bottom,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,83022,10:25:22,,62.551,1.057,5571.432,9.16,,,881.843,-116.774,-5499.961,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,66,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,83203,10:25:28,607.556,50.14,0.664,4086.104,32.389,19.863,16.07,1844.747,1178.035,-3450.419,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,yelloweye,145,145,67,AD,Fish milling/hovering,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,83334,10:25:33,,58.085,0.98,5120.259,26.186,,,-2232.232,331.764,-4596.098,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,68,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,83461,10:25:37,,38.185,1.267,4189.992,22.394,,,1594.465,59.879,-3874.291,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,69,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,83510,10:25:39,,38.686,3.715,4545.971,3.549,,,137.585,227.343,-4538.197,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,70,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,83852,10:25:50,698.886,36.047,0.645,4028.155,17.544,8.565,16.531,-1119.141,-471.009,-3840.795,1,KelliiWood,105,N/A,2019,25,37,Line,greenling,lingcod,130,130,71,,,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,84221,10:26:02,640.56,49.409,2.359,2896.812,12.126,53.466,5.605,-598.195,-111.62,-2832.176,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,yelloweye,145,145,72,AD,Fish actively swimming in frame,,,
SL_2019_EYKT_Dive_25_09-39-10.000.avi,84704,10:26:18,,113.081,2.196,6943.02,20.733,,,-1524.704,1901.82,-6501.068,1,KelliiWood,105,N/A,2019,25,37,Line,rockfish,rosethorn,150,150,73,,,,,
SL_2019_EYKT_Dive_26_11-10-15.000.avi,10853,11:16:21,,8.766,1.293,1938.646,30.656,,,563.968,-818.489,-1664.441,1,KelliiWood,115,N/A,2019,26,36,Line,rockfish,yelloweye,145,145,229,JV,Fish resting on bottom,,NO LENGTH - MISSED 1st ROUND,
SL_2019_EYKT_Dive_26_11-10-15.000.avi,19441,11:21:07,,44.675,0.894,4500.402,27.858,,,-2070.584,351.804,-3980.268,1,KelliiWood,115,N/A,2019,26,36,Line,rockfish,rosethorn,150,150,1,,,,,
SL_2019_EYKT_Dive_26_11-10-15.000.avi,20067,11:21:28,776.54,89.391,1.408,5486.689,33.843,20.095,0.281,-2402.045,1888.684,-4557.061,1,KelliiWood,115,N/A,2019,26,36,Line,rockfish,yelloweye,145,145,2,AD,Fish milling/hovering,,,
SL_2019_EYKT_Dive_26_11-10-15.000.avi,20067,11:21:28,,46.689,0.65,4523.846,17.276,,,-1152.702,672.814,-4322.474,1,KelliiWood,115,N/A,2019,26,36,Line,rockfish,rosethorn,150,150,3,,,,,
SL_2019_EYKT_Dive_26_11-10-15.000.avi,20067,11:21:28,,40.033,0.443,4152.465,19.125,,,893.46,1010.243,-3927.353,1,KelliiWood,115,N/A,2019,26,36,Line,rockfish,rosethorn,150,150,4,,,,,
SL_2019_EYKT_Dive_26_11-10-15.000.avi,20595,11:21:45,671.916,26.407,3.562,3354.671,24.718,0.168,19.914,1178.919,760.165,-3047.312,1,KelliiWood,115,N/A,2019,26,36,Line,rockfish,yelloweye,145,145,5,AD,Fish milling/hovering,,,
SL_2019_EYKT_Dive_26_11-10-15.000.avi,21160,11:22:04,,18.547,3.862,2838.134,16.77,,,-544.073,-622.884,-2714.959,1,KelliiWood,115,N/A,2019,26,36,Line,rockfish,rosethorn,150,150,6,,,,,
SL_2019_EYKT_Dive_26_11-10-15.000.avi,21639,11:22:20,,37.082,1.005,4210.232,14.457,,,85.475,1031.278,-4081.08,1,KelliiWood,115,N/A,2019,26,36,Line,rockfish,tiger,148,148,7,,,,,
SL_2019_EYKT_Dive_26_11-10-15.000.avi,22683,11:22:55,701.024,59.831,0.839,4358.954,13.592,26.072,5.479,-347.892,963.517,-4236.872,1,KelliiWood,115,N/A,2019,26,36,Line,rockfish,yelloweye,145,145,8,AD,Fish milling/hovering,,,
SL_2019_EYKT_Dive_26_11-10-15.000.avi,22720,11:22:56,631.921,47.195,4.164,4026.981,29.388,2.262,1.742,1855.425,680.008,-3508.784,1,KelliiWood,115,N/A,2019,26,36,Line,rockfish,yelloweye,145,145,9,AD,Fish moving quickly into frame,,,
SL_2019_EYKT_Dive_26_11-10-15.000.avi,23006,11:23:06,,17.597,0.749,2844.923,29.524,,,1369.542,289.84,-2476.678,1,KelliiWood,115,N/A,2019,26,36,Line,rockfish,tiger,148,148,10,,,,,
SL_2019_EYKT_Dive_26_11-10-15.000.avi,23207,11:23:13,791.719,155.927,1.967,5641.581,16.416,45.22,2.758,-592.81,1480.047,-5411.606,1,KelliiWood,115,N/A,2019,26,36,Line,rockfish,yelloweye,145,145,11,AD,Fish milling/hovering,,,
