Order,Event_ID,Trans,Tran,Dir,Date,J_day,ALDT,Sec,Vessel_x,Vessel_y,Vessel_heading,Vessel_Pitch,Vessel_Roll,x,y,z
47156,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:10 AM,42190,638682.02,6464872.98,357.8,0.3,-0.2,638690.07,6464892.89,64.5
47157,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:11 AM,42191,638681.8,6464873.53,358.3,-0.22,1.06,638690.07,6464892.89,64.5
47158,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:12 AM,42192,638681.69,6464874.08,357.2,-2.27,3.07,638690.07,6464892.89,64.5
47159,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:13 AM,42193,638681.56,6464874.82,355.9,-3.49,4.29,638690.07,6464892.89,64.5
47160,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:14 AM,42194,638681.34,6464875.55,355.7,-0.94,3.66,638690.07,6464892.89,64.5
47161,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:15 AM,42195,638681.12,6464876.29,356.2,0.89,2.19,638690.07,6464892.89,64.5
47162,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:16 AM,42196,638680.98,6464877.4,356.6,-0.79,1.42,638689.63,6464901.55,65.6
47163,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:17 AM,42197,638681.15,6464878.33,357.1,-0.95,1.15,638689.63,6464901.55,65.6
47164,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:18 AM,42198,638681.22,6464879.08,357.5,-0.93,1.05,638689.63,6464901.55,65.6
47165,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:19 AM,42199,638681.19,6464879.82,357.7,-0.85,1.16,638689.63,6464901.55,65.6
47166,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:20 AM,42200,638680.96,6464880.74,358.7,-0.86,0.93,638689.63,6464901.55,65.6
47167,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:21 AM,42201,638680.64,6464881.66,359.1,-1.57,0.7,638689.63,6464901.55,65.6
47168,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:22 AM,42202,638680.21,6464882.57,0.2,-0.19,0.98,638689.63,6464901.55,65.6
47169,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:23 AM,42203,638679.99,6464883.49,1.1,-1.26,2.28,638688.46,6464906.65,65
47170,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:24 AM,42204,638679.85,6464884.6,1.2,-0.75,3.43,638688.46,6464906.65,65
47171,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:25 AM,42205,638679.73,6464885.34,2,0.24,3.39,638688.46,6464906.65,65
47172,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:26 AM,42206,638679.6,6464886.27,3.1,-2.1,2.7,638688.46,6464906.65,65
47173,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:27 AM,42207,638679.56,6464887.38,3.9,-1.96,1.53,638688.46,6464906.65,65
47174,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:28 AM,42208,638679.52,6464888.31,4.9,0.27,0.72,638688.46,6464906.65,65
47175,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:29 AM,42209,638679.58,6464889.42,5.4,-0.77,0.87,638688.46,6464906.65,65
47176,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:30 AM,42210,638679.74,6464890.54,6.2,-1.29,1.65,638688.46,6464906.65,65
47177,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:31 AM,42211,638679.71,6464891.47,6.9,0.55,1.35,638688.18,6464911.43,65.7
47178,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:32 AM,42212,638679.28,6464892.38,7.9,0.26,0.5,638688.18,6464911.43,65.7
47179,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:33 AM,42213,638678.85,6464893.48,8.3,-1.4,0.49,638688.18,6464911.43,65.7
47180,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:34 AM,42214,638678.63,6464894.22,8.8,-1,1.74,638687.49,6464912.54,64.9
47181,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:35 AM,42215,638678.51,6464894.96,9.8,-0.92,3.26,638687.49,6464912.54,64.9
47182,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:36 AM,42216,638678.77,6464895.89,9.6,-1.63,5.01,638687.49,6464912.54,64.9
47183,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:37 AM,42217,638679.33,6464896.66,8.9,-1.59,5.26,638687.91,6464914.37,66.1
47184,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:38 AM,42218,638679.58,6464897.78,8.6,-1.4,2.63,638687.91,6464914.37,66.1
47185,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:39 AM,42219,638679.55,6464898.71,9,0.11,-1.3,638687.91,6464914.37,66.1
47186,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:40 AM,42220,638679.42,6464899.63,9.6,0.35,-3.6,638687.91,6464914.37,66.1
47187,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:41 AM,42221,638679.67,6464900.75,9.8,-1.97,-1.81,638687.91,6464914.37,66.1
47188,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:42 AM,42222,638679.84,6464901.69,9.2,-0.89,2.26,638687.91,6464914.37,66.1
47189,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:43 AM,42223,638680.3,6464902.26,7.9,0.05,6.1,638687.91,6464914.37,66.1
47190,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:44 AM,42224,638680.66,6464903.2,6.6,-3.09,7.03,638687.91,6464914.37,66.1
47191,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:45 AM,42225,638680.72,6464904.32,6,-3.1,4.08,638687.89,6464916.95,66.2
47192,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:46 AM,42226,638680.5,6464905.06,6.1,0.17,-0.51,638687.89,6464916.95,66.2
47193,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:47 AM,42227,638680.36,6464906.16,6.6,-0.24,-3.27,638687.89,6464916.95,66.2
47194,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:48 AM,42228,638680.52,6464907.28,6.7,-2.02,-1.76,638688.07,6464917.27,65.3
47195,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:49 AM,42229,638680.88,6464908.23,6.7,-1.34,2.61,638688.07,6464917.27,65.3
47196,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:50 AM,42230,638681.34,6464908.98,6.2,-2.46,6.21,638688.07,6464917.27,65.3
47197,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:51 AM,42231,638681.49,6464910.1,5.5,-3.07,5.76,638688.07,6464917.27,65.3
47198,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:52 AM,42232,638681.27,6464910.84,5.7,-0.79,1.71,638688.07,6464917.27,65.3
47199,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:53 AM,42233,638680.94,6464911.94,6.7,-0.34,-2.53,638688.07,6464917.27,65.3
47200,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:54 AM,42234,638680.81,6464912.87,7,-1.43,-2.79,638688.07,6464917.27,65.3
47201,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:55 AM,42235,638681.18,6464913.62,6.7,-3.08,0.81,638688.07,6464917.27,65.3
47202,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:56 AM,42236,638681.53,6464914.56,6.9,-3.32,4.64,638687.61,6464919.80,64.9
47203,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:57 AM,42237,638681.71,6464915.13,7.7,0.2,5.42,638687.61,6464919.80,64.9
47204,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:58 AM,42238,638681.68,6464916.05,7.4,-0.67,2.85,638687.61,6464919.80,64.9
47205,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:43:59 AM,42239,638681.34,6464917.16,7.7,-1.92,-0.63,638687.99,6464920.74,64.8
47206,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:00 AM,42240,638681.23,6464917.52,8.7,0.19,-1.97,638687.99,6464920.74,64.8
47207,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:01 AM,42241,638681.51,6464918.09,8.7,-1.76,-0.13,638687.99,6464920.74,64.8
47208,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:02 AM,42242,638681.68,6464918.84,9.1,-4.83,2.53,638687.99,6464920.74,64.8
47209,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:03 AM,42243,638681.75,6464919.4,9.9,-2.55,3.9,638687.99,6464920.74,64.8
47210,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:04 AM,42244,638681.83,6464920.15,9.8,-0.54,3.44,638687.99,6464920.74,64.8
47211,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:05 AM,42245,638681.79,6464921.07,9.8,-0.38,1.68,638687.99,6464920.74,64.8
47212,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:06 AM,42246,638681.86,6464921.82,10.3,-1.16,0.41,638687.99,6464920.74,64.8
47213,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:07 AM,42247,638682.23,6464922.57,10.3,-1.16,0.72,638687.23,6464923.77,63.2
47214,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:08 AM,42248,638682.4,6464923.14,10.8,-1.07,0.77,638687.23,6464923.77,63.2
47215,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:09 AM,42249,638682.39,6464923.69,11.6,-1.19,0.22,638687.23,6464923.77,63.2
47216,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:10 AM,42250,638682.17,6464924.24,11.4,-2.4,0.69,638686.55,6464924.65,62.2
47217,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:11 AM,42251,638682.34,6464924.99,10.5,-4.44,2.58,638686.55,6464924.65,62.2
47218,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:12 AM,42252,638682.52,6464925.37,10.7,-1.18,3.87,638686.55,6464924.65,62.2
47219,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:13 AM,42253,638682.7,6464925.75,11.1,1.06,3.52,638686.05,6464926.44,62.5
47220,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:14 AM,42254,638682.87,6464926.68,10.8,-2.04,2.26,638686.05,6464926.44,62.5
47221,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:15 AM,42255,638682.85,6464927.24,11.1,-2.8,-0.01,638686.05,6464926.44,62.5
47222,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:16 AM,42256,638682.93,6464927.61,11.4,-1.29,-0.85,638686.04,6464927.38,62.2
47223,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:17 AM,42257,638683.11,6464927.99,11.6,-0.54,0.32,638686.04,6464927.38,62.2
47224,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:18 AM,42258,638683.39,6464928.56,11.3,-1.71,2.27,638686.04,6464927.38,62.2
47225,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:19 AM,42259,638683.66,6464929.12,11.6,-2.67,3.49,638686.04,6464927.38,62.2
47226,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:20 AM,42260,638683.56,6464929.31,11.2,-0.77,2.71,638686.04,6464927.38,62.2
47227,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:21 AM,42261,638683.35,6464929.67,10.9,-1.47,0.72,638686.04,6464927.38,62.2
47228,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:22 AM,42262,638683.32,6464930.41,10.4,-4.54,0.03,638686.04,6464927.38,62.2
47229,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:23 AM,42263,638683.6,6464930.79,9.2,-2.31,1.21,638685.75,6464930.77,61.7
47230,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:24 AM,42264,638683.89,6464930.99,8.9,0.96,2.65,638685.75,6464930.77,61.7
47231,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:25 AM,42265,638684.26,6464931.56,8.7,-1.15,3.53,638685.75,6464930.77,61.7
47232,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:26 AM,42266,638684.44,6464932.12,7.2,-3.33,2.56,638686.28,6464931.90,61.8
47233,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:27 AM,42267,638684.33,6464932.31,6.1,-1.55,0.21,638686.28,6464931.90,61.8
47234,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:28 AM,42268,638684.32,6464932.49,5.9,-0.53,-1.05,638686.28,6464931.90,61.8
47235,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:29 AM,42269,638684.51,6464932.87,4.3,-1.92,-0.18,638686.28,6464931.90,61.8
47236,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:30 AM,42270,638684.7,6464933.06,3,-2.71,1.67,638686.28,6464931.90,61.8
47237,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:31 AM,42271,638684.68,6464933.43,2.5,-3.44,2.56,638686.28,6464931.90,61.8
47238,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:32 AM,42272,638684.68,6464933.62,1.7,-2.79,2.55,638686.28,6464931.90,61.8
47239,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:33 AM,42273,638684.85,6464934.18,0.3,-1.66,2.27,638685.97,6464934.70,61.5
47240,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:34 AM,42274,638685.13,6464934.75,359.7,-2.09,1.38,638685.97,6464934.70,61.5
47241,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:35 AM,42275,638685.2,6464935.31,359.6,-1.21,0.09,638685.97,6464934.70,61.5
47242,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:36 AM,42276,638685.39,6464935.5,358.8,0.13,-0.67,638686.32,6464935.90,62
47243,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:37 AM,42277,638685.29,6464935.68,358.6,-2.92,-0.88,638686.32,6464935.90,62
47244,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:38 AM,42278,638685.27,6464936.24,358.4,-4.97,0.14,638686.32,6464935.90,62
47245,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:39 AM,42279,638685.46,6464936.25,358,-1.27,2.13,638686.32,6464935.90,62
47246,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:40 AM,42280,638685.55,6464936.62,357.9,-1.23,3.19,638686.32,6464935.90,62
47247,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:41 AM,42281,638685.53,6464937.18,358.1,-3.07,2.82,638686.32,6464935.90,62
47248,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:42 AM,42282,638685.53,6464937.18,357.4,-1.08,0.56,638685.68,6464939.17,62.3
47249,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:43 AM,42283,638685.23,6464937.35,357.9,-0.68,-1.53,638685.68,6464939.17,62.3
47250,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:44 AM,42284,638685.22,6464937.72,358.1,-3.26,-1.03,638685.68,6464939.17,62.3
47251,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:45 AM,42285,638685.5,6464937.92,357.4,-2.43,1.31,638685.68,6464939.17,62.3
47252,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:46 AM,42286,638685.6,6464937.92,357.3,-0.46,2.73,638685.68,6464939.17,62.3
47253,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:47 AM,42287,638685.69,6464938.11,357.5,-2.74,3.21,638685.68,6464939.17,62.3
47254,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:48 AM,42288,638685.77,6464938.67,357,-4.14,2.43,638685.68,6464939.17,62.3
47255,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:49 AM,42289,638685.86,6464938.86,356.4,-1.34,0.27,638685.68,6464939.17,62.3
47256,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:50 AM,42290,638685.66,6464939.04,356.5,-0.11,-1.78,638686.11,6464942.80,61.9
47257,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:51 AM,42291,638685.44,6464939.59,357.4,-2.2,-1.86,638686.11,6464942.80,61.9
47258,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:52 AM,42292,638685.53,6464939.96,357.5,-1.82,0.51,638686.11,6464942.80,61.9
47259,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:53 AM,42293,638685.62,6464940.15,357.2,-0.64,3.38,638685.44,6464943.95,61.2
47260,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:54 AM,42294,638685.6,6464940.71,357.5,-3.27,4.41,638685.44,6464943.95,61.2
47261,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:55 AM,42295,638685.39,6464941.07,357.5,-3.83,2.78,638685.44,6464943.95,61.2
47262,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:56 AM,42296,638685.29,6464941.25,357.9,-0.99,0.64,638685.44,6464943.95,61.2
47263,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:57 AM,42297,638685.17,6464941.81,358.7,-0.49,-0.77,638685.44,6464943.95,61.2
47264,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:58 AM,42298,638685.24,6464942.55,359.2,-2.13,-1.2,638685.44,6464943.95,61.2
47265,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:44:59 AM,42299,638685.04,6464942.73,0,-0.37,-0.85,638685.44,6464943.95,61.2
47266,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:00 AM,42300,638684.84,6464942.72,0.1,-0.61,0.8,638685.44,6464943.95,61.2
47267,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:01 AM,42301,638684.73,6464943.28,359.9,-4.76,2.93,638685.78,6464946.96,60.9
47268,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:02 AM,42302,638684.72,6464943.46,0.6,-3.57,4.17,638685.78,6464946.96,60.9
47269,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:03 AM,42303,638684.82,6464943.47,0.5,1.02,3.73,638685.78,6464946.96,60.9
47270,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:04 AM,42304,638684.8,6464944.02,0.8,-1.23,1.84,638685.85,6464949.55,61.4
47271,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:05 AM,42305,638684.68,6464944.76,1.5,-3.59,-0.94,638685.85,6464949.55,61.4
47272,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:06 AM,42306,638684.48,6464944.75,2,-0.31,-2.52,638685.85,6464949.55,61.4
47273,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:07 AM,42307,638684.47,6464944.94,2.3,-0.16,-0.77,638685.85,6464949.55,61.4
47274,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:08 AM,42308,638684.75,6464945.51,1.8,-3.62,2.92,638685.85,6464949.55,61.4
47275,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:09 AM,42309,638684.94,6464945.7,1.9,-3.25,5.27,638685.85,6464949.55,61.4
47276,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:10 AM,42310,638684.92,6464946.07,2.3,-0.68,3.96,638685.85,6464949.55,61.4
47277,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:11 AM,42311,638684.52,6464946.43,2.3,-0.15,0.32,638685.97,6464954.17,60.6
47278,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:12 AM,42312,638684.1,6464947.16,2.4,-1.97,-2.29,638685.97,6464954.17,60.6
47279,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:13 AM,42313,638684.19,6464947.34,2.1,-1.82,-1.2,638685.97,6464954.17,60.6
47280,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:14 AM,42314,638684.58,6464947.54,1.3,-0.94,2.42,638686.00,6464955.42,59.8
47281,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:15 AM,42315,638684.86,6464947.74,1.1,-1.4,4.91,638686.00,6464955.42,59.8
47282,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:16 AM,42316,638684.85,6464948.11,1,-2.43,3.93,638686.00,6464955.42,59.8
47283,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:17 AM,42317,638684.54,6464948.47,1.2,-2.54,0.88,638686.11,6464957.41,59.8
47284,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:18 AM,42318,638684.34,6464948.65,1.2,-0.9,-1.28,638686.11,6464957.41,59.8
47285,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:19 AM,42319,638684.44,6464948.65,1,-0.27,-0.68,638686.11,6464957.41,59.8
47286,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:20 AM,42320,638684.62,6464949.03,0.8,-3.13,1.44,638686.06,6464958.28,59.2
47287,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:21 AM,42321,638684.81,6464949.22,0.4,-2.8,3.19,638686.06,6464958.28,59.2
47288,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:22 AM,42322,638684.82,6464949.04,0.3,0.63,3.33,638686.06,6464958.28,59.2
47289,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:23 AM,42323,638684.91,6464949.23,0.4,-1.6,2.25,638686.06,6464958.28,59.2
47290,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:24 AM,42324,638684.79,6464949.78,0.6,-4.15,0.35,638686.06,6464958.28,59.2
47291,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:25 AM,42325,638684.6,6464949.59,0.9,-0.06,-0.8,638686.06,6464958.28,59.2
47292,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:26 AM,42326,638684.61,6464949.4,0.7,1.36,-0.06,638686.06,6464958.28,59.2
47293,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:27 AM,42327,638684.51,6464949.58,1,-3.49,1.69,638686.06,6464958.28,59.2
47294,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:28 AM,42328,638684.6,6464949.59,1.2,-3.14,3.3,638685.77,6464963.78,57.8
47295,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:29 AM,42329,638684.82,6464949.04,0.7,0.32,4.23,638685.77,6464963.78,57.8
47296,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:30 AM,42330,638685.01,6464949.23,0.5,-2.14,3.03,638685.77,6464963.78,57.8
47297,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:31 AM,42331,638684.9,6464949.6,0.9,-4.99,0.11,638686.25,6464965.31,58
47298,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:32 AM,42332,638684.81,6464949.41,1,-0.7,-1.75,638686.25,6464965.31,58
47299,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:33 AM,42333,638684.62,6464949.22,1.2,2.27,-1.93,638686.25,6464965.31,58
47300,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:34 AM,42334,638684.41,6464949.39,1.9,-2.53,0.28,638686.25,6464965.31,58
47301,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:35 AM,42335,638684.51,6464949.4,1.7,-4.24,3.94,638686.25,6464965.31,58
47302,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:36 AM,42336,638684.82,6464949.04,1.3,-0.8,6.38,638686.25,6464965.31,58
47303,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:37 AM,42337,638684.92,6464948.86,1.5,-0.97,5.3,638686.25,6464965.31,58
47304,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:38 AM,42338,638684.72,6464949.03,2.1,-2.64,1.14,638686.25,6464965.31,58
47305,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:39 AM,42339,638684.43,6464948.84,2.5,-1.66,-2.72,638685.58,6464969.28,57.4
47306,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:40 AM,42340,638684.44,6464948.65,3.1,-0.63,-2.77,638685.58,6464969.28,57.4
47307,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:41 AM,42341,638684.73,6464948.85,2.8,-2.89,0.65,638685.58,6464969.28,57.4
47308,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:42 AM,42342,638685.02,6464948.86,2.8,-2.65,4.33,638685.45,6464970.96,56.5
47309,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:43 AM,42343,638684.94,6464948.48,3.9,0.54,4.58,638685.45,6464970.96,56.5
47310,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:44 AM,42344,638684.45,6464948.28,4.6,-0.35,1.85,638685.45,6464970.96,56.5
47311,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:45 AM,42345,638683.77,6464948.26,4.8,-2.58,-1.1,638685.45,6464970.96,56.5
47312,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:46 AM,42346,638683.58,6464948.07,5.1,-2.27,-0.34,638685.45,6464970.96,56.5
47313,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:47 AM,42347,638684.27,6464947.9,5,-2.34,4.3,638685.45,6464970.96,56.5
47314,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:48 AM,42348,638685.24,6464948.12,4.7,-2.59,7.31,638685.45,6464970.96,56.5
47315,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:49 AM,42349,638685.34,6464948.13,5.1,-0.49,4.17,638685.45,6464970.96,56.5
47316,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:50 AM,42350,638684.65,6464948.29,6.5,1.26,-3.07,638685.72,6464975.47,58
47317,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:51 AM,42351,638683.86,6464948.45,7.7,-1.25,-6.72,638685.72,6464975.47,58
47318,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:52 AM,42352,638683.67,6464948.44,7.9,-3.46,-3.18,638685.72,6464975.47,58
47319,2023_EYKT_Dive_21,27_0,27,0,8/20/2023,232,11:45:53 AM,42353,638684.07,6464948.08,7,-1.79,4.34,638683.55,6464976.11,56.4
