Order,Event_ID,Trans,Tran,Dir,Date,J_day,ALDT,Sec,Vessel_x,Vessel_y,Vessel_heading,Vessel_Pitch,Vessel_Roll,x,y,z
1,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:21 AM,27321,634749.86,6489135.16,282.1,-0.19,6.09,634756.72,6489102.00,83.4
2,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:22 AM,27322,634750.06,6489134.8,282.4,-0.48,3.95,634756.72,6489102.00,83.4
3,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:23 AM,27323,634749.98,6489134.42,282,-2.92,-0.49,634756.72,6489102.00,83.4
4,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:24 AM,27324,634749.89,6489134.05,281.6,-3.24,-2.61,634754.34,6489101.92,84.1
5,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:25 AM,27325,634750,6489133.87,281.1,-0.43,-1.45,634754.34,6489101.92,84.1
6,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:26 AM,27326,634749.99,6489134.05,281.1,0.32,1.72,634754.34,6489101.92,84.1
7,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:27 AM,27327,634749.7,6489134.04,281.7,-2.61,4.91,634752.15,6489103.64,84.2
8,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:28 AM,27328,634749.31,6489134.03,281.2,-3.54,4.88,634752.15,6489103.64,84.2
9,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:29 AM,27329,634749.24,6489133.28,280.5,0.36,1.2,634752.15,6489103.64,84.2
10,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:30 AM,27330,634749.27,6489132.54,280.7,3.27,-2.57,634752.15,6489103.64,84.2
11,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:31 AM,27331,634749.37,6489132.36,281.6,0.1,-1.38,634752.15,6489103.64,84.2
12,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:32 AM,27332,634749.64,6489132.93,281,-4.78,3.96,634750.80,6489104.50,84.3
13,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:33 AM,27333,634749.92,6489133.31,279.4,-5.26,6.35,634750.80,6489104.50,84.3
14,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:34 AM,27334,634750.03,6489132.94,278.5,-2.81,3.06,634750.80,6489104.50,84.3
15,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:35 AM,27335,634749.66,6489132.37,277.7,-2.96,-1.85,634748.91,6489105.34,84
16,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:36 AM,27336,634749.1,6489131.79,277.2,-2.95,-4.1,634748.91,6489105.34,84
17,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:37 AM,27337,634748.81,6489131.78,276.8,0.18,-2.16,634748.91,6489105.34,84
18,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:38 AM,27338,634748.8,6489131.97,276.2,1.68,2.48,634749.12,6489105.91,83
19,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:39 AM,27339,634748.79,6489132.16,276,-0.9,6.11,634749.12,6489105.91,83
20,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:40 AM,27340,634748.99,6489131.98,275.9,-3.32,5.8,634749.12,6489105.91,83
21,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:41 AM,27341,634749.39,6489131.8,275.6,-2.68,2.1,634748.86,6489107.72,85
22,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:42 AM,27342,634749.7,6489131.26,274.9,-3.02,-2.39,634748.86,6489107.72,85
23,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:43 AM,27343,634749.52,6489130.88,273.9,-5.29,-4.66,634748.86,6489107.72,85
24,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:44 AM,27344,634749.43,6489130.69,273.5,-3.91,-2.69,634749.95,6489108.78,83.4
25,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:45 AM,27345,634749.62,6489130.88,272.7,0.65,2.89,634749.95,6489108.78,83.4
26,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:46 AM,27346,634749.8,6489131.26,271.5,0.96,6.64,634749.95,6489108.78,83.4
27,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:47 AM,27347,634749.61,6489131.07,271.4,-3.72,5.25,634748.62,6489111.76,84.2
28,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:48 AM,27348,634749.63,6489130.33,271.6,-4.65,0.5,634748.62,6489111.76,84.2
29,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:49 AM,27349,634750.04,6489129.78,271.8,-0.93,-3.71,634748.62,6489111.76,84.2
30,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:50 AM,27350,634750.05,6489129.6,271.7,-1.81,-3.55,634750.07,6489112.47,83.6
31,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:51 AM,27351,634749.65,6489129.77,272.2,-4.67,0.82,634750.07,6489112.47,83.6
32,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:52 AM,27352,634749.84,6489129.96,272.4,-1.61,4.86,634750.07,6489112.47,83.6
33,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:53 AM,27353,634750.14,6489129.79,273.3,1.85,4.66,634748.42,6489114.17,84.4
34,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:54 AM,27354,634750.26,6489129.23,274,-1.79,1.21,634748.42,6489114.17,84.4
35,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:55 AM,27355,634750.17,6489128.86,274.7,-6.18,-1.42,634748.42,6489114.17,84.4
36,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:56 AM,27356,634750.38,6489128.5,274.9,-3.67,-2.53,634748.42,6489114.17,84.4
37,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:57 AM,27357,634750.68,6489128.32,274.8,0.33,-1.53,634748.42,6489114.17,84.4
38,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:58 AM,27358,634750.49,6489128.13,276.2,-1.49,1.31,634749.50,6489115.40,83.7
39,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:35:59 AM,27359,634750.3,6489127.94,278.4,-3.82,4.61,634749.50,6489115.40,83.7
40,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:00 AM,27360,634750.38,6489128.31,280.1,-1.92,6.16,634749.50,6489115.40,83.7
41,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:01 AM,27361,634750.3,6489127.94,281.2,-1.12,3.39,634747.43,6489116.95,84.4
42,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:02 AM,27362,634749.94,6489126.99,282.6,-2.01,-2.08,634747.43,6489116.95,84.4
43,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:03 AM,27363,634749.87,6489126.25,284.1,-0.5,-4.69,634747.43,6489116.95,84.4
44,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:04 AM,27364,634749.98,6489125.88,286.4,0.34,-1.89,634748.68,6489116.89,83.1
45,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:05 AM,27365,634749.98,6489126.07,289,-2.91,4.19,634748.68,6489116.89,83.1
46,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:06 AM,27366,634750.16,6489126.44,290.2,-4.32,8.99,634748.68,6489116.89,83.1
47,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:07 AM,27367,634750.45,6489126.27,291.3,-1.15,8.27,634747.02,6489118.76,84.8
48,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:08 AM,27368,634750.2,6489125.15,293.1,0.57,1,634747.02,6489118.76,84.8
49,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:09 AM,27369,634749.46,6489124.19,295.4,-2.74,-6.4,634747.02,6489118.76,84.8
50,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:10 AM,27370,634749.18,6489123.81,296.9,-3.72,-4.47,634748.56,6489118.44,83.1
51,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:11 AM,27371,634749.56,6489124.01,298.6,-0.32,3.02,634748.56,6489118.44,83.1
52,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:12 AM,27372,634749.84,6489124.39,299.7,0.43,9.08,634748.56,6489118.44,83.1
53,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:13 AM,27373,634749.55,6489124.38,301.3,-2.38,8.29,634747.16,6489121.85,84.3
54,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:14 AM,27374,634749.28,6489123.63,302.9,-1.24,2.27,634747.16,6489121.85,84.3
55,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:15 AM,27375,634749.03,6489122.51,305.3,1.54,-4.91,634747.16,6489121.85,84.3
56,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:16 AM,27376,634748.95,6489122.13,306.8,-1.69,-4.33,634747.95,6489121.87,83.5
57,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:17 AM,27377,634749.13,6489122.51,306.6,-4.87,2.06,634747.95,6489121.87,83.5
58,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:18 AM,27378,634749.41,6489122.7,306.3,-2,6.54,634747.95,6489121.87,83.5
59,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:19 AM,27379,634749.04,6489122.13,307,0.15,5.08,634746.37,6489124.03,84
60,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:20 AM,27380,634748.19,6489121.55,308.6,0.19,0.46,634746.37,6489124.03,84
61,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:21 AM,27381,634748.01,6489120.98,310.5,1.55,-1.48,634746.37,6489124.03,84
62,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:22 AM,27382,634748.41,6489120.81,311.9,0.65,0.52,634746.37,6489124.03,84
63,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:23 AM,27383,634748.7,6489120.82,313,-3.18,3.37,634746.37,6489124.03,84
64,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:24 AM,27384,634748.89,6489120.83,313,-4.32,4.24,634747.01,6489125.26,84.5
65,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:25 AM,27385,634748.91,6489120.27,313.6,-0.22,2.76,634747.01,6489125.26,84.5
66,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:26 AM,27386,634748.54,6489119.7,315.7,1.71,-1.29,634747.01,6489125.26,84.5
67,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:27 AM,27387,634747.88,6489119.31,316.9,-3.48,-2.4,634747.59,6489126.34,83.4
68,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:28 AM,27388,634747.68,6489119.49,316.3,-4.86,1.43,634747.59,6489126.34,83.4
69,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:29 AM,27389,634748.07,6489119.32,317,2.05,5.29,634747.59,6489126.34,83.4
70,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:30 AM,27390,634748.08,6489119.13,319.8,4.94,5.79,634747.59,6489126.34,83.4
71,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:31 AM,27391,634747.7,6489118.93,321.6,-1.46,3.28,634747.59,6489126.34,83.4
72,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:32 AM,27392,634747.41,6489118.74,321.7,-5.75,-0.11,634747.59,6489126.34,83.4
73,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:33 AM,27393,634747.44,6489117.99,322.7,-1.06,-2.92,634747.59,6489126.34,83.4
74,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:34 AM,27394,634747.26,6489117.62,324.4,1.47,-2.47,634747.59,6489126.34,83.4
75,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:35 AM,27395,634747.05,6489117.79,325.1,-1.13,1.15,634747.64,6489129.31,83.4
76,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:36 AM,27396,634746.77,6489117.6,326.1,-1.16,4.22,634747.64,6489129.31,83.4
77,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:37 AM,27397,634746.78,6489117.23,327.3,0.16,5.85,634747.64,6489129.31,83.4
78,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:38 AM,27398,634746.98,6489117.23,327.9,-1.04,6.44,634746.87,6489131.19,83.9
79,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:39 AM,27399,634747.27,6489117.24,328.8,-1.37,4.94,634746.87,6489131.19,83.9
80,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:40 AM,27400,634747.09,6489116.87,330.3,0.29,-0.09,634746.87,6489131.19,83.9
81,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:41 AM,27401,634746.71,6489116.48,331.1,-0.46,-4.52,634747.29,6489131.59,84.5
82,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:42 AM,27402,634746.34,6489116.1,331.7,-0.87,-3.83,634747.29,6489131.59,84.5
83,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:43 AM,27403,634746.35,6489115.73,332.5,-0.25,1.01,634747.29,6489131.59,84.5
84,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:44 AM,27404,634746.54,6489115.73,333.2,-1.4,7.09,634747.16,6489131.42,82.9
85,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:45 AM,27405,634746.82,6489116.12,333.6,-2.51,10.47,634747.16,6489131.42,82.9
86,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:46 AM,27406,634746.72,6489116.11,333.5,-1.41,8.54,634747.16,6489131.42,82.9
87,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:47 AM,27407,634745.85,6489116.08,334.8,0.43,0.64,634747.16,6489131.42,82.9
88,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:48 AM,27408,634744.8,6489115.67,336.8,0.57,-7.11,634747.16,6489131.42,82.9
89,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:49 AM,27409,634744.7,6489115.67,338,-0.34,-3.86,634747.16,6489131.42,82.9
90,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:50 AM,27410,634745.46,6489116.07,338.7,-1.31,4.78,634747.16,6489131.42,82.9
91,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:51 AM,27411,634746.04,6489116.27,338.7,-2.31,10.15,634747.08,6489135.08,84.6
92,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:52 AM,27412,634745.56,6489116.07,339,-1.67,6.69,634747.08,6489135.08,84.6
93,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:53 AM,27413,634744.51,6489115.48,340.3,0.28,-0.85,634747.08,6489135.08,84.6
94,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:54 AM,27414,634744.03,6489115.46,341,0.52,-4.35,634747.08,6489135.08,84.6
95,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:55 AM,27415,634744.31,6489115.66,342.2,-1.33,-1.22,634747.08,6489135.08,84.6
96,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:56 AM,27416,634744.87,6489116.23,342.4,-3.82,4.19,634747.08,6489135.08,84.6
97,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:57 AM,27417,634744.96,6489116.42,342.2,-2.53,5.61,634747.08,6489135.08,84.6
98,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:58 AM,27418,634743.99,6489116.39,342.8,1.12,1.54,634747.08,6489135.08,84.6
99,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:36:59 AM,27419,634742.73,6489116.35,343.9,0.34,-3.58,634747.08,6489135.08,84.6
100,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:00 AM,27420,634742.33,6489116.7,344.5,-3.35,-1.48,634747.08,6489135.08,84.6
101,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:01 AM,27421,634743,6489117.1,344.2,-2.31,5.51,634747.08,6489135.08,84.6
102,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:02 AM,27422,634743.86,6489117.31,344.6,0.9,9.5,634747.08,6489135.08,84.6
103,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:03 AM,27423,634743.66,6489117.49,345.9,0.74,6.31,634747.08,6489135.08,84.6
104,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:04 AM,27424,634742.79,6489117.46,347.5,-2.3,-2.16,634748.41,6489139.48,85
105,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:05 AM,27425,634742.01,6489117.62,347.7,-4.85,-7.18,634748.41,6489139.48,85
106,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:06 AM,27426,634741.89,6489118.17,347,-3.01,-4.37,634748.41,6489139.48,85
107,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:07 AM,27427,634742.07,6489118.55,347.3,2.28,1.3,634746.20,6489137.41,85.1
108,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:08 AM,27428,634741.86,6489119.1,349.4,3.52,5.06,634746.20,6489137.41,85.1
109,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:09 AM,27429,634741.07,6489119.45,351.2,-0.46,4.91,634746.20,6489137.41,85.1
110,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:10 AM,27430,634740.58,6489119.61,351.9,-3.63,3.08,634746.20,6489137.41,85.1
111,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:11 AM,27431,634740.67,6489119.8,352.4,-3.44,2.36,634746.20,6489137.41,85.1
112,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:12 AM,27432,634741.04,6489120.37,352.6,-1.62,1.73,634746.20,6489137.41,85.1
113,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:13 AM,27433,634740.83,6489120.92,353.7,0.29,-0.65,634746.20,6489137.41,85.1
114,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:14 AM,27434,634740.22,6489121.46,355.5,0.87,-3.42,634746.20,6489137.41,85.1
115,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:15 AM,27435,634739.82,6489121.82,356.6,-0.35,-2.14,634746.20,6489137.41,85.1
116,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:16 AM,27436,634739.91,6489122.19,357.1,-1.27,2.37,634746.20,6489137.41,85.1
117,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:17 AM,27437,634740.1,6489122.2,357.7,-0.87,5.88,634746.41,6489144.14,84
118,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:18 AM,27438,634739.8,6489122.37,358.7,-0.15,5.04,634746.41,6489144.14,84
119,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:19 AM,27439,634739.22,6489122.54,359.1,-2.16,0.9,634746.41,6489144.14,84
120,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:20 AM,27440,634738.71,6489123.08,359.3,-4.36,-2.15,634746.41,6489144.14,84
121,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:21 AM,27441,634738.7,6489123.45,359.4,-2.02,-1.66,634747.63,6489146.22,84.2
122,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:22 AM,27442,634738.88,6489123.83,0.1,1.55,1.08,634747.63,6489146.22,84.2
123,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:23 AM,27443,634739.05,6489124.39,1,1.16,3.52,634747.63,6489146.22,84.2
124,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:24 AM,27444,634738.94,6489124.94,2.5,-0.97,3.99,634748.29,6489147.40,84.3
125,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:25 AM,27445,634738.64,6489125.12,2.8,-2.58,2.3,634748.29,6489147.40,84.3
126,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:26 AM,27446,634738.14,6489125.47,2.6,-1.46,-0.85,634748.29,6489147.40,84.3
127,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:27 AM,27447,634737.56,6489125.45,3.5,1.39,-2.66,634748.29,6489147.40,84.3
128,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:28 AM,27448,634737.46,6489125.64,4.2,-0.36,-0.2,634748.29,6489147.40,84.3
129,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:29 AM,27449,634737.93,6489126.02,3.8,-3.9,5.28,634748.29,6489147.40,84.3
130,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:30 AM,27450,634738.41,6489126.23,3,-2.84,8.13,634748.29,6489147.40,84.3
131,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:31 AM,27451,634738.69,6489126.61,2.9,-0.33,6.07,634748.29,6489147.40,84.3
132,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:32 AM,27452,634738.67,6489127.16,3.6,-0.12,1.08,634749.50,6489150.16,85.1
133,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:33 AM,27453,634738.45,6489127.71,3.2,-1.15,-4.84,634749.50,6489150.16,85.1
134,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:34 AM,27454,634738.34,6489128.08,3,-1.03,-6,634749.50,6489150.16,85.1
135,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:35 AM,27455,634738.33,6489128.45,2.5,-1.08,-2.38,634747.74,6489149.97,83.3
136,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:36 AM,27456,634738.31,6489129.01,1.6,-2.19,3.09,634747.74,6489149.97,83.3
137,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:37 AM,27457,634738.31,6489129.19,0.2,-2.12,7.36,634747.74,6489149.97,83.3
138,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:38 AM,27458,634738.38,6489129.75,358.2,-1.93,8.15,634657.45,6489141.46,45.1
139,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:39 AM,27459,634738.37,6489130.12,356.4,-2.39,5.67,634657.45,6489141.46,45.1
140,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:40 AM,27460,634738.93,6489130.7,355.3,-2.83,3,634657.45,6489141.46,45.1
141,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:41 AM,27461,634739.69,6489131.28,354.2,-2.57,1,634748.93,6489151.65,85.7
142,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:42 AM,27462,634739.77,6489131.84,353.7,-1.67,-3.08,634748.93,6489151.65,85.7
143,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:43 AM,27463,634739.47,6489132.21,353.6,-2.64,-5.66,634748.93,6489151.65,85.7
144,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:44 AM,27464,634739.55,6489132.58,353,-3.46,-1.28,634748.93,6489151.65,85.7
145,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:45 AM,27465,634739.83,6489132.96,351.4,-1.94,4.66,634748.93,6489151.65,85.7
146,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:46 AM,27466,634739.43,6489133.32,350.6,-1.95,6.27,634748.93,6489151.65,85.7
147,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:47 AM,27467,634738.83,6489133.67,350.3,-3.43,3.92,634748.93,6489151.65,85.7
148,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:48 AM,27468,634738.63,6489133.85,350.3,-2.59,1.46,634748.93,6489151.65,85.7
149,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:49 AM,27469,634738.81,6489134.23,350.5,-1.54,0.74,634748.73,6489153.70,84.5
150,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:50 AM,27470,634739.08,6489134.79,349.9,-3.67,0.66,634748.73,6489153.70,84.5
151,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:51 AM,27471,634738.98,6489135.16,349.7,-3.21,-0.08,634748.73,6489153.70,84.5
152,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:52 AM,27472,634738.58,6489135.33,350.6,-0.7,-1.06,634748.73,6489153.70,84.5
153,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:53 AM,27473,634738.46,6489135.89,351.2,-2.79,1.34,634748.73,6489153.70,84.5
154,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:54 AM,27474,634738.73,6489136.64,351.5,-4.44,4.87,634748.73,6489153.70,84.5
155,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:55 AM,27475,634738.61,6489137.19,352.4,-2.51,4.8,634748.73,6489153.70,84.5
156,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:56 AM,27476,634737.72,6489137.72,353.4,-1.38,0.8,634748.73,6489153.70,84.5
157,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:57 AM,27477,634736.83,6489138.24,355,-1.45,-2.83,634748.73,6489153.70,84.5
158,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:58 AM,27478,634736.62,6489138.79,355.9,-1.46,-1.99,634748.73,6489153.70,84.5
159,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:37:59 AM,27479,634736.51,6489138.98,357.3,-1.49,1.4,634748.73,6489153.70,84.5
160,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:00 AM,27480,634736.31,6489139.34,359,-2.29,3.49,634748.73,6489153.70,84.5
161,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:01 AM,27481,634735.81,6489139.69,0.1,-2.46,3.37,634747.51,6489159.38,83.8
162,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:02 AM,27482,634735.32,6489139.86,0.9,-2.17,2.37,634747.51,6489159.38,83.8
163,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:03 AM,27483,634735.3,6489140.23,1.6,-3.3,2.54,634747.51,6489159.38,83.8
164,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:04 AM,27484,634735.67,6489140.99,1.8,-4.55,2.89,634747.51,6489159.38,83.8
165,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:05 AM,27485,634735.55,6489141.54,2.5,-2.18,1.56,634747.51,6489159.38,83.8
166,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:06 AM,27486,634735.25,6489141.9,4.4,1.82,-0.96,634747.51,6489159.38,83.8
