Filename,Frame,Time (HMS),Time (AKST),Seconds,Period,Period time (HMS),Image row,Image col,OpCode,Tape Reader,Depth,Comment,Year,Dive No,Transect No,User Def. 4,User Def. 5,User Def. 6,User Def. 7,User Def. 8,Family,Genus,Species,Code,Number,Stage,Activity,Start/End,Comments,Event Time HH:MM:SS
SL_2016CSEO_Dive_73_12-17-31.000.avi,3098,20:19:29,12:19:29,44369,,,547,777,QC,Asia,0,,2016,73,1,,,,,,Bad,resting on bottom,BRB,BRB,,AD,Passing,,,
SL_2016CSEO_Dive_73_12-17-31.000.avi,3823,20:19:53,12:19:53,44393,,,551,799,QC,Asia,0,,2016,73,1,,,,,,Good,Good Going Forward,GGF,GGF,2,AD,Passing,,,
SL_2016CSEO_Dive_73_12-17-31.000.avi,8481,20:22:29,12:22:29,44549,,,542,798,QC,Asia,0,,2016,73,1,,,,,,Bad,loitering in same area,BLA,BLA,,AD,Passing,,ROV being tugged,
SL_2016CSEO_Dive_73_12-17-31.000.avi,8765,20:22:38,12:22:38,44558,,,536,749,QC,Asia,0,,2016,73,1,,,,,,Good,Good Going Forward,GGF,GGF,3,AD,Passing,,,
SL_2016CSEO_Dive_73_12-17-31.000.avi,13201,20:25:06,12:25:06,44706,,,696,884,QC,Asia,0,,2016,73,1,,,,,,Bad,loitering in same area,BLA,BLA,,AD,Passing,,,
SL_2016CSEO_Dive_73_12-17-31.000.avi,13363,20:25:11,12:25:11,44711,,,603,786,QC,Asia,0,,2016,73,1,,,,,,Good,Good Going Forward,GGF,GGF,4,AD,Passing,,,
SL_2016CSEO_Dive_73_12-17-31.000.avi,26392,20:32:26,12:32:26,45146,,,551,799,QC,Asia,0,,2016,73,1,,,,,,Bad,loitering in same area,BLA,BLA,,AD,Passing,,,
SL_2016CSEO_Dive_73_12-17-31.000.avi,26821,20:32:40,12:32:40,45160,,,551,799,QC,Asia,0,,2016,73,1,,,,,,Good,Good Going Forward,GGF,GGF,5,AD,Passing,,,
SL_2016CSEO_Dive_73_12-17-31.000.avi,33500,20:36:23,12:36:23,45383,,,551,799,QC,Asia,0,,2016,73,1,,,,,,Bad,repositioned,BRP,BRP,,AD,Passing,stuck on rock,,
SL_2016CSEO_Dive_73_12-17-31.000.avi,33840,20:36:34,12:36:34,45394,,,551,804,QC,Asia,0,,2016,73,1,,,,,,Good,Good Going Forward,GGF,GGF,6,AD,Passing,,,
SL_2016CSEO_Dive_73_12-17-31.000.avi,36581,20:38:05,12:38:05,45485,,,551,799,QC,Asia,0,,2016,73,1,,,,,,Bad,loitering in same area,BLA,BLA,,AD,Passing,,ROV being tugged,
SL_2016CSEO_Dive_73_12-17-31.000.avi,36890,20:38:16,12:38:16,45496,,,556,794,QC,Asia,0,,2016,73,1,,,,,,Good,Good Going Forward,GGF,GGF,7,AD,Passing,,,
SL_2016CSEO_Dive_73_12-17-31.000.avi,37590,20:38:39,12:38:39,45519,,,554,791,QC,Asia,0,,2016,73,1,,,,,,Bad,loitering in same area,BLA,BLA,,AD,Passing,,ROV being tugged,
SL_2016CSEO_Dive_73_12-17-31.000.avi,37930,20:38:50,12:38:50,45530,,,551,799,QC,Asia,0,,2016,73,1,,,,,,Bad,resting on bottom,BRB,BRB,,AD,Passing,,waiting for clump,
SL_2016CSEO_Dive_73_12-17-31.000.avi,38961,20:39:25,12:39:25,45565,,,551,798,QC,Asia,0,,2016,73,1,,,,,,Good,Good Going Forward,GGF,GGF,8,AD,Passing,,,
SL_2016CSEO_Dive_73_12-17-31.000.avi,47484,20:44:09,12:44:09,45849,,,551,799,QC,Asia,0,,2016,73,1,,,,,,Good,Good Going Forward,GGF,GGF,8,AD,Passing,End,ended 350m early,
SL_2016CSEO_Dive_74_14-35-46.000.avi,130,22:36:08,14:36:08,52568,,,620,832,QC,Asia,0,,2016,74,1,,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,Start,,
SL_2016CSEO_Dive_74_14-35-46.000.avi,1095,22:36:40,14:36:40,52600,,,551,799,QC,Asia,0,,2016,74,1,,,,,,Good,resting on bottom with close-up image,GRBC,GRBC,1,AD,Passing,,close-up on belly cam,
SL_2016CSEO_Dive_74_14-35-46.000.avi,1372,22:36:50,14:36:50,52610,,,568,750,QC,Asia,0,,2016,74,1,,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2016CSEO_Dive_74_14-35-46.000.avi,14799,22:44:17,14:44:17,53057,,,549,808,QC,Asia,0,,2016,74,1,,,,,,Bad,loitering in same area,BLA,BLA,,AD,Passing,,,
SL_2016CSEO_Dive_74_14-35-46.000.avi,14962,22:44:23,14:44:23,53063,,,551,799,QC,Asia,0,,2016,74,1,,,,,,Good,Good Going Forward,GGF,GGF,2,AD,Passing,,,
SL_2016CSEO_Dive_74_14-35-46.000.avi,32256,22:53:59,14:53:59,53639,,,179,652,QC,Asia,0,,2016,74,1,,,,,,Bad,loitering in same area,BLA,BLA,,AD,Passing,,,
SL_2016CSEO_Dive_74_14-35-46.000.avi,32445,22:54:05,14:54:05,53645,,,536,694,QC,Asia,0,,2016,74,1,,,,,,Good,Good Going Forward,GGF,GGF,3,AD,Passing,,,
SL_2016CSEO_Dive_74_14-35-46.000.avi,40417,22:58:31,14:58:31,53911,,,551,799,QC,Asia,0,,2016,74,1,,,,,,Bad,loitering in same area,BLA,BLA,,AD,Passing,,,
SL_2016CSEO_Dive_74_14-35-46.000.avi,40603,22:58:37,14:58:37,53917,,,733,960,QC,Asia,0,,2016,74,1,,,,,,Good,Good Going Forward,GGF,GGF,4,AD,Passing,,,
SL_2016CSEO_Dive_74_14-35-46.000.avi,62836,23:10:59,15:10:59,54659,,,650,826,QC,Asia,0,,2016,74,1,,,,,,Good,Good Going Forward,GGF,GGF,4,AD,Passing,End,,
SL_2016CSEO_Dive_75_16-23-09.000.avi,1281,0:24:08,16:24:08,59048,,,546,888,QC,Asia,0,,2016,75,1,,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,Start,,
SL_2016CSEO_Dive_75_16-23-09.000.avi,22522,0:35:56,16:35:56,59756,,,649,816,QC,Asia,0,,2016,75,1,,,,,,Good,resting on bottom with close-up image,GRBC,GRBC,1,AD,Passing,,fish under rock,
SL_2016CSEO_Dive_75_16-23-09.000.avi,22713,0:36:02,16:36:02,59762,,,551,940,QC,Asia,0,,2016,75,1,,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2016CSEO_Dive_75_16-23-09.000.avi,44727,0:48:16,16:48:16,60496,,,560,841,QC,Asia,0,,2016,75,1,,,,,,Good,resting on bottom with close-up image,GRBC,GRBC,1,AD,Passing,,blue plastic?,
SL_2016CSEO_Dive_75_16-23-09.000.avi,44913,0:48:22,16:48:22,60502,,,605,875,QC,Asia,0,,2016,75,1,,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2016CSEO_Dive_75_16-23-09.000.avi,55996,0:54:32,16:54:31,60871,,,434,768,QC,Asia,0,,2016,75,1,,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,End,,
SL_2016CSEO_Dive_76_17-52-23.000.avi,445,1:52:54,17:52:54,64374,,,549,795,QC,Asia,0,,2016,76,1,,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,Start,,
SL_2016CSEO_Dive_76_17-52-23.000.avi,35253,2:12:14,18:12:14,65534,,,546,789,QC,Asia,0,,2016,76,1,,,,,,Bad,loitering in same area,BLA,BLA,,AD,Passing,,,
SL_2016CSEO_Dive_76_17-52-23.000.avi,35783,2:12:32,18:12:32,65552,,,552,771,QC,Asia,0,,2016,76,1,,,,,,Good,Good Going Forward,GGF,GGF,2,AD,Passing,,,
SL_2016CSEO_Dive_76_17-52-23.000.avi,47887,2:19:15,18:19:15,65955,,,535,802,QC,Asia,0,,2016,76,1,,,,,,Good,Good Going Forward,GGF,GGF,2,AD,Passing,End,,
SL_2016CSEO_Dive_77_08-10-26.000.avi,70,16:11:12,8:11:12,29472,,,551,798,QC,Asia,0,,2016,77,1,,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,Start,,
SL_2016CSEO_Dive_77_08-10-26.000.avi,2726,16:12:41,8:12:41,29561,,,534,789,QC,Asia,0,,2016,77,1,,,,,,Bad,loitering in same area,BLA,BLA,,AD,Passing,,ROV being tugged,
SL_2016CSEO_Dive_77_08-10-26.000.avi,5410,16:14:10,8:14:10,29650,,,709,1019,QC,Asia,0,,2016,77,1,,,,,,Good,Good Going Forward,GGF,GGF,2,AD,Passing,,,
SL_2016CSEO_Dive_77_08-10-26.000.avi,49853,16:38:52,8:38:52,31132,,,551,799,QC,Asia,0,,2016,77,1,,,,,,Bad,loitering in same area,BLA,BLA,,AD,Passing,,ROV being tugged,
SL_2016CSEO_Dive_77_08-10-26.000.avi,51528,16:39:48,8:39:48,31188,,,547,801,QC,Asia,0,,2016,77,1,,,,,,Good,Good Going Forward,GGF,GGF,3,AD,Passing,,,
SL_2016CSEO_Dive_77_08-10-26.000.avi,58723,16:43:47,8:43:47,31427,,,551,799,QC,Asia,0,,2016,77,1,,,,,,Good,Good Going Forward,GGF,GGF,3,AD,Passing,End,,
SL_2016CSEO_Dive_78_10-43-35.000.avi,462,18:44:10,10:44:10,38650,,,640,868,QC,Asia,0,,2016,78,1,,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,Start,,
SL_2016CSEO_Dive_78_10-43-35.000.avi,15243,18:52:23,10:52:23,39143,,,476,790,QC,Asia,0,,2016,78,1,,,,,,Bad,loitering in same area,BLA,BLA,,AD,Passing,,,
SL_2016CSEO_Dive_78_10-43-35.000.avi,15429,18:52:29,10:52:29,39149,,,603,773,QC,Asia,0,,2016,78,1,,,,,,Good,Good Going Forward,GGF,GGF,2,AD,Passing,,,
SL_2016CSEO_Dive_78_10-43-35.000.avi,51710,19:12:39,11:12:39,40359,,,484,786,QC,Asia,0,,2016,78,1,,,,,,Bad,repositioned,BRP,BRP,,AD,Passing,,hit by halibut,
SL_2016CSEO_Dive_78_10-43-35.000.avi,52118,19:12:52,11:12:52,40372,,,551,799,QC,Asia,0,,2016,78,1,,,,,,Good,Good Going Forward,GGF,GGF,3,AD,Passing,,,
SL_2016CSEO_Dive_78_10-43-35.000.avi,63915,19:19:25,11:19:25,40765,,,551,799,QC,Asia,0,,2016,78,1,,,,,,Good,Good Going Forward,GGF,GGF,3,AD,Passing,End,,
