ORDER,DIVE_NO,Event_ID,Seconds,Trans,Tran,Dir,Date,J_day,ALDT,Vessel_x,Vessel_y,Vessel_heading,Vessel_Pitch,Vessel_Roll,x,y,z,Heading,CMG,Alt,Pitch,Roll
1,1,2022_CSEO_Dive_01,33314,20_45,20,45,5/24/2022,144,9:15:14 AM,459221.23,6305185.38,185.2,-3.24,-3.19,459231.81,6305191.52,142,179,214.16,3.84,-28,
2,1,2022_CSEO_Dive_01,33315,20_45,20,45,5/24/2022,144,9:15:15 AM,459221.13,6305185.75,186,-2.86,-0.06,459231.81,6305191.52,142,176,214.16,4.37,-28,
3,1,2022_CSEO_Dive_01,33316,20_45,20,45,5/24/2022,144,9:15:16 AM,459220.32,6305185.76,186.1,-3.59,5.58,459231.81,6305191.52,142,175,214.16,4.66,-27,
4,1,2022_CSEO_Dive_01,33317,20_45,20,45,5/24/2022,144,9:15:17 AM,459220.01,6305185.39,185.8,-3.73,6.56,459231.81,6305191.52,142,173,214.16,4.91,-28,
5,1,2022_CSEO_Dive_01,33318,20_45,20,45,5/24/2022,144,9:15:18 AM,459220.41,6305185.2,185.4,-0.17,1.56,459231.81,6305191.52,142,175,214.16,5.11,-26,
6,1,2022_CSEO_Dive_01,33319,20_45,20,45,5/24/2022,144,9:15:19 AM,459221.12,6305185.01,185.8,1.59,-3.67,459231.45,6305188.3,138.7,175,199.94,5.11,-26,
7,1,2022_CSEO_Dive_01,33320,20_45,20,45,5/24/2022,144,9:15:20 AM,459221.12,6305184.63,185.9,-1.2,-3.51,459231.45,6305188.3,142,186,199.94,4.71,-31,
8,1,2022_CSEO_Dive_01,33321,20_45,20,45,5/24/2022,144,9:15:21 AM,459220.61,6305184.82,185.4,-2.02,1.01,459231.45,6305188.3,142,198,199.94,3.98,-36,
9,1,2022_CSEO_Dive_01,33322,20_45,20,45,5/24/2022,144,9:15:22 AM,459220.21,6305185.01,185.1,-1.11,4.83,459231.01,6305188.16,142,202,206.99,3.27,-41,
10,1,2022_CSEO_Dive_01,33323,20_45,20,45,5/24/2022,144,9:15:23 AM,459220.41,6305185.01,184.8,-2.7,4.22,459231.01,6305188.16,142,202,206.99,2.76,-43,
11,1,2022_CSEO_Dive_01,33324,20_45,20,45,5/24/2022,144,9:15:24 AM,459220.92,6305184.82,184.7,-3.13,1.38,459231.01,6305188.16,142,208,206.99,2.4,-43,
12,1,2022_CSEO_Dive_01,33325,20_45,20,45,5/24/2022,144,9:15:25 AM,459221.12,6305185.01,184.5,-0.24,-0.38,459229.32,6305184.78,142,218,209.09,2.2,-41,
13,1,2022_CSEO_Dive_01,33326,20_45,20,45,5/24/2022,144,9:15:26 AM,459220.92,6305185.19,184.5,0.54,-0.12,459229.32,6305184.78,142,230,209.09,2.11,-41,
14,1,2022_CSEO_Dive_01,33327,20_45,20,45,5/24/2022,144,9:15:27 AM,459220.92,6305185.19,184.7,-2.54,0.26,459229.32,6305184.78,142,248,209.09,2.09,-41,
15,1,2022_CSEO_Dive_01,33328,20_45,20,45,5/24/2022,144,9:15:28 AM,459221.22,6305185,184.9,-4.83,0.07,459226.8,6305184.27,142,268,212.03,2.03,-42,
16,1,2022_CSEO_Dive_01,33329,20_45,20,45,5/24/2022,144,9:15:29 AM,459221.42,6305184.82,185.1,-2.15,1.04,459226.8,6305184.27,143,295,212.03,1.97,-44,
17,1,2022_CSEO_Dive_01,33330,20_45,20,45,5/24/2022,144,9:15:30 AM,459221.02,6305184.82,184.6,1.1,3.8,459226.8,6305184.27,143,295,212.03,1.97,-44,
18,1,2022_CSEO_Dive_01,33331,20_45,20,45,5/24/2022,144,9:15:31 AM,459220.81,6305184.82,184.4,0.2,4.11,459225.1,6305182.9,142,312,221.09,2.37,-39,
19,1,2022_CSEO_Dive_01,33332,20_45,20,45,5/24/2022,144,9:15:32 AM,459221.32,6305184.63,184.9,-2.7,0.54,459225.1,6305182.9,142,321,221.09,2.48,-37,
20,1,2022_CSEO_Dive_01,33333,20_45,20,45,5/24/2022,144,9:15:33 AM,459221.93,6305184.63,185.4,-3.4,-2.93,459225.32,6305185.74,140.1,330,253.07,2.23,-40,
21,1,2022_CSEO_Dive_01,33334,20_45,20,45,5/24/2022,144,9:15:34 AM,459222.14,6305184.81,186,-0.67,-2.57,459225.32,6305185.74,143,337,253.07,2.23,-39,
22,1,2022_CSEO_Dive_01,33335,20_45,20,45,5/24/2022,144,9:15:35 AM,459221.53,6305184.82,186,-0.17,2.34,459225.32,6305185.74,142,339,253.07,2.74,-34,
23,1,2022_CSEO_Dive_01,33336,20_45,20,45,5/24/2022,144,9:15:36 AM,459221.02,6305184.64,185.8,-2.76,6.37,459225.29,6305188.12,139.5,339,237.51,3.24,-32,
24,1,2022_CSEO_Dive_01,33337,20_45,20,45,5/24/2022,144,9:15:37 AM,459221.12,6305184.63,186.1,-1.96,4.93,459225.29,6305188.12,142,339,237.51,3.61,-30,
25,1,2022_CSEO_Dive_01,33338,20_45,20,45,5/24/2022,144,9:15:38 AM,459221.73,6305184.63,186.4,-0.61,-0.28,459225.29,6305188.12,142,341,237.51,3.53,-32,
26,1,2022_CSEO_Dive_01,33339,20_45,20,45,5/24/2022,144,9:15:39 AM,459222.33,6305184.44,186.5,-1.43,-4.15,459225.31,6305191.04,142,341,273.56,3.22,-37,
27,1,2022_CSEO_Dive_01,33340,20_45,20,45,5/24/2022,144,9:15:40 AM,459222.44,6305184.44,186.1,-0.7,-3.05,459225.31,6305191.04,142,340,273.56,3.05,-35,
28,1,2022_CSEO_Dive_01,33341,20_45,20,45,5/24/2022,144,9:15:41 AM,459222.03,6305184.63,186.2,-0.67,2.35,459225.31,6305191.04,142,340,273.56,3.05,-35,
29,1,2022_CSEO_Dive_01,33342,20_45,20,45,5/24/2022,144,9:15:42 AM,459221.63,6305184.63,186.4,-2.04,6.66,459225.16,6305192.45,139.4,334,277.95,2.93,-33,
30,1,2022_CSEO_Dive_01,33343,20_45,20,45,5/24/2022,144,9:15:43 AM,459221.93,6305184.81,186.1,-1.16,5.43,459225.16,6305192.45,143,313,277.95,2.26,-38,
31,1,2022_CSEO_Dive_01,33344,20_45,20,45,5/24/2022,144,9:15:44 AM,459222.64,6305184.99,185.5,-1.01,-0.02,459225.16,6305192.45,143,289,277.95,2,-39,
32,1,2022_CSEO_Dive_01,33345,20_45,20,45,5/24/2022,144,9:15:45 AM,459223.15,6305184.61,186.2,-3.21,-3.67,459225.16,6305192.45,143,264,277.95,2.23,-37,
33,1,2022_CSEO_Dive_01,33346,20_45,20,45,5/24/2022,144,9:15:46 AM,459223.05,6305184.62,186.7,-2.71,-2.22,459225.16,6305192.45,142,237,277.95,2.31,-35,
34,1,2022_CSEO_Dive_01,33347,20_45,20,45,5/24/2022,144,9:15:47 AM,459222.44,6305184.81,185.7,0.16,2.34,459225.16,6305192.45,142,222,277.95,2.71,-30,
35,1,2022_CSEO_Dive_01,33348,20_45,20,45,5/24/2022,144,9:15:48 AM,459222.14,6305184.81,185.1,-0.19,5.22,459225.16,6305192.45,143,202,277.95,2.48,-31,
36,1,2022_CSEO_Dive_01,33349,20_45,20,45,5/24/2022,144,9:15:49 AM,459222.13,6305184.44,185.4,-2.78,4.73,459225.16,6305192.45,143,201,277.95,2.28,-32,
37,1,2022_CSEO_Dive_01,33350,20_45,20,45,5/24/2022,144,9:15:50 AM,459222.23,6305184.44,185.5,-2.78,1.34,459223.59,6305193.72,143,205,304.6,2,-35,
38,1,2022_CSEO_Dive_01,33351,20_45,20,45,5/24/2022,144,9:15:51 AM,459222.64,6305184.43,185.2,0.92,-2.82,459223.59,6305193.72,143,210,304.6,1.86,-36,
39,1,2022_CSEO_Dive_01,33352,20_45,20,45,5/24/2022,144,9:15:52 AM,459223.05,6305184.62,184.5,1.96,-4.46,459223.59,6305193.72,143,210,304.6,1.86,-36,
40,1,2022_CSEO_Dive_01,33353,20_45,20,45,5/24/2022,144,9:15:53 AM,459223.05,6305184.62,184.6,-1.76,-1.67,459222.89,6305195.12,139.8,202,310.6,1.72,-37,
41,1,2022_CSEO_Dive_01,33354,20_45,20,45,5/24/2022,144,9:15:54 AM,459222.85,6305184.8,185.1,-4.47,3.68,459222.89,6305195.12,143,206,310.6,1.52,-36,
42,1,2022_CSEO_Dive_01,33355,20_45,20,45,5/24/2022,144,9:15:55 AM,459222.54,6305184.99,184.6,-2.69,7.58,459222.89,6305195.12,143,202,310.6,1.38,-38,
43,1,2022_CSEO_Dive_01,33356,20_45,20,45,5/24/2022,144,9:15:56 AM,459222.65,6305185.18,184.4,-0.3,5.74,459223.11,6305191.72,143,186,318.19,1.35,-37,
44,1,2022_CSEO_Dive_01,33357,20_45,20,45,5/24/2022,144,9:15:57 AM,459223.25,6305184.98,184.6,-0.49,-0.3,459223.11,6305191.72,143,190,318.19,1.35,-34,
45,1,2022_CSEO_Dive_01,33358,20_45,20,45,5/24/2022,144,9:15:58 AM,459223.66,6305184.79,184.3,-1.87,-4.46,459223.11,6305191.72,143,191,318.19,1.44,-30,
46,1,2022_CSEO_Dive_01,33359,20_45,20,45,5/24/2022,144,9:15:59 AM,459223.55,6305184.61,184.2,-2.44,-3.48,459221.83,6305192.53,143,186,328.98,1.49,-28,
47,1,2022_CSEO_Dive_01,33360,20_45,20,45,5/24/2022,144,9:16:00 AM,459223.15,6305184.61,184,-0.75,1.02,459221.83,6305192.53,143,202,328.98,1.97,-24,
48,1,2022_CSEO_Dive_01,33361,20_45,20,45,5/24/2022,144,9:16:01 AM,459222.74,6305184.62,183,1.28,5.09,459221.58,6305190.58,140.2,209,335.42,2.14,-23,
49,1,2022_CSEO_Dive_01,33362,20_45,20,45,5/24/2022,144,9:16:02 AM,459222.85,6305184.8,182.6,-0.69,5.13,459221.58,6305190.58,143,209,335.42,1.63,-29,
50,1,2022_CSEO_Dive_01,33363,20_45,20,45,5/24/2022,144,9:16:03 AM,459223.35,6305184.61,183.6,-3.36,1.91,459221.58,6305190.58,143,209,335.42,1.63,-29,
51,1,2022_CSEO_Dive_01,33364,20_45,20,45,5/24/2022,144,9:16:04 AM,459223.66,6305184.61,184.3,-2.32,-1.07,459221.58,6305190.58,143,210,335.42,1.72,-26,
52,1,2022_CSEO_Dive_01,33365,20_45,20,45,5/24/2022,144,9:16:05 AM,459223.76,6305184.79,183.8,-0.12,-1.44,459221.58,6305190.58,143,210,335.42,2.26,-22,
53,1,2022_CSEO_Dive_01,33366,20_45,20,45,5/24/2022,144,9:16:06 AM,459223.56,6305184.8,183.6,0.12,0.7,459221.48,6305190.32,140.2,209,320.08,2.62,-20,
54,1,2022_CSEO_Dive_01,33367,20_45,20,45,5/24/2022,144,9:16:07 AM,459223.25,6305184.98,183.4,0.23,3.24,459221.48,6305190.32,143,207,320.08,2.93,-20,
55,1,2022_CSEO_Dive_01,33368,20_45,20,45,5/24/2022,144,9:16:08 AM,459223.46,6305185.17,183,-1.94,3.32,459221.48,6305190.32,143,206,320.08,2.85,-21,
56,1,2022_CSEO_Dive_01,33369,20_45,20,45,5/24/2022,144,9:16:09 AM,459223.96,6305184.79,183.9,-5.08,1.64,459221.06,6305188.41,141.1,205,273.98,2.65,-23,
57,1,2022_CSEO_Dive_01,33370,20_45,20,45,5/24/2022,144,9:16:10 AM,459224.06,6305184.79,184.8,-2.01,1,459221.06,6305188.41,143,204,273.98,2.71,-24,
58,1,2022_CSEO_Dive_01,33371,20_45,20,45,5/24/2022,144,9:16:11 AM,459223.86,6305184.79,184.2,2.56,1.11,459221.06,6305188.41,143,203,273.98,2.88,-23,
59,1,2022_CSEO_Dive_01,33372,20_45,20,45,5/24/2022,144,9:16:12 AM,459224.16,6305184.6,183.9,0.66,0.28,459221.06,6305188.41,143,205,273.98,2.74,-27,
60,1,2022_CSEO_Dive_01,33373,20_45,20,45,5/24/2022,144,9:16:13 AM,459224.57,6305184.6,184.7,-2.04,0.03,459221.06,6305188.41,143,204,273.98,2.45,-30,
61,1,2022_CSEO_Dive_01,33374,20_45,20,45,5/24/2022,144,9:16:14 AM,459224.57,6305184.79,184.8,-0.93,2.03,459220.77,6305187.79,140.4,204,234.43,2.45,-30,
62,1,2022_CSEO_Dive_01,33375,20_45,20,45,5/24/2022,144,9:16:15 AM,459224.27,6305184.97,185.3,-1.07,4.44,459220.77,6305187.79,143,204,234.43,2.34,-30,
63,1,2022_CSEO_Dive_01,33376,20_45,20,45,5/24/2022,144,9:16:16 AM,459224.16,6305184.6,185.7,-2.87,4.76,459220.77,6305187.79,143,205,234.43,2.26,-30,
64,1,2022_CSEO_Dive_01,33377,20_45,20,45,5/24/2022,144,9:16:17 AM,459224.47,6305184.6,185.8,-1.43,1.56,459219.55,6305185.12,140.2,206,217.45,2.09,-30,
65,1,2022_CSEO_Dive_01,33378,20_45,20,45,5/24/2022,144,9:16:18 AM,459225.08,6305184.41,186.2,1.57,-2.02,459219.55,6305185.12,143,210,217.45,1.97,-30,
66,1,2022_CSEO_Dive_01,33379,20_45,20,45,5/24/2022,144,9:16:19 AM,459225.38,6305184.22,187.3,2.05,-2.15,459219.55,6305185.12,143,213,217.45,1.94,-31,
67,1,2022_CSEO_Dive_01,33380,20_45,20,45,5/24/2022,144,9:16:20 AM,459225.38,6305184.22,188.2,-0.9,1.17,459219.55,6305185.12,143,211,217.45,2.09,-29,
68,1,2022_CSEO_Dive_01,33381,20_45,20,45,5/24/2022,144,9:16:21 AM,459225.17,6305184.04,189.3,-3.48,5.25,459219.55,6305185.12,143,211,217.45,2.06,-29,
69,1,2022_CSEO_Dive_01,33382,20_45,20,45,5/24/2022,144,9:16:22 AM,459224.97,6305184.04,190.2,-2.55,6.93,459219.55,6305185.12,143,212,217.45,2,-28,
70,1,2022_CSEO_Dive_01,33383,20_45,20,45,5/24/2022,144,9:16:23 AM,459225.17,6305184.04,190.5,-0.14,3.59,459219.55,6305185.12,143,213,217.45,2,-28,
71,1,2022_CSEO_Dive_01,33384,20_45,20,45,5/24/2022,144,9:16:24 AM,459225.98,6305183.66,191.2,0.72,-2.14,459217.27,6305183.79,140.1,212,212.46,2.2,-29,
72,1,2022_CSEO_Dive_01,33385,20_45,20,45,5/24/2022,144,9:16:25 AM,459226.59,6305183.1,192.2,-0.37,-5.19,459217.27,6305183.79,140.1,212,212.46,2.2,-29,
73,1,2022_CSEO_Dive_01,33386,20_45,20,45,5/24/2022,144,9:16:26 AM,459226.69,6305182.91,192.9,-0.91,-2.24,459217.27,6305183.79,143,211,212.46,2.37,-27,
74,1,2022_CSEO_Dive_01,33387,20_45,20,45,5/24/2022,144,9:16:27 AM,459226.28,6305183.1,193,-0.89,4.51,459217.27,6305183.79,143,210,212.46,2.48,-27,
75,1,2022_CSEO_Dive_01,33388,20_45,20,45,5/24/2022,144,9:16:28 AM,459225.87,6305182.92,194,-1.76,8.92,459217.27,6305183.79,143,209,212.46,2.48,-27,
76,1,2022_CSEO_Dive_01,33389,20_45,20,45,5/24/2022,144,9:16:29 AM,459225.97,6305182.55,195.5,-0.59,6.85,459217.27,6305183.79,143,210,212.46,2.34,-28,
77,1,2022_CSEO_Dive_01,33390,20_45,20,45,5/24/2022,144,9:16:30 AM,459226.48,6305182.36,196,1.09,0.61,459217.27,6305183.79,143,210,212.46,2.2,-28,
78,1,2022_CSEO_Dive_01,33391,20_45,20,45,5/24/2022,144,9:16:31 AM,459227.08,6305181.98,196.2,0.71,-5.12,459217.27,6305183.79,143,211,212.46,1.94,-28,
79,1,2022_CSEO_Dive_01,33392,20_45,20,45,5/24/2022,144,9:16:32 AM,459227.39,6305181.79,197.5,-1.02,-5.37,459217.27,6305183.79,143,212,212.46,2.06,-29,
80,1,2022_CSEO_Dive_01,33393,20_45,20,45,5/24/2022,144,9:16:33 AM,459226.98,6305181.61,199,-1.72,0.7,459217.27,6305183.79,143,211,212.46,2.26,-29,
81,1,2022_CSEO_Dive_01,33394,20_45,20,45,5/24/2022,144,9:16:34 AM,459226.47,6305181.98,199.7,-0.03,6.94,459214.52,6305181.74,143,210,212.03,2.31,-27,
82,1,2022_CSEO_Dive_01,33395,20_45,20,45,5/24/2022,144,9:16:35 AM,459226.68,6305181.98,200.7,0.98,6.87,459214.52,6305181.74,143,210,212.03,2.31,-26,
83,1,2022_CSEO_Dive_01,33396,20_45,20,45,5/24/2022,144,9:16:36 AM,459227.49,6305181.6,202.7,-0.36,1.7,459214.52,6305181.74,143,210,212.03,2.31,-26,
84,1,2022_CSEO_Dive_01,33397,20_45,20,45,5/24/2022,144,9:16:37 AM,459228.09,6305180.86,204.8,-2.81,-2.61,459211.93,6305179.45,140.8,210,222.34,2.14,-27,
85,1,2022_CSEO_Dive_01,33398,20_45,20,45,5/24/2022,144,9:16:38 AM,459228.19,6305180.67,206.6,-2.34,-2.04,459211.93,6305179.45,143,209,222.34,2.11,-26,
86,1,2022_CSEO_Dive_01,33399,20_45,20,45,5/24/2022,144,9:16:39 AM,459227.88,6305180.67,208.8,1.61,2.42,459211.93,6305179.45,143,209,222.34,2.26,-26,
87,1,2022_CSEO_Dive_01,33400,20_45,20,45,5/24/2022,144,9:16:40 AM,459227.48,6305180.68,210.8,2.29,6.59,459211.93,6305179.45,143,210,222.34,2.4,-26,
88,1,2022_CSEO_Dive_01,33401,20_45,20,45,5/24/2022,144,9:16:41 AM,459227.37,6305180.31,212.7,-0.13,6.31,459211.93,6305179.45,143,214,222.34,2.51,-26,
89,1,2022_CSEO_Dive_01,33402,20_45,20,45,5/24/2022,144,9:16:42 AM,459227.98,6305179.93,214.8,-0.21,1.4,459211.93,6305179.45,143,213,222.34,2.45,-28,
90,1,2022_CSEO_Dive_01,33403,20_45,20,45,5/24/2022,144,9:16:43 AM,459228.79,6305179.55,217.1,1.27,-3.31,459208.92,6305177.2,143,212,220.1,2.37,-29,
91,1,2022_CSEO_Dive_01,33404,20_45,20,45,5/24/2022,144,9:16:44 AM,459229.09,6305179.36,218.6,-0.07,-3.28,459208.92,6305177.2,143,212,220.1,2.34,-30,
92,1,2022_CSEO_Dive_01,33405,20_45,20,45,5/24/2022,144,9:16:45 AM,459228.98,6305178.99,220.6,-3.06,1.11,459208.92,6305177.2,143,211,220.1,2.26,-30,
93,1,2022_CSEO_Dive_01,33406,20_45,20,45,5/24/2022,144,9:16:46 AM,459228.68,6305178.99,223.3,-2.55,6.55,459209.76,6305177.99,143,211,223.2,2.37,-28,
94,1,2022_CSEO_Dive_01,33407,20_45,20,45,5/24/2022,144,9:16:47 AM,459228.48,6305179.18,225.3,2.67,8.83,459209.76,6305177.99,143,211,223.2,2.37,-28,
95,1,2022_CSEO_Dive_01,33408,20_45,20,45,5/24/2022,144,9:16:48 AM,459228.48,6305179,227.1,4.01,5.13,459209.76,6305177.99,143,210,223.2,2.31,-28,
96,1,2022_CSEO_Dive_01,33409,20_45,20,45,5/24/2022,144,9:16:49 AM,459228.67,6305178.07,228.7,0.31,-1.89,459209.76,6305177.99,143,209,223.2,2.2,-30,
97,1,2022_CSEO_Dive_01,33410,20_45,20,45,5/24/2022,144,9:16:50 AM,459228.97,6305177.32,230.6,-1.36,-6.29,459206.57,6305175.88,140.1,208,225.92,2.17,-31,
98,1,2022_CSEO_Dive_01,33411,20_45,20,45,5/24/2022,144,9:16:51 AM,459228.87,6305177.32,232.1,-0.01,-3.29,459206.57,6305175.88,143,208,225.92,2.31,-28,
99,1,2022_CSEO_Dive_01,33412,20_45,20,45,5/24/2022,144,9:16:52 AM,459228.36,6305177.7,233.1,0.34,3.95,459206.57,6305175.88,143,208,225.92,2.37,-27,
100,1,2022_CSEO_Dive_01,33413,20_45,20,45,5/24/2022,144,9:16:53 AM,459227.75,6305177.7,233.6,-1.2,9.24,459204.98,6305175.4,140.2,209,231.02,2.37,-27,
101,1,2022_CSEO_Dive_01,33414,20_45,20,45,5/24/2022,144,9:16:54 AM,459227.45,6305177.52,233.8,-1.11,8.3,459204.98,6305175.4,143,208,231.02,2.42,-27,
102,1,2022_CSEO_Dive_01,33415,20_45,20,45,5/24/2022,144,9:16:55 AM,459227.44,6305176.97,235,1.36,2.71,459204.98,6305175.4,143,208,231.02,2.42,-28,
103,1,2022_CSEO_Dive_01,33416,20_45,20,45,5/24/2022,144,9:16:56 AM,459227.54,6305176.22,236.3,2.64,-3.56,459203.06,6305175.92,143,208,236.18,2.54,-26,
104,1,2022_CSEO_Dive_01,33417,20_45,20,45,5/24/2022,144,9:16:57 AM,459227.43,6305176.04,236.7,0.31,-4.12,459203.06,6305175.92,143,208,236.18,2.62,-27,
105,1,2022_CSEO_Dive_01,33418,20_45,20,45,5/24/2022,144,9:16:58 AM,459226.93,6305176.41,236.9,-2.76,0.32,459203.06,6305175.92,143,208,236.18,2.62,-27,
106,1,2022_CSEO_Dive_01,33419,20_45,20,45,5/24/2022,144,9:16:59 AM,459226.42,6305176.6,236.7,-2.89,4.69,459203.51,6305175.22,140.6,206,238.32,2.59,-27,
107,1,2022_CSEO_Dive_01,33420,20_45,20,45,5/24/2022,144,9:17:00 AM,459226.12,6305176.42,235.4,-0.2,5.07,459203.51,6305175.22,143,206,238.32,2.54,-28,
108,1,2022_CSEO_Dive_01,33421,20_45,20,45,5/24/2022,144,9:17:01 AM,459225.81,6305175.87,234.5,1.34,2.51,459203.51,6305175.22,143,206,238.32,2.59,-28,
109,1,2022_CSEO_Dive_01,33422,20_45,20,45,5/24/2022,144,9:17:02 AM,459225.39,6305175.32,235.1,0.66,-0.02,459201.55,6305175.25,139.5,207,241.48,2.74,-27,
110,1,2022_CSEO_Dive_01,33423,20_45,20,45,5/24/2022,144,9:17:03 AM,459224.99,6305175.32,235.1,0.91,0.12,459201.55,6305175.25,143,209,241.48,2.62,-29,
111,1,2022_CSEO_Dive_01,33424,20_45,20,45,5/24/2022,144,9:17:04 AM,459224.48,6305175.7,234.4,0.79,2,459201.55,6305175.25,143,209,241.48,2.51,-29,
112,1,2022_CSEO_Dive_01,33425,20_45,20,45,5/24/2022,144,9:17:05 AM,459223.88,6305175.89,233.6,-2.67,3.32,459201.38,6305175.31,143,208,243.93,2.45,-29,
113,1,2022_CSEO_Dive_01,33426,20_45,20,45,5/24/2022,144,9:17:06 AM,459223.26,6305175.71,233.2,-4.57,2.37,459201.38,6305175.31,143,207,243.93,2.4,-28,
114,1,2022_CSEO_Dive_01,33427,20_45,20,45,5/24/2022,144,9:17:07 AM,459222.95,6305174.97,232.2,-1.45,-0.37,459201.38,6305175.31,143,206,243.93,2.34,-28,
115,1,2022_CSEO_Dive_01,33428,20_45,20,45,5/24/2022,144,9:17:08 AM,459222.64,6305174.23,231.8,1.53,-1.67,459200.95,6305173.95,143,203,243.4,2.34,-28,
116,1,2022_CSEO_Dive_01,33429,20_45,20,45,5/24/2022,144,9:17:09 AM,459221.93,6305174.05,232.7,1.89,1,459200.95,6305173.95,143,203,243.4,2.34,-28,
117,1,2022_CSEO_Dive_01,33430,20_45,20,45,5/24/2022,144,9:17:10 AM,459220.91,6305174.25,232.3,-0.94,5.24,459200.95,6305173.95,143,204,243.4,2.23,-29,
118,1,2022_CSEO_Dive_01,33431,20_45,20,45,5/24/2022,144,9:17:11 AM,459220.2,6305174.07,231.4,-3.62,5.75,459200.95,6305173.95,143,204,243.4,2.17,-27,
119,1,2022_CSEO_Dive_01,33432,20_45,20,45,5/24/2022,144,9:17:12 AM,459220.1,6305173.7,231.3,-1.1,1.5,459200.95,6305173.95,143,204,243.4,2.09,-28,
120,1,2022_CSEO_Dive_01,33433,20_45,20,45,5/24/2022,144,9:17:13 AM,459220.19,6305172.77,231.6,1.61,-3.4,459198.64,6305173.62,143,206,250.8,2.14,-28,
121,1,2022_CSEO_Dive_01,33434,20_45,20,45,5/24/2022,144,9:17:14 AM,459219.88,6305172.22,231.8,-0.24,-3.55,459198.64,6305173.62,143,206,250.8,2.14,-27,
122,1,2022_CSEO_Dive_01,33435,20_45,20,45,5/24/2022,144,9:17:15 AM,459219.17,6305172.04,232,-3.04,0.78,459200.05,6305174.34,140.6,205,249.39,2,-28,
123,1,2022_CSEO_Dive_01,33436,20_45,20,45,5/24/2022,144,9:17:16 AM,459218.25,6305172.05,232.1,-3.27,5.7,459200.05,6305174.34,143,203,249.39,1.83,-27,
124,1,2022_CSEO_Dive_01,33437,20_45,20,45,5/24/2022,144,9:17:17 AM,459217.64,6305171.87,232.4,-1.18,6.24,459200.05,6305174.34,143,203,249.39,1.94,-29,
125,1,2022_CSEO_Dive_01,33438,20_45,20,45,5/24/2022,144,9:17:18 AM,459217.33,6305171.13,233.2,0.39,2.09,459196.34,6305173.05,140.3,202,254.5,2.14,-27,
126,1,2022_CSEO_Dive_01,33439,20_45,20,45,5/24/2022,144,9:17:19 AM,459216.81,6305170.2,233.9,-0.78,-2.45,459196.34,6305173.05,143,201,254.5,2.28,-26,
127,1,2022_CSEO_Dive_01,33440,20_45,20,45,5/24/2022,144,9:17:20 AM,459216.2,6305169.65,234.2,-1.6,-3.64,459196.34,6305173.05,143,201,254.5,2.28,-26,
128,1,2022_CSEO_Dive_01,33441,20_45,20,45,5/24/2022,144,9:17:21 AM,459215.69,6305169.29,234.6,-0.16,-1.03,459198.46,6305172.82,140.3,200,248.41,2.4,-26,
129,1,2022_CSEO_Dive_01,33442,20_45,20,45,5/24/2022,144,9:17:22 AM,459214.98,6305169.29,234.5,-0.15,3.45,459198.46,6305172.82,143,201,248.41,2.48,-25,
130,1,2022_CSEO_Dive_01,33443,20_45,20,45,5/24/2022,144,9:17:23 AM,459214.36,6305169.12,235.3,-1.51,5.77,459198.46,6305172.82,143,200,248.41,2.42,-25,
131,1,2022_CSEO_Dive_01,33444,20_45,20,45,5/24/2022,144,9:17:24 AM,459214.05,6305168.56,235.7,-1.59,3.85,459194.6,6305171.76,140.6,200,243.81,2.59,-23,
132,1,2022_CSEO_Dive_01,33445,20_45,20,45,5/24/2022,144,9:17:25 AM,459213.84,6305167.82,235.8,-1.46,-0.27,459194.6,6305171.76,143,199,243.81,2.54,-25,
133,1,2022_CSEO_Dive_01,33446,20_45,20,45,5/24/2022,144,9:17:26 AM,459213.64,6305167.27,236.8,-0.39,-2.34,459194.6,6305171.76,143,200,243.81,2.48,-25,
134,1,2022_CSEO_Dive_01,33447,20_45,20,45,5/24/2022,144,9:17:27 AM,459213.13,6305167.27,237.9,0.31,0.05,459196.82,6305171.79,143,201,242.83,2.45,-26,
135,1,2022_CSEO_Dive_01,33448,20_45,20,45,5/24/2022,144,9:17:28 AM,459212.32,6305167.28,238.4,-1.49,3.38,459196.82,6305171.79,143,202,242.83,2.48,-27,
136,1,2022_CSEO_Dive_01,33449,20_45,20,45,5/24/2022,144,9:17:29 AM,459211.8,6305166.91,238.4,-3.22,3.56,459196.82,6305171.79,143,203,242.83,2.71,-25,
137,1,2022_CSEO_Dive_01,33450,20_45,20,45,5/24/2022,144,9:17:30 AM,459211.7,6305166.17,238.6,-0.98,1.31,459194.66,6305170.27,143,204,234.16,2.74,-27,
138,1,2022_CSEO_Dive_01,33451,20_45,20,45,5/24/2022,144,9:17:31 AM,459211.39,6305165.62,239.2,0.89,-0.13,459194.66,6305170.27,143,204,234.16,2.74,-27,
139,1,2022_CSEO_Dive_01,33452,20_45,20,45,5/24/2022,144,9:17:32 AM,459210.67,6305165.26,240,-1.22,0.7,459194.66,6305170.27,143,205,234.16,2.76,-27,
140,1,2022_CSEO_Dive_01,33453,20_45,20,45,5/24/2022,144,9:17:33 AM,459210.06,6305165.26,240.9,-1.61,2.55,459194.66,6305170.27,143,205,234.16,2.62,-28,
141,1,2022_CSEO_Dive_01,33454,20_45,20,45,5/24/2022,144,9:17:34 AM,459209.76,6305165.26,241.2,0.87,3.28,459194.66,6305170.27,143,203,234.16,2.62,-28,
