ORDER,DIVE_NO,Event_ID,Seconds,Trans,Tran,Dir,Date,J_day,ALDT,Vessel_x,Vessel_y,Vessel_heading,Vessel_Pitch,Vessel_Roll,x,y,z,Heading,CMG,Alt,Pitch,Roll
38085,14,2022_CSEO_Dive_14,45480,5_0,5,0,5/26/2022,146,12:38:00 PM,493923.19,6240903.24,4.3,-1.31,3.93,493926.74,6240913.12,136,332,10,1.94,-29,
38086,14,2022_CSEO_Dive_14,45481,5_0,5,0,5/26/2022,146,12:38:01 PM,493922.99,6240903.61,4.8,1.56,3.74,493925.47,6240913.66,134,330,351.81,1.66,-29,
38087,14,2022_CSEO_Dive_14,45482,5_0,5,0,5/26/2022,146,12:38:02 PM,493922.68,6240904.17,5.2,0,3.31,493925.47,6240913.66,136,327,351.81,1.58,-30,
38088,14,2022_CSEO_Dive_14,45483,5_0,5,0,5/26/2022,146,12:38:03 PM,493922.78,6240904.54,5.1,-1.37,3.87,493925.47,6240913.66,136,329,351.81,1.63,-31,
38089,14,2022_CSEO_Dive_14,45484,5_0,5,0,5/26/2022,146,12:38:04 PM,493922.78,6240904.54,5,-1.22,3.83,493925.47,6240913.66,136,332,351.81,1.58,-31,
38090,14,2022_CSEO_Dive_14,45485,5_0,5,0,5/26/2022,146,12:38:05 PM,493922.68,6240904.91,4.9,-1.9,3.08,493925.47,6240913.66,137,333,351.81,1.58,-30,
38091,14,2022_CSEO_Dive_14,45486,5_0,5,0,5/26/2022,146,12:38:06 PM,493922.47,6240905.28,4.8,-1.89,2.03,493925.47,6240913.66,136,332,351.81,1.49,-30,
38092,14,2022_CSEO_Dive_14,45487,5_0,5,0,5/26/2022,146,12:38:07 PM,493922.37,6240905.47,5.2,-0.29,2.2,493925.47,6240913.66,137,329,351.81,1.49,-30,
38093,14,2022_CSEO_Dive_14,45488,5_0,5,0,5/26/2022,146,12:38:08 PM,493922.89,6240905.65,5.6,-1.02,4.53,493925.47,6240913.66,136,326,351.81,1.55,-32,
38094,14,2022_CSEO_Dive_14,45489,5_0,5,0,5/26/2022,146,12:38:09 PM,493923.4,6240906.21,5.3,-3.7,5.8,493926.66,6240915.91,136,324,7,1.61,-32,
38095,14,2022_CSEO_Dive_14,45490,5_0,5,0,5/26/2022,146,12:38:10 PM,493923.2,6240906.58,4.7,-1.39,3.19,493926.66,6240915.91,136,324,7,1.61,-32,
38096,14,2022_CSEO_Dive_14,45491,5_0,5,0,5/26/2022,146,12:38:11 PM,493922.68,6240906.58,4.9,3.86,-0.54,493926.66,6240915.91,136,324,7,1.61,-32,
38097,14,2022_CSEO_Dive_14,45492,5_0,5,0,5/26/2022,146,12:38:12 PM,493922.47,6240906.77,5.8,2.38,0.16,493925.73,6240915.41,133.1,326,353.28,1.44,-31,
38098,14,2022_CSEO_Dive_14,45493,5_0,5,0,5/26/2022,146,12:38:13 PM,493922.99,6240907.14,5.3,-4.58,4.53,493925.73,6240915.41,136,329,353.28,1.52,-30,
38099,14,2022_CSEO_Dive_14,45494,5_0,5,0,5/26/2022,146,12:38:14 PM,493923.3,6240907.32,3.7,-5.75,6.46,493925.73,6240915.41,136,330,353.28,1.58,-28,
38100,14,2022_CSEO_Dive_14,45495,5_0,5,0,5/26/2022,146,12:38:15 PM,493922.78,6240907.32,3.9,-0.22,3.14,493925.73,6240915.41,136,330,353.28,1.72,-27,
38101,14,2022_CSEO_Dive_14,45496,5_0,5,0,5/26/2022,146,12:38:16 PM,493922.27,6240907.69,3.8,0.04,1.02,493925.73,6240915.41,136,328,353.28,1.72,-29,
38102,14,2022_CSEO_Dive_14,45497,5_0,5,0,5/26/2022,146,12:38:17 PM,493922.79,6240908.62,2.9,-4.17,2.93,493925.77,6240916.55,134.1,331,1.14,1.77,-30,
38103,14,2022_CSEO_Dive_14,45498,5_0,5,0,5/26/2022,146,12:38:18 PM,493923.2,6240909.18,1.6,-2.71,4.61,493925.77,6240916.55,136,332,1.14,1.61,-28,
38104,14,2022_CSEO_Dive_14,45499,5_0,5,0,5/26/2022,146,12:38:19 PM,493923.2,6240909.36,1.5,1.51,3.18,493925.77,6240916.55,136,331,1.14,1.61,-30,
38105,14,2022_CSEO_Dive_14,45500,5_0,5,0,5/26/2022,146,12:38:20 PM,493922.79,6240909.92,2.1,-0.03,0.42,493925.77,6240916.55,136,331,1.14,1.61,-29,
38106,14,2022_CSEO_Dive_14,45501,5_0,5,0,5/26/2022,146,12:38:21 PM,493922.58,6240910.48,2.2,-2.87,0.1,493925.77,6240916.55,136,331,1.14,1.61,-29,
38107,14,2022_CSEO_Dive_14,45502,5_0,5,0,5/26/2022,146,12:38:22 PM,493922.79,6240910.48,2.3,-2.03,2.69,493925.77,6240916.55,136,332,1.14,1.72,-29,
38108,14,2022_CSEO_Dive_14,45503,5_0,5,0,5/26/2022,146,12:38:23 PM,493923,6240910.66,2.4,-2.33,4.98,493926.07,6240918.58,133.7,333,352.08,1.8,-31,
38109,14,2022_CSEO_Dive_14,45504,5_0,5,0,5/26/2022,146,12:38:24 PM,493922.79,6240911.22,2.1,-3.09,4.49,493926.07,6240918.58,136,332,352.08,1.69,-30,
38110,14,2022_CSEO_Dive_14,45505,5_0,5,0,5/26/2022,146,12:38:25 PM,493922.48,6240911.59,2,-1.1,2.92,493926.07,6240918.58,136,331,352.08,1.63,-28,
38111,14,2022_CSEO_Dive_14,45506,5_0,5,0,5/26/2022,146,12:38:26 PM,493922.48,6240911.96,3,0.21,2.2,493925.71,6240919.43,134,330,359.4,1.66,-30,
38112,14,2022_CSEO_Dive_14,45507,5_0,5,0,5/26/2022,146,12:38:27 PM,493922.69,6240912.52,2.9,-2.06,2.5,493925.71,6240919.43,136,329,359.4,1.49,-28,
38113,14,2022_CSEO_Dive_14,45508,5_0,5,0,5/26/2022,146,12:38:28 PM,493922.79,6240912.89,2.5,-2.92,2.44,493925.71,6240919.43,136,328,359.4,1.38,-30,
38114,14,2022_CSEO_Dive_14,45509,5_0,5,0,5/26/2022,146,12:38:29 PM,493922.38,6240913.07,3.4,0.51,0.94,493925.47,6240920.79,136,329,348.97,1.55,-31,
38115,14,2022_CSEO_Dive_14,45510,5_0,5,0,5/26/2022,146,12:38:30 PM,493922.07,6240913.26,3.6,0.06,1.28,493925.47,6240920.79,136,330,348.97,1.63,-31,
38116,14,2022_CSEO_Dive_14,45511,5_0,5,0,5/26/2022,146,12:38:31 PM,493922.28,6240913.63,2.9,-3.78,4,493925.47,6240920.79,136,330,348.97,1.58,-28,
38117,14,2022_CSEO_Dive_14,45512,5_0,5,0,5/26/2022,146,12:38:32 PM,493922.38,6240913.63,2.9,-3.04,5.55,493943.94,6240922.04,131.4,330,57,1.58,-28,
38118,14,2022_CSEO_Dive_14,45513,5_0,5,0,5/26/2022,146,12:38:33 PM,493922.28,6240913.81,3.1,-0.98,4.37,493943.94,6240922.04,136,327,57,1.58,-30,
38119,14,2022_CSEO_Dive_14,45514,5_0,5,0,5/26/2022,146,12:38:34 PM,493922.28,6240914.37,2.7,-3.34,2.9,493943.94,6240922.04,136,326,57,1.8,-31,
38120,14,2022_CSEO_Dive_14,45515,5_0,5,0,5/26/2022,146,12:38:35 PM,493922.38,6240914.93,2.4,-2.97,1.9,493925.94,6240923.12,136,328,355.43,2,-30,
38121,14,2022_CSEO_Dive_14,45516,5_0,5,0,5/26/2022,146,12:38:36 PM,493922.38,6240915.11,2.5,1.21,0.81,493925.94,6240923.12,136,329,355.43,2.06,-32,
38122,14,2022_CSEO_Dive_14,45517,5_0,5,0,5/26/2022,146,12:38:37 PM,493922.28,6240915.48,2.9,1.27,0.39,493925.69,6240922.16,133.9,331,1.48,1.92,-29,
38123,14,2022_CSEO_Dive_14,45518,5_0,5,0,5/26/2022,146,12:38:38 PM,493922.18,6240915.86,2.7,-2.35,1.56,493925.69,6240922.16,136,333,1.48,1.97,-29,
38124,14,2022_CSEO_Dive_14,45519,5_0,5,0,5/26/2022,146,12:38:39 PM,493921.97,6240916.04,3.4,-2.4,3.72,493925.69,6240922.16,136,334,1.48,2.14,-29,
38125,14,2022_CSEO_Dive_14,45520,5_0,5,0,5/26/2022,146,12:38:40 PM,493922.28,6240916.04,3.2,-1.91,6.01,493924.7,6240924.56,133.2,335,347.24,2.31,-28,
38126,14,2022_CSEO_Dive_14,45521,5_0,5,0,5/26/2022,146,12:38:41 PM,493922.18,6240916.23,2.4,-2.62,5.59,493924.7,6240924.56,136,335,347.24,2.42,-29,
38127,14,2022_CSEO_Dive_14,45522,5_0,5,0,5/26/2022,146,12:38:42 PM,493921.87,6240916.6,3,-1.89,2.92,493924.7,6240924.56,136,337,347.24,2.4,-30,
38128,14,2022_CSEO_Dive_14,45523,5_0,5,0,5/26/2022,146,12:38:43 PM,493921.87,6240916.78,4.1,-0.27,1.23,493924.7,6240924.56,136,337,347.24,2.4,-30,
38129,14,2022_CSEO_Dive_14,45524,5_0,5,0,5/26/2022,146,12:38:44 PM,493921.97,6240917.15,3.9,-1.59,1.29,493924.7,6240924.56,136,339,347.24,2.17,-30,
38130,14,2022_CSEO_Dive_14,45525,5_0,5,0,5/26/2022,146,12:38:45 PM,493921.97,6240917.53,3.1,-1.94,2.14,493924.7,6240924.56,136,343,347.24,2.23,-30,
38131,14,2022_CSEO_Dive_14,45526,5_0,5,0,5/26/2022,146,12:38:46 PM,493921.97,6240917.53,3.2,-0.18,3.26,493923.81,6240925.79,136,345,349.55,2.23,-30,
38132,14,2022_CSEO_Dive_14,45527,5_0,5,0,5/26/2022,146,12:38:47 PM,493921.77,6240917.53,4.5,-0.37,3.66,493923.81,6240925.79,136,346,349.55,2.06,-32,
38133,14,2022_CSEO_Dive_14,45528,5_0,5,0,5/26/2022,146,12:38:48 PM,493921.56,6240917.9,4.9,-2.49,3.44,493923.81,6240925.79,136,343,349.55,1.77,-31,
38134,14,2022_CSEO_Dive_14,45529,5_0,5,0,5/26/2022,146,12:38:49 PM,493921.56,6240917.9,4.5,-2.84,3.91,493923.81,6240927.72,136,338,350.08,1.58,-33,
38135,14,2022_CSEO_Dive_14,45530,5_0,5,0,5/26/2022,146,12:38:50 PM,493921.67,6240918.08,4.1,-1.37,3.78,493923.81,6240927.72,136,337,350.08,1.55,-33,
38136,14,2022_CSEO_Dive_14,45531,5_0,5,0,5/26/2022,146,12:38:51 PM,493921.56,6240918.08,5,0.36,2.7,493924.31,6240928.29,134,338,349.75,1.69,-32,
38137,14,2022_CSEO_Dive_14,45532,5_0,5,0,5/26/2022,146,12:38:52 PM,493921.46,6240918.27,5.4,-0.96,1.88,493924.31,6240928.29,136,338,349.75,1.83,-30,
38138,14,2022_CSEO_Dive_14,45533,5_0,5,0,5/26/2022,146,12:38:53 PM,493921.46,6240918.64,5.6,-3.59,1.66,493924.31,6240928.29,136,337,349.75,1.66,-31,
38139,14,2022_CSEO_Dive_14,45534,5_0,5,0,5/26/2022,146,12:38:54 PM,493921.46,6240918.82,5.4,-2.65,2.71,493922.05,6240929.32,133.9,337,339.67,1.66,-31,
38140,14,2022_CSEO_Dive_14,45535,5_0,5,0,5/26/2022,146,12:38:55 PM,493921.67,6240918.82,4.8,0.61,4.33,493922.05,6240929.32,136,336,339.67,1.66,-29,
38141,14,2022_CSEO_Dive_14,45536,5_0,5,0,5/26/2022,146,12:38:56 PM,493921.67,6240919.2,5.8,0.73,4.43,493922.05,6240929.32,136,335,339.67,1.77,-31,
38142,14,2022_CSEO_Dive_14,45537,5_0,5,0,5/26/2022,146,12:38:57 PM,493921.46,6240919.38,6.4,-1.58,2.83,493924.65,6240930.93,133.8,335,355.39,1.63,-30,
38143,14,2022_CSEO_Dive_14,45538,5_0,5,0,5/26/2022,146,12:38:58 PM,493921.26,6240919.38,6.6,-1.3,1.84,493924.65,6240930.93,136,337,355.39,1.63,-31,
38144,14,2022_CSEO_Dive_14,45539,5_0,5,0,5/26/2022,146,12:38:59 PM,493921.26,6240919.2,6.7,-0.71,2.47,493924.65,6240930.93,136,338,355.39,1.58,-31,
38145,14,2022_CSEO_Dive_14,45540,5_0,5,0,5/26/2022,146,12:39:00 PM,493921.46,6240919.38,6.6,-2.71,3.7,493923.83,6240930.85,133.4,337,293.66,1.61,-30,
38146,14,2022_CSEO_Dive_14,45541,5_0,5,0,5/26/2022,146,12:39:01 PM,493921.46,6240919.57,6.4,-2.71,3.41,493923.83,6240930.85,136,335,293.66,1.63,-31,
38147,14,2022_CSEO_Dive_14,45542,5_0,5,0,5/26/2022,146,12:39:02 PM,493921.15,6240919.75,7.3,0.02,2.14,493923.83,6240930.85,136,335,293.66,1.69,-30,
38148,14,2022_CSEO_Dive_14,45543,5_0,5,0,5/26/2022,146,12:39:03 PM,493920.95,6240919.94,8.2,0.12,1.64,493923.3,6240931.61,136,335,342.76,1.69,-31,
38149,14,2022_CSEO_Dive_14,45544,5_0,5,0,5/26/2022,146,12:39:04 PM,493921.05,6240920.12,7.6,-2.38,3.04,493923.3,6240931.61,136,335,342.76,1.61,-30,
38150,14,2022_CSEO_Dive_14,45545,5_0,5,0,5/26/2022,146,12:39:05 PM,493921.26,6240920.12,7.4,-1.34,4.4,493923.3,6240931.61,136,335,342.76,1.58,-30,
38151,14,2022_CSEO_Dive_14,45546,5_0,5,0,5/26/2022,146,12:39:06 PM,493921.15,6240920.12,7.9,0.54,4.01,493923.82,6240933.95,133.8,335,351,1.58,-30,
38152,14,2022_CSEO_Dive_14,45547,5_0,5,0,5/26/2022,146,12:39:07 PM,493921.05,6240920.31,8.2,-1.63,2.82,493923.82,6240933.95,136,335,351,1.41,-28,
38153,14,2022_CSEO_Dive_14,45548,5_0,5,0,5/26/2022,146,12:39:08 PM,493920.95,6240920.49,8.8,-3.21,2,493923.82,6240933.95,136,334,351,1.41,-29,
38154,14,2022_CSEO_Dive_14,45549,5_0,5,0,5/26/2022,146,12:39:09 PM,493921.05,6240920.68,9.3,-2.07,2.34,493923.52,6240934.37,136,333,353.17,1.35,-29,
38155,14,2022_CSEO_Dive_14,45550,5_0,5,0,5/26/2022,146,12:39:10 PM,493921.15,6240920.87,9.2,-0.02,3.02,493923.52,6240934.37,136,331,353.17,1.35,-30,
38156,14,2022_CSEO_Dive_14,45551,5_0,5,0,5/26/2022,146,12:39:11 PM,493920.95,6240921.24,9.2,0.68,2.75,493923.52,6240934.37,136,329,353.17,1.44,-30,
38157,14,2022_CSEO_Dive_14,45552,5_0,5,0,5/26/2022,146,12:39:12 PM,493920.95,6240921.42,9.8,-1,3.37,493923.52,6240934.37,136,330,353.17,1.49,-29,
38158,14,2022_CSEO_Dive_14,45553,5_0,5,0,5/26/2022,146,12:39:13 PM,493921.36,6240921.42,10.2,-1.69,5.5,493923.52,6240934.37,136,331,353.17,1.66,-29,
38159,14,2022_CSEO_Dive_14,45554,5_0,5,0,5/26/2022,146,12:39:14 PM,493921.67,6240921.42,9.6,-1.34,5.01,493923.82,6240936.64,136,332,0.07,1.69,-28,
38160,14,2022_CSEO_Dive_14,45555,5_0,5,0,5/26/2022,146,12:39:15 PM,493921.16,6240921.61,9.4,-1.58,0.97,493923.82,6240936.64,136,332,0.07,1.55,-26,
38161,14,2022_CSEO_Dive_14,45556,5_0,5,0,5/26/2022,146,12:39:16 PM,493920.64,6240921.61,9.9,-0.75,-1.51,493923.82,6240936.64,136,332,0.07,1.66,-27,
38162,14,2022_CSEO_Dive_14,45557,5_0,5,0,5/26/2022,146,12:39:17 PM,493920.43,6240921.61,11.2,0.1,-0.04,493921.71,6240935.2,133.6,332,344.32,1.66,-27,
38163,14,2022_CSEO_Dive_14,45558,5_0,5,0,5/26/2022,146,12:39:18 PM,493920.85,6240921.79,11.2,-2.64,4.69,493921.71,6240935.2,136,333,344.32,1.63,-26,
38164,14,2022_CSEO_Dive_14,45559,5_0,5,0,5/26/2022,146,12:39:19 PM,493921.26,6240921.79,10.3,-2.85,8.07,493923.53,6240938.61,133.8,334,355.66,1.61,-24,
38165,14,2022_CSEO_Dive_14,45560,5_0,5,0,5/26/2022,146,12:39:20 PM,493921.16,6240921.61,10.7,0.24,6.37,493923.53,6240938.61,136,333,355.66,1.58,-28,
38166,14,2022_CSEO_Dive_14,45561,5_0,5,0,5/26/2022,146,12:39:21 PM,493920.74,6240921.79,11.3,-1.48,1.52,493923.53,6240938.61,136,333,355.66,1.61,-30,
38167,14,2022_CSEO_Dive_14,45562,5_0,5,0,5/26/2022,146,12:39:22 PM,493920.54,6240922.17,11.3,-3.86,-1.46,493922.11,6240937.73,133.9,336,0.41,1.55,-28,
38168,14,2022_CSEO_Dive_14,45563,5_0,5,0,5/26/2022,146,12:39:23 PM,493920.54,6240922.17,11.3,-1.33,-0.76,493922.11,6240937.73,136,336,0.41,1.55,-27,
38169,14,2022_CSEO_Dive_14,45564,5_0,5,0,5/26/2022,146,12:39:24 PM,493920.85,6240922.35,11.8,0.02,2.88,493922.11,6240937.73,136,337,0.41,1.49,-28,
38170,14,2022_CSEO_Dive_14,45565,5_0,5,0,5/26/2022,146,12:39:25 PM,493921.36,6240922.72,11.8,-1.7,6.91,493922.86,6240938.93,136,338,347.35,1.61,-25,
38171,14,2022_CSEO_Dive_14,45566,5_0,5,0,5/26/2022,146,12:39:26 PM,493921.57,6240922.72,12.1,-0.29,7.81,493922.86,6240938.93,136,336,347.35,1.61,-26,
38172,14,2022_CSEO_Dive_14,45567,5_0,5,0,5/26/2022,146,12:39:27 PM,493921.16,6240922.54,12.9,1.39,3.7,493922.86,6240938.93,136,334,347.35,1.61,-29,
38173,14,2022_CSEO_Dive_14,45568,5_0,5,0,5/26/2022,146,12:39:28 PM,493920.44,6240922.72,13.3,-1.48,-1.68,493923.88,6240939.94,133.4,334,0.33,1.61,-29,
38174,14,2022_CSEO_Dive_14,45569,5_0,5,0,5/26/2022,146,12:39:29 PM,493920.13,6240922.72,14,-3.91,-1.91,493923.88,6240939.94,136,331,0.33,1.61,-30,
38175,14,2022_CSEO_Dive_14,45570,5_0,5,0,5/26/2022,146,12:39:30 PM,493920.74,6240922.35,13.2,-3.29,3.66,493923.88,6240939.94,136,330,0.33,1.58,-27,
38176,14,2022_CSEO_Dive_14,45571,5_0,5,0,5/26/2022,146,12:39:31 PM,493921.05,6240922.16,13.5,-0.46,7.09,493922.23,6240940.63,133.6,332,353.22,1.52,-26,
38177,14,2022_CSEO_Dive_14,45572,5_0,5,0,5/26/2022,146,12:39:32 PM,493920.85,6240922.35,14.4,0.39,5.94,493922.23,6240940.63,136,333,353.22,1.52,-26,
38178,14,2022_CSEO_Dive_14,45573,5_0,5,0,5/26/2022,146,12:39:33 PM,493920.54,6240922.72,14.1,-2,2.85,493922.48,6240941.76,134.1,335,350.2,1.52,-25,
38179,14,2022_CSEO_Dive_14,45574,5_0,5,0,5/26/2022,146,12:39:34 PM,493920.44,6240922.91,14.2,-2.14,1.05,493922.48,6240941.76,136,335,350.2,1.41,-26,
38180,14,2022_CSEO_Dive_14,45575,5_0,5,0,5/26/2022,146,12:39:35 PM,493920.64,6240922.72,15.2,0.15,1.36,493922.48,6240941.76,136,336,350.2,1.52,-28,
38181,14,2022_CSEO_Dive_14,45576,5_0,5,0,5/26/2022,146,12:39:36 PM,493920.74,6240922.91,15.8,-0.55,1.84,493922.69,6240941.41,136,335,353.29,1.46,-29,
38182,14,2022_CSEO_Dive_14,45577,5_0,5,0,5/26/2022,146,12:39:37 PM,493920.54,6240922.91,16.4,-1.7,1.82,493922.69,6240941.41,136,333,353.29,1.41,-29,
38183,14,2022_CSEO_Dive_14,45578,5_0,5,0,5/26/2022,146,12:39:38 PM,493920.54,6240922.91,17,-1.35,3.43,493922.69,6240941.41,136,334,353.29,1.38,-28,
38184,14,2022_CSEO_Dive_14,45579,5_0,5,0,5/26/2022,146,12:39:39 PM,493920.85,6240922.91,16.7,-1.7,5.68,493922.6,6240942.89,133.5,334,348.93,1.38,-28,
38185,14,2022_CSEO_Dive_14,45580,5_0,5,0,5/26/2022,146,12:39:40 PM,493920.95,6240922.91,16.4,-1.51,5.45,493922.6,6240942.89,136,334,348.93,1.32,-27,
38186,14,2022_CSEO_Dive_14,45581,5_0,5,0,5/26/2022,146,12:39:41 PM,493920.64,6240922.91,17.4,0.57,2.4,493922.6,6240942.89,136,334,348.93,1.24,-26,
38187,14,2022_CSEO_Dive_14,45582,5_0,5,0,5/26/2022,146,12:39:42 PM,493920.23,6240922.91,18.6,-0.22,-0.52,493922.64,6240944.04,136,335,5.98,1.32,-26,
38188,14,2022_CSEO_Dive_14,45583,5_0,5,0,5/26/2022,146,12:39:43 PM,493920.23,6240923.09,18.7,-2.67,0.44,493922.64,6240944.04,136,335,5.98,1.49,-27,
38189,14,2022_CSEO_Dive_14,45584,5_0,5,0,5/26/2022,146,12:39:44 PM,493920.64,6240922.72,18.7,-2.09,4.12,493920.62,6240944.3,134.1,336,332.9,1.52,-25,
38190,14,2022_CSEO_Dive_14,45585,5_0,5,0,5/26/2022,146,12:39:45 PM,493920.95,6240922.72,19,-0.81,6.29,493920.62,6240944.3,136,337,332.9,1.46,-26,
38191,14,2022_CSEO_Dive_14,45586,5_0,5,0,5/26/2022,146,12:39:46 PM,493920.64,6240922.72,19.4,0.12,4.08,493920.62,6240944.3,136,336,332.9,1.29,-26,
38192,14,2022_CSEO_Dive_14,45587,5_0,5,0,5/26/2022,146,12:39:47 PM,493920.13,6240922.91,19.7,-1.03,0.83,493922.03,6240946.07,136,336,359.46,1.29,-27,
38193,14,2022_CSEO_Dive_14,45588,5_0,5,0,5/26/2022,146,12:39:48 PM,493920.33,6240923.09,19.3,-2.85,1.71,493922.03,6240946.07,136,336,359.46,1.38,-28,
38194,14,2022_CSEO_Dive_14,45589,5_0,5,0,5/26/2022,146,12:39:49 PM,493920.95,6240923.09,18.7,-1.06,3.81,493922.03,6240946.07,136,335,359.46,1.46,-27,
38195,14,2022_CSEO_Dive_14,45590,5_0,5,0,5/26/2022,146,12:39:50 PM,493921.05,6240923.28,18.8,0.98,3.23,493922.03,6240946.07,136,335,359.46,1.46,-27,
38196,14,2022_CSEO_Dive_14,45591,5_0,5,0,5/26/2022,146,12:39:51 PM,493920.85,6240923.65,19.2,0,1.65,493922.03,6240946.07,136,335,359.46,1.44,-28,
38197,14,2022_CSEO_Dive_14,45592,5_0,5,0,5/26/2022,146,12:39:52 PM,493920.85,6240923.65,19.1,-1.44,1.65,493921.2,6240946.04,136,336,346.85,1.44,-27,
38198,14,2022_CSEO_Dive_14,45593,5_0,5,0,5/26/2022,146,12:39:53 PM,493921.16,6240923.83,18.3,-2.69,3.78,493921.2,6240946.04,136,336,346.85,1.44,-29,
38199,14,2022_CSEO_Dive_14,45594,5_0,5,0,5/26/2022,146,12:39:54 PM,493921.57,6240923.83,17.3,-1.49,5.24,493921.75,6240947.61,134.1,335,344.48,1.38,-27,
38200,14,2022_CSEO_Dive_14,45595,5_0,5,0,5/26/2022,146,12:39:55 PM,493921.57,6240923.83,17.3,0.4,3.99,493921.75,6240947.61,136,335,344.48,1.35,-27,
38201,14,2022_CSEO_Dive_14,45596,5_0,5,0,5/26/2022,146,12:39:56 PM,493921.37,6240924.2,17.6,-1.53,1.16,493921.75,6240947.61,136,336,344.48,1.29,-26,
38202,14,2022_CSEO_Dive_14,45597,5_0,5,0,5/26/2022,146,12:39:57 PM,493921.37,6240924.58,17.1,-3.38,0.29,493921.36,6240946.78,136,335,351.98,1.41,-26,
38203,14,2022_CSEO_Dive_14,45598,5_0,5,0,5/26/2022,146,12:39:58 PM,493921.57,6240924.76,16.3,-1.49,2.49,493921.36,6240946.78,136,336,351.98,1.49,-25,
38204,14,2022_CSEO_Dive_14,45599,5_0,5,0,5/26/2022,146,12:39:59 PM,493922.19,6240924.76,16.5,0.49,5.76,493921.36,6240946.78,136,334,351.98,1.35,-25,
38205,14,2022_CSEO_Dive_14,45600,5_0,5,0,5/26/2022,146,12:40:00 PM,493922.5,6240924.94,16.8,-0.26,5.61,493922.62,6240948.01,136,331,1.32,1.35,-25,
38206,14,2022_CSEO_Dive_14,45601,5_0,5,0,5/26/2022,146,12:40:01 PM,493922.19,6240925.5,16.7,-2.06,1.92,493922.62,6240948.01,136,331,1.32,1.35,-25,
38207,14,2022_CSEO_Dive_14,45602,5_0,5,0,5/26/2022,146,12:40:02 PM,493921.88,6240925.87,16.5,-1.32,-0.46,493922.62,6240948.01,136,330,1.32,1.44,-27,
38208,14,2022_CSEO_Dive_14,45603,5_0,5,0,5/26/2022,146,12:40:03 PM,493922.4,6240925.87,15.2,0.09,2.17,493920.41,6240947.38,133.6,330,339.01,1.52,-29,
38209,14,2022_CSEO_Dive_14,45604,5_0,5,0,5/26/2022,146,12:40:04 PM,493923.22,6240925.87,14.4,-0.2,6.02,493920.41,6240947.38,136,330,339.01,1.41,-28,
38210,14,2022_CSEO_Dive_14,45605,5_0,5,0,5/26/2022,146,12:40:05 PM,493923.64,6240926.24,13.7,-2.49,5.9,493923.13,6240950.03,134.1,331,4.28,1.44,-28,
38211,14,2022_CSEO_Dive_14,45606,5_0,5,0,5/26/2022,146,12:40:06 PM,493923.22,6240926.61,13,-3.67,1.45,493923.13,6240950.03,136,331,4.28,1.38,-28,
38212,14,2022_CSEO_Dive_14,45607,5_0,5,0,5/26/2022,146,12:40:07 PM,493922.71,6240927.17,12.7,-2.34,-1.01,493923.13,6240950.03,136,332,4.28,1.41,-29,
38213,14,2022_CSEO_Dive_14,45608,5_0,5,0,5/26/2022,146,12:40:08 PM,493923.33,6240927.54,12.2,-0.92,2.32,493923.13,6240950.03,136,333,4.28,1.38,-28,
38214,14,2022_CSEO_Dive_14,45609,5_0,5,0,5/26/2022,146,12:40:09 PM,493924.15,6240927.73,11.5,-0.22,6.44,493923.13,6240950.03,136,334,4.28,1.29,-27,
38215,14,2022_CSEO_Dive_14,45610,5_0,5,0,5/26/2022,146,12:40:10 PM,493924.46,6240928.28,11,-0.8,6.18,493923.13,6240950.03,136,334,4.28,1.27,-26,
38216,14,2022_CSEO_Dive_14,45611,5_0,5,0,5/26/2022,146,12:40:11 PM,493924.05,6240928.65,9.8,-1.3,1.81,493923.13,6240950.03,136,337,4.28,1.41,-24,
38217,14,2022_CSEO_Dive_14,45612,5_0,5,0,5/26/2022,146,12:40:12 PM,493923.64,6240928.65,9.1,-1.23,-1.11,493923.13,6240950.03,136,337,4.28,1.41,-24,
38218,14,2022_CSEO_Dive_14,45613,5_0,5,0,5/26/2022,146,12:40:13 PM,493923.85,6240928.84,9.3,-2.39,0.1,493920.43,6240948.46,133.8,339,333.43,1.61,-25,
38219,14,2022_CSEO_Dive_14,45614,5_0,5,0,5/26/2022,146,12:40:14 PM,493924.47,6240929.02,8.5,-2.85,3.78,493920.43,6240948.46,136,341,333.43,1.61,-25,
38220,14,2022_CSEO_Dive_14,45615,5_0,5,0,5/26/2022,146,12:40:15 PM,493924.78,6240929.21,7.5,-2.59,5.53,493920.43,6240948.46,136,342,333.43,1.63,-25,
38221,14,2022_CSEO_Dive_14,45616,5_0,5,0,5/26/2022,146,12:40:16 PM,493924.57,6240929.58,7,-2.66,4.06,493921.27,6240950.63,136,341,5.84,1.49,-25,
38222,14,2022_CSEO_Dive_14,45617,5_0,5,0,5/26/2022,146,12:40:17 PM,493924.36,6240929.95,6.4,-1.41,1.96,493921.27,6240950.63,136,340,5.84,1.61,-26,
38223,14,2022_CSEO_Dive_14,45618,5_0,5,0,5/26/2022,146,12:40:18 PM,493924.47,6240930.32,6,-0.62,1.79,493921.27,6240950.11,134.1,340,349.32,1.63,-27,
38224,14,2022_CSEO_Dive_14,45619,5_0,5,0,5/26/2022,146,12:40:19 PM,493924.67,6240930.69,6.3,-1.21,2.63,493921.27,6240950.11,136,340,349.32,1.58,-26,
