Filename,Frame,Time_AKDT,Time (HMS),Period,Period time (HMS),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,Tape Reader,Depth,Comment,Year,Dive No,Transect No,User Def. 4,User Def. 5,User Def. 6,User Def. 7,User Def. 8,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time HH:MM:SS
SL_FW_Dive_23_16-50-22.315.avi,1179,16:51:20,0:51:20,,,,12.569,2.597,2479.778,18.676,,,-406.227,-686.803,-2347.889,1,Jenny Stahl,0,,2015,23,1,,,,,,rockfish,rosethorn,150,150,1,,,,,
SL_FW_Dive_23_16-50-22.315.avi,3152,16:52:26,0:52:26,,,,52.382,0.676,5209.22,13.1,,,606.934,1002.961,-5075.595,1,Jenny Stahl,0,,2015,23,1,,,,,,rockfish,yelloweye,145,145,2,AD,Fish milling/hovering,,,
SL_FW_Dive_23_16-50-22.315.avi,3217,16:52:28,0:52:28,,,510.239,35.016,2.553,4544.743,12.744,13.643,30.999,855.572,522.601,-4432.784,1,Jenny Stahl,0,,2015,23,1,,,,,,rockfish,yelloweye,145,145,2,AD,,,,
SL_FW_Dive_23_16-50-22.315.avi,3733,16:52:45,0:52:45,,,,22.299,3.69,3389.597,17.168,,,999.716,-46.013,-3238.49,1,Jenny Stahl,0,,2015,23,1,,,,,,rockfish,rosethorn,150,150,3,,,,,
SL_FW_Dive_23_16-50-22.315.avi,6681,16:54:24,0:54:24,,,,55.403,1.796,5264.975,16.843,,,-1337.502,723.893,-5040.539,1,Jenny Stahl,0,,2015,23,1,,,,,,rockfish,rosethorn,150,150,4,,,,,
SL_FW_Dive_23_16-50-22.315.avi,7055,16:54:36,0:54:36,,,,9.911,1.565,2275.125,34.64,,,-986.262,-840.118,-1870.209,1,Jenny Stahl,0,,2015,23,1,,,,,,rockfish,rosethorn,150,150,5,,,,,
SL_FW_Dive_23_16-50-22.315.avi,13356,16:58:06,0:58:06,,,,24.501,2.075,3735.404,6.774,,,133.246,412.814,-3710.131,1,Jenny Stahl,0,,2015,23,1,,,,,,rockfish,rosethorn,150,150,6,,,,,
SL_FW_Dive_23_16-50-22.315.avi,20619,17:02:08,1:02:08,,,,65.164,0.792,5723.171,20.405,,,-605.74,1890.921,-5367.698,1,Jenny Stahl,0,,2015,23,1,,,,,,rockfish,yelloweye,145,145,7,AD,Fish actively swimming in frame,,feeding after first sight,
SL_FW_Dive_23_16-50-22.315.avi,20672,17:02:10,1:02:10,,,539.848,40.299,1.165,3765.562,12.79,25.314,13.786,-754.171,355.161,-3672.13,1,Jenny Stahl,0,,2015,23,1,,,,,,rockfish,yelloweye,145,145,7,AD,,,,
SL_FW_Dive_23_16-50-22.315.avi,21947,17:02:53,1:02:53,,,,36.795,6.174,4429.434,10.839,,,-471.413,678.283,-4351.734,1,Jenny Stahl,0,,2015,23,1,,,,,,rockfish,rosethorn,150,150,8,,,,time doesn't match if aligned,
SL_FW_Dive_23_16-50-22.315.avi,23068,17:03:30,1:03:30,,,,19.318,3.235,3350.97,4.492,,,101.902,-248.292,-3340.204,1,Jenny Stahl,0,,2015,23,1,,,,,,rockfish,tiger,148,148,9,,,,,
SL_FW_Dive_23_16-50-22.315.avi,23945,17:03:59,1:03:59,,,,72.992,3.977,5983.095,20.546,,,871.963,1899.449,-5606.174,1,Jenny Stahl,0,,2015,23,1,,,,,,rockfish,yelloweye,145,145,10,AD,Fish moving slowly into frame,,,
SL_FW_Dive_23_16-50-22.315.avi,24107,17:04:05,1:04:05,,,638.654,43.916,3.224,4185.754,16.755,25.98,28.678,245.113,1181.513,-4008.053,1,Jenny Stahl,0,,2015,23,1,,,,,,rockfish,yelloweye,145,145,10,AD,,,,
SL_FW_Dive_23_16-50-22.315.avi,24107,17:04:05,1:04:05,,,,22.04,1.291,3629.746,3.338,,,-14.014,203.859,-3623.99,1,Jenny Stahl,0,,2015,23,1,,,,,,rockfish,rosethorn,150,150,11,,,,,
SL_FW_Dive_23_16-50-22.315.avi,24740,17:04:26,1:04:26,,,,31.902,2.059,4429.548,1.605,,,43.635,107.631,-4428.025,1,Jenny Stahl,0,,2015,23,1,,,,,,rockfish,tiger,148,148,12,,,,,
SL_FW_Dive_23_16-50-22.315.avi,25690,17:04:57,1:04:57,,,,50.694,7.572,5067.785,22.071,,,1895.251,175.627,-4696.767,1,Jenny Stahl,0,,2015,23,1,,,,,,rockfish,yelloweye,145,145,52,AD,Fish milling/hovering,,No length-dark,
SL_FW_Dive_23_16-50-22.315.avi,26384,17:05:20,1:05:20,,,,33.518,0.598,4083.487,17.932,,,-1133.597,536.259,-3886.161,1,Jenny Stahl,0,,2015,23,1,,,,,,rockfish,rosethorn,150,150,13,,,,,
SL_FW_Dive_23_16-50-22.315.avi,26487,17:05:24,1:05:24,,,,14.918,1.146,2924.768,5.35,,,111.249,243.365,-2912.502,1,Jenny Stahl,0,,2015,23,1,,,,,,rockfish,dusky,172,172,14,,,,,
SL_FW_Dive_23_16-50-22.315.avi,26766,17:05:33,1:05:33,,,,19.203,3.238,3048.78,18.992,,,-707.182,-701.511,-2881.464,1,Jenny Stahl,0,,2015,23,1,,,,,,rockfish,tiger,148,148,15,,,,,
SL_FW_Dive_23_16-50-22.315.avi,27839,17:06:09,1:06:09,,,,8.577,1.52,2059.473,29.109,,,973.386,-240.67,-1798.896,1,Jenny Stahl,0,,2015,23,1,,,,,,rockfish,dusky,172,172,16,,,,,
SL_FW_Dive_23_16-50-22.315.avi,28109,17:06:18,1:06:18,,,,86.505,1.655,6524.982,17.995,,,-1275.198,1549.239,-6208.794,1,Jenny Stahl,0,,2015,23,1,,,,,,rockfish,yelloweye,145,145,17,AD,Fish milling/hovering,,,
SL_FW_Dive_23_16-50-22.315.avi,28250,17:06:23,1:06:23,,,426.258,38.938,0.244,4207.058,24.181,3.662,22.698,-1634.694,545.475,-3837.912,1,Jenny Stahl,0,,2015,23,1,,,,,,rockfish,yelloweye,145,145,17,AD,,,,
