Filename,Frame,AKDT,Time (HMS),Period,Period time (HMS),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,Tape Reader,Depth,Comment,Year,Dive No,Transect No,User Def. 4,User Def. 5,User Def. 6,User Def. 7,User Def. 8,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time HH:MM:SS
SL_FW_Dive_09_11-46-39.419.avi,34120,12:11:25,20:11:25,,,,17.861,4.954,2935.055,21.84,,,-957.029,-530.869,-2723.384,1,Kristen Green ,0,,2015,9,1,,,,,,rockfish,quillback,147,147,20,,,,,
SL_FW_Dive_09_11-46-39.419.avi,35005,12:11:55,20:11:55,,,,20.178,1.658,3196.308,22.677,,,1232.081,17.009,-2949.249,1,Kristen Green ,0,,2015,9,1,,,,,,rockfish,rosethorn,150,150,21,,,,,
SL_FW_Dive_09_11-46-39.419.avi,41622,12:15:35,20:15:35,,,,66.809,18.49,5617.827,27.572,,,2265.182,1267.304,-4982.256,1,Kristen Green ,0,,2015,9,1,,,,,,rockfish,rosethorn,150,150,22,,,,,
SL_FW_Dive_09_11-46-39.419.avi,42117,12:15:52,20:15:52,,,,65.759,6.67,5797.57,29.66,,,-2705.601,944.575,-5039.774,1,Kristen Green ,0,,2015,9,1,,,,,,rockfish,rosethorn,150,150,23,,,,,
SL_FW_Dive_09_11-46-39.419.avi,43182,12:16:27,20:16:27,,,,19.983,2.066,3436.325,4.09,,,-8.371,238.306,-3428.042,1,Kristen Green ,0,,2015,9,1,,,,,,rockfish,rosethorn,150,150,24,,,,,
SL_FW_Dive_09_11-46-39.419.avi,43600,12:16:41,20:16:41,,,,16.472,2.409,2771.49,23.624,,,859.047,-708.852,-2537.858,1,Kristen Green ,0,,2015,9,1,,,,,,rockfish,tiger,148,148,25,,,,,
SL_FW_Dive_09_11-46-39.419.avi,43912,12:16:52,20:16:52,,,,20.343,5.581,3214.659,13.259,,,491.491,-555.635,-3127.897,1,Kristen Green ,0,,2015,9,1,,,,,,rockfish,rosethorn,150,150,26,,,,,
SL_FW_Dive_09_11-46-39.419.avi,44117,12:16:59,20:16:59,,,,20.21,4.576,3488.069,2.222,,,134.512,7.414,-3485.467,1,Kristen Green ,0,,2015,9,1,,,,,,rockfish,yelloweye,145,145,27,AD,Fish seeking cover,,"in rocks,no length ",
SL_FW_Dive_09_11-46-39.419.avi,45514,12:17:45,20:17:45,,,,20.459,9.343,3123.097,19.778,,,714.952,-783.904,-2937.358,1,Kristen Green ,0,,2015,9,1,,,,,,rockfish,unknown,10024,10024,35,,,,right color for YE but hard to tell ,
SL_FW_Dive_09_11-46-39.419.avi,46407,12:18:15,20:18:15,,,,39.666,0.107,4476.401,23.773,,,-1762.705,378.356,-4097.302,1,Kristen Green ,0,,2015,9,1,,,,,,rockfish,rosethorn,150,150,28,,,,,
SL_FW_Dive_09_11-46-39.419.avi,47661,12:18:57,20:18:57,,,,47.392,8.833,4836.474,26.329,,,-1994.634,780.888,-4336.257,1,Kristen Green ,0,,2015,9,1,,,,,,rockfish,silvergray,157,157,29,,,,,
SL_FW_Dive_09_11-46-39.419.avi,48073,12:19:10,20:19:10,,,,25.23,10.798,3506.276,33.643,,,1420.554,1319.333,-2921.534,1,Kristen Green ,0,,2015,9,1,,,,,,rockfish,unknown,10024,10024,34,,,,looks a bit like a YE but hard to tell ,
SL_FW_Dive_09_11-46-39.419.avi,51192,12:20:54,20:20:54,,,,25.292,4.3,3624.301,20.596,,,-1274.327,32.706,-3392.724,1,Kristen Green ,0,,2015,9,1,,,,,,rockfish,rosethorn,150,150,30,,,,,
SL_FW_Dive_09_11-46-39.419.avi,51290,12:20:58,20:20:58,,,,42.1,4.434,4475.714,21.02,,,1349.205,861.971,-4179.554,1,Kristen Green ,0,,2015,9,1,,,,,,rockfish,rosethorn,150,150,31,,,,,
SL_FW_Dive_09_11-46-39.419.avi,51674,12:21:10,20:21:10,,,,14.38,7.158,2675.646,28.377,,,-1178.742,-481.737,-2353.206,1,Kristen Green ,0,,2015,9,1,,,,,,rockfish,rosethorn,150,150,32,,,,,
SL_FW_Dive_09_11-46-39.419.avi,51833,12:21:16,20:21:16,,,,39.238,1.241,4306.604,22.518,,,1405.08,855.968,-3979.939,1,Kristen Green ,0,,2015,9,1,,,,,,rockfish,rosethorn,150,150,33,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
