Filename,Frame,AKDT,Time (HMS),Period,Period time (HMS),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,Tape Reader,Depth,Comment,Year,Dive No,Transect No,User Def. 4,User Def. 5,User Def. 6,User Def. 7,User Def. 8,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time HH:MM:SS
SL_FW_Dive_32_14-44-40.121.avi,8683,14:49:41,22:49:41,,,,30.714,3.044,4151.073,7.311,,,-306.313,422.42,-4118.147,1,Jenny Stahl,0,,2015,32,1,,,,,,coral,red tree coral,10001,10001,1,,,,,
SL_FW_Dive_32_14-44-40.121.avi,9999,14:50:25,22:50:25,,,,11.55,1.077,2499.93,29.669,,,-1234.07,86.826,-2172.368,1,Jenny Stahl,0,,2015,32,1,,,,,,rockfish,rosethorn,150,150,2,,,,,
SL_FW_Dive_32_14-44-40.121.avi,14533,14:52:56,22:52:56,,,,15.884,3.053,2844.908,14.575,,,-323.091,-644.167,-2752.12,1,Jenny Stahl,0,,2015,32,1,,,,,,rockfish,rosethorn,150,150,3,,,,,
SL_FW_Dive_32_14-44-40.121.avi,14677,14:53:01,22:53:01,,,,11.454,0.636,2339.855,20.64,,,-581.735,-588.94,-2188.528,1,Jenny Stahl,0,,2015,32,1,,,,,,rockfish,rosethorn,150,150,4,,,,,
SL_FW_Dive_32_14-44-40.121.avi,15877,14:53:41,22:53:41,,,,99.796,0.416,7230.452,22.688,,,-196.615,2769.042,-6676.315,1,Jenny Stahl,0,,2015,32,1,,,,,,rockfish,yelloweye,145,145,5,AD,Fish milling/hovering,,no length-bad angle,
SL_FW_Dive_32_14-44-40.121.avi,16370,14:53:58,22:53:58,,,,21.208,3.598,3445.508,6.832,,,212.601,-357.052,-3420.357,1,Jenny Stahl,0,,2015,32,1,,,,,,rockfish,rosethorn,150,150,6,,,,,
SL_FW_Dive_32_14-44-40.121.avi,19756,14:55:51,22:55:51,,,,21.309,1.663,3343.824,29.208,,,-1599.669,316.128,-2919.295,1,Jenny Stahl,0,,2015,32,1,,,,,,rockfish,rosethorn,150,150,7,,,,,
SL_FW_Dive_32_14-44-40.121.avi,19986,14:55:58,22:55:58,,,,24.61,0.1,3532.471,18.974,,,-310.052,1099.465,-3342.663,1,Jenny Stahl,0,,2015,32,1,,,,,,rockfish,quillback,147,147,8,,,,,
SL_FW_Dive_32_14-44-40.121.avi,21075,14:56:35,22:56:34,,,,23.36,1.227,3479.546,13.598,,,-749.043,322.406,-3382.636,1,Jenny Stahl,0,,2015,32,1,,,,,,rockfish,yelloweye,145,145,9,JV,Fish milling/hovering,,no length- bad angle,
SL_FW_Dive_32_14-44-40.121.avi,21182,14:56:38,22:56:38,,,,34.006,0.987,4032.622,25.839,,,790.568,1562.774,-3632.463,1,Jenny Stahl,0,,2015,32,1,,,,,,rockfish,quillback,147,147,10,,,,,
