Filename,Frame,AKDT ,Time (HMS),Period,Period time (HMS),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,Tape Reader,Depth,Comment,Year,Dive No,Transect No,User Def. 4,User Def. 5,User Def. 6,User Def. 7,User Def. 8,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time HH:MM:SS
SL_FW_Dive_17_07-40-00.436.avi,547,7:40:41,15:40:41,,,,10.211,4.708,2243.69,33.173,,,1041.104,-654.207,-1876.769,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,1,,,,,
SL_FW_Dive_17_07-40-00.436.avi,1181,7:41:02,15:41:02,,,,10.624,0.454,2236.176,30.247,,,825.598,-770.028,-1930.267,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,2,,,,,
SL_FW_Dive_17_07-40-00.436.avi,2570,7:41:49,15:41:49,,,,55.584,1.464,5172.381,19.052,,,1340.884,1016.588,-4891.023,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,yelloweye,145,145,3,AD,Fish milling/hovering,,,
SL_FW_Dive_17_07-40-00.436.avi,2799,7:41:56,15:41:56,,,476.47,23.882,8.175,2603.975,20.011,30.674,4.624,868.289,-200.342,-2446.758,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,yelloweye,145,145,3,AD,,,,
SL_FW_Dive_17_07-40-00.436.avi,6209,7:43:50,15:43:50,,,,35.75,5.534,4160.733,23.619,,,-772.309,1469.932,-3815.041,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,tiger,148,148,4,,,,,
SL_FW_Dive_17_07-40-00.436.avi,6573,7:44:02,15:44:02,,,,29.692,5.819,3834.862,32.985,,,1824.122,1009.305,-3218.703,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,5,,,,,
SL_FW_Dive_17_07-40-00.436.avi,6854,7:44:11,15:44:11,,,,57.799,4.893,5247.866,23.012,,,1850.697,875.854,-4831.966,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,yelloweye,145,145,6,AD,Fish milling/hovering,,,
SL_FW_Dive_17_07-40-00.436.avi,6867,7:44:12,15:44:12,,,354.934,62.642,14.251,4924.295,23.107,15.517,7.638,1735.047,851.095,-4529.231,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,yelloweye,145,145,6,AD,,,RMS poor and precision poor,
SL_FW_Dive_17_07-40-00.436.avi,13685,7:47:59,15:47:59,,,,83.944,9.691,6291.707,22.347,,,1922.71,1412.131,-5821.911,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,8,,,,,
SL_FW_Dive_17_07-40-00.436.avi,14445,7:48:24,15:48:24,,,,45.172,9.849,4885.013,14.05,,,289.497,1140.936,-4741.077,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,9,,,,,
SL_FW_Dive_17_07-40-00.436.avi,14772,7:48:35,15:48:35,,,,22.95,6.631,3571.287,8.077,,,-475.498,-167.184,-3535.54,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,10,,,,,
SL_FW_Dive_17_07-40-00.436.avi,15096,7:48:46,15:48:46,,,,40.671,1.442,4392.963,25.63,,,1718.003,804.311,-3962.282,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,tiger,148,148,11,,,,,
SL_FW_Dive_17_07-40-00.436.avi,16030,7:49:17,15:49:17,,,,13.892,4.49,2590.64,27.281,,,-1020.248,-611.97,-2301.304,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,tiger,148,148,12,,,,,
SL_FW_Dive_17_07-40-00.436.avi,17665,7:50:12,15:50:12,,,,16.796,7.891,2926.386,17.496,,,876.612,-80.237,-2790.851,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,13,,,,,
SL_FW_Dive_17_07-40-00.436.avi,18168,7:50:29,15:50:29,,,,17.137,1.523,2838.623,27.997,,,1136.723,-700.148,-2505.081,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,14,,,,,
SL_FW_Dive_17_07-40-00.436.avi,22113,7:52:40,15:52:40,,,,46.249,7.626,4750.009,18.769,,,1376.081,656.271,-4498.699,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,15,,,,,
SL_FW_Dive_17_07-40-00.436.avi,24020,7:53:44,15:53:44,,,,32.69,8.938,3963.033,23.597,,,1485.085,550.9,-3632.721,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,16,,,,,
SL_FW_Dive_17_07-40-00.436.avi,25733,7:54:41,15:54:41,,,,22.205,4.386,3306.054,19.096,,,-970.257,471.932,-3125.039,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,17,,,,,
SL_FW_Dive_17_07-40-00.436.avi,29193,7:56:36,15:56:36,,,,30.028,0.349,3875.758,16.434,,,-947.251,545.113,-3718.476,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,18,,,,,
SL_FW_Dive_17_07-40-00.436.avi,31143,7:57:41,15:57:41,,,,49.225,9.814,4886.175,29.142,,,2209.705,874.437,-4269.34,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,tiger,148,148,19,,,,,
SL_FW_Dive_17_07-40-00.436.avi,33561,7:59:02,15:59:02,,,,12.533,8.27,2552.622,29.761,,,1264.933,69.558,-2216.074,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,tiger,148,148,20,,,,,
SL_FW_Dive_17_07-40-00.436.avi,33892,7:59:13,15:59:13,,,,24.643,7.756,3556.05,14.811,,,-841.16,337.957,-3438.564,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,21,,,,,
SL_FW_Dive_17_07-40-00.436.avi,36632,8:00:44,16:00:44,,,,44.255,10.511,4792.403,13.855,,,1093.442,339.415,-4653.634,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,22,,,,,
SL_FW_Dive_17_07-40-00.436.avi,36825,8:00:50,16:00:50,,,,15.781,5.226,2952.25,9.057,,,-459.345,64.803,-2915.576,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,23,,,,,
SL_FW_Dive_17_07-40-00.436.avi,36847,8:00:51,16:00:51,,,,18.137,6.131,3026.896,30.478,,,1495.633,-351.687,-2607.968,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,24,,,,,
SL_FW_Dive_17_07-40-00.436.avi,41286,8:03:19,16:03:19,,,,34.864,2.244,4205.535,15.717,,,-1030.737,477.313,-4049.232,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,25,,,,,
SL_FW_Dive_17_07-40-00.436.avi,41466,8:03:25,16:03:25,,,,45.443,4.08,4764.623,15.935,,,733.91,1074.024,-4583.61,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,26,,,,,
SL_FW_Dive_17_07-40-00.436.avi,43766,8:04:42,16:04:42,,,,28.888,5.413,3781.433,24.007,,,-479.192,1455.276,-3457.135,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,27,,,,,
SL_FW_Dive_17_07-40-00.436.avi,43959,8:04:48,16:04:48,,,,36.186,0.696,4125.426,29.263,,,1611.736,1205.072,-3601.284,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,28,,,,,
SL_FW_Dive_17_07-40-00.436.avi,45614,8:05:43,16:05:43,,,,33.015,1.699,4065.177,30.758,,,-1804.043,1026.513,-3495.335,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,29,,,,,
SL_FW_Dive_17_07-40-00.436.avi,47340,8:06:41,16:06:41,,,,35.913,8.313,4426.359,8.72,,,-515.44,-438.134,-4374.359,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,30,,,,,
SL_FW_Dive_17_07-40-00.436.avi,51785,8:09:09,16:09:09,,,,27.668,5.903,3592.03,24.873,,,1181.035,935.974,-3260.642,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,31,,,,,
SL_FW_Dive_17_07-40-00.436.avi,51786,8:09:09,16:09:09,,,,21.504,0.811,3350.256,12.326,,,-619.52,351.053,-3273.709,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,tiger,148,148,32,,,,,
SL_FW_Dive_17_07-40-00.436.avi,58101,8:12:40,16:12:40,,,,37.807,2.154,4370.549,30.705,,,2159.385,556.192,-3758.91,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,rosethorn,150,150,33,,,,,
SL_FW_Dive_17_07-40-00.436.avi,58209,8:12:43,16:12:43,,,,34.406,3.396,4216.025,17.722,,,-1264.712,209.984,-4016.376,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,tiger,148,148,34,,,,,
SL_FW_Dive_17_07-40-00.436.avi,59396,8:13:23,16:13:23,,,,11.112,6.136,2365.982,27.847,,,1098.411,-126.034,-2091.765,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,tiger,148,148,35,,,,,
SL_FW_Dive_17_07-40-00.436.avi,59545,8:13:28,16:13:28,,,,64.494,4.527,5645.219,21.414,,,-786.352,1895.026,-5259.184,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,yelloweye,145,145,36,AD,Fish milling/hovering,,,
SL_FW_Dive_17_07-40-00.436.avi,59930,8:13:41,16:13:41,,,593.764,15.432,2.155,2234.999,19.377,32.917,25.619,-282.052,-685.81,-2108.396,1,Kristen Green ,0,,2015,17,1,,,,,,rockfish,yelloweye,145,145,36,AD,,,horiz angle > 30 ,
