Filename,Frame,Time_AKDT,Time (HMS),Period,Period time (HMS),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,Tape Reader,Depth,Comment,Year,Dive No,Transect No,User Def. 4,User Def. 5,User Def. 6,User Def. 7,User Def. 8,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time HH:MM:SS
SL_FW_Dive_21_14-13-13.541.avi,509,14:13:40,22:13:40,,,,18.631,2.938,3063.221,32.608,,,-1299.88,1012.459,-2582.355,1,Jenny Stahl,0,,2015,21,1,,,,,,greenling,lingcod,130,130,1,,,,,
SL_FW_Dive_21_14-13-13.541.avi,790,14:13:49,22:13:49,,,1062.567,11.159,2.746,2501.144,7.334,12.818,28.203,-300.87,-106.875,-2480.681,1,Jenny Stahl,0,,2015,21,1,,,,,,greenling,lingcod,130,130,1,,,,,
SL_FW_Dive_21_14-13-13.541.avi,1514,14:14:13,22:14:13,,,,42.746,1.713,4652.996,14.91,,,628.481,1010.288,-4498.3,1,Jenny Stahl,0,,2015,21,1,,,,,,rockfish,rosethorn,150,150,2,,,,,
SL_FW_Dive_21_14-13-13.541.avi,2150,14:14:35,22:14:35,,,,61.379,2.134,5391.511,29.537,,,1488.387,2193.067,-4695.056,1,Jenny Stahl,0,,2015,21,1,,,,,,rockfish,yelloweye,145,145,76,AD,Chase other,,feeding,
SL_FW_Dive_21_14-13-13.541.avi,2198,14:14:36,22:14:36,,,615.237,76.218,3.467,5037.766,29.776,28.457,12.614,1914.291,1610.7,-4372.667,1,Jenny Stahl,0,,2015,21,1,,,,,,rockfish,yelloweye,145,145,76,AD,,,,
SL_FW_Dive_21_14-13-13.541.avi,2220,14:14:37,22:14:37,,,,32.215,1.492,3969.714,20.381,,,-1236.465,611.29,-3722.38,1,Jenny Stahl,0,,2015,21,1,,,,,,rockfish,rosethorn,150,150,3,,,,looks gravid,
SL_FW_Dive_21_14-13-13.541.avi,6755,14:17:08,22:17:08,,,,65.144,0.982,5864.471,25.945,,,35.592,2555.358,-5278.342,1,Jenny Stahl,0,,2015,21,1,,,,,,rockfish,yelloweye,145,145,4,AD,Fish milling/hovering,,,
SL_FW_Dive_21_14-13-13.541.avi,6901,14:17:13,22:17:13,,,626.91,42.121,2.358,4082.777,22.884,26.365,10.082,-196.828,1575.386,-3761.447,1,Jenny Stahl,0,,2015,21,1,,,,,,rockfish,yelloweye,145,145,4,AD,,,,
SL_FW_Dive_21_14-13-13.541.avi,10537,14:19:14,22:19:14,,,,95.83,0.182,6782.824,28.483,,,-2404.191,2152.567,-5965.988,1,Jenny Stahl,0,,2015,21,1,,,,,,rockfish,,,,5,,,,too dark to identify,
SL_FW_Dive_21_14-13-13.541.avi,11096,14:19:33,22:19:33,,,,67.852,0.347,5910.448,13.349,,,-1000.47,916.97,-5752.532,1,Jenny Stahl,0,,2015,21,1,,,,,,rockfish,rosethorn,150,150,6,,,,,
SL_FW_Dive_21_14-13-13.541.avi,11588,14:19:49,22:19:49,,,,34.034,2.548,4240.269,11.987,,,373.504,789.486,-4149.348,1,Jenny Stahl,0,,2015,21,1,,,,,,rockfish,rosethorn,150,150,7,,,,,
SL_FW_Dive_21_14-13-13.541.avi,11706,14:19:53,22:19:53,,,,111.378,0.108,7753.489,14.244,,,224.209,1880.066,-7518.755,1,Jenny Stahl,0,,2015,21,1,,,,,,rockfish,yelloweye,145,145,8,AD,Fish milling/hovering,,gravid?,
SL_FW_Dive_21_14-13-13.541.avi,12163,14:20:08,22:20:08,,,682.616,37.948,0.604,3956.529,10.087,20.69,13.443,-616.143,317.11,-3895.373,1,Jenny Stahl,0,,2015,21,1,,,,,,rockfish,yelloweye,145,145,8,AD,,,,
SL_FW_Dive_21_14-13-13.541.avi,12224,14:20:10,22:20:10,,,,30.529,4.064,3873.17,30.519,,,1833.163,706.485,-3337.94,1,Jenny Stahl,0,,2015,21,1,,,,,,rockfish,rosethorn,150,150,9,,,,,
