Filename,Frame,Time_AKDT,Time (HMS),Period,Period time (HMS),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,Tape Reader,Depth,Comment,Year,Dive No,Transect No,User Def. 4,User Def. 5,User Def. 6,User Def. 7,User Def. 8,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time HH:MM:SS
SL_FW_Dive_22_15-36-34.207.avi,5717,15:39:55,23:39:55,,,,12.26,0.782,2531.19,16.188,,,-10.335,-710.307,-2429.461,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,rosethorn,150,150,1,,,,,
SL_FW_Dive_22_15-36-34.207.avi,6718,15:40:28,23:40:28,,,,17.935,4.44,3063.487,17.651,,,21.784,-934.28,-2917.465,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,rosethorn,150,150,2,,,,,
SL_FW_Dive_22_15-36-34.207.avi,7255,15:40:46,23:40:46,,,,16.111,0.561,2803.562,19.511,,,-816.392,453.47,-2643.45,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,silvergray,157,157,3,,,,,
SL_FW_Dive_22_15-36-34.207.avi,15590,15:45:24,23:45:24,,,,21.271,0.214,3434.383,7.684,,,403.384,212.854,-3403.963,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,rosethorn,150,150,4,,,,,
SL_FW_Dive_22_15-36-34.207.avi,24555,15:50:23,23:50:22,,,,21.194,3.924,3361.121,10.145,,,-488.194,-341.263,-3307.92,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,rosethorn,150,150,5,,,,,
SL_FW_Dive_22_15-36-34.207.avi,28727,15:52:42,23:52:42,,,,25.759,2.117,3499.486,24.105,,,-1106.945,-910.278,-3192.565,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,rosethorn,150,150,6,,,,,
SL_FW_Dive_22_15-36-34.207.avi,30627,15:53:45,23:53:45,,,,28.887,3.971,4075.307,5.624,,,240.576,310.922,-4056.301,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,rosethorn,150,150,7,,,,,
SL_FW_Dive_22_15-36-34.207.avi,34095,15:55:41,23:55:41,,,,91.854,0.488,6776.814,25.431,,,701.928,2812.377,-6125.605,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,yelloweye,145,145,8,AD,Fish actively swimming in frame,,,
SL_FW_Dive_22_15-36-34.207.avi,34384,15:55:50,23:55:50,,,686.773,47.441,4.519,3863.593,24.799,23.822,0.678,-1603.264,235.834,-3507.317,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,yelloweye,145,145,8,AD,,,,
SL_FW_Dive_22_15-36-34.207.avi,38743,15:58:15,23:58:15,,,,40.058,3.32,4351.717,28.686,,,1787.79,1072.964,-3819.686,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,rosethorn,150,150,9,,,,,
SL_FW_Dive_22_15-36-34.207.avi,39369,15:58:36,23:58:36,,,,27.242,0.913,3807.18,12.464,,,-791.65,212.868,-3717.876,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,rosethorn,150,150,10,,,,,
SL_FW_Dive_22_15-36-34.207.avi,39676,15:58:47,23:58:47,,,,24.522,3.312,3559.276,13.652,,,-755.091,361.538,-3459.418,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,rosethorn,150,150,11,,,,,
SL_FW_Dive_22_15-36-34.207.avi,40730,15:59:22,23:59:22,,,,15.09,2.925,2833.658,10.266,,,-407.227,293.264,-2788.868,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,rosethorn,150,150,14,,,,,
SL_FW_Dive_22_15-36-34.207.avi,41375,15:59:43,23:59:43,,,,14.486,1.458,2637.861,19.475,,,782.474,-406.298,-2486.155,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,rosethorn,150,150,13,,,,,
SL_FW_Dive_22_15-36-34.207.avi,44089,16:01:14,0:01:14,,,,49.59,4.44,5123.561,13.867,,,-324.181,1174.824,-4976.502,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,rosethorn,150,150,15,,,,,
SL_FW_Dive_22_15-36-34.207.avi,44508,16:01:28,0:01:28,,,,18.948,1.473,3062.548,23.86,,,1220.621,206.153,-2801.211,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,rosethorn,150,150,16,,,,,
SL_FW_Dive_22_15-36-34.207.avi,45195,16:01:51,0:01:51,,,,35.862,7.089,4349.544,17.029,,,-1273.617,13.389,-4158.877,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,tiger,148,148,17,,,,,
SL_FW_Dive_22_15-36-34.207.avi,45490,16:02:00,0:02:00,,,,16.911,2.961,2921.143,17.901,,,-293.79,843.112,-2781.353,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,rosethorn,150,150,18,,,,,
SL_FW_Dive_22_15-36-34.207.avi,52527,16:05:55,0:05:55,,,,25.81,4.737,3653.844,19.471,,,-1212.434,109.283,-3445.089,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,rosethorn,150,150,19,,,,,
SL_FW_Dive_22_15-36-34.207.avi,54516,16:07:01,0:07:01,,,,29.17,2.196,3916.173,28.822,,,-1858.601,324.936,-3431.681,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,rosethorn,150,150,20,,,,,
SL_FW_Dive_22_15-36-34.207.avi,56949,16:08:22,0:08:22,,,,11.007,2.464,2336.207,27.36,,,1057.731,-188.413,-2074.504,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,rosethorn,150,150,21,,,,,
SL_FW_Dive_22_15-36-34.207.avi,60314,16:10:14,0:10:14,,,,13.58,2.736,2549.23,23.35,,,-863.513,-529.092,-2339.441,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,tiger,148,148,22,,,,,
SL_FW_Dive_22_15-36-34.207.avi,64092,16:12:20,0:12:20,,,,12.758,2.541,2468.193,28.147,,,-820.248,-830.544,-2174.711,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,rosethorn,150,150,23,,,,,
SL_FW_Dive_22_15-36-34.207.avi,64092,16:12:20,0:12:20,,,,17.122,0.629,2864.546,22.468,,,-928.397,-585.258,-2645.973,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,yelloweye,145,145,24,JV,Fish seeking cover,,no length-tail in crevice,
SL_FW_Dive_22_15-36-34.207.avi,69019,16:15:05,0:15:05,,,,69.282,3.294,6086.757,14.216,,,246.851,1462.886,-5903.189,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,yelloweye,145,145,25,AD,Fish actively swimming in frame,,feeding,
SL_FW_Dive_22_15-36-34.207.avi,69099,16:15:07,0:15:07,,,600.15,54.592,1.06,4448.155,19.117,20.167,9.961,-1427.342,291.367,-4202.842,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,yelloweye,145,145,25,AD,,,,
SL_FW_Dive_22_15-36-34.207.avi,69265,16:15:13,0:15:13,,,,71.771,0.475,5925.037,18.077,,,-1335.42,-1274.462,-5630.139,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,rosethorn,150,150,26,,,,,
SL_FW_Dive_22_15-36-34.207.avi,69790,16:15:30,0:15:30,,,,42.931,1.348,4999.522,6.164,,,-101.04,517.666,-4971.623,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,rosethorn,150,150,27,,,,,
SL_FW_Dive_22_15-36-34.207.avi,70668,16:16:00,0:16:00,,,,50.606,1.235,5149.697,12.373,,,-598.401,917.341,-5031.876,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,yelloweye,145,145,28,AD,Fish chasing other fish,,,
SL_FW_Dive_22_15-36-34.207.avi,70845,16:16:05,0:16:05,,,652.264,30.137,0.958,3200.82,21.574,20.093,0.615,1112.448,-384.358,-2976.572,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,yelloweye,145,145,28,AD,,,,
SL_FW_Dive_22_15-36-34.207.avi,71128,16:16:15,0:16:15,,,,40.82,1.301,4628.869,11.413,,,-687.273,-614.304,-4536.156,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,yelloweye,145,145,29,JV,Fish milling/hovering,,No length-too dark,
SL_FW_Dive_22_15-36-34.207.avi,71215,16:16:18,0:16:18,,,,47.897,1.157,5253.127,5.962,,,491.05,227.814,-5225.161,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,yelloweye,145,145,30,AD,Fish milling/hovering,,,
SL_FW_Dive_22_15-36-34.207.avi,71312,16:16:21,0:16:21,,,595.103,15.32,2.964,3814.302,6.326,6.441,12.375,352.056,-229.539,-3791.078,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,yelloweye,145,145,30,AD,,,,
SL_FW_Dive_22_15-36-34.207.avi,72139,16:16:49,0:16:49,,,,19.769,1.88,3072.192,21.082,,,978.011,508.934,-2867.551,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,rosethorn,150,150,31,,,,,
SL_FW_Dive_22_15-36-34.207.avi,72281,16:16:53,0:16:53,,,,20.269,1.841,3125.513,21.139,,,-651.71,914.047,-2916.955,1,Jenny Stahl,0,,2015,22,1,,,,,,rockfish,widow,156,156,32,,,,,
