Filename,Frame,AKDT ,Time (HMS),Period,Period time (HMS),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,Tape Reader,Depth,Comment,Year,Dive No,Transect No,User Def. 4,User Def. 5,User Def. 6,User Def. 7,User Def. 8,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time HH:MM:SS
SL_FW_Dive_19_10-32-28.019.avi,6311,10:37:31,18:37:31,,,,64.8,5.366,5746.082,19.093,,,-494.792,1802.786,-5433.47,1,Kristen Green ,0,,2015,19,1,,,,,,greenling,lingcod,130,130,1,,,,,
SL_FW_Dive_19_10-32-28.019.avi,6400,10:37:34,18:37:34,,,813.182,49.229,2.713,3858.342,21.982,35.441,28.45,-1376.027,438.67,-3577.838,1,Kristen Green ,0,,2015,19,1,,,,,,greenling,lingcod,130,130,1,,,,horiz angle > 30 ,
SL_FW_Dive_19_10-32-28.019.avi,14092,10:41:51,18:41:51,,,,19.421,0.135,3371.276,4.362,,,106.335,226.84,-3361.954,1,Kristen Green ,0,,2015,19,1,,,,,,greenling,lingcod,130,130,2,,,,,
SL_FW_Dive_19_10-32-28.019.avi,14101,10:41:51,18:41:51,,,1055.043,55.595,7.457,3260.031,11.486,55.22,17.053,638.109,-119.335,-3194.742,1,Kristen Green ,0,,2015,19,1,,,,,,greenling,lingcod,130,130,2,,,,poor RMS and horiz angle ,
SL_FW_Dive_19_10-32-28.019.avi,20616,10:45:28,18:45:28,,,,58.729,0.894,5432.961,15.169,,,850.425,1129.065,-5245.86,1,Kristen Green ,0,,2015,19,1,,,,,,greenling,lingcod,130,130,3,,,,,
SL_FW_Dive_19_10-32-28.019.avi,20803,10:45:34,18:45:34,,,917.442,37.102,8.074,3540.439,20.696,21.334,17.645,1251.157,-15.53,-3311.959,1,Kristen Green ,0,,2015,19,1,,,,,,greenling,lingcod,130,130,3,,,,,
SL_FW_Dive_19_10-32-28.019.avi,29790,10:50:34,18:50:34,,,789.072,24.997,6.674,2349.85,14.818,51.843,27.825,464.923,-380.812,-2271.7,1,Kristen Green ,0,,2015,19,1,,,,,,halibut,halibut,200,200,5,,,,horiz angle > 30 ,
SL_FW_Dive_19_10-32-28.019.avi,29791,10:50:34,18:50:34,,,,11.791,4.795,2531.731,7.854,,,278.934,-209.501,-2507.582,1,Kristen Green ,0,,2015,19,1,,,,,,halibut,halibut,200,200,5,,,,,
SL_FW_Dive_19_10-32-28.019.avi,34290,10:53:04,18:53:04,,,,10.844,6.547,2265.795,23.736,,,-672.675,-619.875,-2072.942,1,Kristen Green ,0,,2015,19,1,,,,,,eel-like fish,eel pout,10052,10052,6,,,,,
SL_FW_Dive_19_10-32-28.019.avi,37882,10:55:04,18:55:04,,,,21.155,5.936,3393.014,8.955,,,-421.068,312.365,-3352.264,1,Kristen Green ,0,,2015,19,1,,,,,,rockfish,rosethorn,150,150,7,,,,,
SL_FW_Dive_19_10-32-28.019.avi,44723,10:58:52,18:58:52,,,,21.835,1.055,3331.686,18.483,,,-1034.969,-216.846,-3159.422,1,Kristen Green ,0,,2015,19,1,,,,,,rockfish,rosethorn,150,150,8,,,,,
SL_FW_Dive_19_10-32-28.019.avi,49810,11:01:41,19:01:41,,,,24.214,7.212,3486.281,33.151,,,1721.153,814.218,-2920.417,1,Kristen Green ,0,,2015,19,1,,,,,,greenling,lingcod,130,130,9,,,,curled up no length ,
SL_FW_Dive_19_10-32-28.019.avi,55601,11:04:54,19:04:54,,,,58.476,5.374,5487.164,15.705,,,-527.489,1378.314,-5284.977,1,Kristen Green ,0,,2015,19,1,,,,,,rockfish,yelloweye,145,145,10,AD,Fish milling/hovering,,,
SL_FW_Dive_19_10-32-28.019.avi,55788,11:05:01,19:05:01,,,693.102,34.848,3.19,2803.37,6.617,67.585,43.184,-311.915,-84.042,-2784.695,1,Kristen Green ,0,,2015,19,1,,,,,,rockfish,yelloweye,145,145,10,AD, ,,horiz angle > 30 ,
SL_FW_Dive_19_10-32-28.019.avi,56001,11:05:08,19:05:08,,,,18.271,1.929,3136.128,10.188,,,537.779,-141.978,-3086.411,1,Kristen Green ,0,,2015,19,1,,,,,,rockfish,rosethorn,150,150,11,,,,,
SL_FW_Dive_19_10-32-28.019.avi,64457,11:09:50,19:09:50,,,,22.38,6.166,3426.338,29.087,,,-1634.343,315.862,-2994.82,1,Kristen Green ,0,,2015,19,1,,,,,,rockfish,rosethorn,150,150,13,,,,,
SL_FW_Dive_19_10-32-28.019.avi,64484,11:09:50,19:09:50,,,,15.938,8.193,2759.731,21.726,,,521.445,-883.384,-2562,1,Kristen Green ,0,,2015,19,1,,,,,,rockfish,rosethorn,150,150,12,,,,,
SL_FW_Dive_19_10-32-28.019.avi,65362,11:10:20,19:10:20,,,,19.906,5.079,3213.643,17.949,,,-988.341,-68.72,-3057.117,1,Kristen Green ,0,,2015,19,1,,,,,,halibut,halibut,200,200,14,,,,,
