Filename,Frame,Time_AKDT,Time (HMS),Period,Period time (HMS),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,Tape Reader,Depth,Comment,Year,Dive No,Transect No,User Def. 4,User Def. 5,User Def. 6,User Def. 7,User Def. 8,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time HH:MM:SS
SL_FW_Dive_24_17-55-53.690.avi,545,18:06:01,2:06:01,,,,34.221,3.323,4029.659,20.769,,,1041.621,970.91,-3769.683,1,Jenny Stahl,0,,2015,24,1,,,,,,rockfish,yelloweye,145,145,1,AD,Fish actively swimming in frame,,,
SL_FW_Dive_24_17-55-53.690.avi,683,18:06:06,2:06:06,,,,31.662,4.273,4038.516,35.38,,,1998.339,1207.87,-3295.042,1,Jenny Stahl,0,,2015,24,1,,,,,,rockfish,yelloweye,145,145,2,AD,Fish moving slowly into frame,,No length-only partially in frame,
SL_FW_Dive_24_17-55-53.690.avi,685,18:06:06,2:06:06,,,585.127,26.61,2.572,3473.585,21.314,6.1,17.774,-1234.469,265.024,-3235.992,1,Jenny Stahl,0,,2015,24,1,,,,,,rockfish,yelloweye,145,145,1,AD,,,,
SL_FW_Dive_24_17-55-53.690.avi,3539,18:07:41,2:07:41,,,,29.912,3.372,3928.323,24.985,,,-1648.594,-194.54,-3560.34,1,Jenny Stahl,0,,2015,24,1,,,,,,rockfish,tiger,148,148,3,,,,,
SL_FW_Dive_24_17-55-53.690.avi,6292,18:09:13,2:09:13,,,,54.962,1.748,5076.237,23.327,,,1434.169,1399.427,-4664.006,1,Jenny Stahl,0,,2015,24,1,,,,,,rockfish,yelloweye,145,145,4,SU,Fish milling/hovering,,,
SL_FW_Dive_24_17-55-53.690.avi,6467,18:09:19,2:09:19,,,322.962,43.138,1.017,3249.955,23.324,51.818,30.055,1235.728,358.822,-2984.364,1,Jenny Stahl,0,,2015,24,1,,,,,,rockfish,yelloweye,145,145,4,SU,,,High Horiz,
SL_FW_Dive_24_17-55-53.690.avi,8629,18:10:31,2:10:31,,,,86.032,3.073,6576.35,15.599,,,967.155,1468.218,-6336.981,1,Jenny Stahl,0,,2015,24,1,,,,,,rockfish,yelloweye,145,145,5,AD,Fish chasing other fish,,no length-far then bad angle,
SL_FW_Dive_24_17-55-53.690.avi,8874,18:10:39,2:10:39,,,,28.706,1.275,3729.559,20.889,,,1252.563,-453.415,-3483.548,1,Jenny Stahl,0,,2015,24,1,,,,,,rockfish,tiger,148,148,6,,,,,
SL_FW_Dive_24_17-55-53.690.avi,10313,18:11:27,2:11:27,,,,104.59,5.659,7393.702,32.35,,,-3597.58,1633.967,-6249.353,1,Jenny Stahl,0,,2015,24,1,,,,,,rockfish,tiger,148,148,7,,,,,
SL_FW_Dive_24_17-55-53.690.avi,10685,18:11:39,2:11:39,,,,44.179,3.502,4693.881,32.46,,,2295.062,1031.249,-3962.541,1,Jenny Stahl,0,,2015,24,1,,,,,,rockfish,,,,8,,,,silvergray? blurry and dark,
