Filename,Frame,Time_AKDT,Time (HMS),Period,Period time (HMS),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,Tape Reader,Depth,Comment,Year,Dive No,Transect No,User Def. 4,User Def. 5,User Def. 6,User Def. 7,User Def. 8,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time HH:MM:SS
SL_FW_Dive_24_17-55-53.690.avi,11899,18:12:20,2:12:20,,,,25.479,0.2,3540.667,20.792,,,1221.625,-301.989,-3309.495,1,Jenny Stahl,0,,2015,24,1,,,,,,rockfish,yelloweye,145,145,9,AD,Fish milling/hovering,,no length-bad angle,
SL_FW_Dive_24_17-55-53.690.avi,17799,18:15:36,2:15:36,,,,58.604,9.052,5412.307,32.609,,,2655.432,1197.884,-4561.45,1,Jenny Stahl,0,,2015,24,1,,,,,,rockfish,yelloweye,145,145,10,AD,Fish milling/hovering,,no length-too blurry,
SL_FW_Dive_24_17-55-53.690.avi,19549,18:16:35,2:16:35,,,,30.762,0.399,3942.139,19.124,,,-383.084,1226.156,-3726.962,1,Jenny Stahl,0,,2015,24,1,,,,,,rockfish,quillback,147,147,11,,,,,
SL_FW_Dive_24_17-55-53.690.avi,21124,18:17:27,2:17:27,,,,14.614,1.549,2927.406,3.625,,,-147.74,105.827,-2921.759,1,Jenny Stahl,0,,2015,24,1,,,,,,greenling,lingcod,130,130,12,,,,no length-curved when swimming,
SL_FW_Dive_24_17-55-53.690.avi,23968,18:19:02,2:19:02,,,,53.306,4.692,5134.205,17.039,,,840.15,1238.556,-4911.231,1,Jenny Stahl,0,,2015,24,1,,,,,,rockfish,tiger,148,148,13,,,,,
SL_FW_Dive_24_17-55-53.690.avi,24261,18:19:12,2:19:12,,,,54.993,2.465,5199.899,16.927,,,1257.635,833.267,-4976.241,1,Jenny Stahl,0,,2015,24,1,,,,,,rockfish,quillback,147,147,14,,,,,
SL_FW_Dive_24_17-55-53.690.avi,33010,18:24:03,2:24:03,,,,73.047,1.639,6190.29,33.272,,,-2983.556,1612.264,-5178.676,1,Jenny Stahl,0,,2015,24,1,,,,,,rockfish,quillback,147,147,15,,,,,
SL_FW_Dive_24_17-55-53.690.avi,34391,18:24:49,2:24:49,,,,35.736,1.54,4189.818,20.775,,,-1361.223,588.72,-3918.553,1,Jenny Stahl,0,,2015,24,1,,,,,,rockfish,yelloweye,145,145,16,JV,Fish resting on bottom,,,
SL_FW_Dive_24_17-55-53.690.avi,34490,18:24:53,2:24:53,,,259.412,24.733,0.748,2908.882,24.663,22.222,18.155,-1212.924,46.702,-2643.526,1,Jenny Stahl,0,,2015,24,1,,,,,,rockfish,yelloweye,145,145,16,JV,,,,
SL_FW_Dive_24_17-55-53.690.avi,49534,18:33:14,2:33:14,,,,80.688,2.003,6225.268,25.14,,,1158.962,2366.295,-5640.161,1,Jenny Stahl,0,,2015,24,1,,,,,,rockfish,quillback,147,147,17,,,,,
SL_FW_Dive_24_17-55-53.690.avi,61746,18:40:01,2:40:01,,,,10.474,1.864,2214.421,25.83,,,839.581,-479.223,-1992.262,1,Jenny Stahl,0,,2015,24,1,,,,,,rockfish,tiger,148,148,18,,,,,
SL_FW_Dive_24_17-55-53.690.avi,64322,18:41:27,2:41:27,,,,43.144,0.034,4629.01,17.15,,,-1155.124,718.674,-4424.582,1,Jenny Stahl,0,,2015,24,1,,,,,,rockfish,quillback,147,147,19,,,,,
