Filename,Frame,AKDT,Time (HMS),Period,Period time (HMS),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,Tape Reader,Depth,Comment,Year,Dive No,Transect No,User Def. 4,User Def. 5,User Def. 6,User Def. 7,User Def. 8,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time HH:MM:SS
SL_FW_Dive_15_19-49-39.381.avi,1632,19:50:44,3:50:44,,,,15.975,3.808,2844.546,18.265,,,887.188,-92.922,-2701.056,1,Kristen Green ,0,,2015,15,1,,,,,,rockfish,tiger,148,148,1,,,,,
SL_FW_Dive_15_19-49-39.381.avi,2512,19:51:14,3:51:14,,,,41.274,3.802,4606.883,13.315,,,600.302,866.145,-4484.729,1,Kristen Green ,0,,2015,15,1,,,,,,rockfish,yelloweye,145,145,2,AD,Fish milling/hovering,,,
SL_FW_Dive_15_19-49-39.381.avi,2695,19:51:20,3:51:20,,,441.139,16.54,8.822,2485.553,20.498,29.427,38.744,521.055,-697.183,-2328.178,1,Kristen Green ,0,,2015,15,1,,,,,,rockfish,yelloweye,145,145,2,AD,,,,
SL_FW_Dive_15_19-49-39.381.avi,2623,19:51:17,3:51:17,,,,22.193,3.098,3411.616,13.513,,,-764.51,219.433,-3317.604,1,Kristen Green ,0,,2015,15,1,,,,,,rockfish,yelloweye,145,145,3,JV,Fish milling/hovering,,,
SL_FW_Dive_15_19-49-39.381.avi,2700,19:51:20,3:51:20,,,304.794,11.882,2.26,2594.999,22.323,52.92,75.384,-817.104,-551.255,-2400.516,1,Kristen Green ,0,,2015,15,1,,,,,,rockfish,yelloweye,145,145,3,JV,,,horiz angle > 30 ,
SL_FW_Dive_15_19-49-39.381.avi,3905,19:52:00,3:52:00,,,,35.357,1.08,4199.299,15.24,,,793.876,759.094,-4053.103,1,Kristen Green ,0,,2015,15,1,,,,,,greenling,lingcod,130,130,4,,,,,
SL_FW_Dive_15_19-49-39.381.avi,3928,19:52:01,3:52:01,,,927.748,24.627,6.673,3864.16,16.536,3.099,0.043,844.693,704.355,-3704.337,1,Kristen Green ,0,,2015,15,1,,,,,,greenling,lingcod,130,130,4,,,,,
SL_FW_Dive_15_19-49-39.381.avi,11026,19:55:58,3:55:58,,,,61.339,8.124,5500.428,17.7,,,881.254,1411.117,-5242.79,1,Kristen Green ,0,,2015,15,1,,,,,,rockfish,yelloweye,145,145,5,AD,Fish milling/hovering,,,
SL_FW_Dive_15_19-49-39.381.avi,11315,19:56:07,3:56:07,,,507.976,12.89,4.821,2572.455,15.089,11.979,18.176,597.816,-301.778,-2483.761,1,Kristen Green ,0,,2015,15,1,,,,,,rockfish,yelloweye,145,145,5,AD,,,good length orientation ,
SL_FW_Dive_15_19-49-39.381.avi,12039,19:56:31,3:56:31,,,,31.968,5.57,4205.434,8.618,,,610.283,-164.965,-4157.645,1,Kristen Green ,0,,2015,15,1,,,,,,rockfish,rosethorn,150,150,6,,,,,
