Filename,Frame,AKDT,Time (HMS),Period,Period time (HMS),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,Tape Reader,Depth,Comment,Year,Dive No,Transect No,User Def. 4,User Def. 5,User Def. 6,User Def. 7,User Def. 8,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time HH:MM:SS
SL_FW_Dive_12_15-42-55.118.avi,1994,15:51:21,23:51:21,,,,67.645,0.068,5715.52,20.382,,,-1531.427,1261.314,-5360.13,1,Kristen Green ,0,,2015,12,1,,,,,,rockfish,yelloweye,145,145,3,AD,Fish milling/hovering,,,
SL_FW_Dive_12_15-42-55.118.avi,2098,15:51:25,23:51:25,,,535.234,46.74,5.56,4291.405,24.342,14.301,14.575,-1637.96,667.668,-3909.918,1,Kristen Green ,0,,2015,12,1,,,,,,rockfish,yelloweye,145,145,3,AD,,,poor precision,
SL_FW_Dive_12_15-42-55.118.avi,2683,15:51:44,23:51:44,,,187.249,4.228,3.923,2127.022,14.308,4.49,13.251,-200.432,-485.965,-2061.04,1,Kristen Green ,0,,2015,12,1,,,,,,rockfish,yelloweye,145,145,4,JV,,,,
SL_FW_Dive_12_15-42-55.118.avi,2691,15:51:45,23:51:45,,,,8.495,1.316,2046.543,17.27,,,-293.221,-535.886,-1953.25,1,Kristen Green ,0,,2015,12,1,,,,,,rockfish,yelloweye,145,145,4,JV,Fish resting on bottom,,,
SL_FW_Dive_12_15-42-55.118.avi,4696,15:52:51,23:52:52,,,,102.526,4.106,6982.986,25.263,,,-2028.758,2170.824,-6319.316,1,Kristen Green ,0,,2015,12,1,,,,,,rockfish,yelloweye,145,145,5,AD,Fish chasing other fish, ," no length, too dark, bad orientation ",
SL_FW_Dive_12_15-42-55.118.avi,6434,15:53:49,23:53:49,,,,35.996,2.679,4189.6,19.727,,,-1209.037,725.936,-3945.123,1,Kristen Green ,0,,2015,12,1,,,,,,rockfish,rosethorn,150,150,6,,,,,
SL_FW_Dive_12_15-42-55.118.avi,11156,15:56:27,23:56:27,,,,8.277,7.568,1980.798,29.489,,,502.999,-838.62,-1722.577,1,Kristen Green ,0,,2015,12,1,,,,,,rockfish,rosethorn,150,150,7,,,,,
SL_FW_Dive_12_15-42-55.118.avi,12166,15:57:00,23:57:01,,,,32.608,0.043,4011.677,26.811,,,-1674.992,677.615,-3581.731,1,Kristen Green ,0,,2015,12,1,,,,,,rockfish,rosethorn,150,150,8,,,,,
SL_FW_Dive_12_15-42-55.118.avi,12299,15:57:05,23:57:05,,,,95.544,5.357,6811.514,28.786,,,3065.508,1155.267,-5971.997,1,Kristen Green ,0,,2015,12,1,,,,,,rockfish,yelloweye,145,145,9,AD,Fish moving slowly into frame,,no length too dark ,
SL_FW_Dive_12_15-42-55.118.avi,14580,15:58:21,23:58:21,,,,43.785,7.062,4643.18,24.531,,,1881.732,410.772,-4224.864,1,Kristen Green ,0,,2015,12,1,,,,,,rockfish,yelloweye,145,145,10,AD,Fish resting on bottom,,no length bad position ,
