Filename,Frame,Time_AKDT,Time (HMS),Period,Period time (HMS),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,Tape Reader,Depth,Comment,Year,Dive No,Transect No,User Def. 4,User Def. 5,User Def. 6,User Def. 7,User Def. 8,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time HH:MM:SS
SL_FW_Dive_05_21-14-38.614.avi,1235,21:15:24,5:15:24,,,,44.805,8.465,4716.621,16.743,,,1221.737,585.869,-4517.813,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,silvergray,157,157,1,,,,,
SL_FW_Dive_05_21-14-38.614.avi,7403,21:18:50,5:18:50,,,,23.835,0.559,3486.263,15.144,,,878.007,-248.593,-3364.719,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,rosethorn,150,150,2,,,,,
SL_FW_Dive_05_21-14-38.614.avi,8250,21:19:18,5:19:18,,,,45.167,8.886,4605.052,22.853,,,1290.668,1229.871,-4245.951,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,rosethorn,150,150,3,,,,,
SL_FW_Dive_05_21-14-38.614.avi,12523,21:21:40,5:21:40,,,,56.694,3.378,5515.251,12.686,,,-308.353,1160.908,-5382.862,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,rosethorn,150,150,4,,,,,
SL_FW_Dive_05_21-14-38.614.avi,12523,21:21:40,5:21:40,,,,41.404,5.88,4507.827,17.794,,,1226.741,618.485,-4293.377,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,rosethorn,150,150,5,,,,,
SL_FW_Dive_05_21-14-38.614.avi,13436,21:22:11,5:22:11,,,,18.127,3.058,3119.339,10.891,,,581.039,-104.715,-3062.957,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,rosethorn,150,150,6,,,,,
SL_FW_Dive_05_21-14-38.614.avi,13513,21:22:13,5:22:13,,,,5.246,1.417,1587.938,29.545,,,-569.65,-539.896,-1380.42,1,Jenny Stahl,0,,2015,5,1,,,,,,greenling,lingcod,130,130,7,,,,No length-can't see whole fish,
SL_FW_Dive_05_21-14-38.614.avi,13599,21:22:16,5:22:16,,,,85.408,0.476,6669.226,12.678,,,-901.682,1140.4,-6508.843,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,yelloweye,145,145,9,AD,Fish seeking cover,,No length-high horiz,
SL_FW_Dive_05_21-14-38.614.avi,13712,21:22:20,5:22:20,,,,49.159,5.907,4976.535,14.456,,,938.535,804.618,-4820.544,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,rosethorn,150,150,10,,,,,
SL_FW_Dive_05_21-14-38.614.avi,13770,21:22:22,5:22:22,,,,44.481,0.094,4689.594,21.45,,,-1623.504,-560.836,-4363.713,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,tiger,148,148,8,,,,,
SL_FW_Dive_05_21-14-38.614.avi,16492,21:23:53,5:23:53,,,,35.457,7.033,4139.762,26.877,,,1769.443,602.465,-3693.743,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,rosethorn,150,150,11,,,,,
SL_FW_Dive_05_21-14-38.614.avi,19537,21:25:34,5:25:34,,,,89.785,2.328,6957.753,16.256,,,-11.799,1934.723,-6683.34,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,yelloweye,145,145,12,AD,Fish milling/hovering,,,
SL_FW_Dive_05_21-14-38.614.avi,20049,21:25:51,5:25:51,,,587.24,15.345,0.95,2194.084,29.034,29.789,11.169,-896.495,-574.622,-1918.362,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,yelloweye,145,145,12,AD,,,Tail a little curved,
SL_FW_Dive_05_21-14-38.614.avi,22629,21:27:17,5:27:17,,,,85.439,4.226,6461.595,18.629,,,-1572.51,1325.239,-6125.616,1,Jenny Stahl,0,,2015,5,1,,,,,,greenling,lingcod,130,130,13,,,,,
SL_FW_Dive_05_21-14-38.614.avi,22748,21:27:21,5:27:21,,,1142.839,49.571,0.885,5010.234,16.861,3.885,9.129,-1444.733,-157.096,-4794.842,1,Jenny Stahl,0,,2015,5,1,,,,,,greenling,lingcod,130,130,13,,,,,
SL_FW_Dive_05_21-14-38.614.avi,29770,21:31:15,5:31:15,,,,78.233,2.501,6175.164,19.185,,,1074.63,1710.107,-5835.525,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,rosethorn,150,150,14,,,,,
SL_FW_Dive_05_21-14-38.614.avi,30849,21:31:51,5:31:51,,,,54.703,4.325,5123.48,20.668,,,1038.169,1471.349,-4796.601,1,Jenny Stahl,0,,2015,5,1,,,,,,greenling,lingcod,130,130,15,,,,,
SL_FW_Dive_05_21-14-38.614.avi,30919,21:31:54,5:31:54,,,702.794,39.538,4.12,3828.891,24.588,15.551,10.148,1442.708,675.827,-3481.703,1,Jenny Stahl,0,,2015,5,1,,,,,,greenling,lingcod,130,130,15,,,,,
SL_FW_Dive_05_21-14-38.614.avi,32560,21:32:48,5:32:48,,,,70.812,4.663,5749.38,27.047,,,1760.218,1923.099,-5124.323,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,yelloweye,145,145,17,AD,Fish milling/hovering,,No length-high horiz angle,
SL_FW_Dive_05_21-14-38.614.avi,32606,21:32:50,5:32:50,,,,13.716,0.324,2568.739,18.135,,,563.887,-571.537,-2440.04,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,rosethorn,150,150,16,,,,,
SL_FW_Dive_05_21-14-38.614.avi,33447,21:33:18,5:33:18,,,,77.578,0.402,6169.796,18.268,,,-1541.337,1156.914,-5861.077,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,tiger,148,148,18,,,,,
SL_FW_Dive_05_21-14-38.614.avi,33447,21:33:18,5:33:18,,,,57.919,2.815,5505.452,12.058,,,-865.571,746.947,-5385.431,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,rosethorn,150,150,19,,,,,
SL_FW_Dive_05_21-14-38.614.avi,34275,21:33:46,5:33:46,,,,41.534,9.339,4433.828,21.558,,,1327.638,936.237,-4125.49,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,rosethorn,150,150,20,,,,,
SL_FW_Dive_05_21-14-38.614.avi,35259,21:34:18,5:34:18,,,,80.188,2.407,6327.084,16.15,,,-1251.969,1225.129,-6079.771,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,rosethorn,150,150,21,,,,,
SL_FW_Dive_05_21-14-38.614.avi,36183,21:34:49,5:34:49,,,,38.248,6.267,4554.185,13.713,,,-48,1070.01,-4426.44,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,rosethorn,150,150,22,,,,,
SL_FW_Dive_05_21-14-38.614.avi,37890,21:35:46,5:35:46,,,,25.754,1.755,3626.037,28.902,,,1736.771,228.35,-3174.842,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,rosethorn,150,150,23,,,,,
SL_FW_Dive_05_21-14-38.614.avi,38219,21:35:57,5:35:57,,,,34.025,0.345,4206.596,23.042,,,-1644.947,-78.644,-3870.842,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,tiger,148,148,24,,,,,
SL_FW_Dive_05_21-14-38.614.avi,39607,21:36:43,5:36:43,,,,46.539,4.184,5035.792,11.094,,,234.798,930.601,-4943.486,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,rosethorn,150,150,25,,,,,
SL_FW_Dive_05_21-14-38.614.avi,41097,21:37:33,5:37:33,,,,33.021,2.76,4256.165,9.558,,,-663.447,235.29,-4197.549,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,rosethorn,150,150,26,,,,,
SL_FW_Dive_05_21-14-38.614.avi,42188,21:38:09,5:38:09,,,,21.972,3.43,3277.849,17.693,,,-714.481,-700.205,-3121.461,1,Jenny Stahl,0,,2015,5,1,,,,,,rockfish,rosethorn,150,150,27,,,,,
