Filename,Frame,AKDT,Time (HMS),Period,Period time (HMS),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,Tape Reader,Depth,Comment,Year,Dive No,Transect No,User Def. 4,User Def. 5,User Def. 6,User Def. 7,User Def. 8,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time HH:MM:SS
SL_FW_Dive_16_06-24-24.026.avi,2223,6:25:49,14:25:49,,,,41.694,15.988,4637.958,14.26,,,469.938,1032.605,-4497.059,1,Kristen Green ,0,,2015,16,1,,,,,,rockfish,rosethorn,150,150,1,,,,RMS >10 ,
SL_FW_Dive_16_06-24-24.026.avi,19096,6:35:12,14:35:12,,,,34.556,9.526,4212.559,33.012,,,2171.802,735.109,-3533.913,1,Kristen Green ,0,,2015,16,1,,,,,,rockfish,rosethorn,150,150,2,,,,,
SL_FW_Dive_16_06-24-24.026.avi,21065,6:36:17,14:36:17,,,,34.189,1.059,4287.229,11.248,,,-303.837,770.968,-4206.379,1,Kristen Green ,0,,2015,16,1,,,,,,rockfish,rosethorn,150,150,3,,,,,
SL_FW_Dive_16_06-24-24.026.avi,21718,6:36:39,14:36:39,,,,33.878,3.718,4183.887,13.526,,,-858.383,462.044,-4068.735,1,Kristen Green ,0,,2015,16,1,,,,,,rockfish,rosethorn,150,150,4,,,,,
SL_FW_Dive_16_06-24-24.026.avi,25927,6:38:59,14:38:59,,,,43.221,5.895,4617.476,21.453,,,-1577.13,595.6,-4298.721,1,Kristen Green ,0,,2015,16,1,,,,,,rockfish,rosethorn,150,150,5,,,,,
SL_FW_Dive_16_06-24-24.026.avi,30553,6:41:33,14:41:33,,,,20.003,5.847,3136.906,30.742,,,1493.238,579.089,-2697.235,1,Kristen Green ,0,,2015,16,1,,,,,,rockfish,dusky,172,172,6,,,,,
SL_FW_Dive_16_06-24-24.026.avi,35182,6:44:08,14:44:08,,,,14.602,2.486,2823.59,10.316,,,8.9,-510.913,-2776.967,1,Kristen Green ,0,,2015,16,1,,,,,,rockfish,rosethorn,150,150,7,,,,,
SL_FW_Dive_16_06-24-24.026.avi,36100,6:44:38,14:44:38,,,,40.923,6.938,4388.204,25.19,,,1620.19,921.472,-3972.683,1,Kristen Green ,0,,2015,16,1,,,,,,rockfish,yelloweye,145,145,8,AD,Fish resting on bottom,,,
SL_FW_Dive_16_06-24-24.026.avi,36303,6:44:45,14:44:45,,,558.082,17.642,15.506,2701.422,19.061,13.48,1.035,831.629,-294.504,-2553.3,1,Kristen Green ,0,,2015,16,1,,,,,,rockfish,yelloweye,145,145,8,AD,,,"RMS > 10, hard to improve RMS",
SL_FW_Dive_16_06-24-24.026.avi,37063,6:45:10,14:45:10,,,,32.921,3.601,4343.584,6.904,,,-127.653,497.927,-4313.061,1,Kristen Green ,0,,2015,16,1,,,,,,rockfish,tiger,148,148,9,,,,,
SL_FW_Dive_16_06-24-24.026.avi,37225,6:45:16,14:45:16,,,,23.824,5.361,3484.952,31.97,,,-1596.885,-930.168,-2954.596,1,Kristen Green ,0,,2015,16,1,,,,,,rockfish,rosethorn,150,150,10,,,,,
SL_FW_Dive_16_06-24-24.026.avi,38349,6:45:53,14:45:53,,,,15.469,5.663,2932.897,6.701,,,270.907,-214.763,-2912.451,1,Kristen Green ,0,,2015,16,1,,,,,,rockfish,rosethorn,150,150,11,,,,,
SL_FW_Dive_16_06-24-24.026.avi,39451,6:46:30,14:46:30,,,,23.012,6.682,3471.555,27.169,,,-1576.458,-171.707,-3088.202,1,Kristen Green ,0,,2015,16,1,,,,,,rockfish,rosethorn,150,150,12,,,,,
SL_FW_Dive_16_06-24-24.026.avi,40666,6:47:11,14:47:11,,,,76.569,9.47,6137.75,19.248,,,1900.648,682.704,-5795.984,1,Kristen Green ,0,,2015,16,1,,,,,,rockfish,yelloweye,145,145,13,AD,Fish milling/hovering,,"no length, too dark ",
SL_FW_Dive_16_06-24-24.026.avi,59095,6:57:25,14:57:25,,,,21.19,1.353,3396.23,8.877,,,-360.938,373.508,-3356.277,1,Kristen Green ,0,,2015,16,1,,,,,,rockfish,yelloweye,145,145,14,JV,Fish seeking cover,,,
SL_FW_Dive_16_06-24-24.026.avi,59209,6:57:29,14:57:29,,,187.695,19.336,1.176,2174.264,22.571,44.317,12.18,-730.835,-402.929,-2007.723,1,Kristen Green ,0,,2015,16,1,,,,,,rockfish,yelloweye,145,145,14,JV,,,horiz angle > 30 ,
SL_FW_Dive_16_06-24-24.026.avi,67998,7:02:22,15:02:22,,,,60.109,8.077,5470.028,16.478,,,-1036.986,1144.027,-5247.577,1,Kristen Green ,0,,2015,16,1,,,,,,rockfish,rosethorn,150,150,15,,,,,
SL_FW_Dive_16_06-24-24.026.avi,68666,7:02:44,15:02:44,,,,23.61,3.002,3445.87,20.17,,,1176.455,160.102,-3234.864,1,Kristen Green ,0,,2015,16,1,,,,,,rockfish,rosethorn,150,150,16,,,,,
SL_FW_Dive_16_06-24-24.026.avi,72343,7:04:46,15:04:46,,,,77.302,2.311,6206.092,34.363,,,2814.905,2074.988,-5127.018,1,Kristen Green ,0,,2015,16,1,,,,,,rockfish,yelloweye,145,145,17,AD,Fish resting on bottom,,"no length, too dark",
SL_FW_Dive_16_06-24-24.026.avi,73760,7:05:34,15:05:34,,,,37.694,3.284,4265.197,24.868,,,726.125,1632.592,-3872.892,1,Kristen Green ,0,,2015,16,1,,,,,,rockfish,yelloweye,145,145,18,AD,Fish milling/hovering,,,
SL_FW_Dive_16_06-24-24.026.avi,74046,7:05:43,15:05:43,,,330.003,22.062,4.209,2886.077,25.148,11.317,16.66,1223.131,90.567,-2612.507,1,Kristen Green ,0,,2015,16,1,,,,,,rockfish,yelloweye,145,145,18,AD,,,,
