Filename,Frame,Time_AKDT,Time (HMS),Period,Period time (HMS),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,Tape Reader,Depth,Comment,Year,Dive No,Transect No,User Def. 4,User Def. 5,User Def. 6,User Def. 7,User Def. 8,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time HH:MM:SS
SL_FW_Dive_25_19-29-21.879.avi,866,19:30:02,3:30:02,,,,10.726,1.027,2240.364,29.561,,,760.935,797.884,-1950.279,1,Jenny Stahl,0,,2015,25,1,,,,,,greenling,lingcod,130,130,1,,,,no length-bad angle,
SL_FW_Dive_25_19-29-21.879.avi,875,19:30:02,3:30:02,,,,55.08,0.461,5163.478,30.081,,,-1809.91,1841.304,-4471.614,1,Jenny Stahl,0,,2015,25,1,,,,,,rockfish,yelloweye,145,145,2,AD,Fish actively swimming in frame,,,
SL_FW_Dive_25_19-29-21.879.avi,1176,19:30:12,3:30:12,,,513.506,68.175,1.757,4181.087,19.947,42.108,19.721,-1184.949,794.029,-3930.255,1,Jenny Stahl,0,,2015,25,1,,,,,,rockfish,yelloweye,145,145,2,AD,,,high horiz,
SL_FW_Dive_25_19-29-21.879.avi,1342,19:30:18,3:30:18,,,,62.353,0.81,5460.309,25.768,,,-1343.773,1947.312,-4921.1,1,Jenny Stahl,0,,2015,25,1,,,,,,rockfish,,,,3,,,,dusky? to dark to confirm,
SL_FW_Dive_25_19-29-21.879.avi,1848,19:30:35,3:30:35,,,,22.814,1.141,3408.52,26.789,,,-1497.218,338.164,-3043.352,1,Jenny Stahl,0,,2015,25,1,,,,,,rockfish,dusky,172,172,4,,,,,
SL_FW_Dive_25_19-29-21.879.avi,2646,19:31:01,3:31:01,,,,14.223,0.807,2789.596,29.869,,,-1388.759,-42.918,-2418.957,1,Jenny Stahl,0,,2015,25,1,,,,,,rockfish,yelloweye,145,145,5,AD,Fish moving slowly into frame,,,
SL_FW_Dive_25_19-29-21.879.avi,2694,19:31:03,3:31:03,,,523.243,17.135,0.771,3139.312,27.209,73.454,70.69,-1421.266,-200.959,-2791.934,1,Jenny Stahl,0,,2015,25,1,,,,,,rockfish,yelloweye,145,145,5,AD,,,high horiz,
SL_FW_Dive_25_19-29-21.879.avi,2876,19:31:09,3:31:09,,,,20.011,0.152,3255.93,26.845,,,-1469.938,28.319,-2905.092,1,Jenny Stahl,0,,2015,25,1,,,,,,rockfish,rosethorn,150,150,6,,,,,
SL_FW_Dive_25_19-29-21.879.avi,3816,19:31:40,3:31:40,,,,29.638,1.475,4037.277,8.713,,,-263.109,-559.823,-3989.609,1,Jenny Stahl,0,,2015,25,1,,,,,,greenling,lingcod,130,130,73,,,,no length- a little bent,
SL_FW_Dive_25_19-29-21.879.avi,4952,19:32:18,3:32:18,,,,5.819,0.118,1674.165,32.75,,,678.391,-602.744,-1406.881,1,Jenny Stahl,0,,2015,25,1,,,,,,rockfish,rosethorn,150,150,7,,,,,
