Filename,Frame,Time (HMS),Period,Period time (HMS),Image row,Image col,OpCode,Tape Reader,Depth,Comment,Year,Dive No,Transect No,User Def. 4,User Def. 5,User Def. 6,User Def. 7,User Def. 8,Family,Genus,Species,Code,Number,Stage,Activity,Start/End,Comment,Event Time HH:MM:SS,Time (HMS),Actual Time (HMS),Actual Time (AKSTD),Seconds,,
SL_FW_Dive_17_07-40-00.436.avi,74369,16:21:30,,,383,419,QC,Asia,0,,2015,17,14,,,,,,Good,Good Going Forward,GGF,GGF,5,,,,,,16:21:30,16:21:30,8:21:30,30090,,
SL_FW_Dive_17_07-40-00.436.avi,74923,16:21:49,,,536,625,QC,Asia,0,,2015,17,14,,,,,,Bad,loitering in same area,BLA,BLA,,,,,,,16:21:49,16:21:49,8:21:49,30109,,
SL_FW_Dive_17_07-40-00.436.avi,75061,16:21:53,,,450,606,QC,Asia,0,,2015,17,14,,,,,,Good,Good Going Forward,GGF,GGF,6,,,,,,16:21:53,16:21:53,8:21:53,30113,,
SL_FW_Dive_17_07-40-00.436.avi,76951,16:22:56,,,595,672,QC,Asia,0,,2015,17,14,,,,,,Bad,going backwards,BGB,BGB,,,,,,,16:22:56,16:22:56,8:22:56,30176,,
SL_FW_Dive_17_07-40-00.436.avi,77513,16:23:15,,,671,537,QC,Asia,0,,2015,17,14,,,,,,Good,Good Going Forward,GGF,GGF,7,,,,,,16:23:15,16:23:15,8:23:15,30195,,
SL_FW_Dive_17_07-40-00.436.avi,77735,16:23:22,,,414,701,QC,Asia,0,,2015,17,14,,,,,,Bad,lost bottom visual,BLB,BLB,,,,,,,16:23:22,16:23:22,8:23:22,30202,,
SL_FW_Dive_17_07-40-00.436.avi,77958,16:23:30,,,505,718,QC,Asia,0,,2015,17,14,,,,,,Good,Good Going Forward,GGF,GGF,8,,,,,,16:23:30,16:23:30,8:23:30,30210,,
SL_FW_Dive_17_07-40-00.436.avi,86175,16:28:04,,,652,853,QC,Asia,0,,2015,17,14,,,,,,Bad,going backwards,BGB,BGB,,,,,,,16:28:04,16:28:04,8:28:04,30484,,
SL_FW_Dive_17_07-40-00.436.avi,86379,16:28:11,,,326,505,QC,Asia,0,,2015,17,14,,,,,,Good,Good Going Forward,GGF,GGF,9,,,,,,16:28:11,16:28:11,8:28:11,30491,,
SL_FW_Dive_17_07-40-00.436.avi,88230,16:29:12,,,539,673,QC,Asia,0,,2015,17,14,,,,,,Good,Good Going Forward,GGF,GGF,9,,,End,,,16:29:12,16:29:12,8:29:12,30552,,
SL_FW_Dive_18_09-09-57.708.avi,539,17:12:03,,,682,685,QC,Asia,0,,2015,18,15,,,,,,Good,Good Going Forward,GGF,GGF,1,,,Start,,,17:12:03,17:12:03,9:12:03,33123,,
