FILENAME,FRAME,TIME_MINS,PERIOD,PERIOD_TIME_MINS,LENGTH_MM,PRECISION,RMS_1_MM,RMS_2_MM,RANGE_MM,DIRECTION_DEG,HORZ_DIR_DEG,VERT_DIR_DEG,MID_X_MM,MID_Y_MM,MID_Z_MM,OPCODE,TAPE_READER,DEPTH_NOT_USED,TRIP_COMMENT,YEAR,DIVE_NO,TRANSECT_NO,USER_DEF_4,USER_DEF_5,USER_DEF_6,USER_DEF_7,USER_DEF_8,FAMILY,GENUS,SPECIES,CODE,SPECIMEN_NUMBER,STAGE,ACTIVITY,CHECK_ID,SPECIES_COMMENT,USER_DEF_ATTR
2012_6745_1_SL.avi,   8009,20.9036,,,,9,0.459,,2221.704,3.887,,,-106.878,-154.09,-2213.775,1,Jenny Stahl,0,,2012,6745,1,,,,,,ratfish,ratfish,714,714,5,,,,,
2012_6745_1_SL.avi,   8146,20.9798,,,,16,1.257,,2962.117,18.957,,,-100.743,896.073,-2821.532,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,yelloweye,145,145,6,SU,Fish milling,,,
2012_6745_1_SL.avi,   8236,21.0299,,,411.858,19,6.746,0.522,2041.616,4.765,51.578,18.998,-169.035,-58.049,-2033.778,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,yelloweye,145,145,6,SU,Fish milling,,,
2012_6745_1_SL.avi,   8673,21.2729,,,,10,8.57,,2385.644,13.001,,,-266.161,415.555,-2334.046,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,quillback,147,147,7,,,,,
2012_6745_1_SL.avi,   8728,21.3035,,,,19,7.656,,3122.479,18.454,,,-888.917,367.929,-2970.578,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,yelloweye,145,145,8,JV,Fish milling,,,
2012_6745_1_SL.avi,8729,21.304,,,231.027,19,9.225,6.987,3101.095,20.24,2.373,9.457,-982.174,368.511,-2918.274,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,yelloweye,145,145,8,JV,Fish milling,,,
2012_6745_1_SL.avi,   8913,21.4063,,,,14,7.809,,2933.266,8.136,,,-319.546,202.008,-2908.803,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,yelloweye,145,145,9,JV,Fish milling,,,
2012_6745_1_SL.avi,   8917,21.4086,,,203.899,16,9.375,6.541,2877.733,9.194,19.411,31.953,-379.761,197.565,-2845.715,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,yelloweye,145,145,9,JV,Fish milling,,,
2012_6745_1_SL.avi,   9112,21.517,,,,36,10.066,,4076.264,25.936,,,-1150.709,1281.991,-3694.36,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,quillback,147,147,10,,,,,
2012_6745_1_SL.avi,   9654,21.8184,,,,26,7.768,,3531.511,22.814,,,1365.508,31.364,-3256.682,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,11,,,,,
2012_6745_1_SL.avi,  11811,23.0179,,,,27,6.247,,3690.448,18.086,,,-1144.333,-131.217,-3506.094,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,12,,,,,
2012_6745_1_SL.avi,  13420,23.9127,,,,26,9.486,,4072.83,1.361,,,-23.427,-182.033,-4068.693,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,13,,,,,
2012_6745_1_SL.avi,  13891,24.1747,,,,43,6.276,,5011.091,13.183,,,-611.52,859.545,-4898.802,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,yelloweye,145,145,14,JV,Fish milling,,,
2012_6745_1_SL.avi,  13987,24.228,,,269.062,51,1.318,9.34,3755.852,11.903,41.655,20.81,-442.44,556.1,-3688.011,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,yelloweye,145,145,14,JV,Fish milling,,,
2012_6745_1_SL.avi,  14250,24.3743,,,,24,15.763,,3595.756,14.519,,,812.216,-466.432,-3471.629,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,15,,,,,
2012_6745_1_SL.avi,  16282,25.5043,,,,17,6.211,,3076.476,12.446,,,-197.028,-698.061,-2989.748,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,16,,,,,
2012_6745_1_SL.avi,  16282,25.5043,,,,28,1.838,,3910.259,15.375,,,-1034.921,-19.728,-3770.766,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,quillback,147,147,17,,,,,
2012_6745_1_SL.avi,  16970,25.8869,,,,27,9.809,,3945.827,13.359,,,624.752,580.655,-3852.541,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,18,,,,,
2012_6745_1_SL.avi,  17063,25.9386,,,,29,0.037,,3994.559,15.478,,,987.339,318.35,-3857.501,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,,,,19,,,,unknown rkfish under rock,
2012_6745_1_SL.avi,  19844,27.4852,,,,18,5.288,,3345.671,5.671,,,300.488,65.631,-3331.503,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,20,,,,,
2012_6745_1_SL.avi,  20133,27.6459,,,,33,3.683,,4278.221,13.832,,,-996.06,142.42,-4158.215,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,quillback,147,147,21,,,,,
2012_6745_1_SL.avi,  21429,28.3666,,,,22,3.593,,3457.802,19.172,,,-197.401,1047.244,-3289.484,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,22,,,,,
2012_6745_1_SL.avi,  21612,28.4684,,,,18,1.452,,2904.625,24.426,,,-932.942,699.016,-2660.422,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,23,,,,,
2012_6745_1_SL.avi,  21660,28.4951,,,,21,7.455,,3209.764,22.085,,,902.833,736.206,-2990.9,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,yelloweye,145,145,24,AD,Fish milling,,,
2012_6745_1_SL.avi,  21685,28.509,,,407.193,23,1.097,4.746,2937.852,24.06,16.088,1.306,1021.349,567.343,-2695.541,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,yelloweye,145,145,24,AD,Fish milling,,,
2012_6745_1_SL.avi,  22488,28.9555,,,,21,2.257,,2891.265,27.192,,,-1167.885,-673.356,-2557.743,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,25,,,,,
2012_6745_1_SL.avi,  22627,29.0328,,,,15,0.209,,2766.035,14.265,,,-561.308,-444.6,-2671.743,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,tiger,148,148,26,,,,,
2012_6745_1_SL.avi,  22892,29.1802,,,,20,3.819,,3283.865,13.212,,,-725.738,-260.525,-3192.052,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,27,,,,,
2012_6745_1_SL.avi,  24131,29.8692,,,,30,6.922,,3712.277,26.604,,,-1085.583,1186.84,-3345.732,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,,,,28,,,,,
2012_6745_1_SL.avi,  24595,30.1273,,,,24,7.691,,3581.953,16.695,,,802.963,568.984,-3444.11,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,yelloweye,145,145,29,AD,Fish milling,,,
2012_6745_1_SL.avi,  24684,30.1768,,,401.653,47,1.043,5.476,3018.005,16.888,75.51,25.15,876.239,-91.482,-2886.553,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,yelloweye,145,145,29,AD,Fish milling,,,
2012_6745_1_SL.avi,  25613,30.6934,,,,25,3.753,,3331.306,24.597,,,1099.072,-910.856,-3009.98,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,30,,,,,
2012_6745_1_SL.avi,  26419,31.1416,,,,37,1.728,,3834.017,27.882,,,-1469.973,-1099.789,-3365.908,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,31,,,,,
2012_6745_1_SL.avi,  27181,31.5654,,,,16,2.907,,2834.624,15.364,,,584.134,-531.169,-2722.451,1,Jenny Stahl,0,,2012,6745,1,,,,,,ratfish,ratfish,714,714,32,,,,,
2012_6745_1_SL.avi,  28128,32.092,,,,17,4.562,,3129.738,7.702,,,385.318,-232.869,-3097.187,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,33,,,,,
2012_6745_1_SL.avi,  28239,32.1537,,,,9,1.485,,2260.384,12.334,,,-128.647,417.413,-2217.781,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,quillback,147,147,34,,,,,
2012_6745_1_SL.avi,  28239,32.1537,,,,30,2.005,,3902.587,22.145,,,711.856,1208.731,-3641.76,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,35,,,,,
2012_6745_1_SL.avi,  28638,32.3756,,,,44,9.099,,4183.892,27.159,,,-1902.78,-244.384,-3718.152,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,36,,,,,
2012_6745_1_SL.avi,  29980,33.1219,,,,13,1.473,,2543.918,16.159,,,-655.98,-319.24,-2437.067,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,37,,,,,
2012_6745_1_SL.avi,  32781,34.6796,,,,26,2.681,,3961.3,11.216,,,212.814,656.19,-3900.772,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,quillback,147,147,38,,,,,
2012_6745_1_SL.avi,  33441,35.0466,,,,18,8.999,,3156.797,15.054,,,285.179,702.465,-3064.406,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,39,,,,,
2012_6745_1_SL.avi,  33950,35.3297,,,,21,4.915,,3635.29,8.288,,,204.656,404.332,-3606.933,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,40,,,,,
2012_6745_1_SL.avi,  33950,35.3297,,,,25,4.321,,3496.718,22.294,,,918.144,887.101,-3255.319,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,quillback,147,147,41,,,,,
2012_6745_1_SL.avi,  35430,36.1527,,,,29,9.199,,3654.123,25.676,,,1262.452,883.919,-3313.234,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,quillback,147,147,42,,,,,
2012_6745_1_SL.avi,  36356,36.6677,,,,41,3.572,,4216.632,24.769,,,-1764.497,-169.759,-3825.927,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,43,,,,,
2012_6745_1_SL.avi,  36472,36.7322,,,,27,1.807,,3757.336,16.566,,,-943.811,428.733,-3611.506,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,44,,,,,
2012_6745_1_SL.avi,  37297,37.191,,,,40,9.106,,4280.882,23.558,,,-1671.343,280.931,-3931.112,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,45,,,,,
2012_6745_1_SL.avi,  38015,37.5903,,,,31,6.075,,3987.911,20.984,,,759.226,1128.591,-3748.772,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,quillback,147,147,46,,,,,
2012_6745_1_SL.avi,  38958,38.1147,,,,64,7.011,,5160.849,27.524,,,-2003.441,1194.463,-4603.677,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,quillback,147,147,47,,,,,
2012_6745_1_SL.avi,  39205,38.252,,,,13,5.652,,2543.819,14.419,,,515.732,-421.048,-2455.149,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,48,,,,,
2012_6745_1_SL.avi,  41864,39.7307,,,,22,6.763,,3452.105,16.208,,,749.88,533.152,-3327.23,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,49,,,,,
2012_6745_1_SL.avi,  42421,40.0405,,,,15,0.874,,2659.838,21.432,,,963.132,76.634,-2478.154,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,50,,,,,
2012_6745_1_SL.avi,  42421,40.0405,,,,13,5.752,,2772.641,6.763,,,-70.081,259.176,-2759.611,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,51,,,,,
2012_6745_1_SL.avi,  42456,40.0599,,,,25,1.177,,3657.74,17.026,,,-1031.637,211.876,-3502.841,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,52,,,,,
2012_6745_1_SL.avi,  43351,40.5577,,,,63,9.052,,5342.087,26.05,,,-1635.806,1577.215,-4834.71,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,quillback,147,147,53,,,,,
2012_6745_1_SL.avi,  44775,41.3496,,,,42,5.66,,4298.556,26.072,,,-1480.545,1089.543,-3885.675,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,quillback,147,147,54,,,,,
2012_6745_1_SL.avi,  44943,41.443,,,165.716,18,6.49,2.029,1913.652,10.293,70.746,22.236,-73.616,-374.625,-1875.18,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,yelloweye,145,145,55,JV,Fish milling,,,
2012_6745_1_SL.avi,  44947,41.4452,,,,6,0.806,,1809.38,13.668,,,-105.526,-452.326,-1748.748,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,yelloweye,145,145,55,JV,Fish milling,,,
2012_6745_1_SL.avi,  45414,41.7049,,,,38,1.371,,4191.731,23.647,,,-1535.726,600.989,-3853.695,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,56,,,,,
2012_6745_1_SL.avi,  46131,42.1036,,,,17,1.402,,2764.353,23.273,,,1081.986,-204.155,-2535.602,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,57,,,,,
2012_6745_1_SL.avi,  46892,42.5268,,,,15,3.381,,2794.188,17.713,,,845.051,35.296,-2663.105,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,58,,,,,
2012_6745_1_SL.avi,  47526,42.8794,,,,45,1.034,,4909.479,21.87,,,-586.245,1633.125,-4592.625,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,quillback,147,147,59,,,,,
2012_6745_1_SL.avi,  49839,44.1657,,,,19,9.919,,3170.476,15.197,,,-780.511,219.223,-3065.071,1,Jenny Stahl,0,,2012,6745,1,,,,,,rockfish,rosethorn,150,150,60,,,,,
2012_6745_2_SL.avi,    282,16.6066,,,,5,1.2,,1628.819,8.929,,,-250.627,-67.964,-1607.986,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,quillback,147,147,1,,,,,
2012_6745_2_SL.avi,    452,16.7011,,,,30,1.031,,4039.972,17.384,,,565.966,982.351,-3877.634,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,quillback,147,147,2,,,,,
2012_6745_2_SL.avi,   1338,17.1938,,,,31,8.295,,3836.062,23.921,,,1413.3,573.374,-3519.83,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,quillback,147,147,3,,,,,
2012_6745_2_SL.avi,   7352,20.5383,,,,11,5.256,,2396.516,18.877,,,526.256,520.127,-2279.432,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,black,142,142,4,,,,,
2012_6745_2_SL.avi,   7820,20.7985,,,,48,1.983,,5095.293,17.743,,,-791.814,1230.226,-4880.736,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,black,142,142,5,,,,,
2012_6745_2_SL.avi,   8025,20.9125,,,,37,4.072,,3988.511,28.696,,,1613.87,955.078,-3520.151,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,black,142,142,6,,,,,
2012_6745_2_SL.avi,   8118,20.9642,,,,10,4.867,,2326.084,14.181,,,-23.165,520.368,-2267.013,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,black,142,142,7,,,,,
2012_6745_2_SL.avi,   8246,21.0354,,,,27,7.927,,3809.121,15.421,,,1012.477,-49.871,-3671.758,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,black,142,142,8,,,,,
2012_6745_2_SL.avi,   8814,21.3513,,,,56,8.189,,4733.349,26.532,,,-2017.609,-724.015,-4220.148,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,tiger,148,148,9,,,,,
2012_6745_2_SL.avi,   9611,21.7945,,,,24,2.982,,3231.053,25.049,,,-1261.255,466.17,-2937.963,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,silvergray,157,157,10,,,,,
2012_6745_2_SL.avi,  10031,22.0281,,,,29,3.796,,3812.326,20.748,,,1350.193,-46.293,-3564.922,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,quillback,147,147,11,,,,,
2012_6745_2_SL.avi,  10019,22.0214,,,,48,9.053,,4292.093,28.888,,,-2067.572,75.641,-3760.516,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,quillback,147,147,12,,,,,
2012_6745_2_SL.avi,  10542,22.3122,,,,27,6.193,,3689.232,19.163,,,-1208.452,3.304,-3485.695,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,quillback,147,147,13,,,,,
2012_6745_2_SL.avi,  10628,22.3601,,,,25,6.43,,3627.523,16.891,,,1034.044,128.929,-3474.63,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,canary,146,146,14,,,,,
2012_6745_2_SL.avi,  12219,23.2448,,,,29,2.632,,3807.167,20.943,,,1223.795,517.887,-3567.721,1,Jenny Stahl,0,,2012,6745,2,,,,,,ratfish,ratfish,714,714,15,,,,,
2012_6745_2_SL.avi,  13080,23.7237,,,,39,5.514,,4588.167,17.398,,,-699.899,1084.74,-4402.812,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,quillback,147,147,16,,,,,
2012_6745_2_SL.avi,  13581,24.0023,,,,27,7.203,,3828.019,17.644,,,661.855,873.745,-3667.731,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,canary,146,146,17,,,,,
2012_6745_2_SL.avi,  14185,24.3382,,,,3,0.105,,1124.553,23.304,,,176.661,385.836,-1041.414,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,black,142,142,18,,,,,
2012_6745_2_SL.avi,  14702,24.6257,,,,15,5.311,,2919.781,13.529,,,321.771,540.843,-2851.153,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,black,142,142,19,,,,,
2012_6745_2_SL.avi,  14702,24.6257,,,,22,1.445,,3392.888,20.553,,,672.616,914.035,-3197.47,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,canary,146,146,20,,,,,
2012_6745_2_SL.avi,  14920,24.7469,,,,13,0.838,,2641.546,12.543,,,-569.778,10.977,-2579.34,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,yelloweye,145,145,21,JV,Fish milling,,,
2012_6745_2_SL.avi,  14921,24.7475,,,199.468,16,4.869,0.741,2594.623,14.544,18.525,12.879,-650.274,-13.495,-2511.778,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,yelloweye,145,145,21,JV,Fish milling,,,
2012_6745_2_SL.avi,  15009,24.7964,,,,26,7.442,,3579.79,21.815,,,1129.952,629.898,-3337.864,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,quillback,147,147,22,,,,,
2012_6745_2_SL.avi,  15170,24.8859,,,,42,2.462,,4526.072,21.336,,,-1548.66,468.389,-4227.008,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,quillback,147,147,23,,,,,
2012_6745_2_SL.avi,  15661,25.159,,,,52,1.33,,5286.655,16.081,,,-1131.197,819.594,-5098.763,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,quillback,147,147,24,,,,,
2012_6745_2_SL.avi,  22199,28.7948,,,,35,4.236,,3990.095,25.764,,,1452.788,869.205,-3613.136,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,quillback,147,147,25,,,,,
2012_6745_2_SL.avi,  23425,29.4766,,,,27,6.27,,3549.666,23.314,,,1209.101,644.512,-3274.57,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,rosethorn,150,150,26,,,,,
2012_6745_2_SL.avi,  24534,30.0933,,,,30,12.564,,3945.086,22.099,,,-697.441,1230.569,-3682.795,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,,,,27,,,,,
2012_6745_2_SL.avi,  25699,30.7412,,,,26,3.126,,3545.477,21.287,,,-1103.276,591.265,-3317.167,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,yelloweye,145,145,28,JV,Fish milling,,,
2012_6745_2_SL.avi,  25754,30.7718,,,177.462,31,8.825,0.93,2827.29,22.104,35.017,16.55,-1047.67,128.19,-2622.885,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,yelloweye,145,145,28,JV,Fish milling,,,
2012_6745_2_SL.avi,  26890,31.4035,,,,18,0.217,,3045.313,20.831,,,366.565,957.13,-2867.658,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,yelloweye,145,145,29,JV,Fish milling,,,
2012_6745_2_SL.avi,  26947,31.4352,,,307.273,13,0.757,1.769,2180.997,12.584,38.774,48.694,375.399,245.109,-2134.419,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,yelloweye,145,145,29,JV,Fish milling,,,
2012_6745_2_SL.avi,  29179,32.6765,,,,20,5.052,,2946.55,27.052,,,1087.414,726.104,-2640.542,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,quillback,147,147,30,,,,,
2012_6745_2_SL.avi,  29439,32.8211,,,,18,6.519,,3123.657,14.802,,,795.992,-8.827,-3020.521,1,Jenny Stahl,0,,2012,6745,2,,,,,,greenling,,,,31,,,,,
2012_6745_2_SL.avi,  29608,32.915,,,,20,0.369,,2920.262,27.213,,,-1314.995,176.529,-2601.453,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,quillback,147,147,32,,,,,
2012_6745_2_SL.avi,  31085,33.7364,,,,43,1.433,,4494.86,22.73,,,-1371.077,975.967,-4167.901,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,quillback,147,147,33,,,,,
2012_6745_2_SL.avi,  31688,34.0717,,,,22,8.085,,3576.515,10.051,,,-607.817,-218.354,-3517.717,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,tiger,148,148,34,,,,,
2012_6745_2_SL.avi,  31812,34.1407,,,,15,5.22,,2867.877,19.01,,,181.146,857.474,-2730.685,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,quillback,147,147,35,,,,,
2012_6745_2_SL.avi,  31982,34.2352,,,,17,1.328,,3085.043,20.049,,,141.769,985.022,-2920.124,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,yelloweye,145,145,36,SU,Fish milling,,,
2012_6745_2_SL.avi,32103,64.3714,,,294.96,11,0.828,2.065,1837.122,15.93,28.317,2.231,459.038,170.277,-1770.68,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,yelloweye,145,145,36,SU,Fish milling,,,
2012_6745_2_SL.avi,  33769,35.229,,,,23,1.409,,3392.942,20.231,,,991.466,558.24,-3196.47,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,yelloweye,145,145,37,JV,Fish milling,,,
2012_6745_2_SL.avi,  33838,35.2674,,,282.858,36,3.213,7.862,2766.098,18.135,52.193,0.95,857.447,20.935,-2629.762,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,yelloweye,145,145,37,JV,Fish milling,,,
2012_6745_2_SL.avi,38809,68.1007,,,306.526,60,7.794,2.113,4730.645,11.048,28.243,4.394,-235.985,774.502,-4660.844,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,yelloweye,145,145,38,SU,Fish milling,,,
2012_6745_2_SL.avi,  38860,38.0602,,,,24,3.973,,3847.808,7.997,,,-441.888,219.557,-3816.04,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,yelloweye,145,145,38,SU,Fish milling,,,
2012_6745_2_SL.avi,  39190,38.2437,,,,53,2.52,,5045.619,21.483,,,-1847.809,-101.792,-4693.987,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,quillback,147,147,39,,,,,
2012_6745_2_SL.avi,  40217,38.8148,,,,24,1.774,,3425.843,17.559,,,-954.829,-466.239,-3256.889,1,Jenny Stahl,0,,2012,6745,2,,,,,,greenling,lingcod,130,130,40,,,,length RMS>10,
2012_6745_2_SL.avi,  40225,38.8193,,,985.351,55,0.468,11.132,3632.047,12.363,55.861,33.794,-746.813,-293.547,-3542.297,1,Jenny Stahl,0,,2012,6745,2,,,,,,greenling,lingcod,130,130,40,,,,length RMS>10,
2012_6745_2_SL.avi,  44108,40.9786,,,,31,6.28,,3660.959,26.047,,,-1569.189,277.767,-3295.924,1,Jenny Stahl,0,,2012,6745,2,,,,,,greenling,lingcod,130,130,41,,,,RMS>10 for length,
2012_6745_2_SL.avi,  44118,40.9842,,,831.469,31,11.596,7.529,3576.751,24.555,2.029,39.806,-1446.762,270.373,-3259.897,1,Jenny Stahl,0,,2012,6745,2,,,,,,greenling,lingcod,130,130,41,,,,RMS>10 for length,
2012_6745_2_SL.avi,  44404,41.1432,,,,14,6.878,,2765.656,15.113,,,-396.526,544.234,-2682.43,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,quillback,147,147,42,,,,,
2012_6745_2_SL.avi,  44997,41.473,,,,142,19.983,,7884.962,27.399,,,-2594.905,2384.009,-7053.765,1,Jenny Stahl,0,,2012,6745,2,,,,,,ratfish,ratfish,714,714,43,,,,,
2012_6745_2_SL.avi,  47337,42.7743,,,,24,3.13,,3724.964,11.404,,,352.723,567.284,-3664.578,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,quillback,147,147,44,,,,,
2012_6745_2_SL.avi,  48116,43.2075,,,,20,7.171,,3347.448,9.801,,,-265.551,-575.517,-3286.894,1,Jenny Stahl,0,,2012,6745,2,,,,,,ratfish,ratfish,714,714,45,,,,,
2012_6745_2_SL.avi,  51209,44.9276,,,,21,1.563,,3401.294,14.018,,,821,-140.158,-3297.744,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,quillback,147,147,46,,,,,
2012_6745_2_SL.avi,  53488,46.1949,,,,14,4.14,,2856.315,6.169,,,-90.692,-354.688,-2832.756,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,rosethorn,150,150,47,,,,,
2012_6745_2_SL.avi,  54444,46.7266,,,,33,6.791,,4376.907,12.776,,,-612.136,657.097,-4283.787,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,quillback,147,147,48,,,,,
2012_6745_2_SL.avi,  54798,46.9234,,,,12,0.344,,2498.423,17.748,,,696.471,256.52,-2385.633,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,quillback,147,147,49,,,,,
2012_6745_2_SL.avi,  31711,64.1534,,,,24,0.538,,3421.231,19.131,,,-1058.639,-439.368,-3223.516,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,yelloweye,145,145,50,JV,Fish milling,,,
2012_6745_2_SL.avi,  31749,64.1745,,,293.979,25,5.341,6.698,3194.663,25.254,12.54,35.661,-1182.275,-740.566,-2873.962,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,yelloweye,145,145,50,JV,Fish milling,,,
2012_6745_2_SL.avi,  41354,69.516,,,,16,7.312,,2715.487,22.771,,,-849.444,-673.098,-2489.83,1,Jenny Stahl,0,,2012,6745,2,,,,,,rockfish,yelloweye,145,145,51,JV,Fish resting on bottom,,,
