FILENAME,FRAME,TIME_MINS,PERIOD,PERIOD_TIME_MINS,LENGTH_MM,PRECISION,RMS_1_MM,RMS_2_MM,RANGE_MM,DIRECTION_DEG,HORZ_DIR_DEG,VERT_DIR_DEG,MID_X_MM,MID_Y_MM,MID_Z_MM,OPCODE,TAPE_READER,DEPTH_NOT_USED,TRIP_COMMENT,YEAR,DIVE_NO,TRANSECT_NO,USER_DEF_4,USER_DEF_5,USER_DEF_6,USER_DEF_7,USER_DEF_8,FAMILY,GENUS,SPECIES,CODE,SPECIMEN_NUMBER,STAGE,ACTIVITY,CHECK_ID,SPECIES_COMMENT,USER_DEF_ATTR
2012_6749_1_SL.avi,17806,9.9021,,,,44,6.52,,4716.88,19.567,,,-1358.439,709.801,-4460.917,1,Kristen Green,0,,2012,6749,1,,,,,,rockfish,rosethorn,150,150,12,,,,,
2012_6749_1_SL.avi,20536,11.4203,,,,26,6.593,,3642.886,18.478,,,882.237,669.717,-3470.412,1,Kristen Green,0,,2012,6749,1,,,,,,rockfish,rosethorn,150,150,13,,,,,
2012_6749_1_SL.avi,22746,12.6493,,,,21,2.298,,3485.612,11.961,,,-186.765,623.748,-3424.259,1,Kristen Green,0,,2012,6749,1,,,,,,rockfish,rosethorn,150,150,14,,,,,
2012_6749_1_SL.avi,23431,13.0302,,,,28,3.323,,3809.761,17.626,,,1081.704,322.124,-3638.74,1,Kristen Green,0,,2012,6749,1,,,,,,rockfish,rosethorn,150,150,15,,,,,
2012_6749_1_SL.avi,24692,13.7315,,,,35,0.077,,4404.346,18.755,,,351.851,1280.99,-4199.23,1,Kristen Green,0,,2012,6749,1,,,,,,rockfish,rosethorn,150,150,16,,,,,
2012_6749_1_SL.avi,30772,17.1126,,,,11,1.693,,2374.118,17.325,,,488.731,-559.877,-2254.799,1,Kristen Green,0,,2012,6749,1,,,,,,rockfish,rosethorn,150,150,17,,,,,
2012_6749_1_SL.avi,31484,17.5086,,,,28,9.7,,3826.857,16.792,,,-820.401,661.552,-3678.876,1,Kristen Green,0,,2012,6749,1,,,,,,rockfish,rosethorn,150,150,18,,,,,
2012_6749_1_SL.avi,33525,18.6436,,,,4,0.879,,1386.716,21.064,,,456.98,-226.943,-1289.437,1,Kristen Green,0,,2012,6749,1,,,,,,rockfish,rosethorn,150,150,19,,,,,
2012_6749_1_SL.avi,36595,20.3508,,,,51,3.873,,5361.096,21.13,,,-268.91,1805.018,-5040.927,1,Kristen Green,0,,2012,6749,1,,,,,,rockfish,rosethorn,150,150,20,,,,,
2012_6749_1_SL.avi,39137,21.7645,,,,38,7.052,,4756.591,13.828,,,70.927,1034.322,-4642.231,1,Kristen Green,0,,2012,6749,1,,,,,,rockfish,rosethorn,150,150,21,,,,,
2012_6749_1_SL.avi,44115,24.5328,,,,30,0.416,,3736.524,23.159,,,-1449.968,164.556,-3439.786,1,Kristen Green,0,,2012,6749,1,,,,,,rockfish,rosethorn,150,150,22,,,,,
2012_6749_1_SL.avi,48287,26.8529,,,,35,8.034,,4182.949,20.067,,,1218.807,672.591,-3944.515,1,Kristen Green,0,,2012,6749,1,,,,,,rockfish,rosethorn,150,150,23,,,,,
2012_6749_1_SL.avi,51461,28.618,,,,23,9.032,,3192.008,24.291,,,-1234.531,384.275,-2918.421,1,Kristen Green,0,,2012,6749,1,,,,,,rockfish,rosethorn,150,150,24,,,,,
2012_6749_1_SL.avi,52405,29.1429,,,,2,2.923,,775.658,10.763,,,140.08,-53.35,-761.037,1,Kristen Green,0,,2012,6749,1,,,,,,rockfish,canary,146,146,25,,,,,
2012_6749_1_SL.avi,52478,29.1835,,,,18,8.135,,2791.701,23.929,,,-984.634,-614.347,-2539.029,1,Kristen Green,0,,2012,6749,1,,,,,,rockfish,rosethorn,150,150,26,,,,,
2012_6749_1_SL.avi,52928,29.4338,,,,13,2.628,,2457.093,23.95,,,-826.155,510.104,-2257.115,1,Kristen Green,0,,2012,6749,1,,,,,,rockfish,canary,146,146,27,,,,,
2012_6749_1_SL.avi,53179,29.5734,,,,24,2.362,,3655.398,21.586,,,201.657,1255.634,-3427.047,1,Kristen Green,0,,2012,6749,1,,,,,,rockfish,canary,146,146,28,,,,,
2012_6749_2_SL.avi,   2734,1.5204,,,,7,3.785,,1930.109,9.31,,,-2.396,-353.44,-1897.47,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,rosethorn,150,150,1,,,,,
2012_6749_2_SL.avi,   4549,2.5297,,,,10,2.955,,2424.839,7.881,,,332.21,-38.755,-2401.662,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,rosethorn,150,150,2,,,,,
2012_6749_2_SL.avi,   4775,2.6554,,,,101,2.204,,7473.217,19.596,,,764.736,2233.788,-7090.441,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,yelloweye,145,145,3,AD,Fish milling,,,
2012_6749_2_SL.avi,   4971,2.7644,,,649.045,72,7.053,9.93,5409.616,23.925,9.553,12.702,1981.087,835.114,-4964.053,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,yelloweye,145,145,3,AD,Fish milling,,,
2012_6749_2_SL.avi,   8681,4.8276,,,,7,0.746,,1758.38,24.5,,,-481.205,-582.406,-1587.811,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,rosethorn,150,150,4,,,,,
2012_6749_2_SL.avi,   9275,5.1579,,,,19,0.073,,2855.595,23.987,,,-1059.605,-530.608,-2598.099,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,rosethorn,150,150,5,,,,,
2012_6749_2_SL.avi,   9943,5.5294,,,,52,6.639,,4768.181,27.05,,,-1571.358,1401.864,-4277.985,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,,,,6,,,,,
2012_6749_2_SL.avi,  11304,6.2863,,,,48,5.544,,4443.186,27.138,,,-1886.815,653.975,-3969.149,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,rosethorn,150,150,7,,,,,
2012_6749_2_SL.avi,  14072,7.8256,,,,19,5.096,,3047.452,19.237,,,-857.422,459.973,-2887.944,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,rosethorn,150,150,8,,,,,
2012_6749_2_SL.avi,  15244,8.4773,,,,11,0.057,,2645.019,0.925,,,40.202,-42.929,-2644.365,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,rosethorn,150,150,9,,,,,
2012_6749_2_SL.avi,  16815,9.351,,,,26,5.132,,3594.591,20.16,,,-1224.752,113.025,-3377.616,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,silvergray,157,157,10,,,,,
2012_6749_2_SL.avi,  17642,9.8109,,,,4,4.156,,1274.386,18.896,,,411.395,6.751,-1206.138,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,,,,11,,,,,
2012_6749_2_SL.avi,  17864,9.9343,,,,9,2.853,,2240.046,8.818,,,-50.896,291.566,-2220.407,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,dusky,172,172,12,,,,,
2012_6749_2_SL.avi,  20141,11.2006,,,,7,0.264,,1984.811,10.478,,,-358.61,-1.294,-1952.146,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,dusky,172,172,13,,,,,
2012_6749_2_SL.avi,  20141,11.2006,,,,17,3.768,,3097.47,15.766,,,196.582,753.553,-2997.971,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,dusky,172,172,14,,,,,
2012_6749_2_SL.avi,  20982,11.6683,,,,14,3.967,,2648.152,18.056,,,608.252,-605.52,-2505.211,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,rosethorn,150,150,15,,,,,
2012_6749_2_SL.avi,  22268,12.3835,,,,69,4.51,,6390.337,14.304,,,532.468,1351.773,-6222.989,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,yelloweye,145,145,16,AD,Fish milling,,,
2012_6749_2_SL.avi,  22475,12.4986,,,506.736,49,4.731,1.217,3792.423,4.798,36.388,5.047,-9.896,235.07,-3785.118,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,yelloweye,145,145,16,AD,Fish milling,,,
2012_6749_2_SL.avi,  25927,14.4183,,,,13,0.334,,2646.831,11.41,,,-523.596,-55.067,-2593.941,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,rosethorn,150,150,17,,,,,
2012_6749_2_SL.avi,  26169,14.5528,,,,20,4.493,,3190.108,22.921,,,-651.802,993.777,-2960.464,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,silvergray,157,157,18,,,,,
2012_6749_2_SL.avi,  26589,14.7864,,,,9,3.728,,2189.607,13.517,,,-387.785,-380.015,-2121.224,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,rosethorn,150,150,19,,,,,
2012_6749_2_SL.avi,  27012,15.0216,,,,5,0.581,,1569.635,9.668,,,-257.757,-88.691,-1545.785,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,silvergray,157,157,20,,,,,
2012_6749_2_SL.avi,  27221,15.1379,,,,5,0.689,,1594.043,13.224,,,-364.292,-17.214,-1551.763,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,silvergray,157,157,21,,,,,
2012_6749_2_SL.avi,  29578,16.4486,,,,24,4.373,,3371.678,22.319,,,-1145.743,503.886,-3130.748,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,rosethorn,150,150,22,,,,,
2012_6749_2_SL.avi,  29646,16.4864,,,,69,14.076,,5212.951,29.512,,,-2098.223,1381.85,-4567.583,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,yelloweye,145,145,23,AD,Fish milling,,the RMS is high for this fish,
2012_6749_2_SL.avi,  29696,16.5142,,,1159.111,101,2.009,8.085,4503.121,27.889,37.658,12.028,-1913.706,793.69,-3998.236,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,yelloweye,145,145,23,AD,Fish milling,,,
2012_6749_2_SL.avi,  36725,20.4231,,,,23,2.586,,3377.838,19.571,,,-1034.762,388.627,-3191.869,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,rosethorn,150,150,24,,,,,
2012_6749_2_SL.avi,  38963,21.6677,,,,8,1.928,,2097.991,8.038,,,196.67,-262.635,-2072.175,1,Kristen Green,0,,2012,6749,2,,,,,,halibut,halibut,200,200,25,,,,,
2012_6749_2_SL.avi,  38964,21.6683,,,507.249,13,2.751,1.003,2017.681,8.454,34.335,17.696,31.917,-338.086,-1988.898,1,Kristen Green,0,,2012,6749,2,,,,,,halibut,halibut,200,200,25,,,,,
2012_6749_2_SL.avi,  40350,22.439,,,,18,3.158,,3234.868,10.117,,,461.319,262.721,-3191.009,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,rosethorn,150,150,26,,,,,
2012_6749_2_SL.avi,  46554,25.8891,,,,20,0.751,,2895.694,25.858,,,-999.578,-828.228,-2588.422,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,rosethorn,150,150,27,,,,,
2012_6749_2_SL.avi,  48468,26.9535,,,,13,8.188,,2458.479,20.123,,,836.835,-172.878,-2305.198,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,rosethorn,150,150,28,,,,,
2012_6749_2_SL.avi,  49216,27.3695,,,,59,6.54,,5599.256,22.799,,,714.801,1936.24,-5204.969,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,yelloweye,145,145,29,AD,Fish milling,,,
2012_6749_2_SL.avi,  49318,27.4262,,,390.442,42,10.864,5.328,3768.667,20.234,27.319,19.053,1099.452,623.239,-3550.441,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,yelloweye,145,145,29,AD,Fish milling,,,
2012_6749_2_SL.avi,  50430,28.0446,,,,18,4.943,,2895.07,22.7,,,-1082.744,217.525,-2676.15,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,rosethorn,150,150,30,,,,,
2012_6749_2_SL.avi,  52775,29.3487,,,,17,6.878,,2753.954,23.672,,,-1071.542,-327.398,-2515.725,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,rosethorn,150,150,31,,,,,
2012_6749_2_SL.avi,  53039,29.4955,,,,66,2.826,,5911.011,22.881,,,769.198,2047.26,-5491.549,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,yelloweye,145,145,32,AD,Fish resting on bottom,,"no length, hiding in crack ",
2012_6749_2_SL.avi,  54956,30.5616,,,,32,2.74,,3919.144,21.659,,,-1422.127,185.285,-3647.317,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,rosethorn,150,150,33,,,,,
2012_6749_2_SL.avi,  55232,30.7151,,,,60,8.643,,5231.64,27.991,,,1688.934,1681.729,-4657.183,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,canary,146,146,34,,,,,
2012_6749_2_SL.avi,  56042,31.1655,,,,3,8.332,,1256.37,8.201,,,-166.424,39.529,-1244.671,1,Kristen Green,0,,2012,6749,2,,,,,,rockfish,dusky,172,172,35,,,,,
2012_6753_1_SL.avi,    218,0.1212,,,544.539,32,3.855,3.293,2724.845,15.159,89.726,45.145,709.532,8.266,-2630.832,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,yelloweye,145,145,1,AD,Fish resting on bottom,,on bottom then goes under rock,
2012_6753_1_SL.avi,    217,0.1207,,,,16,5.373,,2921.622,14.847,,,701.059,201.316,-2829.11,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,yelloweye,145,145,1,AD,Fish resting on bottom,,on bottom then goes under rock,
2012_6753_1_SL.avi,   1044,0.5806,,,,10,3.502,,2167.125,22.499,,,-672.944,-527.89,-1991.207,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,rosethorn,150,150,2,,,,,
2012_6753_1_SL.avi,   3766,2.0943,,,,12,5.502,,2699.968,3.865,,,-163.342,21.825,-2694.934,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,rosethorn,150,150,3,,,,,
2012_6753_1_SL.avi,   3712,2.0643,,,,73,10.868,,6405.718,18.686,,,599.834,1830.742,-6109.157,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,yelloweye,145,145,4,AD,Fish milling,,,
2012_6753_1_SL.avi,   3973,2.2094,,,571.169,33,5.295,0.981,2907.867,19.959,74.283,48.183,827.531,-607.191,-2720.699,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,yelloweye,145,145,4,AD,Fish milling,,,
2012_6753_1_SL.avi,   6555,3.6453,,,,16,0.377,,2695.536,23.492,,,-1058.58,-237.845,-2467.54,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,rosethorn,150,150,5,,,,,
2012_6753_1_SL.avi,   7953,4.4227,,,,10,5.213,,2263.849,11.835,,,-437.747,-202.745,-2211.851,1,Kristen Green,0,,2012,6753,1,,,,,,flatfish,Dover sole,124,124,6,,,,,
2012_6753_1_SL.avi,  13934,7.7488,,,,44,7.028,,5014.379,21.446,,,65.313,1730.627,-4705.812,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,yelloweye,145,145,14,JV,Fish resting on bottom,,,
2012_6753_1_SL.avi,  14141,7.864,,,279.835,12,5.581,7.564,2441.885,9.553,19.753,24.039,306.819,212.525,-2413.192,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,yelloweye,145,145,14,JV,Fish resting on bottom,,,
2012_6753_1_SL.avi,  19603,10.9014,,,,12,5.091,,2618.512,9.882,,,415.198,115.991,-2582.782,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,rosethorn,150,150,15,,,,,
2012_6753_1_SL.avi,  20127,11.1928,,,,19,4.867,,3005.945,22.185,,,-1091.001,252.757,-2789.54,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,rosethorn,150,150,16,,,,,
2012_6753_1_SL.avi,  29352,16.3229,,,,28,8.085,,3875.973,21.406,,,-440.056,1265.951,-3636.879,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,yelloweye,145,145,18,AD,Fish milling,,,
2012_6753_1_SL.avi,  29609,16.4659,,,577.513,7,0.856,3.037,1636.916,8.144,22.271,28.111,-160.98,-201.98,-1616.411,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,yelloweye,145,145,18,AD,Fish milling,,,
2012_6753_1_SL.avi,  29478,16.393,,,530.163,10,7.17,8.88,2236.029,12.794,12.121,19.737,482.251,-159.622,-2177.563,1,Kristen Green,0,,2012,6753,1,,,,,,halibut,halibut,200,200,19,,,,,
2012_6753_1_SL.avi,  29450,16.3774,,,,12,9.641,,2557.512,13.005,,,553.09,105.179,-2494.774,1,Kristen Green,0,,2012,6753,1,,,,,,halibut,halibut,200,200,19,,,,,
2012_6753_1_SL.avi,  33775,18.7826,,,411.957,15,11.381,7.153,2256.884,8.583,35.827,35.884,164.209,-342.362,-2224.713,1,Kristen Green,0,,2012,6753,1,,,,,,halibut,halibut,200,200,20,,,,,
2012_6753_1_SL.avi,  33775,18.7826,,,,10,3.078,,2394.638,8.324,,,301.94,-221.654,-2365.162,1,Kristen Green,0,,2012,6753,1,,,,,,halibut,halibut,200,200,20,,,,,
2012_6753_1_SL.avi,  39352,21.884,,,,24,8.099,,3416.385,21.118,,,-1183.533,269.065,-3193.516,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,rosethorn,150,150,22,,,,,
2012_6753_1_SL.avi,  45609,25.3636,,,,20,0.682,,3002.88,22.93,,,1031.416,-612.054,-2752.973,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,rosethorn,150,150,23,,,,,
2012_6753_1_SL.avi,  46359,25.7807,,,322.264,27,1.91,1.031,2728.77,22.344,38.196,33.229,-1026.85,-201.99,-2520.113,1,Kristen Green,0,,2012,6753,1,,,,,,halibut,halibut,200,200,24,,,,,
2012_6753_1_SL.avi,  46359,25.7807,,,,18,3.796,,2774.082,25.255,,,-1156.776,-304.701,-2502.91,1,Kristen Green,0,,2012,6753,1,,,,,,halibut,halibut,200,200,24,,,,,
2012_6753_1_SL.avi,  46750,25.9981,,,,16,2.19,,2766.253,20.231,,,-940.836,-229.155,-2591.23,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,rosethorn,150,150,25,,,,,
2012_6753_1_SL.avi,  50300,27.9723,,,,23,2.037,,3880.055,4.353,,,9.082,210.461,-3874.332,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,rosethorn,150,150,26,,,,,
2012_6753_1_SL.avi,  51108,28.4217,,,,22,1.906,,3681.581,9.745,,,251.466,491.404,-3639.962,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,rosethorn,150,150,27,,,,,
2012_6753_1_SL.avi,  52522,29.208,,,,10,1.717,,2279.094,11.434,,,258.193,-419.06,-2225.308,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,rosethorn,150,150,28,,,,,
2012_6753_1_SL.avi,  52572,29.2358,,,,4,1.612,,1338.134,23.741,,,-498.569,-230.625,-1220.182,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,rosethorn,150,150,29,,,,,
2012_6753_1_SL.avi,  57907,32.2027,,,,34,3.071,,4003.951,20.574,,,-1348.893,-481.432,-3739.029,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,rosethorn,150,150,30,,,,,
2012_6753_1_SL.avi,  58700,32.6437,,,,9,1.516,,2309.219,3.039,,,-121.227,-67.109,-2305.058,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,rosethorn,150,150,31,,,,,
2012_6753_1_SL.avi,  59334,32.9962,,,,78,8.92,,6566.267,20.473,,,-546.488,2096.862,-6198.418,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,yelloweye,145,145,32,AD,Fish milling,,,
2012_6753_1_SL.avi,  59484,33.0796,,,590.957,29,7.486,7.793,3688.22,13.027,25.089,39.042,-495.847,589.31,-3606.912,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,yelloweye,145,145,32,AD,Fish milling,,,
2012_6753_1_SL.avi,  59709,33.2048,,,,17,4.489,,3129.985,9.488,,,-512.748,-124.328,-3085.197,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,rosethorn,150,150,33,,,,,
2012_6753_1_SL.avi,  60658,33.7325,,,,12,2.654,,2282.11,24.216,,,845.761,-446.166,-2072.113,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,rosethorn,150,150,34,,,,,
2012_6753_1_SL.avi,  63766,35.4609,,,,9,8.364,,2349.066,2.177,,,53.546,20.523,-2348.366,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,rosethorn,150,150,35,,,,,
2012_6753_1_SL.avi,  65838,36.6132,,,,12,7.25,,2328.941,21.98,,,-844.362,-263.212,-2154.47,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,rosethorn,150,150,36,,,,,
2012_6753_1_SL.avi,  67319,37.4368,,,,7,1.12,,1725.407,26.112,,,-623.294,-467.263,-1539.545,1,Kristen Green,0,,2012,6753,1,,,,,,rockfish,rosethorn,150,150,37,,,,,
2012_6753_2_SL.avi,   6175,3.434,,,,11,1.645,,2351.943,16.191,,,-650.459,34.8,-2259.94,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,rosethorn,150,150,1,,,,,
2012_6753_2_SL.avi,   6697,3.7243,,,,78,3.64,,6147.688,25.015,,,-1441.016,2042.44,-5616.581,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,yelloweye,145,145,2,AD,Fish resting on bottom,,,
2012_6753_2_SL.avi,   6804,3.7838,,,557.902,68,2.217,1.756,4443.525,18.936,40.957,28.771,-833.892,1085.072,-4227.548,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,yelloweye,145,145,2,AD,Fish resting on bottom,,,
2012_6753_2_SL.avi,  10252,5.7012,,,,12,6.752,,2662.733,10.419,,,-427.445,164.934,-2623.02,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,rosethorn,150,150,3,,,,,
2012_6753_2_SL.avi,  14417,8.0174,,,,20,1.429,,3239.21,18.754,,,-572.114,803.549,-3085.365,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,rosethorn,150,150,4,,,,,
2012_6753_2_SL.avi,  17035,9.4733,,,,13,0.503,,2863.113,3.703,,,115.596,82.362,-2859.593,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,rosethorn,150,150,5,,,,,
2012_6753_2_SL.avi,  20764,11.5471,,,,13,0.918,,2786.274,10.39,,,-343.204,307.569,-2747.896,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,rosethorn,150,150,6,,,,,
2012_6753_2_SL.avi,  22085,12.2817,,,,14,3.817,,2910.021,5.439,,,-137.751,176.14,-2901.417,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,rosethorn,150,150,7,,,,,
2012_6753_2_SL.avi,  23730,13.1965,,,,12,7.246,,2593.642,8.84,,,-363.966,106.842,-2565.754,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,rosethorn,150,150,11,,,,,
2012_6753_2_SL.avi,  24647,13.7064,,,,32,0.56,,4082.291,19.67,,,-742.967,1072.347,-3868.225,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,rosethorn,150,150,12,,,,,
2012_6753_2_SL.avi,  25030,13.9194,,,,50,6.73,,4817.264,25.234,,,1887.965,713.517,-4374.073,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,yelloweye,145,145,13,AD,Fish milling,,"can't get length, bad visibility",
2012_6753_2_SL.avi,  25371,14.1091,,,,13,6.617,,2492.254,20.759,,,822.68,-372.11,-2322.942,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,rosethorn,150,150,14,,,,,
2012_6753_2_SL.avi,  27656,15.3798,,,,41,9.391,,4502.528,20.218,,,-1552.665,-194.192,-4221.881,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,rosethorn,150,150,15,,,,,
2012_6753_2_SL.avi,  27826,15.4743,,,,21,12.094,,2954.926,26.661,,,-1233.46,-543.472,-2629.601,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,rosethorn,150,150,16,,,,,
2012_6753_2_SL.avi,  28471,15.833,,,,14,5.537,,2667.813,17.288,,,-729.541,-365.435,-2539.971,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,rosethorn,150,150,17,,,,,
2012_6753_2_SL.avi,  28472,15.8336,,,,14,0.345,,2792.913,10.647,,,-501.754,-179.958,-2741.573,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,rosethorn,150,150,18,,,,,
2012_6753_2_SL.avi,  29661,16.4948,,,,14,1.877,,2843.626,10.143,,,37.133,438.634,-2809.347,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,rosethorn,150,150,19,,,,,
2012_6753_2_SL.avi,  31858,17.7166,,,,17,4.683,,2883.055,19.323,,,-953.753,-38.929,-2720.45,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,rosethorn,150,150,20,,,,,
2012_6753_2_SL.avi,  32304,17.9646,,,,41,9.17,,4342.187,24.169,,,-1423.378,979.13,-3983.703,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,rosethorn,150,150,21,,,,,
2012_6753_2_SL.avi,  37803,21.0226,,,,30,3.621,,4151.971,16.229,,,115.585,1067.947,-4010.61,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,rosethorn,150,150,22,,,,,
2012_6753_2_SL.avi,  46985,26.1288,,,,11,6.962,,2432.76,12.778,,,264.616,-519.821,-2361.797,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,rosethorn,150,150,23,,,,,
2012_6753_2_SL.avi,  49972,27.7899,,,,34,3.933,,3987.965,23.601,,,1453.996,580.273,-3667.84,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,rosethorn,150,150,24,,,,,
2012_6753_2_SL.avi,  54423,30.2652,,,,62,1.232,,5811.514,18.223,,,-817.212,1503.27,-5553.921,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,rosethorn,150,150,25,,,,,
2012_6753_2_SL.avi,  61174,34.0195,,,,19,1.883,,2883.219,25.309,,,-1230.156,-133.328,-2604.206,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,rosethorn,150,150,26,,,,,
2012_6753_2_SL.avi,  62717,34.8776,,,564.546,67,8.047,8.077,4277.915,27.754,66.757,50.062,1532.985,1189.892,-3812.437,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,yelloweye,145,145,27,AD,Fish resting on bottom,,,
2012_6753_2_SL.avi,  62702,34.8692,,,,47,6.113,,4636.359,28.283,,,1439.659,1570.449,-4117.875,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,yelloweye,145,145,27,AD,Fish resting on bottom,,,
2012_6753_2_SL.avi,  24976,13.8894,,,,69,2.238,,5791.544,23.153,,,1815.199,1259.3,-5353.615,1,Kristen Green,0,,2012,6753,2,,,,,,rockfish,yelloweye,145,145,28,AD,Fish resting on bottom,,"can't get length, bad visibility ",
2012_6754_1_SL.avi,   9489,5.2769,,,,26,8.167,,3732.827,16.972,,,-592.657,836.803,-3589.222,1,Kristen Green,0,,2012,6754,1,,,,,,rockfish,rosethorn,150,150,1,,,,,
2012_6754_1_SL.avi,  10937,6.0822,,,,42,10.464,,4861.338,18.421,,,312.153,1403.852,-4643.745,1,Kristen Green,0,,2012,6754,1,,,,,,rockfish,rosethorn,150,150,2,,,,,
2012_6754_1_SL.avi,  12127,6.7439,,,,50,10.472,,5133.374,20.59,,,942.916,1434.985,-4837.692,1,Kristen Green,0,,2012,6754,1,,,,,,rockfish,rosethorn,150,150,3,,,,,
2012_6754_1_SL.avi,  12466,6.9325,,,274.908,14,3.177,2.114,2628.183,5.718,19.757,21.444,-219.484,86.102,-2617.586,1,Kristen Green,0,,2012,6754,1,,,,,,rockfish,yelloweye,145,145,4,JV,Fish milling,,,
