Event,DIVE_NO,ALDT,Seconds,VESSEL_X,VESSEL_Y,Vessel_heading,VESSEL_PITCH,VESSEL_ROLL,ROV_X,ROV_Y,ROV_Z,ROV_Heading,ROV_CMG,Alt,ROV_pitch
21765,nseo_11,4:07:30 PM,58050,409336.41,6399585.2,49.8,2.86,6.3,409337.29,6399574.82,128,49,,3.16,-33.23
21766,nseo_11,4:07:31 PM,58051,409336.62,6399585.93,48.9,4.01,3.44,409344.33,6399579.66,128,50,,3.19,-33.23
21767,nseo_11,4:07:32 PM,58052,409337.04,6399586.67,47.5,0.57,3.44,409344.33,6399579.66,128,50,,3.19,-33.23
21768,nseo_11,4:07:33 PM,58053,409337.64,6399587.03,46.8,-1.72,5.16,409344.33,6399579.66,128,50,,3.16,-33.23
21769,nseo_11,4:07:34 PM,58054,409338.14,6399587.2,46.4,0.57,5.16,409344.33,6399579.66,128,49,,3.13,-33.23
21770,nseo_11,4:07:35 PM,58055,409338.44,6399587.38,46.4,3.44,3.44,409344.33,6399579.66,128,48,,3.13,-32.09
21771,nseo_11,4:07:36 PM,58056,409338.75,6399587.74,46.5,2.29,3.44,409344.53,6399578.6,128,48,,3.16,-33.23
21772,nseo_11,4:07:37 PM,58057,409339.16,6399588.29,46,-1.15,4.01,409344.53,6399578.6,128,48,,3.1,-30.94
21773,nseo_11,4:07:38 PM,58058,409339.46,6399588.47,46.1,-1.15,4.58,409344.53,6399578.6,128,48,,3.07,-30.94
21774,nseo_11,4:07:39 PM,58059,409339.76,6399588.46,46.1,2.29,4.01,409344.53,6399578.6,128,49,,3.05,-33.23
21775,nseo_11,4:07:40 PM,58060,409340.26,6399588.64,45.9,1.72,4.58,409347.57,6399579.11,125.7,49,,2.96,-32.09
21776,nseo_11,4:07:41 PM,58061,409340.57,6399589.37,45.9,0,4.01,409347.57,6399579.11,128,48,,2.85,-32.09
21777,nseo_11,4:07:42 PM,58062,409340.58,6399589.74,45.5,1.15,2.29,409347.57,6399579.11,128,48,,2.85,-30.94
21778,nseo_11,4:07:43 PM,58063,409340.69,6399590.11,45,0.57,2.86,409347.57,6399579.11,128,48,,2.9,-29.79
21779,nseo_11,4:07:44 PM,58064,409341.2,6399590.66,45.6,-1.72,5.73,409347.57,6399579.11,128,48,,2.9,-29.79
21780,nseo_11,4:07:45 PM,58065,409341.9,6399591.01,45.9,0,7.45,409347.01,6399585.09,127.1,48,,2.9,-29.79
21781,nseo_11,4:07:46 PM,58066,409342.4,6399591.37,45.8,2.86,6.3,409347.01,6399585.09,128,47,,2.82,-29.79
21782,nseo_11,4:07:47 PM,58067,409342.82,6399592.11,46.1,2.86,3.44,409347.01,6399585.09,128,46,,2.74,-30.94
21783,nseo_11,4:07:48 PM,58068,409343.23,6399592.84,45.7,1.15,1.72,409347.01,6399585.09,128,45,,2.79,-30.94
21784,nseo_11,4:07:49 PM,58069,409343.44,6399593.39,45.5,-1.15,1.72,409349,6399581.05,125.8,45,,2.88,-29.79
21785,nseo_11,4:07:50 PM,58070,409343.95,6399593.75,46.2,-0.57,3.44,409349,6399581.05,128,46,,2.9,-32.09
21786,nseo_11,4:07:51 PM,58071,409344.44,6399593.74,46.6,2.29,5.73,409349,6399581.05,128,46,,2.76,-32.09
21787,nseo_11,4:07:52 PM,58072,409344.75,6399594.1,47.4,2.86,5.16,409353.18,6399583.84,126.2,47,,2.71,-32.09
21788,nseo_11,4:07:53 PM,58073,409344.76,6399594.48,47.9,1.15,4.01,409353.18,6399583.84,128,47,,2.62,-33.23
21789,nseo_11,4:07:54 PM,58074,409344.77,6399594.85,47.4,0.57,2.29,409353.18,6399583.84,128,48,,2.57,-33.23
21790,nseo_11,4:07:55 PM,58075,409344.67,6399595.22,47.2,0.57,1.15,409353.18,6399583.84,128,49,,2.54,-33.23
21791,nseo_11,4:07:56 PM,58076,409344.78,6399595.59,47.8,-0.57,3.44,409353.18,6399583.84,128,49,,2.54,-33.23
21792,nseo_11,4:07:57 PM,58077,409345.6,6399596.5,49,-3.44,8.02,409353.18,6399583.84,128,49,,2.54,-33.23
21793,nseo_11,4:07:58 PM,58078,409346.5,6399597.03,50.2,0,8.59,409353.18,6399583.84,128,48,,2.54,-32.09
21794,nseo_11,4:07:59 PM,58079,409347.21,6399597.58,50.7,7.45,5.16,409353.18,6399583.84,128,48,,2.51,-32.09
21795,nseo_11,4:08:00 PM,58080,409347.92,6399598.3,50.2,7.45,2.29,409353.18,6399583.84,128,48,,2.48,-30.94
21796,nseo_11,4:08:01 PM,58081,409348.64,6399599.21,49.2,0,1.15,409353.18,6399583.84,128,48,,2.51,-30.94
21797,nseo_11,4:08:02 PM,58082,409348.65,6399599.77,49.5,-4.58,0,409353.18,6399583.84,128,47,,2.59,-30.94
21798,nseo_11,4:08:03 PM,58083,409348.76,6399600.14,50.6,-2.86,1.72,409353.18,6399583.84,128,48,,2.65,-30.94
21799,nseo_11,4:08:04 PM,58084,409349.36,6399600.31,52.1,1.72,5.16,409353.18,6399583.84,128,48,,2.71,-30.94
21800,nseo_11,4:08:05 PM,58085,409350.16,6399600.66,53.7,3.44,8.59,409353.18,6399583.84,128,48,,2.74,-30.94
21801,nseo_11,4:08:06 PM,58086,409350.57,6399601.21,54.1,2.86,7.45,409353.18,6399583.84,128,49,,2.68,-32.09
21802,nseo_11,4:08:07 PM,58087,409350.58,6399601.77,52.8,2.86,3.44,409353.18,6399583.84,128,49,,2.65,-32.09
21803,nseo_11,4:08:08 PM,58088,409350.6,6399602.51,51.9,0.57,0,409353.18,6399583.84,128,47,,2.74,-32.09
21804,nseo_11,4:08:09 PM,58089,409350.91,6399603.25,53.1,-2.86,1.15,409353.18,6399583.84,128,45,,2.85,-32.09
21805,nseo_11,4:08:10 PM,58090,409351.51,6399603.23,54.8,-1.72,5.16,409354.25,6399586.25,125.7,45,,2.85,-32.09
21806,nseo_11,4:08:11 PM,58091,409352.2,6399603.22,56.1,2.29,8.02,409354.25,6399586.25,128,42,,2.88,-30.94
21807,nseo_11,4:08:12 PM,58092,409352.91,6399603.76,56.9,4.01,7.45,409354.25,6399586.25,128,41,,3.02,-30.94
21808,nseo_11,4:08:13 PM,58093,409353.22,6399604.49,56.7,2.86,4.01,409354.25,6399586.25,128,43,,3.02,-30.94
21809,nseo_11,4:08:15 PM,58095,409353.24,6399605.42,55.7,0,0,409360.52,6399588.21,126.2,42,,3.13,-32.09
21810,nseo_11,4:08:16 PM,58096,409353.36,6399605.98,56.1,-1.15,-0.57,409360.52,6399588.21,128,41,,3.3,-30.94
21811,nseo_11,4:08:17 PM,58097,409353.85,6399605.96,58.4,0,3.44,409360.52,6399588.21,128,41,,3.36,-30.94
21812,nseo_11,4:08:18 PM,58098,409354.54,6399605.76,60.5,2.29,8.59,409360.27,6399591.94,126.2,40,,3.33,-30.94
21813,nseo_11,4:08:19 PM,58099,409354.84,6399605.76,61.8,4.01,8.02,409360.27,6399591.94,128,41,,3.27,-32.09
21814,nseo_11,4:08:20 PM,58100,409354.95,6399606.31,61.7,3.44,4.58,409360.27,6399591.94,128,41,,3.22,-30.94
21815,nseo_11,4:08:21 PM,58101,409354.77,6399606.87,60.4,1.15,0.57,409364.82,6399589.89,126,42,,3.22,-32.09
21816,nseo_11,4:08:22 PM,58102,409354.58,6399607.43,60.6,0,-1.15,409364.82,6399589.89,128,42,,3.27,-30.94
21817,nseo_11,4:08:23 PM,58103,409354.68,6399607.62,62.5,-1.15,2.29,409364.82,6399589.89,128,41,,3.27,-30.94
21818,nseo_11,4:08:24 PM,58104,409355.08,6399607.61,65.2,0,6.88,409361.8,6399594.06,126.2,41,,3.27,-30.94
21819,nseo_11,4:08:25 PM,58105,409355.58,6399607.78,67.6,2.29,9.17,409361.8,6399594.06,128,41,,3.27,-30.94
21820,nseo_11,4:08:26 PM,58106,409355.99,6399608.14,68.3,4.01,6.88,409361.8,6399594.06,127,41,,3.19,-30.94
21821,nseo_11,4:08:27 PM,58107,409356.2,6399608.7,67.5,4.01,2.86,409361.8,6399594.06,128,41,,3.1,-33.23
21822,nseo_11,4:08:28 PM,58108,409356.51,6399609.25,66.7,1.15,0.57,409361.8,6399594.06,128,40,,3.1,-32.09
21823,nseo_11,4:08:29 PM,58109,409356.81,6399609.42,67,0.57,0.57,409364.7,6399592.01,125.8,39,,3.07,-32.09
21824,nseo_11,4:08:30 PM,58110,409357,6399609.23,68.1,2.29,3.44,409364.7,6399592.01,127,37,,3.13,-32.09
21825,nseo_11,4:08:31 PM,58111,409357.29,6399608.86,69.5,3.44,6.3,409364.7,6399592.01,128,35,,3.27,-30.94
21826,nseo_11,4:08:32 PM,58112,409357.29,6399608.86,70.4,2.86,6.88,409370.67,6399593.04,125.3,34,,3.39,-32.09
21827,nseo_11,4:08:33 PM,58113,409357.2,6399609.04,69.7,1.15,4.58,409370.67,6399593.04,128,35,,3.44,-32.09
21828,nseo_11,4:08:34 PM,58114,409357.21,6399609.42,68.3,0,2.86,409370.67,6399593.04,128,36,,3.47,-33.23
21829,nseo_11,4:08:35 PM,58115,409357.21,6399609.79,67.7,-1.15,1.15,409367.47,6399596.62,128,36,,3.41,-32.09
21830,nseo_11,4:08:36 PM,58116,409357.53,6399610.34,68.6,-0.57,2.29,409367.47,6399596.62,128,35,,3.33,-33.23
21831,nseo_11,4:08:37 PM,58117,409358.02,6399610.33,69.8,2.86,5.16,409367.47,6399596.62,128,35,,3.33,-33.23
21832,nseo_11,4:08:38 PM,58118,409358.71,6399609.94,69.9,4.01,9.17,409367.47,6399596.62,128,35,,3.24,-32.09
21833,nseo_11,4:08:39 PM,58119,409359.01,6399610.12,68.8,2.86,8.02,409367.47,6399596.62,128,34,,3.27,-32.09
21834,nseo_11,4:08:40 PM,58120,409358.92,6399610.68,66.9,1.72,2.29,409367.47,6399596.62,128,34,,3.24,-32.09
21835,nseo_11,4:08:41 PM,58121,409358.93,6399611.05,65.1,-1.15,0,409367.47,6399596.62,128,33,,3.16,-30.94
21836,nseo_11,4:08:42 PM,58122,409359.33,6399611.04,64.5,-2.86,2.86,409367.47,6399596.62,128,33,,3.19,-30.94
21837,nseo_11,4:08:43 PM,58123,409359.62,6399610.66,64.6,1.15,4.58,409367.47,6399596.62,127,32,,3.22,-30.94
21838,nseo_11,4:08:44 PM,58124,409359.8,6399610.1,64.8,5.73,5.73,409367.47,6399596.62,127,32,,3.13,-32.09
21839,nseo_11,4:08:45 PM,58125,409360,6399610.1,63.8,1.72,6.3,409367.47,6399596.62,128,33,,3.16,-32.09
21840,nseo_11,4:08:46 PM,58126,409360.11,6399610.65,62.2,-4.58,4.58,409367.47,6399596.62,128,34,,3.07,-32.09
21841,nseo_11,4:08:47 PM,58127,409359.92,6399611.03,61,-2.86,0.57,409367.47,6399596.62,128,33,,2.96,-33.8
21842,nseo_11,4:08:48 PM,58128,409359.93,6399611.4,60.9,0.57,-0.57,409367.47,6399596.62,128,33,,2.99,-33.8
21843,nseo_11,4:08:49 PM,58129,409360.64,6399611.75,61.7,0,4.58,409367.47,6399596.62,128,33,,2.99,-33.8
21844,nseo_11,4:08:50 PM,58130,409361.73,6399611.73,61.8,1.15,10.31,409367.47,6399596.62,128,33,,3.07,-32.09
21845,nseo_11,4:08:51 PM,58131,409362.62,6399611.52,61,4.01,10.89,409367.47,6399596.62,128,33,,2.96,-33.23
21846,nseo_11,4:08:52 PM,58132,409362.83,6399612.07,59.3,2.86,4.58,409367.47,6399596.62,128,33,,2.88,-33.23
21847,nseo_11,4:08:53 PM,58133,409362.65,6399613.01,57.1,-1.15,-2.29,409377.1,6399602.12,128,33,,2.79,-33.8
21848,nseo_11,4:08:54 PM,58134,409362.65,6399613.01,56,-2.29,-3.44,409377.1,6399602.12,128,32,,2.76,-33.23
21849,nseo_11,4:08:55 PM,58135,409362.94,6399612.63,56.4,-1.72,2.29,409377.1,6399602.12,128,32,,2.74,-32.09
21850,nseo_11,4:08:56 PM,58136,409363.42,6399612.06,57.6,-1.72,9.74,409366.84,6399600.49,128,32,,2.82,-30.94
21851,nseo_11,4:08:57 PM,58137,409364.02,6399612.05,59,-2.29,12.03,409366.84,6399600.49,128,33,,2.74,-30.94
21852,nseo_11,4:08:58 PM,58138,409364.43,6399612.59,57.8,-1.15,8.02,409366.84,6399600.49,128,32,,2.65,-32.09
21853,nseo_11,4:08:59 PM,58139,409364.75,6399613.89,55.8,-0.57,1.15,409376.39,6399610.92,128,32,,2.59,-33.23
21854,nseo_11,4:09:00 PM,58140,409364.98,6399615.18,54.7,1.15,-4.01,409376.39,6399610.92,128,31,,2.59,-30.94
21855,nseo_11,4:09:01 PM,58141,409365.48,6399615.36,54.4,3.44,-1.72,409376.39,6399610.92,128,31,,2.68,-30.94
21856,nseo_11,4:09:02 PM,58142,409366.27,6399614.97,55.2,1.72,6.88,409371.02,6399599.11,125.3,31,,2.68,-30.94
21857,nseo_11,4:09:03 PM,58143,409367.05,6399614.39,55.9,-1.15,14.32,409371.02,6399599.11,128,31,,2.79,-30.94
21858,nseo_11,4:09:04 PM,58144,409367.24,6399614.2,54.7,-0.57,10.89,409371.02,6399599.11,128,30,,2.99,-29.79
21859,nseo_11,4:09:05 PM,58145,409366.85,6399614.58,51.9,0.57,1.72,409371.02,6399599.11,128,30,,2.99,-30.94
21860,nseo_11,4:09:06 PM,58146,409366.67,6399615.14,49.5,-2.86,-4.01,409374.17,6399605.4,125.8,31,,2.93,-30.94
21861,nseo_11,4:09:07 PM,58147,409366.78,6399615.51,49.2,-4.01,-2.86,409374.17,6399605.4,128,30,,2.88,-30.94
21862,nseo_11,4:09:08 PM,58148,409367.16,6399615.13,50.2,-0.57,4.01,409374.17,6399605.4,128,30,,2.96,-32.09
21863,nseo_11,4:09:09 PM,58149,409367.65,6399614.75,51.1,1.72,9.74,409376.14,6399608.92,125.8,30,,2.99,-29.79
21864,nseo_11,4:09:10 PM,58150,409367.96,6399615.11,51.3,0,11.46,409376.14,6399608.92,128,29,,2.96,-30.94
21865,nseo_11,4:09:11 PM,58151,409368.07,6399615.48,50.2,0,7.45,409376.14,6399608.92,128,30,,2.96,-30.94
21866,nseo_11,4:09:12 PM,58152,409367.98,6399616.23,47.8,0.57,0.57,409379.73,6399612.79,126.7,30,,2.9,-32.09
21867,nseo_11,4:09:13 PM,58153,409368.19,6399616.59,46.8,-0.57,-1.72,409379.73,6399612.79,128,30,,2.9,-29.79
21868,nseo_11,4:09:14 PM,58154,409368.7,6399616.95,46.8,-1.15,0.57,409379.73,6399612.79,127,29,,2.93,-29.79
21869,nseo_11,4:09:15 PM,58155,409369.48,6399616.38,47.6,1.15,5.16,409376.42,6399610.35,125.2,29,,2.93,-29.79
21870,nseo_11,4:09:16 PM,58156,409370.07,6399616.18,47.9,1.72,9.17,409376.42,6399610.35,127,29,,2.96,-29.79
21871,nseo_11,4:09:17 PM,58157,409370.17,6399616.36,47.1,0,6.88,409376.42,6399610.35,127,29,,3.07,-29.79
21872,nseo_11,4:09:18 PM,58158,409369.99,6399617.11,45.5,-4.01,2.29,409376.42,6399610.35,127,29,,3.1,-29.79
21873,nseo_11,4:09:19 PM,58159,409369.9,6399617.67,44.2,-2.86,-1.15,409376.42,6399610.35,127,29,,3.13,-29.79
21874,nseo_11,4:09:20 PM,58160,409370,6399617.67,44.3,2.86,-0.57,409376.42,6399610.35,127,29,,3.1,-29.79
21875,nseo_11,4:09:21 PM,58161,409370.49,6399617.47,45.5,3.44,5.16,409376.42,6399610.35,127,28,,3.13,-30.94
21876,nseo_11,4:09:22 PM,58162,409371.29,6399617.64,46,-1.72,12.03,409376.42,6399610.35,128,29,,3.16,-30.94
21877,nseo_11,4:09:23 PM,58163,409371.49,6399617.82,45.7,-2.29,10.31,409382.82,6399620.91,127,30,,3.16,-32.09
21878,nseo_11,4:09:24 PM,58164,409371.61,6399618.37,43.9,-1.15,4.58,409382.82,6399620.91,127,31,,3.1,-30.94
21879,nseo_11,4:09:25 PM,58165,409371.92,6399619.11,41.8,-0.57,-0.57,409382.82,6399620.91,127,29,,3.16,-33.23
21880,nseo_11,4:09:26 PM,58166,409372.43,6399619.84,41,1.15,-2.29,409381.6,6399616.05,127,29,,3.27,-32.09
21881,nseo_11,4:09:28 PM,58168,409372.84,6399620.02,41.8,2.86,0,409381.6,6399616.05,127,28,,3.22,-30.94
21882,nseo_11,4:09:29 PM,58169,409373.03,6399620.01,42.7,2.86,4.58,409381.6,6399616.05,127,28,,3.22,-30.94
21883,nseo_11,4:09:30 PM,58170,409373.32,6399619.63,43.2,0.57,9.74,409385.26,6399616.6,124.1,28,,3.24,-30.94
21884,nseo_11,4:09:31 PM,58171,409373.52,6399619.44,42.3,-2.29,10.89,409385.26,6399616.6,127,28,,3.39,-29.79
21885,nseo_11,4:09:32 PM,58172,409373.62,6399619.81,40.7,-3.44,6.3,409385.26,6399616.6,127,27,,3.36,-32.09
21886,nseo_11,4:09:33 PM,58173,409373.74,6399620.37,38.9,-1.15,0,409381.93,6399626.4,126.3,27,,3.22,-32.09
21887,nseo_11,4:09:34 PM,58174,409373.85,6399620.92,37.8,3.44,-3.44,409381.93,6399626.4,127,27,,3.24,-32.09
21888,nseo_11,4:09:35 PM,58175,409374.16,6399621.47,38.6,2.29,-0.57,409381.93,6399626.4,127,28,,3.3,-30.94
21889,nseo_11,4:09:36 PM,58176,409374.75,6399621.27,40,0.57,6.3,409381.93,6399626.4,127,28,,3.36,-30.94
21890,nseo_11,4:09:37 PM,58177,409375.24,6399621.08,40.4,-0.57,11.46,409381.93,6399626.4,127,28,,3.33,-30.94
21891,nseo_11,4:09:38 PM,58178,409375.44,6399621.07,39.9,0,10.31,409387.87,6399627.95,127,28,,3.27,-30.94
21892,nseo_11,4:09:39 PM,58179,409375.35,6399621.26,38.5,1.72,4.01,409387.87,6399627.95,127,27,,3.3,-30.94
21893,nseo_11,4:09:40 PM,58180,409375.16,6399622.01,36.9,-0.57,-1.15,409387.87,6399627.95,127,28,,3.36,-30.94
21894,nseo_11,4:09:41 PM,58181,409375.18,6399622.75,36.2,-3.44,-1.15,409386.86,6399622.28,127,28,,3.41,-33.23
21895,nseo_11,4:09:42 PM,58182,409375.49,6399623.3,37.2,-1.15,1.72,409386.86,6399622.28,127,28,,3.41,-33.23
21896,nseo_11,4:09:43 PM,58183,409376.39,6399623.46,38.8,2.86,8.02,409386.86,6399622.28,127,29,,3.39,-33.23
21897,nseo_11,4:09:44 PM,58184,409377.48,6399623.44,39.2,5.16,11.46,409389.25,6399627,125.5,29,,3.36,-32.09
21898,nseo_11,4:09:45 PM,58185,409377.49,6399623.81,38.3,4.01,6.88,409389.25,6399627,127,29,,3.27,-30.94
21899,nseo_11,4:09:46 PM,58186,409376.9,6399624.38,36.8,-0.57,0,409389.25,6399627,127,29,,3.22,-32.09
21900,nseo_11,4:09:47 PM,58187,409376.72,6399624.94,35.9,-4.58,-1.72,409391.66,6399625.37,127,28,,3.24,-30.94
21901,nseo_11,4:09:48 PM,58188,409377.02,6399625.12,37,-4.58,1.72,409391.66,6399625.37,127,28,,3.24,-30.94
21902,nseo_11,4:09:49 PM,58189,409377.52,6399625.29,39.1,0.57,5.16,409391.66,6399625.37,127,28,,3.22,-32.09
21903,nseo_11,4:09:50 PM,58190,409378.12,6399625.65,40.8,4.58,8.02,409391.66,6399625.37,127,28,,3.22,-33.23
21904,nseo_11,4:09:51 PM,58191,409378.73,6399626.19,41.3,1.72,9.74,409391.66,6399625.37,127,27,,3.24,-33.8
21905,nseo_11,4:09:52 PM,58192,409379.05,6399626.93,39.8,-0.57,6.3,409391.66,6399625.37,127,27,,3.19,-33.23
21906,nseo_11,4:09:53 PM,58193,409378.87,6399627.68,38.2,0.57,-1.15,409391.66,6399625.37,127,28,,3.27,-33.23
21907,nseo_11,4:09:54 PM,58194,409378.68,6399628.24,38.5,1.15,-4.01,409390.77,6399626.67,127,28,,3.27,-33.23
21908,nseo_11,4:09:55 PM,58195,409379.09,6399628.78,40.5,-1.15,1.15,409390.77,6399626.67,127,28,,3.27,-33.23
21909,nseo_11,4:09:56 PM,58196,409379.59,6399628.77,43.2,-0.57,7.45,409390.77,6399626.67,127,28,,3.36,-30.94
21910,nseo_11,4:09:57 PM,58197,409379.88,6399628.77,45.4,2.29,9.17,409395.17,6399636.29,125,28,,3.39,-30.94
21911,nseo_11,4:09:58 PM,58198,409379.69,6399629.14,46.1,3.44,6.88,409395.17,6399636.29,127,29,,3.36,-32.09
21912,nseo_11,4:09:59 PM,58199,409379.81,6399629.88,45.3,0.57,4.58,409395.17,6399636.29,127,29,,3.24,-32.09
21913,nseo_11,4:10:00 PM,58200,409380.12,6399630.43,44.5,-2.86,2.29,409395.83,6399635.29,125.3,28,,3.22,-32.09
21914,nseo_11,4:10:01 PM,58201,409380.43,6399630.98,44.9,-0.57,0.57,409395.83,6399635.29,127,28,,3.33,-30.94
21915,nseo_11,4:10:02 PM,58202,409380.63,6399631.16,46.4,4.58,0,409395.83,6399635.29,127,27,,3.36,-29.22
21916,nseo_11,4:10:03 PM,58203,409381.13,6399631.34,48.6,3.44,4.58,409398.24,6399631.54,123.7,29,,3.36,-30.94
21917,nseo_11,4:10:04 PM,58204,409381.73,6399631.32,50.1,1.15,9.17,409398.24,6399631.54,127,28,,3.47,-29.79
21918,nseo_11,4:10:05 PM,58205,409381.63,6399631.33,50.8,2.86,6.3,409398.24,6399631.54,127,30,,3.61,-29.22
21919,nseo_11,4:10:06 PM,58206,409381.24,6399631.89,50.4,0.57,1.72,409398.24,6399631.54,127,31,,3.67,-32.09
21920,nseo_11,4:10:07 PM,58207,409381.36,6399632.63,50,-4.01,1.15,409398.24,6399631.54,127,31,,3.67,-32.09
21921,nseo_11,4:10:08 PM,58208,409381.67,6399633.18,50.6,-1.72,1.72,409394.57,6399641.22,125.7,31,,3.81,-32.09
21922,nseo_11,4:10:09 PM,58209,409382.07,6399633.17,52.2,5.16,3.44,409394.57,6399641.22,127,31,,3.87,-30.94
21923,nseo_11,4:10:10 PM,58210,409382.67,6399633.53,54.2,6.3,6.3,409394.57,6399641.22,127,30,,3.87,-32.09
21924,nseo_11,4:10:11 PM,58211,409383.18,6399633.89,55.2,3.44,7.45,409407.62,6399637.55,123.9,29,,3.78,-33.23
21925,nseo_11,4:10:12 PM,58212,409382.99,6399634.27,54.6,2.29,3.44,409407.62,6399637.55,127,29,,3.87,-30.94
21926,nseo_11,4:10:13 PM,58213,409382.7,6399634.64,53.7,0.57,0,409407.62,6399637.55,127,31,,3.67,-30.94
21927,nseo_11,4:10:14 PM,58214,409382.8,6399635.01,54.7,-1.15,0,409407.62,6399637.55,127,30,,3.47,-33.23
21928,nseo_11,4:10:15 PM,58215,409383.2,6399634.82,56.7,0.57,4.01,409407.62,6399637.55,127,30,,3.5,-32.09
21929,nseo_11,4:10:16 PM,58216,409383.78,6399634.43,58.1,4.01,7.45,409407.62,6399637.55,127,29,,3.27,-29.79
21930,nseo_11,4:10:17 PM,58217,409384.18,6399634.42,58.8,4.58,7.45,409407.62,6399637.55,127,30,,3.1,-30.94
21931,nseo_11,4:10:18 PM,58218,409384.09,6399634.98,58.3,2.86,3.44,409407.62,6399637.55,127,29,,3.16,-33.23
21932,nseo_11,4:10:19 PM,58219,409383.91,6399635.54,57.2,-0.57,-0.57,409409.01,6399643.35,127,29,,3.19,-33.23
21933,nseo_11,4:10:20 PM,58220,409384.02,6399636.28,57.3,-2.29,-0.57,409409.01,6399643.35,127,29,,3.19,-33.23
21934,nseo_11,4:10:21 PM,58221,409384.52,6399636.46,59.1,0,2.86,409409.01,6399643.35,127,29,,3.19,-33.23
21935,nseo_11,4:10:22 PM,58222,409384.92,6399636.26,61.4,5.73,6.3,409409.01,6399643.35,127,28,,3.1,-32.09
21936,nseo_11,4:10:23 PM,58223,409385.32,6399636.44,63.4,7.45,8.02,409409.01,6399643.35,127,28,,3.13,-32.09
21937,nseo_11,4:10:24 PM,58224,409385.43,6399636.81,63.4,4.58,6.3,409414.13,6399643.25,127,28,,3.07,-33.23
21938,nseo_11,4:10:25 PM,58225,409385.34,6399637.37,62,0.57,2.29,409414.13,6399643.25,127,28,,3.13,-32.09
21939,nseo_11,4:10:26 PM,58226,409385.25,6399637.74,62.2,-1.15,-0.57,409414.13,6399643.25,127,29,,3.19,-32.09
21940,nseo_11,4:10:27 PM,58227,409385.45,6399637.74,63.3,1.72,0,409414.13,6399643.25,127,29,,3.27,-30.94
21941,nseo_11,4:10:28 PM,58228,409385.93,6399637.17,63.8,4.58,4.58,409407.01,6399646.09,123.6,29,,3.41,-30.94
21942,nseo_11,4:10:29 PM,58229,409386.62,6399636.78,64,2.86,8.59,409407.01,6399646.09,127,27,,3.39,-30.94
21943,nseo_11,4:10:30 PM,58230,409387.22,6399637.14,64.1,0,8.59,409407.01,6399646.09,127,27,,3.33,-32.09
21944,nseo_11,4:10:31 PM,58231,409387.63,6399637.87,63.5,0.57,2.29,409407.01,6399646.09,127,27,,3.41,-30.94
21945,nseo_11,4:10:32 PM,58232,409387.75,6399638.8,62.4,2.86,-3.44,409407.01,6399646.09,127,26,,3.47,-29.79
21946,nseo_11,4:10:33 PM,58233,409388.16,6399639.35,61.9,2.86,-2.86,409407.01,6399646.09,127,26,,3.47,-29.79
21947,nseo_11,4:10:34 PM,58234,409389.06,6399639.33,62,2.86,4.01,409407.01,6399646.09,127,26,,3.47,-30.94
21948,nseo_11,4:10:35 PM,58235,409389.74,6399638.94,62.3,4.01,10.31,409407.01,6399646.09,127,28,,3.5,-29.79
21949,nseo_11,4:10:36 PM,58236,409390.24,6399638.93,61.7,2.29,10.89,409407.01,6399646.09,127,30,,3.47,-29.79
21950,nseo_11,4:10:37 PM,58237,409390.75,6399639.47,59.7,0.57,6.3,409407.01,6399646.09,127,30,,3.41,-30.94
21951,nseo_11,4:10:38 PM,58238,409391.15,6399639.84,56.9,0.57,1.15,409407.01,6399646.09,127,30,,3.39,-30.94
21952,nseo_11,4:10:40 PM,58240,409391.75,6399640.01,54.9,1.15,-1.72,409407.01,6399646.09,127,30,,3.36,-30.94
21953,nseo_11,4:10:41 PM,58241,409392.45,6399640.18,54.8,1.15,0,409407.01,6399646.09,127,29,,3.27,-30.94
21954,nseo_11,4:10:42 PM,58242,409393.05,6399640.16,56.2,1.72,4.58,409407.01,6399646.09,127,29,,3.33,-29.22
21955,nseo_11,4:10:43 PM,58243,409393.44,6399640.16,56.2,1.15,7.45,409407.01,6399646.09,127,29,,3.36,-29.79
21956,nseo_11,4:10:44 PM,58244,409393.84,6399640.33,54.9,0,8.59,409407.01,6399646.09,127,29,,3.19,-30.94
21957,nseo_11,4:10:45 PM,58245,409394.45,6399640.88,52.9,0,6.88,409407.01,6399646.09,127,28,,3.16,-30.94
21958,nseo_11,4:10:46 PM,58246,409394.96,6399641.24,51.3,1.72,2.29,409413.53,6399657.97,127,28,,3.33,-29.79
21959,nseo_11,4:10:47 PM,58247,409395.27,6399641.97,50.6,2.29,-0.57,409413.53,6399657.97,127,28,,3.33,-29.79
21960,nseo_11,4:10:48 PM,58248,409395.68,6399642.52,50.4,0.57,0,409413.53,6399657.97,127,29,,3.41,-30.94
21961,nseo_11,4:10:49 PM,58249,409396.19,6399642.88,51,-1.15,4.01,409410.44,6399655.81,124.5,28,,3.27,-32.09
21962,nseo_11,4:10:50 PM,58250,409396.88,6399643.05,52.1,-0.57,8.59,409410.44,6399655.81,127,28,,3.27,-32.09
21963,nseo_11,4:10:51 PM,58251,409397.67,6399642.85,52.4,4.01,10.31,409410.44,6399655.81,127,28,,3.33,-30.94
21964,nseo_11,4:10:52 PM,58252,409398.07,6399642.84,51.2,5.73,6.88,409410.44,6399655.81,127,28,,3.16,-32.09
