Filename,Frame,Time_AKDT,Time..HMS.,Period,Period.time..HMS.,Length..mm.,Precision..mm.,RMS..mm.,Range..mm.,Direction..deg.,Horz..Dir...deg.,Vert..Dir...deg.,Mid.X..mm.,Mid.Y..mm.,Mid.Z..mm.,OpCode,Tape.Reader,Depth,Comment,Year,Dive.No,Transect.No,Family,Genus,Species,Code,Number,Stage,Activity,Check.ID,Comment.1
SL_2016NSEO_Dive_11_16-03-45.000.avi,0,16:03:50,0:03:50,NA,NA,NA,7.303,0.339,1940.086,13.749,NA,NA,-451.84,-95.499,-1884.318,1,Jenny,0,NA,2016,11,1,flatfish,Dover sole,124,124,1,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,9392,16:09:03,0:09:03,NA,NA,NA,7.215,0.318,1932.926,13.643,NA,NA,-451.487,-66.955,-1878.265,1,Jenny,0,NA,2016,11,1,flatfish,Dover sole,124,124,2,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,10675,16:09:46,0:09:46,NA,NA,NA,10.855,0.497,2330.429,17.485,NA,NA,-659.204,231.812,-2223.199,1,Jenny,0,NA,2016,11,1,ratfish,ratfish,714,714,3,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,12831,16:10:58,0:10:58,NA,NA,NA,17.617,0.369,2948.078,26.245,NA,NA,-1217.61,460.732,-2645.055,1,Jenny,0,NA,2016,11,1,ratfish,ratfish,714,714,4,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,13871,16:11:32,0:11:32,NA,NA,NA,3.816,0.339,1363.104,15.259,NA,NA,-258.894,-250.877,-1314.568,1,Jenny,0,NA,2016,11,1,flatfish,Dover sole,124,124,5,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,14854,16:12:05,0:12:05,NA,NA,NA,23.359,2.086,3596.556,7.825,NA,NA,-346.486,339.089,-3563.732,1,Jenny,0,NA,2016,11,1,ratfish,ratfish,714,714,6,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,18658,16:14:12,0:14:12,NA,NA,NA,32.989,0.689,4103.762,15.589,NA,NA,418.954,1012.511,-3954.765,1,Jenny,0,NA,2016,11,1,ratfish,ratfish,714,714,7,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,18658,16:14:12,0:14:12,NA,NA,NA,33.855,3.157,4022.66,19.709,NA,NA,1040.656,863.019,-3788.671,1,Jenny,0,NA,2016,11,1,ratfish,ratfish,714,714,8,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,19126,16:14:28,0:14:28,NA,NA,NA,12.353,3.35,2512.708,13.038,NA,NA,498.411,265.277,-2448.452,1,Jenny,0,NA,2016,11,1,cod,unknown,9991,9991,9,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,19126,16:14:28,0:14:28,NA,NA,NA,14.598,1.421,2726.865,13.566,NA,NA,-462.465,436.773,-2651.632,1,Jenny,0,NA,2016,11,1,cod,unknown,9991,9991,10,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,19209,16:14:30,0:14:30,NA,NA,NA,12.007,0.178,2514.069,10.804,NA,NA,-299.965,358.725,-2470.198,1,Jenny,0,NA,2016,11,1,cod,unknown,9991,9991,11,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,19551,16:14:42,0:14:42,NA,NA,NA,11.22,3.967,2396.759,22.568,NA,NA,-919.035,-42.704,-2213.144,1,Jenny,0,NA,2016,11,1,ratfish,ratfish,714,714,12,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,20505,16:15:13,0:15:13,NA,NA,NA,20.385,2.537,3120.911,24.124,NA,NA,-1052.286,715.436,-2849.725,1,Jenny,0,NA,2016,11,1,ratfish,ratfish,714,714,13,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,21686,16:15:53,0:15:53,NA,NA,56.532,56.128,11.609,3788.557,26.486,84.837,43.657,1626.238,458.533,-3390.909,1,Jenny,0,NA,2016,11,1,ratfish,ratfish,714,714,7,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,22835,16:16:31,0:16:31,NA,NA,NA,23.155,0.591,3318.608,25.913,NA,NA,1327.138,578.953,-2986.081,1,Jenny,0,NA,2016,11,1,ratfish,ratfish,714,714,14,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,24803,16:17:37,0:17:37,NA,NA,NA,19.043,3.48,3062.477,20.131,NA,NA,1017.618,268.965,-2875.913,1,Jenny,0,NA,2016,11,1,greenling,lingcod,130,130,15,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,24858,16:17:39,0:17:39,NA,NA,772.651,39.713,2.977,2739.396,22.566,65.721,16.995,1051.198,9.494,-2529.661,1,Jenny,0,NA,2016,11,1,greenling,lingcod,130,130,15,,,NA,high horiz
SL_2016NSEO_Dive_11_16-03-45.000.avi,25992,16:18:16,0:18:16,NA,NA,NA,44.345,0.837,4633.512,20.76,NA,NA,-947.884,1332.877,-4335.25,1,Jenny,0,NA,2016,11,1,greenling,lingcod,130,130,16,,,NA,"no length, too dark"
SL_2016NSEO_Dive_11_16-03-45.000.avi,27469,16:19:06,0:19:06,NA,NA,NA,24.007,0.704,3622.652,9.659,NA,NA,-220.575,559.498,-3572.383,1,Jenny,0,NA,2016,11,1,greenling,lingcod,130,130,17,,,NA,"no length, too dark"
SL_2016NSEO_Dive_11_16-03-45.000.avi,28594,16:19:43,0:19:43,NA,NA,NA,39.198,3.933,4341.566,23.11,NA,NA,-918.643,1427.498,-3995.94,1,Jenny,0,NA,2016,11,1,greenling,lingcod,130,130,18,,,NA,"no length, too dark"
SL_2016NSEO_Dive_11_16-03-45.000.avi,30454,16:20:45,0:20:45,NA,NA,NA,20.193,0.234,3184.268,15.012,NA,NA,726.426,384.744,-3076.335,1,Jenny,0,NA,2016,11,1,greenling,lingcod,130,130,19,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,30486,16:20:46,0:20:46,NA,NA,832.88,18.464,3.919,2547.608,11.114,21.545,1.128,477.872,113.163,-2499.828,1,Jenny,0,NA,2016,11,1,greenling,lingcod,130,130,19,,,NA,"tail bent, so end estimated"
SL_2016NSEO_Dive_11_16-03-45.000.avi,30838,16:20:58,0:20:58,NA,NA,NA,9.189,3.123,2108.564,32.139,NA,NA,932.213,-627.285,-1784.246,1,Jenny,0,NA,2016,11,1,greenling,lingcod,130,130,175,,,NA,"no length, not all shown"
SL_2016NSEO_Dive_11_16-03-45.000.avi,31114,16:21:07,0:21:07,NA,NA,NA,8.211,0.671,1996.293,23.762,NA,NA,-740,311.797,-1827.668,1,Jenny,0,NA,2016,11,1,rockfish,black,142,142,20,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,31136,16:21:08,0:21:08,NA,NA,NA,20.018,2.195,3099.32,23.504,NA,NA,551.167,1100.863,-2844.31,1,Jenny,0,NA,2016,11,1,rockfish,black,142,142,21,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,31167,16:21:09,0:21:09,NA,NA,NA,23.088,3.023,3344.078,17.631,NA,NA,787.636,-642.956,-3185.764,1,Jenny,0,NA,2016,11,1,greenling,lingcod,130,130,176,,,NA,"no length, too dark"
SL_2016NSEO_Dive_11_16-03-45.000.avi,31221,16:21:11,0:21:11,NA,NA,NA,28.303,0.855,3693.282,25.014,NA,NA,635.275,1420.144,-3349.619,1,Jenny,0,NA,2016,11,1,rockfish,quillback,147,147,22,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,31363,16:21:15,0:21:15,NA,NA,NA,16.931,6.87,2928.827,32.537,NA,NA,-1290.408,898.723,-2470.864,1,Jenny,0,NA,2016,11,1,rockfish,black,142,142,24,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,31373,16:21:16,0:21:16,NA,NA,NA,6.815,0.915,1812.952,19.366,NA,NA,-343.658,489.95,-1711.328,1,Jenny,0,NA,2016,11,1,rockfish,black,142,142,23,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,31518,16:21:21,0:21:21,NA,NA,NA,7.779,0.364,1948.458,30.273,NA,NA,-781.492,591.795,-1683.905,1,Jenny,0,NA,2016,11,1,rockfish,black,142,142,25,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,31531,16:21:21,0:21:21,NA,NA,NA,2.216,3.934,1029.818,30.597,NA,NA,-311.567,-423.232,-885.622,1,Jenny,0,NA,2016,11,1,rockfish,black,142,142,26,,,NA,confirmed in belly
SL_2016NSEO_Dive_11_16-03-45.000.avi,31663,16:21:25,0:21:25,NA,NA,NA,6.017,0.924,1714.464,21.962,NA,NA,179.02,-618.769,-1588.857,1,Jenny,0,NA,2016,11,1,rockfish,quillback,147,147,27,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,31663,16:21:25,0:21:25,NA,NA,NA,1.985,0.467,978.686,13.194,NA,NA,85.578,-208.184,-952.45,1,Jenny,0,NA,2016,11,1,rockfish,black,142,142,28,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,31663,16:21:25,0:21:25,NA,NA,NA,32.547,6.84,4184.932,13.503,NA,NA,-976.872,-32.714,-4069.19,1,Jenny,0,NA,2016,11,1,rockfish,black,142,142,29,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,31663,16:21:25,0:21:25,NA,NA,NA,36.435,1.575,4505.838,8.209,NA,NA,623.484,-167.297,-4459.356,1,Jenny,0,NA,2016,11,1,rockfish,quillback,147,147,30,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,31761,16:21:29,0:21:29,NA,NA,NA,17.764,0.812,3015.753,18.134,NA,NA,-924.028,159.268,-2866.282,1,Jenny,0,NA,2016,11,1,rockfish,black,142,142,31,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,32147,16:21:42,0:21:42,NA,NA,NA,7.248,4.17,1917.77,22.503,NA,NA,-11.654,-737.309,-1770.334,1,Jenny,0,NA,2016,11,1,rockfish,quillback,147,147,32,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,32147,16:21:42,0:21:42,NA,NA,NA,15.588,1.024,2782.194,18.931,NA,NA,-343.954,-839.619,-2630.084,1,Jenny,0,NA,2016,11,1,rockfish,quillback,147,147,33,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,32147,16:21:42,0:21:42,NA,NA,NA,22.563,2.184,3303.086,18.561,NA,NA,635.753,-843.456,-3129.661,1,Jenny,0,NA,2016,11,1,rockfish,quillback,147,147,34,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,32306,16:21:47,0:21:47,NA,NA,NA,27.967,2.472,3788.46,16.421,NA,NA,1055.261,175.629,-3634.282,1,Jenny,0,NA,2016,11,1,rockfish,canary,146,146,35,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,32355,16:21:49,0:21:49,NA,NA,NA,41.426,3.544,4604.192,28.325,NA,NA,-2107.007,568.963,-4054.058,1,Jenny,0,NA,2016,11,1,rockfish,quillback,147,147,36,,,NA,can see in video
SL_2016NSEO_Dive_11_16-03-45.000.avi,32868,16:22:06,0:22:06,NA,NA,NA,8.568,2.813,2032.312,17.461,NA,NA,413.797,-451.682,-1937.795,1,Jenny,0,NA,2016,11,1,greenling,lingcod,130,130,37,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,32897,16:22:07,0:22:07,NA,NA,924.586,5.524,2.376,1695.026,21.905,5.783,12.52,242.618,-583.979,-1572.646,1,Jenny,0,NA,2016,11,1,greenling,lingcod,130,130,37,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,32992,16:22:10,0:22:10,NA,NA,NA,39.014,7.908,4383.043,22.218,NA,NA,1612.019,377.363,-4058.332,1,Jenny,0,NA,2016,11,1,rockfish,quillback,147,147,38,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,34577,16:23:03,0:23:03,NA,NA,NA,67.373,8.457,5990.981,14.524,NA,NA,-276.948,1465.456,-5802.378,1,Jenny,0,NA,2016,11,1,greenling,lingcod,130,130,39,,,NA,"no length, too dark"
SL_2016NSEO_Dive_11_16-03-45.000.avi,34577,16:23:03,0:23:03,NA,NA,NA,114.636,5.31,7698.328,16.258,NA,NA,605.434,2054.244,-7394.443,1,Jenny,0,NA,2016,11,1,greenling,lingcod,130,130,40,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,34620,16:23:04,0:23:04,NA,NA,769.941,36.99,1.542,4338.248,14.804,20.655,43.528,409.157,1030.24,-4194.233,1,Jenny,0,NA,2016,11,1,greenling,lingcod,130,130,40,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,37275,16:24:33,0:24:33,NA,NA,NA,27.173,1.07,3729.252,26.542,NA,NA,-1633.423,323.649,-3336.84,1,Jenny,0,NA,2016,11,1,rockfish,rosethorn,150,150,41,,,NA,"no length, too dark"
SL_2016NSEO_Dive_11_16-03-45.000.avi,37554,16:24:42,0:24:42,NA,NA,NA,12.046,4.543,2571.632,8.639,NA,NA,-372.58,97.067,-2542.647,1,Jenny,0,NA,2016,11,1,greenling,lingcod,130,130,42,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,37617,16:24:44,0:24:44,NA,NA,630.736,6.858,0.949,1666.618,19.808,20.606,12.168,-207.623,-525.217,-1568.01,1,Jenny,0,NA,2016,11,1,greenling,lingcod,130,130,42,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,40456,16:26:19,0:26:19,NA,NA,NA,34.181,0.013,4223.319,31.756,NA,NA,-2060.261,827.307,-3592.675,1,Jenny,0,NA,2016,11,1,rockfish,rosethorn,150,150,43,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,40456,16:26:19,0:26:19,NA,NA,NA,52.53,1.565,5014.914,23.35,NA,NA,-1169.495,1598.248,-4607.304,1,Jenny,0,NA,2016,11,1,greenling,lingcod,130,130,44,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,40500,16:26:20,0:26:20,NA,NA,708.417,36.835,1.383,4062.04,20.888,17.163,12.336,-1000.494,1047.132,-3795.088,1,Jenny,0,NA,2016,11,1,greenling,lingcod,130,130,44,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,40719,16:26:27,0:26:27,NA,NA,NA,17.424,5.492,2923.602,22.349,NA,NA,1087.452,-236.008,-2703.553,1,Jenny,0,NA,2016,11,1,rockfish,quillback,147,147,45,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,40942,16:26:35,0:26:35,NA,NA,NA,12.424,0.683,2429.852,26.342,NA,NA,994.672,-420.247,-2176.74,1,Jenny,0,NA,2016,11,1,greenling,lingcod,130,130,46,,,NA,no length-can't see all body
SL_2016NSEO_Dive_11_16-03-45.000.avi,41087,16:26:40,0:26:40,NA,NA,NA,12.541,4.834,2651.365,6.77,NA,NA,-289.352,113.058,-2633.103,1,Jenny,0,NA,2016,11,1,greenling,lingcod,130,130,47,,,NA,no length- body bent
SL_2016NSEO_Dive_11_16-03-45.000.avi,41087,16:26:40,0:26:40,NA,NA,NA,26.784,4.794,3606.599,20.216,NA,NA,-696.461,1026.984,-3386.415,1,Jenny,0,NA,2016,11,1,rockfish,quillback,147,147,48,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,41431,16:26:51,0:26:51,NA,NA,NA,29.706,2.168,3867.868,16.791,NA,NA,1069.033,317.833,-3703.587,1,Jenny,0,NA,2016,11,1,rockfish,tiger,148,148,49,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,43756,16:28:09,0:28:09,NA,NA,NA,35.655,1.699,4169.734,33.652,NA,NA,1695.468,1563.204,-3473.97,1,Jenny,0,NA,2016,11,1,rockfish,yelloweye,145,145,177,AD,Fish moving slowly out of frame,NA,no length- too blurry
SL_2016NSEO_Dive_11_16-03-45.000.avi,44552,16:28:35,0:28:35,NA,NA,NA,24.265,4.665,3504.572,30.658,NA,NA,1738.686,-418.6,-3013.929,1,Jenny,0,NA,2016,11,1,rockfish,quillback,147,147,50,,,NA,no length- body bent
SL_2016NSEO_Dive_11_16-03-45.000.avi,44705,16:28:40,0:28:40,NA,NA,NA,1.739,2.042,886.635,25.511,NA,NA,248.172,288.669,-800.752,1,Jenny,0,NA,2016,11,1,rockfish,black,142,142,51,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,45040,16:28:51,0:28:51,NA,NA,NA,30.368,2.693,3962.325,12.781,NA,NA,771.48,408.747,-3864.94,1,Jenny,0,NA,2016,11,1,rockfish,black,142,142,52,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,45040,16:28:51,0:28:51,NA,NA,NA,50.431,3.85,4936.76,19.486,NA,NA,960.922,1328.373,-4656.571,1,Jenny,0,NA,2016,11,1,rockfish,yelloweye,145,145,53,AD,Fish milling/hovering,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,45040,16:28:51,0:28:51,NA,NA,NA,22.558,1.359,3499.804,9.073,NA,NA,508.853,-220.376,-3455.594,1,Jenny,0,NA,2016,11,1,rockfish,black,142,142,54,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,45231,16:28:58,0:28:58,NA,NA,480.513,24.685,0.618,3361.909,16.264,24.593,44.067,-939.095,67.688,-3227.375,1,Jenny,0,NA,2016,11,1,rockfish,yelloweye,145,145,53,AD,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,45244,16:28:58,0:28:58,NA,NA,NA,12.225,5.2,2420.909,28.184,NA,NA,1056.158,433.978,-2134.712,1,Jenny,0,NA,2016,11,1,rockfish,black,142,142,55,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,45299,16:29:00,0:29:00,NA,NA,NA,31.505,6.275,3835.512,23.902,NA,NA,1214.875,-975.832,-3504.709,1,Jenny,0,NA,2016,11,1,rockfish,yelloweye,145,145,179,SU,Fish milling/hovering,NA,"confirmed belly, no length, blurry"
SL_2016NSEO_Dive_11_16-03-45.000.avi,45319,16:29:01,0:29:01,NA,NA,NA,10.421,2.893,2212.873,21.968,NA,NA,530.78,-639.201,-2050.976,1,Jenny,0,NA,2016,11,1,rockfish,black,142,142,57,,,NA,may have already counted
SL_2016NSEO_Dive_11_16-03-45.000.avi,45319,16:29:01,0:29:01,NA,NA,NA,13.464,3.285,2727.759,7.207,NA,NA,309.734,-150.772,-2705.92,1,Jenny,0,NA,2016,11,1,rockfish,black,142,142,58,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,45319,16:29:01,0:29:01,NA,NA,NA,20.739,4.071,3495.855,3.827,NA,NA,229.301,-49.764,-3487.972,1,Jenny,0,NA,2016,11,1,rockfish,black,142,142,59,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,45404,16:29:03,0:29:03,NA,NA,NA,27.515,6.908,3774.791,15.761,NA,NA,1019.144,-119.301,-3632.652,1,Jenny,0,NA,2016,11,1,rockfish,black,142,142,60,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,45833,16:29:18,0:29:18,NA,NA,NA,11.757,0.453,2533.013,9.074,NA,NA,-384.529,103.465,-2501.517,1,Jenny,0,NA,2016,11,1,rockfish,yelloweye,145,145,56,AD,Fish moving slowly into frame,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,45834,16:29:18,0:29:18,NA,NA,509.142,13.688,2.304,2589.041,13.574,28.117,52.709,-528.561,299.73,-2516.728,1,Jenny,0,NA,2016,11,1,rockfish,yelloweye,145,145,56,AD,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,47172,16:30:02,0:30:02,NA,NA,NA,17.878,3.495,2983.932,15.869,NA,NA,-678.512,-458.695,-2869.333,1,Jenny,0,NA,2016,11,1,rockfish,yelloweye,145,145,178,SU,Fish milling/hovering,NA,no length - bad angle
SL_2016NSEO_Dive_11_16-03-45.000.avi,47251,16:30:05,0:30:05,NA,NA,NA,31.935,0.745,4190.351,30.977,NA,NA,-2137.494,280.394,-3593.263,1,Jenny,0,NA,2016,11,1,rockfish,unknown,10024,10024,61,,,NA,too dark to confirm fish
SL_2016NSEO_Dive_11_16-03-45.000.avi,48085,16:30:33,0:30:33,NA,NA,NA,10.202,0.395,2276.728,33.74,NA,NA,-892.465,-899.532,-1891.518,1,Jenny,0,NA,2016,11,1,rockfish,yelloweye,145,145,62,AD,Fish actively swimming in frame,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,48086,16:30:33,0:30:33,NA,NA,541.797,10.29,1.47,2254.21,29.927,13.551,3.851,-679.708,-895.976,-1953.634,1,Jenny,0,NA,2016,11,1,rockfish,yelloweye,145,145,62,AD,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,49827,16:31:31,0:31:31,NA,NA,NA,21.065,2.424,3165.556,21.718,NA,NA,658.051,-974.759,-2938.972,1,Jenny,0,NA,2016,11,1,greenling,kelp greenling,194,194,63,,,NA,female
SL_2016NSEO_Dive_11_16-03-45.000.avi,49827,16:31:31,0:31:31,NA,NA,NA,30.895,2.496,4045.166,12.144,NA,NA,817.644,228.193,-3955.092,1,Jenny,0,NA,2016,11,1,rockfish,unknown,10024,10024,64,,,NA,looks like black in belly
SL_2016NSEO_Dive_11_16-03-45.000.avi,52554,16:33:02,0:33:02,NA,NA,NA,19.089,1.222,3061.669,17.374,NA,NA,-581.975,-710.735,-2920.613,1,Jenny,0,NA,2016,11,1,rockfish,unknown,10024,10024,180,YOY,,NA,school of YOY
SL_2016NSEO_Dive_11_16-03-45.000.avi,53108,16:33:20,0:33:20,NA,NA,NA,41.431,8.824,4662.089,28.358,NA,NA,-2182.896,364.082,-4103.351,1,Jenny,0,NA,2016,11,1,rockfish,unknown,10024,10024,65,,,NA,very dark
SL_2016NSEO_Dive_11_16-03-45.000.avi,53108,16:33:20,0:33:20,NA,NA,NA,20.708,1.692,3369.563,8.894,NA,NA,-490.171,-182.823,-3328.703,1,Jenny,0,NA,2016,11,1,rockfish,unknown,10024,10024,66,,,NA,very dark
SL_2016NSEO_Dive_11_16-03-45.000.avi,54860,16:34:19,0:34:19,NA,NA,NA,66.349,2.454,6061.989,8.129,NA,NA,-721.915,-473.809,-6000.171,1,Jenny,0,NA,2016,11,1,rockfish,yelloweye,145,145,67,AD,Fish milling/hovering,NA,no length- too dark
SL_2016NSEO_Dive_11_16-03-45.000.avi,57172,16:35:36,0:35:36,NA,NA,NA,28.616,0.584,3849.299,19.587,NA,NA,145.403,-1289.236,-3624.063,1,Jenny,0,NA,2016,11,1,rockfish,tiger,148,148,68,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,57278,16:35:39,0:35:39,NA,NA,NA,12.3,0.038,2511.164,29.144,NA,NA,-1174.438,336.856,-2193.894,1,Jenny,0,NA,2016,11,1,rockfish,China,149,149,69,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,57388,16:35:43,0:35:43,NA,NA,NA,12.815,1.089,2669.009,7.769,NA,NA,-349.172,85.732,-2644.681,1,Jenny,0,NA,2016,11,1,rockfish,yelloweye,145,145,187,JV,Fish seeking cover,NA,no length-can't see whole
SL_2016NSEO_Dive_11_16-03-45.000.avi,59793,16:37:03,0:37:03,NA,NA,NA,18.818,1.203,3076.136,17.268,NA,NA,891.554,-202.962,-2937.099,1,Jenny,0,NA,2016,11,1,rockfish,unknown,10024,10024,181,YOY,,NA,YOY rockfish school
SL_2016NSEO_Dive_11_16-03-45.000.avi,59944,16:37:08,0:37:08,NA,NA,NA,44.036,1.56,5042.206,5.559,NA,NA,377.778,299.876,-5019.083,1,Jenny,0,NA,2016,11,1,rockfish,unknown,10024,10024,70,,,NA,black or yellowtail
SL_2016NSEO_Dive_11_16-03-45.000.avi,60421,16:37:24,0:37:24,NA,NA,NA,26.26,4.415,3703.822,32.455,NA,NA,1938.948,431.113,-3126.167,1,Jenny,0,NA,2016,11,1,greenling,unknown,10007,10007,71,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,60983,16:37:43,0:37:43,NA,NA,NA,11.451,3.495,2350.291,22.143,NA,NA,366.1,-810.87,-2175.392,1,Jenny,0,NA,2016,11,1,rockfish,unknown,10024,10024,182,YOY,,NA,YOY rockfish school
SL_2016NSEO_Dive_11_16-03-45.000.avi,61511,16:38:00,0:38:00,NA,NA,NA,11.683,7.495,2449.303,13.268,NA,NA,258.549,494.524,-2384.886,1,Jenny,0,NA,2016,11,1,rockfish,black,142,142,72,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,61975,16:38:16,0:38:16,NA,NA,NA,27.23,2.732,3606.687,26.457,NA,NA,1484.394,609.033,-3230.146,1,Jenny,0,NA,2016,11,1,rockfish,black,142,142,73,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,61975,16:38:16,0:38:16,NA,NA,NA,20.637,2.245,3191.901,33.235,NA,NA,1489.459,912.394,-2671.57,1,Jenny,0,NA,2016,11,1,rockfish,unknown,10024,10024,74,,,NA,"looks like ye for cam, unconfirmed"
SL_2016NSEO_Dive_11_16-03-45.000.avi,61975,16:38:16,0:38:16,NA,NA,NA,33.855,8.32,3987.082,27.457,NA,NA,1552.249,978.158,-3539.852,1,Jenny,0,NA,2016,11,1,rockfish,unknown,10024,10024,75,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,61975,16:38:16,0:38:16,NA,NA,NA,17.559,1.576,2870.567,25.586,NA,NA,1071.679,618.213,-2590.264,1,Jenny,0,NA,2016,11,1,rockfish,yelloweye,145,145,76,AD,Fish milling/hovering,NA,no length- too blurry
SL_2016NSEO_Dive_11_16-03-45.000.avi,62140,16:38:21,0:38:21,NA,NA,NA,1.625,0.315,857.004,24.288,NA,NA,207.423,283.507,-781.701,1,Jenny,0,NA,2016,11,1,rockfish,unknown,10024,10024,77,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,62140,16:38:21,0:38:21,NA,NA,NA,86.32,4.371,6556.902,16.221,NA,NA,1604.727,870.82,-6297.577,1,Jenny,0,NA,2016,11,1,rockfish,unknown,10024,10024,79,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,62260,16:38:25,0:38:25,NA,NA,NA,41.888,2.994,4503.101,27.93,NA,NA,1982.536,712.318,-3979.959,1,Jenny,0,NA,2016,11,1,rockfish,unknown,10024,10024,80,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,62456,16:38:32,0:38:32,NA,NA,NA,25.458,1.347,3524.915,21.402,NA,NA,1238.85,-352.44,-3281.167,1,Jenny,0,NA,2016,11,1,rockfish,unknown,10024,10024,78,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,62530,16:38:34,0:38:34,NA,NA,NA,24.856,2.843,3473.666,18.391,NA,NA,664.074,865.487,-3297.922,1,Jenny,0,NA,2016,11,1,rockfish,yelloweye,145,145,81,AD,Fish actively swimming in frame,NA,no length-bad angle
SL_2016NSEO_Dive_11_16-03-45.000.avi,62530,16:38:34,0:38:34,NA,NA,NA,6.884,2.338,1839.964,32.41,NA,NA,877.8,446.426,-1554.232,1,Jenny,0,NA,2016,11,1,rockfish,unknown,10024,10024,82,,,NA,
SL_2016NSEO_Dive_11_16-03-45.000.avi,62651,16:38:38,0:38:38,NA,NA,NA,151.559,10.568,9213.811,31.827,NA,NA,-4817.846,-646.205,-7827.202,1,Jenny,0,NA,2016,11,1,rockfish,black,142,142,83,,,NA,not in right stereo
SL_2016NSEO_Dive_11_16-03-45.000.avi,63063,16:38:52,0:38:52,NA,NA,NA,27.587,2.295,3690.488,17.141,NA,NA,-852.656,668.504,-3527.858,1,Jenny,0,NA,2016,11,1,rockfish,quillback,147,147,84,,,NA,
