Filename,Frame,Time (HMS),Period,Period time (HMS),Length (mm),Precision (mm),RMS 1 (mm),RMS 2 (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,Tape Reader,Depth,Comment,Year,Dive No,Transect No,User Def. 4,User Def. 5,User Def. 6,User Def. 7,User Def. 8,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time
2013_6_1_SL.avi,19485,29:09.1,,,,47.786,4.285,,5157.891,13.277,,,-1040.314,-622.482,-5013.393,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,yelloweye,145,145,16,AD,milling,,,
2013_6_1_SL.avi,19634,29:14.1,,,690.582,21.484,2.509,3.696,2755.237,26.955,18.527,5.601,-961.104,-824.865,-2446.877,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,yelloweye,145,145,16,AD,,,,
2013_6_1_SL.avi,22771,30:58.8,,,,70.387,8.314,,5879.534,25.127,,,-1523.456,1918.484,-5344.85,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,yelloweye,145,145,17,AD,milling,,,
2013_6_1_SL.avi,22868,31:02.0,,,,28.996,1.842,,4095.85,17.414,,,61.045,1180.644,-3921.522,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,dusky,172,172,18,,,,,
2013_6_1_SL.avi,23082,31:09.2,,,572.901,16.911,1.061,1.324,2606.128,15.999,22.406,30.138,-718.008,-6.98,-2505.258,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,yelloweye,145,145,17,AD,,,,
2013_6_1_SL.avi,23739,31:31.1,,,,88.535,8.961,,7237.671,15.835,,,-415.548,1852.954,-6984.108,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,yelloweye,145,145,19,AD,milling/hovering,,,
2013_6_1_SL.avi,24145,31:44.6,,,435.937,7.504,3.777,3.279,3070.933,4.429,4.912,9.397,31.005,200.968,-3064.194,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,yelloweye,145,145,19,AD,,,,
2013_6_1_SL.avi,24145,31:44.6,,,,21.833,7.334,,3523.526,12.425,,,756.654,8.982,-3441.312,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,rosethorn,150,150,20,,,,,
2013_6_1_SL.avi,26500,33:03.2,,,,93.802,2.657,,6879.421,22.037,,,-1750.606,1825.552,-6397.591,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,yelloweye,145,145,21,AD,milling,,No Length Bad Angle,
2013_6_1_SL.avi,28212,34:00.3,,,,54.302,5.429,,5721.972,8.854,,,-628.574,-679.891,-5646.557,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,yelloweye,145,145,22,AD,milling,,,
2013_6_1_SL.avi,28278,34:02.5,,,566.587,57.622,0.72,4.221,4882.664,15.4,21.857,9.094,-1101.836,-735.889,-4699.451,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,yelloweye,145,145,22,AD,,,,
2013_6_1_SL.avi,28361,34:05.3,,,,41.16,6.625,,4768.762,13.595,,,1048.872,-446.957,-4630.463,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,greenling,lingcod,130,130,23,,,,,
2013_6_1_SL.avi,28460,34:08.6,,,879.133,16.951,9.63,3.493,3198.618,15.953,9.645,3.846,-562.623,-709.781,-3067.707,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,greenling,lingcod,130,130,23,,,,,
2013_6_1_SL.avi,29110,34:30.3,,,,55.572,2.262,,5383.477,19.089,,,1759.52,-118.332,-5086.444,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,rosethorn,150,150,24,,,,,
2013_6_1_SL.avi,30118,35:03.9,,,,96.129,7.168,,7151.056,18.024,,,-2057.386,738.359,-6808.788,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,yelloweye,145,145,25,AD,milling,,Too far left for length w/ good RMS,
2013_6_1_SL.avi,30331,35:11.0,,,,54.97,3.246,,5738.68,11.189,,,-1061.313,274.456,-5633.004,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,yelloweye,145,145,26,AD,milling,,No length Bad Angle,
2013_6_1_SL.avi,31371,35:45.7,,,,11.448,0.706,,2502.91,12.647,,,-287.611,-493.674,-2436.827,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,rosethorn,150,150,27,,,,,
2013_6_1_SL.avi,31436,35:47.9,,,,54.637,3.247,,6129.725,2.265,,,142.362,127.781,-6126.739,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,yelloweye,145,145,28,AD,fish moving quickly out of frame,,,
2013_6_1_SL.avi,31508,35:50.3,,,736.168,103.158,4.538,1.058,5736.912,12.091,31.582,7.841,-1153.24,-400.158,-5605.539,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,yelloweye,145,145,28,AD,,,,
2013_6_1_SL.avi,33463,36:55.6,,,,16.107,3.512,,2694.577,26.589,,,-944.358,-776.989,-2401.087,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,rosethorn,150,150,29,,,,,
2013_6_1_SL.avi,37766,39:19.1,,,,45.033,1.366,,5325.643,10.012,,,-94.987,862.444,-5254.488,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,cod,,9991,9991,30,,,,,
2013_6_1_SL.avi,40783,40:59.8,,,,135.227,6.746,,8597.456,16.044,,,2131.008,959.001,-8273.776,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,yelloweye,145,145,31,SU,resting on bottom,,,
2013_6_1_SL.avi,40928,41:04.6,,,455.915,87.614,3.31,8.213,6425.642,20.983,10.1,11.194,2017.694,1039.013,-6011.509,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,yelloweye,145,145,31,SU,,,,
2013_6_1_SL.avi,44894,43:17.0,,,,51.056,3.197,,5506.424,11.47,,,1086.718,74.3,-5397.613,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,cod,,9991,9991,32,,,,,
2013_6_1_SL.avi,50062,46:09.4,,,,7.843,1.835,,1877.136,24.176,,,-665.177,-404.496,-1708.087,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,redbanded,153,153,33,,,,,
2013_6_1_SL.avi,56862,49:56.3,,,,10.902,3.945,,2211.998,25.227,,,-900.008,-302.948,-1997.785,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,ratfish,ratfish,714,714,34,,,,,
2013_6_1_SL.avi,58073,50:36.7,,,,37.115,1.679,,4238.255,24.042,,,-1704.847,230.731,-3873.379,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,ratfish,ratfish,714,714,35,,,,,
2013_6_1_SL.avi,61548,52:32.7,,,,24.388,3.446,,3616.702,16.237,,,-901.885,418.708,-3477.329,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,silvergray,157,157,36,,,,,
2013_6_1_SL.avi,64299,54:04.4,,,,14.227,2.282,,2494.505,26.724,,,1063.143,-382.71,-2223.919,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,ratfish,ratfish,714,714,37,,,,,
2013_6_1_SL.avi,66281,55:10.6,,,,10.194,3.95,,2411.624,8.297,,,-277.19,-236.98,-2383.891,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,ratfish,ratfish,714,714,38,,,,,
2013_6_1_SL.avi,68273,56:17.0,,,,15.655,3.08,,2783.829,19.882,,,-931.893,-196.227,-2615.87,1,Jenny Stahl,0,old cameras,2013,6,1,,,,,,rockfish,greenstripe,135,135,39,,,,,
2013_11_1_SL.avi,747,34:36.1,,,,34.821,8.383,,4221.306,20.293,,,-1463.838,-67.726,-3958.79,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,yelloweye,145,145,1,AD,actively swimming within frame,,,
2013_11_1_SL.avi,868,34:40.2,,,586.423,10.588,3.132,1.801,2930.107,14.025,2.779,4.872,-466.542,-566.976,-2836.618,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,yelloweye,145,145,1,AD,,,,
2013_11_1_SL.avi,3192,35:57.7,,,,28.102,11.676,,4043.494,13.639,,,-10.764,-997.184,-3918.59,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,rosethorn,150,150,2,,,,,
2013_11_1_SL.avi,6720,37:55.4,,,,9.114,1.787,,2100.215,19.616,,,-536.861,-479.1,-1973.106,1,Kristen Green,0,old cameras,2013,11,1,,,,,,ratfish,ratfish,714,714,3,,,,,
2013_11_1_SL.avi,7541,38:22.8,,,,29.779,9.466,,3606.449,29.678,,,-1501.225,-1001.693,-3122.405,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,yelloweye,145,145,4,SU,Chase other,,No length-curved,
2013_11_1_SL.avi,10238,39:52.8,,,,7.079,4.03,,1938.04,12.853,,,159.955,-421.376,-1884.903,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,dusky,172,172,5,,,,,
2013_11_1_SL.avi,10328,39:55.8,,,,10.972,3.743,,2471.229,12.788,,,-82.259,-567.623,-2403.75,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,black,142,142,6,,,,,
2013_11_1_SL.avi,11006,40:18.4,,,,22.007,1.093,,3282.098,21.917,,,-977.397,704.584,-3052.937,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,dusky,172,172,7,,,,,
2013_11_1_SL.avi,11878,40:47.5,,,,46.055,2.372,,4625.544,23.983,,,1545.914,-1117.119,-4214.007,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,yelloweye,145,145,8,AD,actively swimming within frame,,no length; bad angle,
2013_11_1_SL.avi,13380,41:37.6,,,,29.625,6.699,,3776.903,23.483,,,1486.723,195.218,-3466.489,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,yelloweye,145,145,9,AD,fish moving slowly into frame,,,
2013_11_1_SL.avi,13394,41:38.1,,,552.474,42.867,6.306,3.641,3852.951,21.443,18.315,2.229,1391.448,178.839,-3588.47,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,yelloweye,145,145,9,AD,,,,
2013_11_1_SL.avi,15807,42:58.6,,,,11.324,7.002,,2292.531,23.182,,,-717.976,-570.209,-2101.207,1,Kristen Green,0,old cameras,2013,11,1,,,,,,ratfish,ratfish,714,714,10,,,,,
2013_11_1_SL.avi,16088,43:08.0,,,,25.581,4.363,,3421.543,25.183,,,-1394.903,-451.513,-3091.494,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,quillback,147,147,13,,,,,
2013_11_1_SL.avi,16564,43:23.9,,,,26.781,1.69,,3733.654,16.319,,,906.622,-567.843,-3577.116,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,quillback,147,147,11,,,,,
2013_11_1_SL.avi,16974,43:37.6,,,,11.146,0.985,,2310.82,20.37,,,-736.285,-347.928,-2162.573,1,Kristen Green,0,old cameras,2013,11,1,,,,,,ratfish,ratfish,714,714,14,,,,,
2013_11_1_SL.avi,31247,51:33.8,,,,12.535,2.169,,2428.597,21.886,,,-787.911,-470.916,-2248.448,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,rosethorn,150,150,15,,,,,
2013_11_1_SL.avi,31310,51:35.9,,,,19.947,1.57,,3372.059,11.772,,,-683.831,-112.029,-3300.092,1,Kristen Green,0,old cameras,2013,11,1,,,,,,ratfish,ratfish,714,714,16,,,,,
2013_11_1_SL.avi,41146,57:04.1,,,,17.912,1.046,,3277.114,7.254,,,387.873,-180.432,-3249.073,1,Kristen Green,0,old cameras,2013,11,1,,,,,,ratfish,ratfish,714,714,17,,,,,
2013_11_1_SL.avi,45641,59:34.1,,,,16.067,3.244,,2916.171,16.897,,,-589.218,578.162,-2796.891,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,quillback,147,147,18,,,,,
2013_11_1_SL.avi,46552,00:04.5,,,,40.149,3.208,,4901.066,11.461,,,117.626,-1020.221,-4792.261,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,yelloweye,145,145,19,JV,resting on bottom,,,
2013_11_1_SL.avi,46576,00:05.3,,,384.459,59.658,7.532,7.354,4549.908,14.169,31.347,1.768,361.723,-1102.468,-4399.475,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,yelloweye,145,145,19,JV,,,,
2013_11_1_SL.avi,46999,00:19.4,,,,62.293,1.828,,5981.573,13.829,,,-882.976,1059.715,-5820.359,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,yelloweye,145,145,21,AD,milling/hovering,,,
2013_11_1_SL.avi,47080,00:22.1,,,,8.15,9.884,,1953.254,21.816,,,724.427,-66.267,-1812.737,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,black,142,142,20,,,,,
2013_11_1_SL.avi,47101,00:22.8,,,474.633,38.037,1.973,2.996,4660.394,12.642,22.567,41.986,-424.257,876.754,-4557.475,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,yelloweye,145,145,21,AD,,,,
2013_11_1_SL.avi,47627,00:40.4,,,,35.079,2.432,,3883.993,30.321,,,1619.982,-1142.059,-3340.174,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,yelloweye,145,145,34,AD,milling/hovering,,no length; fish in corner,
2013_11_1_SL.avi,47658,00:41.4,,,,41.725,8.159,,4342.268,25.377,,,1722.812,-747.355,-3915.185,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,yelloweye,145,145,22,SU,milling/hovering,,fish in corner,
2013_11_1_SL.avi,47669,00:41.8,,,383.1,44.441,10.31,3.988,4296.961,25.409,21.857,45.548,1717.382,-714.073,-3873.573,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,yelloweye,145,145,22,SU,,,,
2013_11_1_SL.avi,48472,01:08.5,,,,40.595,4.851,,4659.14,17.116,,,1314.785,339.69,-4456.853,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,yelloweye,145,145,23,AD,milling/hovering,,,
2013_11_1_SL.avi,48519,01:10.1,,,,27.077,10.057,,3824.482,16.155,,,-995.691,334.462,-3677.417,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,quillback,147,147,24,,,,,
2013_11_1_SL.avi,48521,01:10.2,,,426.447,19.846,9.629,7.168,3309.035,13.97,9.607,3.858,793.574,-127.515,-3209.936,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,yelloweye,145,145,23,AD,,,,
2013_11_1_SL.avi,50027,02:00.4,,,,50.125,6.718,,4984.164,21.862,,,-1841.299,-284.591,-4622.826,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,yelloweye,145,145,35,AD,milling/hovering,,No length-bad angle,
2013_11_1_SL.avi,50099,02:02.8,,,,38.796,2.345,,4245.079,24.633,,,-1703.834,-520.194,-3853.187,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,yelloweye,145,145,36,AD,milling/hovering,,No length-bad angle,
2013_11_1_SL.avi,50122,02:03.6,,,,66.953,9.647,,6321.697,11.338,,,-1127.237,454.351,-6203.77,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,yelloweye,145,145,25,AD,resting on bottom,,,
2013_11_1_SL.avi,50158,02:04.8,,,584.862,45.17,9.459,3.855,5387.159,14.162,10.512,31.058,-1310.308,84.207,-5224.699,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,yelloweye,145,145,25,AD,,,,
2013_11_1_SL.avi,50783,02:25.7,,,,33.435,1.212,,4287.116,14.898,,,963.353,489.311,-4148.722,1,Kristen Green,0,old cameras,2013,11,1,,,,,,eel,wolf eel,217,217,26,,,,,
2013_11_1_SL.avi,51511,02:50.0,,,,35.329,7.996,,4166.993,20.937,,,-1137.522,-1004.19,-3880.912,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,rosethorn,150,150,27,,,,,
2013_11_1_SL.avi,54728,04:37.3,,,,20.249,3.242,,3497.373,8.211,,,16.72,-537.755,-3455.743,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,rosethorn,150,150,28,,,,,
2013_11_1_SL.avi,56618,05:40.4,,,,47.168,6.036,,5287.289,11.265,,,-843.545,538.109,-5191.753,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,yelloweye,145,145,30,SU,milling/hovering,,,
2013_11_1_SL.avi,56759,05:45.1,,,,34.001,9.889,,4216.233,17.823,,,1054.933,698.567,-4021.908,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,quillback,147,147,29,,,,,
2013_11_1_SL.avi,56760,05:45.1,,,,41.92,6.365,,5334.257,2.567,,,-162.782,115.483,-5330.521,1,Kristen Green,0,old cameras,2013,11,1,,,,,,greenling,,10007,10007,31,,,,,
2013_11_1_SL.avi,56809,05:46.7,,,390.949,45.267,2.774,0.373,3934.783,8.085,31.241,13.753,361.296,375.77,-3900.1,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,yelloweye,145,145,30,SU,,,Horiz Angle-just over 30,
2013_11_1_SL.avi,61013,08:07.0,,,,26.992,2.656,,3594.835,22.218,,,-1299.364,-436.373,-3323.263,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,quillback,147,147,32,,,,,
2013_11_1_SL.avi,64024,09:47.5,,,,42.238,0.52,,4940.203,10.737,,,722.223,-624.507,-4847.06,1,Kristen Green,0,old cameras,2013,11,1,,,,,,rockfish,yelloweye,145,145,33,AD,milling/hovering,,head in rock; no length ,
2013_15_1_SL.avi,10460,09:16.0,,,,5.189,2.99,,1600.393,16.226,,,231.441,-399.74,-1532.286,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,ratfish,ratfish,714,714,7,,,,,
2013_15_1_SL.avi,11046,09:35.6,,,,6.251,2.038,,1737.253,18.433,,,-389.425,-405.785,-1643.695,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,ratfish,ratfish,714,714,8,,,,,
2013_15_1_SL.avi,12308,10:17.7,,,,6.596,7.998,,1705.474,27.011,,,536.983,-575.095,-1513.128,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,halibut,halibut,200,200,9,,,,Juvenile; No length cant see all ,
2013_15_1_SL.avi,14958,11:46.1,,,,12.364,0.073,,2477.898,18.255,,,-697.913,-365.905,-2349.257,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,ratfish,ratfish,714,714,10,,,,,
2013_15_1_SL.avi,17095,12:57.4,,,,16.273,3.712,,2947.674,15.392,,,-456.294,-667.178,-2834.687,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,rockfish,rosethorn,150,150,11,,,,,
2013_15_1_SL.avi,26957,18:26.5,,,,4.876,0.751,,1494.571,20.132,,,-458.031,-249.793,-1400.555,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,halibut,halibut,200,200,12,,,,Juvenile,
2013_15_1_SL.avi,26961,18:26.6,,,130.89,9.482,2.56,0.968,1433.56,21.512,60.697,29.117,-451.677,-283.8,-1330.617,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,halibut,halibut,200,200,12,,,,Juvenile,
2013_15_1_SL.avi,27844,18:56.1,,,,6.965,0.723,,1944.487,10.785,,,81.094,-375.969,-1906.07,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,ratfish,ratfish,714,714,13,,,,,
2013_15_1_SL.avi,28675,19:23.8,,,,7.715,0.664,,1978.226,15.017,,,443.64,-278.046,-1907.683,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,ratfish,ratfish,714,714,14,,,,,
2013_15_1_SL.avi,30178,20:13.9,,,,10.072,0.529,,2165.499,22.108,,,791.942,-214.843,-2004.011,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,ratfish,ratfish,714,714,15,,,,,
2013_15_1_SL.avi,30382,20:20.7,,,,5.313,2.232,,1621.106,14.869,,,-332.101,-267.979,-1563.931,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,flatfish,,,,16,,,,,
2013_15_1_SL.avi,31090,20:44.4,,,,5.442,3.044,,1622.839,17.691,,,309.346,-401.289,-1541.713,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,halibut,halibut,200,200,17,,,,Juvenile; No length-bad lighting,
2013_15_1_SL.avi,33997,22:21.4,,,,11.204,1.167,,2616.535,3.493,,,158.057,-8.404,-2611.743,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,ratfish,ratfish,714,714,18,,,,,
2013_15_1_SL.avi,34615,22:42.0,,,,4.193,0.556,,1387.213,19.344,,,340.183,-323.455,-1305.379,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,ratfish,ratfish,714,714,19,,,,,
2013_15_1_SL.avi,34615,22:42.0,,,,4.974,1.785,,1639.502,6.013,,,-99.549,-158.116,-1628.821,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,halibut,halibut,200,200,20,,,,Juvenile,
2013_15_1_SL.avi,34646,22:43.0,,,185.174,11.259,0.172,0.411,1482.939,7.127,67.012,18.57,-53.466,-192.437,-1469.428,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,halibut,halibut,200,200,20,,,,Juvenile,
2013_15_1_SL.avi,35833,23:22.6,,,,5.266,0.786,,1628.303,14.471,,,203.956,-369.628,-1572.624,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,halibut,halibut,200,200,22,,,,Juvenile; No length-Can't see all,
2013_15_1_SL.avi,35846,23:23.1,,,,7.158,0.378,,1781.133,25.101,,,596.513,-481.701,-1607.66,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,ratfish,ratfish,714,714,21,,,,,
2013_15_1_SL.avi,38038,24:36.2,,,,7.336,3.243,,1935.315,14.747,,,-366.966,-349.514,-1867.785,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,ratfish,ratfish,714,714,23,,,,,
2013_15_1_SL.avi,40191,25:48.0,,,,15.311,7.885,,3055.842,6.733,,,-335.743,91.178,-3035.974,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,ratfish,ratfish,714,714,24,,,,,
2013_15_1_SL.avi,44832,28:22.9,,,,6.643,0.242,,1835.201,14.72,,,323.566,-355.555,-1771.115,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,ratfish,ratfish,714,714,25,,,,,
2013_15_1_SL.avi,49887,31:11.6,,,,29.491,12.818,,3811.663,22.203,,,1430.825,126.243,-3530.663,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,ratfish,ratfish,714,714,26,,,,,
2013_15_1_SL.avi,50496,31:31.9,,,,5.828,0.412,,1750.049,12.785,,,-38.425,-404.353,-1702.261,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,ratfish,ratfish,714,714,27,,,,,
2013_15_1_SL.avi,50658,31:37.3,,,,5.048,2.636,,1634.212,9.407,,,-20.101,-284.307,-1609.166,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,ratfish,ratfish,714,714,28,,,,,
2013_15_1_SL.avi,51655,32:10.5,,,,15.724,2.325,,2960.711,12.291,,,627.083,-95.363,-2891.969,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,ratfish,ratfish,714,714,29,,,,,
2013_15_1_SL.avi,57642,35:30.3,,,,8.133,1.877,,1924.259,23.738,,,-620.242,-483.634,-1756.18,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,ratfish,ratfish,714,714,30,,,,,
2013_15_1_SL.avi,60647,37:10.6,,,,10.638,0.248,,2545.749,2.408,,,-11.064,-134.734,-2542.157,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,ratfish,ratfish,714,714,31,,,,,
2013_15_1_SL.avi,66451,40:24.2,,,,8.183,1.14,,1890.155,26.14,,,702.749,-465.676,-1691.737,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,ratfish,ratfish,714,714,32,,,,,
2013_15_1_SL.avi,66451,40:24.2,,,,10.876,0.947,,2212.091,24.173,,,842.419,-355.408,-2014.289,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,ratfish,ratfish,714,714,33,,,,,
2013_15_1_SL.avi,67733,41:07.0,,,,49.245,7.001,,4847.474,24.696,,,2004.11,243.189,-4407.085,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,ratfish,ratfish,714,714,34,,,,,
2013_15_1_SL.avi,68788,41:42.2,,,,30.753,9.306,,4397.291,9.073,,,9.267,644.877,-4349.738,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,rockfish,silvergray,157,157,35,,,,,
2013_15_1_SL.avi,68788,41:42.2,,,,41.6,8.272,,4829.397,14.149,,,873.287,742.086,-4691.455,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,rockfish,silvergray,157,157,36,,,,,
2013_15_1_SL.avi,68960,41:48.0,,,,3.377,3.484,,1233.594,19.064,,,276.37,-306.174,-1162.597,1,Jenny Stahl,0,old cameras,2013,15,1,,,,,,rockfish,silvergray,157,157,37,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,964,49:49.1,,,,7.361,0.023,,1680.685,5.016,,,21.905,-169.29,-1671.994,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,1,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,1099,49:53.6,,,,6.27,7.764,,1472.411,32.129,,,728.788,-304.287,-1242.687,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,2,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,1099,49:53.6,,,,17.628,0.565,,2549.452,12.119,,,-464.296,230.495,-2496.199,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,3,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,1911,50:20.7,,,,10.118,1.474,,1890.772,31.251,,,938.995,260.516,-1620.32,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,4,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,1962,50:22.4,,,,15.081,5.763,,2234.963,24.809,,,-621.239,673.348,-2038.56,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,5,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,1962,50:22.4,,,,16.161,5.79,,2358.549,35.893,,,1067.234,851.753,-1923.092,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,6,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,2157,50:28.9,,,,4.553,3.958,,1252.763,16.228,,,-341.231,-95.543,-1201.602,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,7,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,2157,50:28.9,,,,10.994,5.543,,1990.421,16.516,,,-554.847,83.665,-1909.691,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,8,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,2157,50:28.9,,,,18.464,1.89,,2501.535,23.237,,,-862.914,446.034,-2305.236,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,9,,,,,
Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi,2157,50:28.9,,,,19.523,3.948,,2576.917,26.618,,,1050.812,445.279,-2310.416,1,Jenny Stahl,0,"new cameras, AKST",2013,17,1,,,,,,cod,,9991,9991,10,,,,,
