Filename,Frame,Time (HMS),Period,Period time (HMS),Length (mm),Precision (mm),RMS 1 (mm),RMS 2 (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,Tape Reader,Depth,Comment,Year,Dive No,Transect No,User Def. 4,User Def. 5,User Def. 6,User Def. 7,User Def. 8,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,8761,11:29.0,,,,24.594,9.227,,2910.913,16.14,,,-671.543,-491.517,-2789.418,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,ratfish,ratfish,714,714,10,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,9034,11:38.1,,,,31.855,5.258,,3316.923,15.847,,,-604.521,-720.168,-3180.864,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,ratfish,ratfish,714,714,11,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,9309,11:47.3,,,,21.915,1.614,,2887.821,8.502,,,-416.682,-134.025,-2854.457,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,ratfish,ratfish,714,714,12,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,14771,14:49.4,,,,102.705,7.889,,6137.937,13.821,,,-1309.377,574.345,-5969.081,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,rockfish,yelloweye,145,145,13,AD,milling/hovering,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,14811,14:50.7,,,548.241,85.47,1.738,4.241,5062.448,14.983,16.441,1.561,-1259.733,284.978,-4894.92,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,rockfish,yelloweye,145,145,13,AD,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,19039,17:11.6,,,,30.397,6.038,,3319.901,23.439,,,-1311.805,107.989,-3047.827,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,ratfish,ratfish,714,714,14,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,23387,19:36.6,,,,69.065,2.626,,5073.255,30.322,,,-2538.896,274.994,-4383.64,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,ratfish,ratfish,714,714,15,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,28120,22:14.3,,,,58.324,2.287,,4530.806,32.004,,,2244.195,799.022,-3854.005,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,rockfish,quillback,147,147,16,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,50015,34:24.2,,,,123.925,7.465,,6458.71,23.432,,,-2084.029,1415.948,-5947.003,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,rockfish,quillback,147,147,17,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,51345,35:08.5,,,,126.384,1.668,,6485.465,26.741,,,2327.734,1676.739,-5816.482,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,rockfish,yelloweye,145,145,18,SU,resting on bottom,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,51460,35:12.3,,,478.885,77.566,0.313,7.127,4380.256,29.613,10.271,10.728,2131.392,322.205,-3813.134,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,rockfish,yelloweye,145,145,18,SU,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,840,07:05.0,,,,9.513,0.11,,1845.142,19.175,,,14.421,-630.797,-1733.908,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,rockfish,yelloweye,145,145,1,AD,fish seeking cover,,No length-Under sponge,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,952,07:08.7,,,,24.709,1.118,,2926.647,21.474,,,994.264,360.096,-2728.925,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,ratfish,ratfish,714,714,2,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,1307,07:20.6,,,,13.79,8.626,,2138.721,29.256,,,734.353,-770.442,-1855.067,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,ratfish,ratfish,714,714,3,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,1307,07:20.6,,,,42.808,1.741,,4107.554,10.222,,,22.251,670.579,-4052.386,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,ratfish,ratfish,714,714,4,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,3075,08:19.5,,,,25.687,1.23,,3030.705,34.991,,,-1543.048,-835.153,-2471.172,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,ratfish,ratfish,714,714,5,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,3979,08:49.6,,,,17.634,0.094,,2447.353,32.185,,,775.491,-1077.445,-2056.031,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,rockfish,rosethorn,150,150,6,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,5359,09:35.6,,,,107.013,2.898,,6135.141,21.776,,,-2156.144,647.034,-5707.219,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,rockfish,yelloweye,145,145,7,AD,resting on bottom,,No length- too dark for accuracte,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,5497,09:40.2,,,,72.268,11.949,,4957.308,34.174,,,-2060.348,1814.199,-4127.779,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,rockfish,black,142,142,8,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,7013,10:30.8,,,,12.421,2.248,,2104.704,17.574,,,108.586,-654.847,-1997.289,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,rockfish,black,142,142,9,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,8761,11:29.0,,,,24.594,9.227,,2910.913,16.14,,,-671.543,-491.517,-2789.418,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,ratfish,ratfish,714,714,10,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,9034,11:38.1,,,,31.855,5.258,,3316.923,15.847,,,-604.521,-720.168,-3180.864,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,ratfish,ratfish,714,714,11,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,9309,11:47.3,,,,21.915,1.614,,2887.821,8.502,,,-416.682,-134.025,-2854.457,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,ratfish,ratfish,714,714,12,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,14771,14:49.4,,,,102.705,7.889,,6137.937,13.821,,,-1309.377,574.345,-5969.081,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,rockfish,yelloweye,145,145,13,AD,milling/hovering,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,14811,14:50.7,,,548.241,85.47,1.738,4.241,5062.448,14.983,16.441,1.561,-1259.733,284.978,-4894.92,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,rockfish,yelloweye,145,145,13,AD,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,19039,17:11.6,,,,30.397,6.038,,3319.901,23.439,,,-1311.805,107.989,-3047.827,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,ratfish,ratfish,714,714,14,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,23387,19:36.6,,,,69.065,2.626,,5073.255,30.322,,,-2538.896,274.994,-4383.64,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,ratfish,ratfish,714,714,15,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,28120,22:14.3,,,,58.324,2.287,,4530.806,32.004,,,2244.195,799.022,-3854.005,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,rockfish,quillback,147,147,16,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,50015,34:24.2,,,,123.925,7.465,,6458.71,23.432,,,-2084.029,1415.948,-5947.003,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,rockfish,quillback,147,147,17,,,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,51345,35:08.5,,,,126.384,1.668,,6485.465,26.741,,,2327.734,1676.739,-5816.482,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,rockfish,yelloweye,145,145,18,SU,resting on bottom,,,
Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi,51460,35:12.3,,,478.885,77.566,0.313,7.127,4380.256,29.613,10.271,10.728,2131.392,322.205,-3813.134,1,Jennifer Stahl,0,"new cameras, AKST",2013,22,1,,,,,,rockfish,yelloweye,145,145,18,SU,,,,
2013_25_1_SL.avi,1157,00:38.6,,,,68.173,4.301,,5614.464,26.568,,,1918.192,1564.459,-5039.366,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,canary,146,146,1,,,,,13:26:59
2013_25_1_SL.avi,2148,01:11.7,,,,31.186,8.248,,4376.733,10.713,,,-172.653,747.063,-4309.047,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,canary,146,146,2,,,,,13:27:33
2013_25_1_SL.avi,2362,01:18.8,,,,22.092,0.718,,3577.361,11.505,,,213.987,-719.72,-3497.674,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,yelloweye,145,145,3,SU,resting on bottom,,not good view of body; no length,13:27:40
2013_25_1_SL.avi,2813,01:33.9,,,,28.487,5.881,,3503.817,28.674,,,1511.577,-770.175,-3065.729,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,canary,146,146,4,,,,,13:27:55
2013_25_1_SL.avi,3124,01:44.2,,,,21.96,1.692,,3660.481,8.745,,,279.296,440.99,-3623.071,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,canary,146,146,5,,,,lots of canaries,13:28:05
2013_25_1_SL.avi,3253,01:48.5,,,,25.059,8.174,,3956.877,6.655,,,-456.968,-5.447,-3930.398,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,canary,146,146,6,,,,,13:28:09
2013_25_1_SL.avi,3253,01:48.5,,,,13.841,6.927,,2758.932,13.292,,,527.661,322.087,-2688.78,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,canary,146,146,7,,,,,13:28:09
2013_25_1_SL.avi,3831,02:07.8,,,,18.511,1.007,,3331.784,7.872,,,-445.76,-134.5,-3299.089,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,quillback,147,147,8,,,,,13:28:29
2013_25_1_SL.avi,4968,02:45.8,,,,41.408,1.303,,4476.543,23.855,,,1809.295,17.745,-4094.578,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,quillback,147,147,9,,,,,13:29:07
2013_25_1_SL.avi,4968,02:45.8,,,,70.335,2.962,,5833.336,22.678,,,2049.405,866.437,-5392.313,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,canary,146,146,10,,,,,13:29:07
2013_25_1_SL.avi,8365,04:39.1,,,,23.973,0.823,,3307.073,26.353,,,-1364.937,507.249,-2969.238,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,quillback,147,147,11,,,,,13:31:00
2013_25_1_SL.avi,9483,05:16.4,,,,19.86,5.678,,3347.871,12.784,,,725.44,113.741,-3266.35,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,rosethorn,150,150,12,,,,,13:31:37
2013_25_1_SL.avi,11592,06:26.8,,,,44.753,5.254,,5264.998,8.748,,,-657.871,398.426,-5208.519,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,tiger,148,148,13,,,,,13:32:48
2013_25_1_SL.avi,12523,06:57.8,,,,26.312,8.073,,3448.171,25.039,,,1338.492,-616.38,-3117.434,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,rosethorn,150,150,14,,,,,13:33:19
2013_25_1_SL.avi,15204,08:27.3,,,,36.413,5.994,,4749.096,9.569,,,-306.44,675.328,-4690.836,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,yelloweye,145,145,15,AD,milling/hovering,,,13:34:48
2013_25_1_SL.avi,15487,08:36.8,,,573.813,11.373,4.523,9.748,1602.164,12.647,46.494,14.202,-217.634,-292.534,-1560.125,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,yelloweye,145,145,15,AD,,,best horiz. direction I could get ,13:34:58
2013_25_1_SL.avi,15761,08:45.9,,,,17.306,0.855,,3260.285,6.689,,,-367.739,58.683,-3238.947,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,quillback,147,147,16,,,,,13:35:07
2013_25_1_SL.avi,16541,09:11.9,,,,25.069,2.002,,3315.875,27.094,,,1375.875,-655.58,-2944.862,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,quillback,147,147,17,,,,,13:35:33
2013_25_1_SL.avi,18006,10:00.8,,,,50.032,1.334,,5802.503,3.939,,,240.436,253.37,-5791.981,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,greenling,lingcod,130,130,18,,,,could not get length ,13:36:22
2013_25_1_SL.avi,20406,11:20.9,,,,27.795,1.598,,4206.638,7.547,,,-3.526,505.953,-4176.099,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,canary,146,146,19,,,,,13:37:42
2013_25_1_SL.avi,21925,12:11.6,,,,74.234,2.173,,6860.295,9.724,,,253.111,1055.324,-6773.911,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,yelloweye,145,145,20,AD,Feeding,,,13:38:32
2013_25_1_SL.avi,22289,12:23.7,,,,20.615,1.743,,3081.814,25.997,,,1349.351,32.077,-2770.524,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,yelloweye,145,145,21,AD,fish moving quickly into frame,,,13:38:45
2013_25_1_SL.avi,22380,12:26.7,,,572.088,11.091,0.908,4.98,2378.806,5.397,17.019,1.485,201.152,71.575,-2369.206,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,yelloweye,145,145,21,AD,,,,13:38:48
2013_25_1_SL.avi,22407,12:27.7,,,534.024,22.606,1.231,8.95,3657.393,15.032,6.038,18.958,947.592,-81.999,-3531.553,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,yelloweye,145,145,20,AD,,,,13:38:48
2013_25_1_SL.avi,23429,13:01.8,,,,15.959,2.029,,2676.57,26.251,,,1067.014,486.086,-2406.081,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,canary,146,146,22,,,,,13:39:23
2013_25_1_SL.avi,25289,14:03.8,,,,12.477,0.397,,2766.637,3.64,,,-148.035,-125.283,-2759.832,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,ratfish,ratfish,714,714,23,,,,feeding in sand,13:40:25
2013_25_1_SL.avi,27497,15:17.5,,,,16.048,8.606,,2965.864,14.238,,,310.017,-692.279,-2867.227,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,rosethorn,150,150,24,,,,,13:41:38
2013_25_1_SL.avi,28683,15:57.0,,,,8.788,4.914,,1957.552,27.203,,,-797.761,-424.871,-1736.397,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,rosethorn,150,150,25,,,,,13:42:18
2013_25_1_SL.avi,31353,17:26.1,,,,22.367,0.357,,3298.516,22.028,,,-1139.731,447.023,-3062.906,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,quillback,147,147,34,,,,,13:43:47
2013_25_1_SL.avi,36921,20:31.9,,,,23.81,2.096,,3871.814,6.34,,,-381.575,149.907,-3850.048,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,quillback,147,147,31,,,,,13:46:53
2013_25_1_SL.avi,38722,21:32.0,,,,24.243,3.141,,3898.033,6.741,,,-401.001,177.186,-3873.301,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,quillback,147,147,28,,,,,13:47:53
2013_25_1_SL.avi,40460,22:30.0,,,,21.514,3.525,,3492.283,11.184,,,-562.962,-414.859,-3421.551,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,rosethorn,150,150,29,,,,,13:48:51
2013_25_1_SL.avi,42709,23:45.0,,,,43.955,1.666,,4829.399,17.004,,,-1381.632,-344.176,-4614.73,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,yelloweye,145,145,32,AD,milling/hovering,,"poor orientation, no length ",13:50:06
2013_25_1_SL.avi,48627,27:02.5,,,,49.091,5.357,,5156.909,20.987,,,-662.744,1670.209,-4833.723,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,yelloweye,145,145,33,SU,actively swimming within frame,,,13:53:23
2013_25_1_SL.avi,48661,27:03.7,,,555.84,46.515,6.802,0.545,4906.28,17.846,20.225,5.115,-302.011,1420.767,-4686.341,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,yelloweye,145,145,33,SU,,,,13:53:24
2013_25_1_SL.avi,48931,27:12.7,,,,49.635,5.731,,4918.616,22.613,,,1464.184,1146.353,-4553.55,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,yelloweye,145,145,35,,,,No length-blurry,13:53:33
2013_25_1_SL.avi,50235,27:56.2,,,,10.969,4.315,,2393.25,14.52,,,471.666,-396.695,-2312.534,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,rosethorn,150,150,36,,,,,13:54:17
2013_25_1_SL.avi,60408,33:35.6,,,,41.508,1.395,,4624.254,18.802,,,1235.252,785.118,-4386.509,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,yelloweye,145,145,37,AD,,,bad angle no length ,13:59:56
2013_25_1_SL.avi,62356,34:40.6,,,,12.827,4.111,,2697.821,9.807,,,-329.585,-349.797,-2654.666,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,rosethorn,150,150,38,,,,,14:01:01
2013_25_1_SL.avi,66363,36:54.3,,,,39.272,9.219,,4313.129,24.279,,,-1644.783,619.394,-3938.797,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,rosethorn,150,150,39,,,,,14:03:15
2013_25_1_SL.avi,68563,38:07.7,,,,50.029,7.751,,5417.89,13.803,,,477.461,1142.512,-5274.488,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,yelloweye,145,145,40,AD,actively swimming within frame,,bad angle no length ,14:04:29
2013_25_1_SL.avi,74221,41:16.5,,,,50.065,5.341,,5401.177,12.268,,,-966.286,560.37,-5284.41,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,yelloweye,145,145,41,AD,actively swimming within frame,,bad angle no length ,14:07:37
2013_25_1_SL.avi,77151,42:54.3,,,,71.669,0.356,,6381.533,15.014,,,-915.557,1307.686,-6178.647,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,yelloweye,145,145,42,AD,milling/hovering,,,14:09:15
2013_25_1_SL.avi,77471,43:04.9,,,631.278,8.007,7.097,4.705,2853.998,7.668,1.397,22.595,305.247,196.162,-2830.839,1,Kristen Green,0,"old cameras, video jumps, enter Horita time",2013,25,1,,,,,,rockfish,yelloweye,145,145,42,AD,,,,14:09:25
2013_27_1_SL.avi,305,52:05.2,,,,12.75,0.728,,2565.795,16.863,,,743.246,-67.289,-2454.865,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,rockfish,canary,146,146,1,,,,,15:55:04
2013_27_1_SL.avi,1350,52:40.0,,,,151.767,2.068,,8323.796,26.452,,,3392.075,1414.07,-7468.589,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,rockfish,,,,3,,,,Probably canary-too far to confirm,15:55:38
2013_27_1_SL.avi,1355,52:40.2,,,,45.437,0.845,,4984.369,15.472,,,1078.158,724.569,-4812.122,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,rockfish,canary,146,146,2,,,,,15:55:39
2013_27_1_SL.avi,2099,53:05.0,,,,44.956,5.159,,4890.964,17.659,,,1439.334,307.902,-4664.23,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,4,,,,,15:56:03
2013_27_1_SL.avi,2572,53:20.8,,,,53.835,8.313,,5817.054,8.909,,,-411.094,737.506,-5755.45,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,rockfish,rosethorn,150,150,5,,,,,15:56:19
2013_27_1_SL.avi,6838,55:43.2,,,,5.239,0.264,,1667.914,9.469,,,42.725,-289.385,-1642.063,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,rockfish,greenstripe,135,135,6,,,,,15:55:42
2013_27_1_SL.avi,9853,57:23.8,,,,37.725,6.73,,4552.023,15.396,,,-958.231,687.456,-4396.602,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,7,,,,,16:00:22
2013_27_1_SL.avi,11288,58:11.6,,,,15.332,3.227,,2689.036,22.155,,,982.879,-277.301,-2487.563,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,8,,,,,16:01:10
2013_27_1_SL.avi,12764,59:00.9,,,,37.894,5.12,,4498.123,17.196,,,1281.971,305.605,-4300.728,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,9,,,,,16:01:59
2013_27_1_SL.avi,18861,02:24.3,,,,101.709,1.245,,6972.966,23.446,,,2469.415,1193.243,-6410.961,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,10,,,,,16:05:23
2013_27_1_SL.avi,22240,04:17.1,,,,14.602,3.673,,2638.634,20.927,,,869.196,-391.765,-2460.368,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,11,,,,,16:07:15
2013_27_1_SL.avi,22682,04:31.8,,,,30.715,1.995,,4268.802,10.489,,,706.386,277.204,-4200.815,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,12,,,,,16:07:30
2013_27_1_SL.avi,24251,05:24.2,,,,16.607,5.833,,3204.351,6.011,,,279.97,149.482,-3188.595,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,13,,,,,16:08:22
2013_27_1_SL.avi,26101,06:25.9,,,199.704,10.693,0.937,4.355,1486.141,20.107,70.339,25.958,278.184,-444.044,-1390.702,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,halibut,halibut,200,200,14,,,,Juvenile,16:09:24
2013_27_1_SL.avi,26159,06:27.8,,,,5.435,2.619,,1555.944,24.187,,,464.506,-452.414,-1414.396,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,halibut,halibut,200,200,14,,,,Juvenile,16:09:26
2013_27_1_SL.avi,27950,07:27.6,,,,58.249,5.895,,5346.188,21.778,,,1801.416,774.733,-4973.572,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,15,,,,,16:10:26
2013_27_1_SL.avi,29776,08:28.5,,,,31.922,3.974,,3902.637,23.593,,,1556.564,-169.738,-3574.755,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,16,,,,,16:11:27
2013_27_1_SL.avi,31438,09:24.0,,,,10.278,0.612,,2450.077,6.967,,,19.232,-323.648,-2428.53,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,halibut,halibut,200,200,17,,,,Juvenile; No length-bad lighting,16:12:22
2013_27_1_SL.avi,35356,11:34.7,,,,24.292,9.143,,3744.679,12.011,,,-728.814,234.99,-3665.547,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,cod,,9991,9991,18,,,,,16:14:33
2013_27_1_SL.avi,36221,12:03.6,,,,14.799,0.881,,2767.903,17.825,,,-844.801,35.41,-2635.591,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,cod,,9991,9991,19,,,,,16:15:02
2013_27_1_SL.avi,37562,12:48.3,,,,26.539,4.58,,3930.149,11.606,,,-712.015,300.86,-3853.387,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,20,,,,,16:15:47
2013_27_1_SL.avi,37776,12:55.5,,,,23.856,3.021,,3684.183,12.02,,,762.011,-129.488,-3602.19,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,21,,,,,16:15:54
2013_27_1_SL.avi,38994,13:36.1,,,,20.429,4.853,,3496.67,8.842,,,-537.406,-45.336,-3454.828,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,22,,,,,16:16:34
2013_27_1_SL.avi,40409,14:23.3,,,,8.991,4.392,,2296.319,5.508,,,-216.372,-67.451,-2285.107,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,23,,,,,16:17:22
2013_27_1_SL.avi,40782,14:35.8,,,,17.43,0.929,,3352.177,0.868,,,-50.711,-40.21,-3351.552,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,24,,,,,16:17:34
2013_27_1_SL.avi,41117,14:46.9,,,,11.021,0.187,,2220.649,26.344,,,-971.871,-185.103,-1988.086,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,25,,,,,16:17:45
2013_27_1_SL.avi,42066,15:18.6,,,,23.048,7.885,,3823.639,5.766,,,-317.793,173.437,-3806.46,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,26,,,,,16:18:17
