YEAR,DIVE_NO,TRANSECT_NO,Dive_trans,DiveTrans,HP_line,Event_ID,Event_ID,Date,UTC time,Date_time,AST,Sec,QUALITY_CODE,START_END,COMMENTS,Segment
2012,6762,2,67622,67622,42,42_240_o,42_240_o_,8/26/2012,16:51:32,8/26/12 16:51,8:51:32,31892,BPV,,,
2012,6762,2,67622,67622,42,42_240_o,42_240_o_4,8/26/2012,16:51:40,8/26/12 16:51,8:51:40,31900,GGF,,,4
2012,6762,2,67622,67622,42,42_240_o,42_240_o_4,8/26/2012,16:53:34,8/26/12 16:53,8:53:34,32014,GGF,END,,4
2012,6765,1,67651,67651,47,47_140_o,47_140_o_1,8/26/2012,20:45:54,8/26/12 20:45,12:45:54,45954,GGF,START,,1
2012,6765,1,67651,67651,47,47_140_o,47_140_o_,8/26/2012,21:01:36,8/26/12 21:01,13:01:36,46896,BDO,,,
2012,6765,1,67651,67651,47,47_140_o,47_140_o_2,8/26/2012,21:02:00,8/26/12 21:02,13:02:00,46920,GGF,,,2
2012,6765,1,67651,67651,47,47_140_o,47_140_o_2,8/26/2012,21:21:51,8/26/12 21:21,13:21:51,48111,GGF,END,,2
2012,6765,2,67652,67652,48,48_164_o,48_164_o_1,8/26/2012,20:01:35,8/26/12 20:01,12:01:35,43295,GGF,START,,1
2012,6765,2,67652,67652,48,48_164_o,48_164_o_,8/26/2012,20:25:32,8/26/12 20:25,12:25:32,44732,BPV,,,
2012,6765,2,67652,67652,48,48_164_o,48_164_o_2,8/26/2012,20:25:48,8/26/12 20:25,12:25:48,44748,GGF,,,2
2012,6765,2,67652,67652,48,48_164_o,48_164_o_2,8/26/2012,20:33:57,8/26/12 20:33,12:33:57,45237,GGF,END,,2
2012,6770,1,67701,67701,53,53_215_o,53_215_o_1,8/27/2012,00:29:40,8/27/12 0:29,16:29:40,59380,GGF,START,,1
2012,6770,1,67701,67701,53,53_215_o,53_215_o_,8/27/2012,00:50:19,8/27/12 0:50,16:50:19,60619,BGB,,,
2012,6770,1,67701,67701,53,53_215_o,53_215_o_2,8/27/2012,00:50:30,8/27/12 0:50,16:50:30,60630,GGF,,,2
2012,6770,1,67701,67701,53,53_215_o,53_215_o_,8/27/2012,01:06:01,8/27/12 1:06,17:06:01,61561,GRB,,,
2012,6770,1,67701,67701,53,53_215_o,53_215_o_3,8/27/2012,01:06:14,8/27/12 1:06,17:06:14,61574,GGF,,,3
2012,6770,1,67701,67701,53,53_215_o,53_215_o_3,8/27/2012,01:07:50,8/27/12 1:07,17:07:50,61670,GGF,END,,3
2012,6770,2,67702,67702,54,54_239_o,54_239_o_1,8/27/2012,01:18:37,8/27/12 1:18,17:18:37,62317,GGF,START,,1
2012,6770,2,67702,67702,54,54_239_o,54_239_o_,8/27/2012,01:41:40,8/27/12 1:41,17:41:40,63700,BPV,,,
2012,6770,2,67702,67702,54,54_239_o,54_239_o_2,8/27/2012,01:41:50,8/27/12 1:41,17:41:50,63710,GGF,,,2
2012,6770,2,67702,67702,54,54_239_o,54_239_o_2,8/27/2012,01:52:54,8/27/12 1:52,17:52:54,64374,GGF,END,,2
2012,6773,1,67731,67731,58,58_182_o,58_182_o_1,8/26/2012,01:31:35,8/26/12 1:31,17:31:35,63095,GGF,START,,1
2012,6773,1,67731,67731,58,58_182_o,58_182_o_,8/26/2012,01:33:29,8/26/12 1:33,17:33:29,63209,GRB,,,
2012,6773,1,67731,67731,58,58_182_o,58_182_o_2,8/26/2012,01:33:48,8/26/12 1:33,17:33:48,63228,GGF,,,2
2012,6773,1,67731,67731,58,58_182_o,58_182_o_,8/26/2012,01:37:39,8/26/12 1:37,17:37:39,63459,BLA,,,
2012,6773,1,67731,67731,58,58_182_o,58_182_o_3,8/26/2012,01:37:45,8/26/12 1:37,17:37:45,63465,GGF,,,3
2012,6773,1,67731,67731,58,58_182_o,58_182_o_,8/26/2012,01:37:58,8/26/12 1:37,17:37:58,63478,BRB,,,
2012,6773,1,67731,67731,58,58_182_o,58_182_o_4,8/26/2012,01:38:34,8/26/12 1:38,17:38:34,63514,GGF,,,4
2012,6773,1,67731,67731,58,58_182_o,58_182_o_,8/26/2012,01:39:54,8/26/12 1:39,17:39:54,63594,BLA,,,
2012,6773,1,67731,67731,58,58_182_o,58_182_o_5,8/26/2012,01:39:57,8/26/12 1:39,17:39:57,63597,GGF,,,5
2012,6773,1,67731,67731,58,58_182_o,58_182_o_,8/26/2012,01:56:41,8/26/12 1:56,17:56:41,64601,GRB,,,
2012,6773,1,67731,67731,58,58_182_o,58_182_o_6,8/26/2012,01:57:34,8/26/12 1:57,17:57:34,64654,GGF,,,6
2012,6773,1,67731,67731,58,58_182_o,58_182_o_,8/26/2012,02:13:20,8/26/12 2:13,18:13:20,65600,BLB,,,
2012,6773,1,67731,67731,58,58_182_o,58_182_o_7,8/26/2012,02:13:29,8/26/12 2:13,18:13:29,65609,GGF,,,7
2012,6773,1,67731,67731,58,58_182_o,58_182_o_7,8/26/2012,02:14:11,8/26/12 2:14,18:14:11,65651,GGF,END,,7
2012,6773,2,67732,67732,59,59_190_o,59_190_o_1,8/27/2012,21:54:20,8/27/12 21:54,13:54:20,50060,GGF,START,,1
2012,6773,2,67732,67732,59,59_190_o,59_190_o_,8/27/2012,21:56:24,8/27/12 21:56,13:56:24,50184,BRB,,,
2012,6773,2,67732,67732,59,59_190_o,59_190_o_2,8/27/2012,21:57:12,8/27/12 21:57,13:57:12,50232,GGF,,,2
2012,6773,2,67732,67732,59,59_190_o,59_190_o_,8/27/2012,22:12:39,8/27/12 22:12,14:12:39,51159,BPV,,,
2012,6773,2,67732,67732,59,59_190_o,59_190_o_3,8/27/2012,22:12:50,8/27/12 22:12,14:12:50,51170,GGF,,,3
2012,6773,2,67732,67732,59,59_190_o,59_190_o_3,8/27/2012,22:32:52,8/27/12 22:32,14:32:52,52372,GGF,END,,3
