Filename,Frame,Time (HMS),Seconds,Period,Period time (HMS),Image row,Image col,OpCode,TapeReader,Depth,Comment,Year,Dive,Transect Number,,,,,,Family,Genus,Species,Code,Number,Stage,Activity,Start_End,Comment,Event Time HH:MM:SS
SL_2018CSEO_Dive_20_16-59-00.000.avi,13444,17:06:34,61594,,,13444,17:06:34,QC,amy,,,2018,20,112,,,,,,Bad,loitering in same area,BLA,BLA,2,AD,Passing,,,17:06:34
SL_2018CSEO_Dive_20_16-59-00.000.avi,14170,17:06:58,61618,,,14170,17:06:58,QC,amy,,,2018,20,112,,,,,,Good,Good Going Forward,GGF,GGF,3,AD,Passing,,,
SL_2018CSEO_Dive_20_16-59-00.000.avi,14521,17:07:10,61630,,,14521,17:07:10,QC,amy,,,2018,20,112,,,,,,Bad,loitering in same area,BLA,BLA,4,AD,Passing,,,
SL_2018CSEO_Dive_20_16-59-00.000.avi,14901,17:07:23,61643,,,14901,17:07:23,QC,amy,,,2018,20,112,,,,,,Good,Good Going Forward,GGF,GGF,5,AD,Passing,,,17:07:22
SL_2018CSEO_Dive_20_16-59-00.000.avi,34078,17:18:02,62282,,,34078,17:18:02,QC,amy,,,2018,20,112,,,,,,Bad,loitering in same area,BLA,BLA,6,AD,Passing,,,17:18:02
SL_2018CSEO_Dive_20_16-59-00.000.avi,37505,17:19:56,62396,,,37505,17:19:56,QC,amy,,,2018,20,112,,,,,,Good,Good Going Forward,GGF,GGF,7,AD,Passing,,,17:19:56
SL_2018CSEO_Dive_20_16-59-00.000.avi,37677,17:20:02,62402,,,37677,17:20:02,QC,amy,,,2018,20,112,,,,,,Bad,loitering in same area,BLA,BLA,8,AD,Passing,,,
SL_2018CSEO_Dive_20_16-59-00.000.avi,38958,17:20:45,62445,,,38958,17:20:45,QC,amy,,,2018,20,112,,,,,,Good,Good Going Forward,GGF,GGF,9,AD,Passing,,,17:20:44
SL_2018CSEO_Dive_20_16-59-00.000.avi,39179,17:20:52,62452,,,39179,17:20:52,QC,amy,,,2018,20,112,,,,,,Bad,loitering in same area,BLA,BLA,10,AD,Passing,,,
SL_2018CSEO_Dive_20_16-59-00.000.avi,44706,17:23:56,62636,,,44706,17:23:56,QC,amy,,,2018,20,112,,,,,,Good,Good Going Forward,GGF,GGF,12,AD,Passing,,,17:23:56
SL_2018CSEO_Dive_20_16-59-00.000.avi,48295,17:25:56,62756,,,48295,17:25:56,QC,amy,,,2018,20,112,,,,,,Bad,loitering in same area,BLA,BLA,13,AD,Passing,,,17:25:56
SL_2018CSEO_Dive_20_16-59-00.000.avi,51329,17:27:37,62857,,,51329,17:27:37,QC,amy,,,2018,20,112,,,,,,Bad,loitering in same area,BLA,BLA,18,AD,Passing,,,17:27:37
SL_2018CSEO_Dive_20_16-59-00.000.avi,52925,17:28:30,62910,,,52925,17:28:30,QC,amy,,,2018,20,112,,,,,,Good,Good Going Forward,GGF,GGF,20,AD,Passing,,,17:28:30
SL_2018CSEO_Dive_20_16-59-00.000.avi,54745,17:29:31,62971,,,54745,17:29:31,QC,amy,,,2018,20,112,,,,,,Bad,loitering in same area,BLA,BLA,21,AD,Passing,,,
SL_2018CSEO_Dive_20_16-59-00.000.avi,55174,17:29:45,62985,,,55174,17:29:45,QC,amy,,,2018,20,112,,,,,,Good,Good Going Forward,GGF,GGF,22,AD,Passing,,,
SL_2018CSEO_Dive_20_16-59-00.000.avi,57579,17:31:05,63065,,,57579,17:31:05,QC,amy,,,2018,20,112,,,,,,Bad,loitering in same area,BLA,BLA,23,AD,Passing,,,17:31:05
SL_2018CSEO_Dive_20_16-59-00.000.avi,57957,17:31:18,63078,,,57957,17:31:18,QC,amy,,,2018,20,112,,,,,,Good,Good Going Forward,GGF,GGF,24,AD,Passing,,,17:31:18
SL_2018CSEO_Dive_20_16-59-00.000.avi,62694,17:33:56,63236,,,62694,17:33:56,QC,amy,,,2018,20,112,,,,,,Bad,loitering in same area,BLA,BLA,25,AD,Passing,,,17:33:56
SL_2018CSEO_Dive_20_16-59-00.000.avi,64472,17:34:55,63295,,,64472,17:34:55,QC,amy,,,2018,20,112,,,,,,Good,Good Going Forward,GGF,GGF,28,AD,Passing,,,17:34:55
SL_2018CSEO_Dive_20_16-59-00.000.avi,64796,17:35:06,63306,,,64796,17:35:06,QC,amy,,,2018,20,112,,,,,,Bad,lost bottom visual,BLB,BLB,29,AD,Passing,,can see in belly,17:35:06
SL_2018CSEO_Dive_20_16-59-00.000.avi,65028,17:35:14,63314,,,65028,17:35:14,QC,amy,,,2018,20,112,,,,,,Good,Good Going Forward,GGF,GGF,30,AD,Passing,End,,17:35:13
SL_2018CSEO_Dive_21_08-51-15.000.avi,129,8:51:21,31881,,,129,8:51:21,QC,amy,,,2018,21,113,,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,Start,,8:51:22
SL_2018CSEO_Dive_21_08-51-15.000.avi,3273,8:53:06,31986,,,3273,8:53:06,QC,amy,,,2018,21,113,,,,,,Good,Good Going Forward,GGF,GGF,2,AD,Passing,,can see in belly,8:53:06
SL_2018CSEO_Dive_21_08-51-15.000.avi,3960,8:53:29,32009,,,3960,8:53:29,QC,amy,,,2018,21,113,,,,,,Good,Good Going Forward,GGF,GGF,3,AD,Passing,,,
SL_2018CSEO_Dive_21_08-51-15.000.avi,37320,9:12:01,33121,,,37320,9:12:01,QC,amy,,,2018,21,113,,,,,,Good,Good Going Forward,GGF,GGF,4,AD,Passing,,can see in belly,9:12:01
SL_2018CSEO_Dive_21_08-51-15.000.avi,37809,9:12:17,33137,,,37809,9:12:17,QC,amy,,,2018,21,113,,,,,,Good,Good Going Forward,GGF,GGF,5,AD,Passing,,,9:12:17
SL_2018CSEO_Dive_21_08-51-15.000.avi,80168,9:35:49,34549,,,80168,9:35:49,QC,amy,,,2018,21,113,,,,,,Good,Good Going Forward,GGF,GGF,6,AD,Passing,End,,9:35:49
SL_2018CSEO_Dive_22_10-26-06.000.avi,263,10:26:19,37579,,,263,10:26:19,QC,amy,,,2018,22,96,,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,Start,,10:26:19
SL_2018CSEO_Dive_22_10-26-06.000.avi,12314,10:33:00,37980,,,12314,10:33:00,QC,amy,,,2018,22,96,,,,,,Good,Good Going Forward,GGF,GGF,2,AD,Passing,,can see in belly,10:33:00
SL_2018CSEO_Dive_22_10-26-06.000.avi,12968,10:33:22,38002,,,12968,10:33:22,QC,amy,,,2018,22,96,,,,,,Good,Good Going Forward,GGF,GGF,3,AD,Passing,,,10:33:22
SL_2018CSEO_Dive_22_10-26-06.000.avi,18267,10:36:19,38179,,,18267,10:36:19,QC,amy,,,2018,22,96,,,,,,Good,Good Going Forward,GGF,GGF,4,AD,Passing,,can see in belly,10:36:19
SL_2018CSEO_Dive_22_10-26-06.000.avi,18713,10:36:34,38194,,,18713,10:36:34,QC,amy,,,2018,22,96,,,,,,Good,Good Going Forward,GGF,GGF,5,AD,Passing,,,10:36:34
SL_2018CSEO_Dive_22_10-26-06.000.avi,44184,10:50:43,39043,,,44184,10:50:43,QC,amy,,,2018,22,96,,,,,,Good,Good Going Forward,GGF,GGF,6,AD,Passing,,can see in belly,10:50:43
SL_2018CSEO_Dive_22_10-26-06.000.avi,44371,10:50:49,39049,,,44371,10:50:49,QC,amy,,,2018,22,96,,,,,,Good,Good Going Forward,GGF,GGF,7,AD,Passing,,,10:50:49
SL_2018CSEO_Dive_22_10-26-06.000.avi,61685,11:00:26,39626,,,61685,11:00:26,QC,amy,,,2018,22,96,,,,,,Good,Good Going Forward,GGF,GGF,8,AD,Passing,,can see in belly,11:00:26
