Filename,Frame,Time_AKDT,Time..HMS.,Period,Period.time..HMS.,Length..mm.,Precision..mm.,RMS..mm.,Range..mm.,Direction..deg.,Horz..Dir...deg.,Vert..Dir...deg.,Mid.X..mm.,Mid.Y..mm.,Mid.Z..mm.,OpCode,TapeReader,Depth,Comment,Year,Dive.No,Transect.No,User.Def..4,User.Def..5,User.Def..6,User.Def..7,User.Def..8,Family,Genus,Species,Code,Number,Stage,Activity,Check.ID,Comment.1,Event.Time.HH.MM.SS
SL_2016CSEO_Dive_51_11-39-49.000.avi,34206,11:59:01,19:59:01,NA,NA,NA,27.239,5.839,3655.8,32.114,NA,NA,1662.29,999.105,-3098.944,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,flatfish,flatfish,10006,10006,30,,,NA,probably halibut,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,34373,11:59:07,19:59:07,NA,NA,NA,70.418,5.533,6251.349,8.926,NA,NA,-352.702,888.125,-6177.88,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,31,AD,Fish seeking cover,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,34571,11:59:13,19:59:13,NA,NA,392.362,13.522,2.382,2645.901,6.62,16.686,12.766,-193.028,-236.215,-2628.257,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,31,AD,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,34573,11:59:13,19:59:13,NA,NA,NA,16.482,0.799,2942.37,10.684,NA,NA,-361.555,-415.72,-2890.328,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,32,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,35177,11:59:34,19:59:34,NA,NA,NA,27.97,1.555,3856.473,14.868,NA,NA,-988.545,35.353,-3727.454,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,33,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,36071,12:00:03,20:00:03,NA,NA,NA,42.473,1.614,4639.248,17.304,NA,NA,-1301.7,446.849,-4430.409,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,34,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,38681,12:01:30,20:01:30,NA,NA,NA,20.384,0.746,3185.758,15.75,NA,NA,780.311,364.974,-3067.077,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,35,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,38980,12:01:40,20:01:40,NA,NA,NA,24.132,1.76,3721.317,5.344,NA,NA,277.953,197.77,-3705.648,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,36,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,39397,12:01:54,20:01:54,NA,NA,NA,41.431,1.579,4480.108,20.375,NA,NA,-1260.921,907.659,-4202.094,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,37,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,40656,12:02:36,20:02:36,NA,NA,NA,16.257,0.862,2857.124,21.048,NA,NA,1022.922,74.655,-2666.686,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,38,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,43327,12:04:05,20:04:05,NA,NA,NA,91.006,2.195,6678.023,29.086,NA,NA,-2504.939,2050.264,-5841.035,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,quillback,147,147,39,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,43327,12:04:05,20:04:05,NA,NA,NA,152.374,2.356,8554.671,24.277,NA,NA,-2787.283,2125.779,-7803.493,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,40,AD,Fish milling/hovering,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,43472,12:04:10,20:04:10,NA,NA,NA,44.872,0.255,4908.44,11.336,NA,NA,309.448,901.774,-4814.959,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,41,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,43595,12:04:14,20:04:14,NA,NA,412.439,42.894,1.968,4488.583,27.82,2.81,35.516,-2084.406,208.527,-3969.779,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,40,AD,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,44199,12:04:34,20:04:34,NA,NA,NA,85.168,0.917,6591.34,25.114,NA,NA,419.144,2750.999,-5975.122,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,quillback,147,147,42,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,45246,12:05:09,20:05:09,NA,NA,NA,76.808,0.402,6087.85,24.728,NA,NA,-2115.64,1403.62,-5533.158,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,quillback,147,147,43,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,45488,12:05:17,20:05:17,NA,NA,NA,82.637,2.124,6598.341,16.795,NA,NA,-260.862,1872.871,-6321.583,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,44,AD,Fish milling/hovering,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,45730,12:05:25,20:05:25,NA,NA,388.354,23.612,1.358,2475.186,4.54,38.429,19.975,186.581,-59.711,-2467.421,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,44,AD,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,45835,12:05:29,20:05:29,NA,NA,NA,27.056,1.62,3605.148,23.915,NA,NA,-1192.295,836.931,-3297.738,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,45,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,46806,12:06:01,20:06:01,NA,NA,NA,30.405,0.55,4151.069,7.087,NA,NA,-177.38,470.125,-4120.546,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,46,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,48978,12:07:14,20:07:14,NA,NA,NA,76.635,1.303,6249.968,17.515,NA,NA,525.588,1791.179,-5964.69,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,47,SU,Fish milling/hovering,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,49278,12:07:24,20:07:24,NA,NA,318.392,19.501,0.135,2186.101,14.754,40.072,1.736,348.499,-434.184,-2114.017,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,47,SU,,NA,High Horizontal angle,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,49372,12:07:27,20:07:27,NA,NA,NA,49.168,1.238,4792.433,27.129,NA,NA,1747.204,1301.91,-4268.457,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,48,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,51590,12:08:41,20:08:41,NA,NA,NA,120.495,6.25,8050.566,36.441,NA,NA,4046.837,2531.473,-6482.775,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,49,AD,Fish milling/hovering,NA,"no length, too blurry; confirmed for",NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,53716,12:09:52,20:09:52,NA,NA,NA,68.822,2.934,5687.963,27.646,NA,NA,2209.988,1430.249,-5042.149,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,50,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,54126,12:10:05,20:10:05,NA,NA,NA,49.87,2.48,4947.739,27.949,NA,NA,-1947.58,1247.822,-4373.784,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,51,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,55501,12:10:51,20:10:51,NA,NA,NA,23.394,7.058,3527.832,10.355,NA,NA,-454.653,433.398,-3471.463,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,53,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,55671,12:10:57,20:10:57,NA,NA,NA,42.521,1.537,4667.269,18.547,NA,NA,-334.387,1435.357,-4428.469,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,silvergray,157,157,52,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,55774,12:11:00,20:11:00,NA,NA,NA,18.796,0.267,3069.791,16.012,NA,NA,-739.047,405.928,-2951.72,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,black,142,142,54,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,56094,12:11:11,20:11:11,NA,NA,NA,72.285,4.586,6007.818,27.784,NA,NA,-2520.326,1207.696,-5318.205,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,quillback,147,147,55,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,56519,12:11:25,20:11:25,NA,NA,NA,17.596,0.802,3001.559,24.496,NA,NA,-1226.945,-215.243,-2730.867,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,56,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,56906,12:11:38,20:11:38,NA,NA,NA,25.054,3.004,3745.654,8.53,NA,NA,82.241,540.184,-3705.585,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,57,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,57932,12:12:12,20:12:12,NA,NA,NA,60.726,1.122,5596.904,18.412,NA,NA,315.396,1726.145,-5314.723,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,quillback,147,147,58,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,58702,12:12:38,20:12:38,NA,NA,NA,9.748,2.714,2202.011,21.276,NA,NA,-201.052,-778.424,-2049.997,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,59,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,58824,12:12:42,20:12:42,NA,NA,NA,25.075,2.388,3536.692,16.088,NA,NA,-798.155,560.26,-3399.596,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,60,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,59825,12:13:15,20:13:15,NA,NA,NA,26.955,0.431,3823.709,10.022,NA,NA,-619.026,234.778,-3765.958,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,61,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,61039,12:13:56,20:13:56,NA,NA,NA,18.795,2.093,3132.263,13.97,NA,NA,754.053,-64.477,-3039.46,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,62,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,61039,12:13:56,20:13:56,NA,NA,NA,55.239,3.206,5074.038,27.434,NA,NA,1655.21,1639.581,-4507.539,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,63,AD,Fish seeking cover,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,61133,12:13:59,20:13:59,NA,NA,603.937,79.539,1.781,4157.636,22.017,49.492,1.522,1329.545,813.459,-3854.418,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,63,AD,,NA,High Horizontal angle and precision,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,61724,12:14:18,20:14:18,NA,NA,NA,32.899,2.016,4305.951,8.233,NA,NA,102.568,597.376,-4263.078,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,64,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,44047,12:04:29,20:04:29,NA,NA,NA,126.622,12.204,8534.659,36.183,NA,NA,-4075.312,2945.619,-6896.054,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,tiger,148,148,65,,,NA,,NA
SL_2016CSEO_Dive_51_11-39-49.000.avi,46266,12:05:43,20:05:43,NA,NA,NA,71.608,0.064,6077.098,13.803,NA,NA,-741.342,1231.285,-5904.699,1,Jenny,0,NA,2016,51,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,66,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,1338,13:49:19,21:49:19,NA,NA,NA,9.56,1.639,2115.767,22.469,NA,NA,495.813,-643.665,-1953.544,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,33,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,2045,13:49:42,21:49:42,NA,NA,NA,11.849,1.487,2408.39,32.211,NA,NA,1066.919,-719.068,-2035.919,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,34,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,3949,13:50:46,21:50:46,NA,NA,NA,67.461,3.325,5958.736,35.461,NA,NA,2978.32,1742.971,-4857.798,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,39,AD,Fish moving slowly into frame,NA,"no length, can't see whole fish",NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,3972,13:50:46,21:50:46,NA,NA,NA,97.162,0.993,6962.032,16.528,NA,NA,-1191.018,1565.718,-6678.315,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,1,AD,Fish milling/hovering,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,4072,13:50:50,21:50:50,NA,NA,614.874,42.828,2.55,4902.252,17.427,1.649,18.235,-1422.45,363.655,-4677.228,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,1,AD,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,8505,13:53:17,21:53:18,NA,NA,NA,13.39,3.721,2674.057,8.83,NA,NA,304.355,-282.008,-2641.67,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,3,JV,Fish seeking cover,NA,"no length, can't see whole fish",NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,8505,13:53:17,21:53:18,NA,NA,NA,17.97,3.643,2948.025,20.637,NA,NA,985.991,-334.613,-2758.026,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,4,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,10304,13:54:17,21:54:17,NA,NA,NA,14.973,2.441,2751.63,29.463,NA,NA,-1200.415,-631.103,-2394.198,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,5,SU,Fish seeking cover,NA,"no length, can't see whole fish",NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,20202,13:59:47,21:59:47,NA,NA,NA,101.999,7.009,7371.484,32.364,NA,NA,3868.665,761.632,-6228.332,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,silvergray,157,157,6,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,20945,14:00:12,22:00:12,NA,NA,NA,79.99,2.586,6183.781,21.164,NA,NA,1233.887,1846.172,-5771.336,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,dusky,172,172,7,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,22047,14:00:49,22:00:49,NA,NA,NA,44.576,4.931,4887.809,14.139,NA,NA,-144.673,1173.354,-4742.677,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,dusky,172,172,8,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,22648,14:01:09,22:01:09,NA,NA,NA,112.245,4.884,7279.148,21.893,NA,NA,2239.582,1516.392,-6758.019,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,unknown,10024,10024,9,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,22825,14:01:15,22:01:15,NA,NA,NA,16.902,6.505,3011.199,32.222,NA,NA,1590.081,-228.807,-2546.883,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,32,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,23413,14:01:34,22:01:34,NA,NA,NA,8.883,6.74,2054.172,19.975,NA,NA,403.383,-579.002,-1929.161,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,11,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,24750,14:02:19,22:02:19,NA,NA,NA,9.925,1.082,2228.239,20.042,NA,NA,157.546,-752.435,-2091.428,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,12,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,25350,14:02:39,22:02:39,NA,NA,NA,107.238,3.205,7389.343,21.43,NA,NA,498.327,2636.261,-6885.07,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,38,AD,Fish milling/hovering,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,25380,14:02:40,22:02:40,NA,NA,586.267,77.795,3.853,6936.614,24.401,11.299,6.967,1349.114,2528.186,-6317.023,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,38,AD,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,31985,14:06:20,22:06:20,NA,NA,NA,92.229,1.493,6571.511,25.304,NA,NA,1720.515,2205.349,-5946.513,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,15,AD,Fish milling/hovering,NA,"no length, bad angle",NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,34850,14:07:56,22:07:56,NA,NA,NA,31.574,4.773,4080.407,12.197,NA,NA,-790.878,333.14,-3989.142,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,16,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,38141,14:09:45,22:09:45,NA,NA,NA,26.43,0.61,3606.759,17.424,NA,NA,-700.371,813.542,-3443.303,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,unknown,10024,10024,17,,,NA,possibly ye but can't confirm,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,41469,14:11:36,22:11:36,NA,NA,NA,95.577,2.977,6808.624,19.298,NA,NA,1203.082,1885.398,-6430.803,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,18,AD,Fish milling/hovering,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,41680,14:11:43,22:11:43,NA,NA,667.021,37.742,1.007,3553.222,28.696,17.037,13.83,1705.436,48.06,-3116.819,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,18,AD,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,46116,14:14:11,22:14:11,NA,NA,NA,22.561,3.058,3399.665,16.647,NA,NA,-252.594,-948.728,-3254.817,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,19,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,46529,14:14:25,22:14:25,NA,NA,NA,16.69,3.04,3022.344,9.067,NA,NA,-451.544,144.097,-2984.947,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,dusky,172,172,20,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,47789,14:15:07,22:15:07,NA,NA,NA,15.535,3.05,2726.924,25.192,NA,NA,-911.146,-725.286,-2465.743,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,21,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,49235,14:15:55,22:15:55,NA,NA,NA,8.303,2.549,2053.263,22.176,NA,NA,-38.706,-778.806,-1899.435,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,35,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,50164,14:16:26,22:16:26,NA,NA,NA,33.238,4.575,4100.815,25.197,NA,NA,1741.192,-136.587,-3710.293,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,skate,longnose skate,701,701,22,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,51015,14:16:54,22:16:54,NA,NA,NA,7.212,1.814,1861.65,25.166,NA,NA,-361.653,-708.438,-1683.171,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,23,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,51167,14:17:00,22:17:00,NA,NA,NA,12.438,0.746,2465.141,18.377,NA,NA,-414.711,-663.125,-2337.777,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,24,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,51167,14:17:00,22:17:00,NA,NA,NA,31.368,4.786,4401.822,0.342,NA,NA,15.387,10.298,-4401.783,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,25,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,52146,14:17:32,22:17:32,NA,NA,NA,48.94,0.802,4795.837,23.291,NA,NA,1603.405,1001.424,-4407.527,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,26,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,56538,14:19:59,22:19:59,NA,NA,NA,11.157,1.988,2408.033,30.059,NA,NA,1199.954,-127.442,-2083.865,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,27,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,59898,14:21:51,22:21:51,NA,NA,NA,11.348,5.833,2333.607,29.056,NA,NA,1021.112,-496.878,-2038.668,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,greenling,lingcod,130,130,36,,,NA,"no length, can't see whole fish",NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,60707,14:22:18,22:22:18,NA,NA,NA,75.112,3.416,6212.669,23.383,NA,NA,304.173,2432.557,-5708.538,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,37,AD,Fish milling/hovering,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,60937,14:22:25,22:22:25,NA,NA,478.856,5.82,0.881,2257.767,11.078,7.239,27.63,-119.548,-417.02,-2215.697,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,145,37,AD,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,61063,14:22:29,22:22:29,NA,NA,NA,40.56,2.629,4577.477,34.727,NA,NA,2245.974,1315.486,-3765.421,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,29,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,61912,14:22:58,22:22:58,NA,NA,NA,42.492,1.373,4938.518,5.891,NA,NA,-330.063,372.422,-4913.382,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,30,,,NA,,NA
SL_2016CSEO_Dive_52_13-48-20.000.avi,64669,14:24:30,22:24:30,NA,NA,NA,10.31,4.649,2255.795,17.428,NA,NA,-609.069,-297.823,-2151.499,1,Jenny,0,test,2016,52,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,31,,,NA,,NA
SL_2016CSEO_Dive_53_15-00-10.000.avi,669,15:00:57,23:00:57,NA,NA,NA,21.763,2.135,3239.412,20.401,NA,NA,551.684,977.679,-3038.68,1,Jenny,0,NA,2016,53,1,NA,NA,NA,NA,NA,rockfish,silvergray,157,157,1,,,NA,,NA
SL_2016CSEO_Dive_53_15-00-10.000.avi,669,15:00:57,23:00:57,NA,NA,NA,48.855,0.056,4936.254,17.162,NA,NA,632.237,1300.379,-4719.734,1,Jenny,0,NA,2016,53,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,2,,,NA,,NA
SL_2016CSEO_Dive_53_15-00-10.000.avi,1134,15:01:13,23:01:13,NA,NA,NA,39.029,10.252,4476.099,29.488,NA,NA,-2021.663,866.365,-3898.429,1,Jenny,0,NA,2016,53,1,NA,NA,NA,NA,NA,rockfish,unknown,10024,10024,3,,,NA,,NA
SL_2016CSEO_Dive_53_15-00-10.000.avi,1924,15:01:39,23:01:39,NA,NA,NA,107.726,6.14,7139.856,24.145,NA,NA,2600.081,1313.803,-6518.516,1,Jenny,0,NA,2016,53,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,10024,4,AD,Fish milling/hovering,NA,,NA
SL_2016CSEO_Dive_53_15-00-10.000.avi,2060,15:01:44,23:01:44,NA,NA,645.904,78.794,4.699,5408.721,28.95,9.841,19.387,2566.658,516.388,-4732.85,1,Jenny,0,NA,2016,53,1,NA,NA,NA,NA,NA,rockfish,yelloweye,145,10024,4,AD,,NA,,NA
SL_2016CSEO_Dive_53_15-00-10.000.avi,3267,15:02:24,23:02:24,NA,NA,NA,60.359,1.125,5432.592,22.663,NA,NA,-873.513,1889.721,-5017.866,1,Jenny,0,NA,2016,53,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,10024,5,,,NA,,NA
SL_2016CSEO_Dive_53_15-00-10.000.avi,4065,15:02:51,23:02:50,NA,NA,NA,12.036,2.215,2372.426,25.094,NA,NA,586.928,-822.583,-2146.458,1,Jenny,0,NA,2016,53,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,10024,78,,,NA,,NA
SL_2016CSEO_Dive_53_15-00-10.000.avi,5250,15:03:30,23:03:30,NA,NA,NA,30.123,0.91,3911.849,17.964,NA,NA,-1171.234,-298.884,-3720.408,1,Jenny,0,NA,2016,53,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,10024,6,,,NA,,NA
SL_2016CSEO_Dive_53_15-00-10.000.avi,5698,15:03:45,23:03:45,NA,NA,NA,58.314,3.646,5660.283,8.522,NA,NA,729.077,400.704,-5598.812,1,Jenny,0,NA,2016,53,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,10024,7,,,NA,,NA
SL_2016CSEO_Dive_53_15-00-10.000.avi,7226,15:04:36,23:04:36,NA,NA,NA,29.063,1.786,4021.56,32.451,NA,NA,2157.181,-63.804,-3393.442,1,Jenny,0,NA,2016,53,1,NA,NA,NA,NA,NA,rockfish,rosethorn,150,150,8,,,NA,,NA
